,,,,,,,,,,Steps,Population,Births,Deaths,Marriages,Laborers,,,Migrants
306,373,14,12,3,149,33,89,83,,,,,,,,,,
306,393,28,5,3,152,31,94,87,,,,,,,,,,
312,382,24,11,2,149,32,88,84,,,,,,,,,,
312,377,15,7,2,154,36,91,82,,,,,,,,,,
312,387,23,6,3,160,38,94,79,,,,,,,,,,
312,382,28,12,3,143,33,91,89,,,,,,,,,,
312,376,22,16,5,148,32,90,80,,,,,,,,,,
312,380,25,14,3,144,35,85,86,,,,,,,,,,
312,382,19,8,6,152,29,93,84,,,,,,,,,,
312,377,20,9,5,152,30,95,84,,,,,,,,,,
312,385,21,5,3,153,32,93,85,,,,,,,,,,
312,377,13,6,3,154,34,91,84,,,,,,,,,,
312,372,16,14,5,149,34,93,81,,,,,,,,,,
312,375,16,12,4,150,30,89,82,,,,,,,,,,
312,374,16,11,3,145,32,88,88,,,,,,,,,,
312,380,18,9,4,150,33,92,85,,,,,,,,,,
312,393,33,11,4,147,35,89,85,,,,,,,,,,
312,373,17,15,4,144,31,89,85,,,,,,,,,,
312,382,23,11,4,151,35,92,83,,,,,,,,,,
312,390,32,11,6,144,29,97,89,,,,,,,,,,
312,382,21,8,4,147,33,94,89,,,,,,,,,,
312,368,16,18,6,135,27,90,91,,,,,,,,,,
312,388,27,10,4,152,32,89,83,,,,,,,,,,
312,382,18,7,4,155,32,93,82,,,,,,,,,,
312,371,13,12,4,148,31,91,84,,,,,,,,,,
312,392,37,13,7,142,28,93,90,,,,,,,,,,
312,373,15,11,2,148,33,91,86,,,,,,,,,,
312,380,16,7,2,152,35,90,86,,,,,,,,,,
312,385,24,10,3,151,34,89,83,,,,,,,,,,
312,381,19,8,2,148,35,92,89,,,,,,,,,,
312,373,14,12,3,149,33,89,83,,,,,,,,,,
312,393,28,5,3,152,31,94,87,,,,,,,,,,
318,382,24,11,2,149,32,88,84,,,,,,,,,,
318,377,16,8,2,152,36,91,83,,,,,,,,,,
318,387,23,6,3,161,39,94,78,,,,,,,,,,
318,382,28,12,3,143,33,91,89,,,,,,,,,,
318,377,23,16,5,148,32,90,80,,,,,,,,,,
318,380,25,14,3,144,35,85,86,,,,,,,,,,
318,381,19,9,6,151,29,93,84,,,,,,,,,,
318,378,21,9,5,153,31,95,83,,,,,,,,,,
318,385,21,5,3,153,32,93,85,,,,,,,,,,
318,377,13,6,3,154,34,91,84,,,,,,,,,,
318,372,16,14,5,149,34,93,81,,,,,,,,,,
318,375,16,12,4,150,30,89,82,,,,,,,,,,
318,373,16,12,3,144,32,87,88,,,,,,,,,,
318,380,18,9,4,150,33,92,85,,,,,,,,,,
318,393,33,11,4,147,35,89,85,,,,,,,,,,
318,373,17,15,4,144,31,89,85,,,,,,,,,,
318,382,23,11,4,151,35,92,83,,,,,,,,,,
318,389,32,12,6,143,29,96,89,,,,,,,,,,
318,383,22,8,4,147,33,94,89,,,,,,,,,,
318,369,17,18,6,135,27,90,91,,,,,,,,,,
318,388,27,10,4,151,32,89,84,,,,,,,,,,
318,383,19,7,4,155,32,93,82,,,,,,,,,,
318,370,13,13,4,147,31,90,84,,,,,,,,,,
318,392,37,13,7,140,28,93,92,,,,,,,,,,
318,374,16,11,3,148,32,92,86,,,,,,,,,,
318,380,16,7,2,151,35,90,87,,,,,,,,,,
318,385,24,10,3,151,34,89,83,,,,,,,,,,
318,381,19,8,2,148,35,92,89,,,,,,,,,,
318,373,14,12,3,149,33,89,83,,,,,,,,,,
318,393,28,5,3,152,31,94,87,,,,,,,,,,
324,383,25,11,2,149,32,88,84,,,,,,,,,,
324,380,19,8,2,152,36,91,83,,,,,,,,,,
324,387,23,6,3,161,39,94,78,,,,,,,,,,
324,381,28,13,3,142,33,91,90,,,,,,,,,,
324,377,23,16,5,148,32,90,80,,,,,,,,,,
324,380,25,14,3,144,35,85,86,,,,,,,,,,
324,381,21,11,6,149,29,93,84,,,,,,,,,,
324,378,21,9,5,153,31,95,83,,,,,,,,,,
324,387,23,5,3,152,32,93,86,,,,,,,,,,
324,374,13,9,3,151,34,89,84,,,,,,,,,,
324,373,18,14,5,148,34,93,82,,,,,,,,,,
324,376,17,12,4,149,30,89,83,,,,,,,,,,
324,373,17,13,3,143,32,87,88,,,,,,,,,,
324,380,18,9,4,150,33,92,85,,,,,,,,,,
324,393,33,11,4,147,35,89,85,,,,,,,,,,
324,373,17,15,4,144,31,89,85,,,,,,,,,,
324,384,25,11,4,151,35,92,83,,,,,,,,,,
324,389,32,12,6,143,29,96,89,,,,,,,,,,
324,383,22,8,4,147,33,94,89,,,,,,,,,,
324,371,19,18,6,135,27,90,91,,,,,,,,,,
324,388,27,10,4,151,32,89,84,,,,,,,,,,
324,383,19,7,4,154,32,93,83,,,,,,,,,,
324,370,15,15,4,144,31,90,85,,,,,,,,,,
324,393,38,13,7,139,28,93,93,,,,,,,,,,
324,374,17,12,3,147,32,92,86,,,,,,,,,,
324,380,17,8,2,150,35,89,87,,,,,,,,,,
324,386,25,10,3,151,34,89,83,,,,,,,,,,
324,381,19,8,2,145,35,92,92,,,,,,,,,,
324,373,14,12,4,149,32,90,83,,,,,,,,,,
324,393,28,5,3,151,31,94,88,,,,,,,,,,
330,383,25,11,2,149,32,88,84,,,,,,,,,,
330,380,19,8,2,152,36,91,83,,,,,,,,,,
330,387,23,6,3,161,39,94,78,,,,,,,,,,
330,383,30,13,3,142,33,91,90,,,,,,,,,,
330,377,23,16,5,148,32,90,80,,,,,,,,,,
330,381,26,14,4,145,35,86,85,,,,,,,,,,
330,381,21,11,6,149,29,93,84,,,,,,,,,,
330,378,21,9,5,153,31,95,83,,,,,,,,,,
330,387,23,5,4,152,31,94,86,,,,,,,,,,
330,375,14,9,3,151,34,89,84,,,,,,,,,,
330,373,19,15,5,147,34,92,82,,,,,,,,,,
330,375,17,13,4,147,30,88,84,,,,,,,,,,
330,372,17,14,3,142,32,86,88,,,,,,,,,,
330,380,18,9,4,150,33,92,85,,,,,,,,,,
330,393,33,11,4,147,35,89,85,,,,,,,,,,
330,374,19,16,4,143,31,89,86,,,,,,,,,,
330,385,26,11,4,151,35,92,83,,,,,,,,,,
330,391,34,12,6,143,29,96,89,,,,,,,,,,
330,382,22,9,4,146,33,93,89,,,,,,,,,,
330,370,19,19,6,133,27,90,92,,,,,,,,,,
330,389,28,10,4,151,32,89,84,,,,,,,,,,
330,383,19,7,4,154,32,93,83,,,,,,,,,,
330,370,15,15,4,144,31,90,85,,,,,,,,,,
330,394,39,13,7,139,28,93,93,,,,,,,,,,
330,374,17,12,3,145,32,92,88,,,,,,,,,,
330,380,17,8,2,149,35,89,88,,,,,,,,,,
330,387,26,10,4,151,33,90,83,,,,,,,,,,
330,382,20,8,2,144,35,92,93,,,,,,,,,,
330,373,14,12,4,148,32,90,84,,,,,,,,,,
330,395,30,5,3,152,32,94,87,,,,,,,,,,
336,383,25,11,2,149,32,88,84,,,,,,,,,,
336,380,19,8,2,151,36,91,84,,,,,,,,,,
336,388,24,6,3,161,39,94,78,,,,,,,,,,
336,383,30,13,4,142,32,92,90,,,,,,,,,,
336,377,23,16,5,148,32,90,80,,,,,,,,,,
336,381,26,14,4,144,35,86,86,,,,,,,,,,
336,380,21,12,6,147,29,93,86,,,,,,,,,,
336,378,21,9,5,152,31,95,84,,,,,,,,,,
336,388,24,5,4,152,31,94,86,,,,,,,,,,
336,374,14,10,3,150,34,89,84,,,,,,,,,,
336,373,19,15,5,147,34,92,82,,,,,,,,,,
336,375,17,13,4,147,30,88,84,,,,,,,,,,
336,373,18,14,3,142,32,86,88,,,,,,,,,,
336,380,18,9,4,149,33,92,86,,,,,,,,,,
336,393,33,11,4,146,35,89,86,,,,,,,,,,
336,374,20,17,4,142,31,89,86,,,,,,,,,,
336,385,26,11,4,150,35,92,84,,,,,,,,,,
336,391,34,12,6,141,29,96,91,,,,,,,,,,
336,382,22,9,4,146,33,93,89,,,,,,,,,,
336,370,19,19,6,133,27,90,92,,,,,,,,,,
336,390,29,10,4,151,32,89,84,,,,,,,,,,
336,382,19,8,4,154,33,92,82,,,,,,,,,,
336,370,15,15,4,144,31,90,85,,,,,,,,,,
336,395,40,13,7,138,28,93,94,,,,,,,,,,
336,373,17,13,3,144,32,92,88,,,,,,,,,,
336,380,17,8,2,149,35,89,88,,,,,,,,,,
336,387,26,10,4,150,33,90,84,,,,,,,,,,
336,381,20,9,2,144,35,92,93,,,,,,,,,,
336,372,14,13,4,148,32,90,84,,,,,,,,,,
336,395,30,5,3,151,32,94,88,,,,,,,,,,
342,383,25,11,2,149,32,88,84,,,,,,,,,,
342,380,20,9,2,150,36,90,84,,,,,,,,,,
342,388,24,6,4,160,38,95,79,,,,,,,,,,
342,384,31,13,4,142,32,92,90,,,,,,,,,,
342,377,23,16,5,148,32,90,80,,,,,,,,,,
342,381,26,14,5,144,34,87,86,,,,,,,,,,
342,381,22,12,6,147,29,93,86,,,,,,,,,,
342,379,22,9,5,152,31,95,84,,,,,,,,,,
342,386,24,7,4,150,31,93,86,,,,,,,,,,
342,374,14,10,3,150,34,89,84,,,,,,,,,,
342,374,21,16,6,145,33,93,83,,,,,,,,,,
342,374,17,14,5,146,29,88,84,,,,,,,,,,
342,373,18,14,3,142,32,86,88,,,,,,,,,,
342,380,18,9,4,149,33,92,86,,,,,,,,,,
342,394,34,11,4,145,35,89,87,,,,,,,,,,
342,374,20,17,5,142,30,90,86,,,,,,,,,,
342,385,26,11,4,150,35,92,84,,,,,,,,,,
342,392,35,12,6,141,29,96,91,,,,,,,,,,
342,384,24,9,4,146,33,93,89,,,,,,,,,,
342,370,19,19,6,133,28,90,92,,,,,,,,,,
342,391,30,10,4,151,32,89,84,,,,,,,,,,
342,382,19,8,4,154,33,92,82,,,,,,,,,,
342,370,15,15,4,144,31,90,85,,,,,,,,,,
342,395,40,13,7,138,28,93,94,,,,,,,,,,
342,375,19,13,4,144,31,93,88,,,,,,,,,,
342,380,17,8,2,149,35,89,88,,,,,,,,,,
342,387,27,11,4,148,33,90,85,,,,,,,,,,
342,381,20,9,2,144,35,92,93,,,,,,,,,,
342,372,14,13,4,148,32,90,84,,,,,,,,,,
342,395,30,5,3,150,32,94,89,,,,,,,,,,
348,383,26,12,2,149,33,88,83,,,,,,,,,,
348,380,20,9,3,150,35,91,84,,,,,,,,,,
348,389,25,6,4,160,38,95,79,,,,,,,,,,
348,384,32,14,4,140,32,91,91,,,,,,,,,,
348,377,24,17,6,146,31,90,81,,,,,,,,,,
348,381,26,14,5,144,34,87,86,,,,,,,,,,
348,381,22,12,6,146,29,93,87,,,,,,,,,,
348,380,23,9,5,152,31,95,84,,,,,,,,,,
348,386,24,7,4,149,31,93,87,,,,,,,,,,
348,373,14,11,3,149,34,89,84,,,,,,,,,,
348,375,22,16,6,144,33,93,84,,,,,,,,,,
348,375,18,14,5,145,29,88,85,,,,,,,,,,
348,373,18,14,3,142,32,86,88,,,,,,,,,,
348,379,18,10,4,149,34,91,85,,,,,,,,,,
348,396,36,11,4,145,35,89,87,,,,,,,,,,
348,374,20,17,5,142,30,90,86,,,,,,,,,,
348,384,26,12,4,149,35,92,84,,,,,,,,,,
348,393,36,12,6,141,29,96,91,,,,,,,,,,
348,384,24,9,4,145,33,93,90,,,,,,,,,,
348,370,19,19,6,134,28,90,91,,,,,,,,,,
348,391,30,10,4,151,32,89,84,,,,,,,,,,
348,384,21,8,4,154,33,92,82,,,,,,,,,,
348,371,16,15,4,144,31,90,85,,,,,,,,,,
348,395,41,14,7,137,28,93,94,,,,,,,,,,
348,375,19,13,4,144,31,93,88,,,,,,,,,,
348,380,17,8,2,148,35,89,89,,,,,,,,,,
348,385,27,13,4,146,33,88,85,,,,,,,,,,
348,380,20,10,2,143,35,92,93,,,,,,,,,,
348,372,14,13,5,149,32,91,83,,,,,,,,,,
348,396,31,5,3,150,32,94,89,,,,,,,,,,
354,382,26,13,3,147,32,89,84,,,,,,,,,,
354,379,20,10,3,149,35,91,84,,,,,,,,,,
354,390,26,6,4,160,38,95,79,,,,,,,,,,
354,384,32,14,4,140,32,91,91,,,,,,,,,,
354,378,25,17,6,147,31,90,80,,,,,,,,,,
354,382,27,14,5,144,34,87,86,,,,,,,,,,
354,381,22,12,6,145,29,93,88,,,,,,,,,,
354,382,25,9,5,152,31,95,84,,,,,,,,,,
354,384,24,8,4,148,31,93,88,,,,,,,,,,
354,373,14,11,3,149,34,89,84,,,,,,,,,,
354,375,22,16,6,144,33,93,84,,,,,,,,,,
354,375,18,14,5,144,29,88,86,,,,,,,,,,
354,374,19,14,3,141,32,86,89,,,,,,,,,,
354,379,18,10,4,149,35,91,85,,,,,,,,,,
354,395,36,12,4,144,35,88,87,,,,,,,,,,
354,376,22,17,5,143,30,90,85,,,,,,,,,,
354,384,27,13,4,148,35,92,84,,,,,,,,,,
354,393,36,12,6,141,29,96,91,,,,,,,,,,
354,383,24,10,4,143,33,92,91,,,,,,,,,,
354,370,19,19,7,134,27,91,91,,,,,,,,,,
354,391,31,11,4,150,32,88,84,,,,,,,,,,
354,383,23,11,4,151,33,91,82,,,,,,,,,,
354,372,17,15,4,143,31,90,86,,,,,,,,,,
354,395,41,14,7,137,28,93,94,,,,,,,,,,
354,376,20,13,4,144,31,93,88,,,,,,,,,,
354,380,17,8,2,148,35,89,89,,,,,,,,,,
354,386,28,13,4,146,33,88,85,,,,,,,,,,
354,380,20,10,2,142,35,92,94,,,,,,,,,,
354,372,14,13,5,148,32,91,84,,,,,,,,,,
354,396,31,5,3,150,32,94,89,,,,,,,,,,
360,382,26,13,3,147,32,89,84,,,,,,,,,,
360,379,20,10,3,148,35,91,85,,,,,,,,,,
360,392,28,6,4,160,38,95,79,,,,,,,,,,
360,384,32,14,4,140,32,91,91,,,,,,,,,,
360,378,25,17,6,147,31,90,80,,,,,,,,,,
360,382,27,14,5,142,34,87,88,,,,,,,,,,
360,382,23,12,6,145,29,93,88,,,,,,,,,,
360,383,26,9,5,152,31,95,84,,,,,,,,,,
360,383,24,9,4,147,31,92,88,,,,,,,,,,
360,373,14,11,3,149,34,89,84,,,,,,,,,,
360,376,23,16,6,144,33,93,84,,,,,,,,,,
360,376,19,14,5,144,29,88,86,,,,,,,,,,
360,374,19,14,3,141,32,86,89,,,,,,,,,,
360,379,18,10,4,149,35,91,85,,,,,,,,,,
360,395,36,12,4,144,35,88,87,,,,,,,,,,
360,376,22,17,5,143,30,90,85,,,,,,,,,,
360,382,27,15,4,146,35,90,84,,,,,,,,,,
360,393,36,12,6,141,29,96,91,,,,,,,,,,
360,383,24,10,4,143,33,92,91,,,,,,,,,,
360,370,20,20,7,133,27,90,91,,,,,,,,,,
360,391,31,11,4,150,32,88,84,,,,,,,,,,
360,385,25,11,4,151,33,91,82,,,,,,,,,,
360,373,18,15,4,144,31,90,85,,,,,,,,,,
360,395,41,14,7,138,29,93,93,,,,,,,,,,
360,376,20,13,4,144,31,93,88,,,,,,,,,,
360,380,17,8,2,148,35,89,89,,,,,,,,,,
360,387,29,13,4,146,33,88,85,,,,,,,,,,
360,381,21,10,2,142,35,92,94,,,,,,,,,,
360,373,15,13,5,148,32,91,84,,,,,,,,,,
360,398,33,5,4,150,31,95,89,,,,,,,,,,
366,382,26,13,3,150,34,89,84,,,,,,,,,,
366,381,22,10,3,151,38,91,85,,,,,,,,,,
366,391,28,7,4,162,42,95,79,,,,,,,,,,
366,384,32,14,4,142,36,91,92,,,,,,,,,,
366,378,25,17,6,150,35,90,80,,,,,,,,,,
366,381,27,14,5,145,38,87,88,,,,,,,,,,
366,383,24,12,6,148,32,93,88,,,,,,,,,,
366,384,28,10,5,154,33,94,84,,,,,,,,,,
366,384,25,9,4,148,34,92,90,,,,,,,,,,
366,373,14,11,3,152,37,89,84,,,,,,,,,,
366,376,23,16,6,147,36,93,84,,,,,,,,,,
366,376,19,14,5,147,33,88,86,,,,,,,,,,
366,374,19,14,3,144,34,86,89,,,,,,,,,,
366,379,18,10,4,152,39,91,85,,,,,,,,,,
366,395,36,12,4,147,38,88,87,,,,,,,,,,
366,376,22,17,5,144,33,90,87,,,,,,,,,,
366,382,27,15,5,147,38,91,86,,,,,,,,,,
366,393,36,12,6,145,33,96,90,,,,,,,,,,
366,384,25,10,4,146,36,92,91,,,,,,,,,,
366,370,20,20,7,136,29,90,91,,,,,,,,,,
366,391,32,12,4,153,37,88,83,,,,,,,,,,
366,385,25,11,4,154,35,91,82,,,,,,,,,,
366,373,18,15,4,147,34,90,85,,,,,,,,,,
366,395,41,14,7,141,32,93,93,,,,,,,,,,
366,378,22,13,4,146,35,93,89,,,,,,,,,,
366,378,17,10,2,149,38,88,89,,,,,,,,,,
366,389,31,13,4,149,36,88,85,,,,,,,,,,
366,380,21,11,2,144,38,92,94,,,,,,,,,,
366,373,15,13,5,149,36,91,86,,,,,,,,,,
366,398,33,5,4,152,33,95,90,,,,,,,,,,
372,382,26,13,3,150,34,89,84,,,,,,,,,,
372,380,22,11,3,150,38,91,85,,,,,,,,,,
372,391,28,7,4,162,42,95,79,,,,,,,,,,
372,384,32,14,4,142,36,91,92,,,,,,,,,,
372,376,25,19,7,147,34,90,81,,,,,,,,,,
372,381,27,14,5,146,38,87,87,,,,,,,,,,
372,382,24,13,6,147,33,93,88,,,,,,,,,,
372,385,29,10,5,154,33,94,84,,,,,,,,,,
372,383,25,10,4,147,34,92,90,,,,,,,,,,
372,373,14,11,4,151,37,90,85,,,,,,,,,,
372,376,23,16,6,147,36,93,84,,,,,,,,,,
372,375,19,15,5,146,33,88,86,,,,,,,,,,
372,374,19,14,3,144,34,86,89,,,,,,,,,,
372,379,18,10,4,152,39,91,85,,,,,,,,,,
372,394,36,13,4,146,38,88,87,,,,,,,,,,
372,377,23,17,5,144,33,90,87,,,,,,,,,,
372,382,28,16,5,146,38,90,86,,,,,,,,,,
372,393,36,12,6,146,34,96,89,,,,,,,,,,
372,384,25,10,5,145,35,93,92,,,,,,,,,,
372,371,21,20,8,135,28,91,92,,,,,,,,,,
372,391,32,12,4,153,37,88,83,,,,,,,,,,
372,385,25,11,4,154,35,91,82,,,,,,,,,,
372,373,18,15,4,147,34,90,85,,,,,,,,,,
372,395,42,15,7,140,32,92,93,,,,,,,,,,
372,379,23,13,4,146,35,93,89,,,,,,,,,,
372,377,17,11,2,148,38,88,89,,,,,,,,,,
372,389,31,13,4,149,36,88,85,,,,,,,,,,
372,381,22,11,2,145,39,92,93,,,,,,,,,,
372,374,16,13,5,149,36,91,86,,,,,,,,,,
372,398,33,5,4,151,33,95,91,,,,,,,,,,
378,382,26,13,3,150,34,89,84,,,,,,,,,,
378,380,22,11,3,150,38,91,85,,,,,,,,,,
378,392,29,7,4,161,42,95,80,,,,,,,,,,
378,384,32,14,4,142,36,91,92,,,,,,,,,,
378,375,25,20,7,147,34,90,81,,,,,,,,,,
378,381,27,14,5,146,38,87,87,,,,,,,,,,
378,382,24,13,7,147,32,94,88,,,,,,,,,,
378,384,30,12,5,152,33,94,84,,,,,,,,,,
378,383,25,10,4,147,34,92,90,,,,,,,,,,
378,373,14,11,6,150,36,92,86,,,,,,,,,,
378,377,24,16,6,147,36,93,84,,,,,,,,,,
378,374,19,16,5,145,33,88,86,,,,,,,,,,
378,374,20,15,3,143,34,86,89,,,,,,,,,,
378,380,19,10,4,152,39,91,85,,,,,,,,,,
378,395,37,13,4,146,38,88,87,,,,,,,,,,
378,378,24,17,5,144,33,90,87,,,,,,,,,,
378,383,29,16,5,147,39,90,85,,,,,,,,,,
378,393,37,13,6,145,34,96,89,,,,,,,,,,
378,384,25,10,6,143,35,94,94,,,,,,,,,,
378,371,21,20,8,135,28,91,92,,,,,,,,,,
378,391,32,12,4,152,37,88,84,,,,,,,,,,
378,386,26,11,4,152,35,91,84,,,,,,,,,,
378,373,18,15,4,147,34,90,85,,,,,,,,,,
378,396,43,15,7,140,32,92,93,,,,,,,,,,
378,380,24,13,4,146,35,93,89,,,,,,,,,,
378,375,17,13,2,145,38,87,90,,,,,,,,,,
378,391,33,13,4,149,36,88,85,,,,,,,,,,
378,381,22,11,2,145,39,92,93,,,,,,,,,,
378,374,16,13,5,150,37,91,85,,,,,,,,,,
378,398,33,5,4,150,33,95,92,,,,,,,,,,
384,382,26,13,3,149,34,89,85,,,,,,,,,,
384,380,22,11,3,149,38,91,86,,,,,,,,,,
384,392,29,7,4,161,42,95,80,,,,,,,,,,
384,384,32,14,5,143,35,92,91,,,,,,,,,,
384,376,26,20,7,147,34,90,81,,,,,,,,,,
384,382,28,14,5,146,38,87,87,,,,,,,,,,
384,382,24,13,8,148,31,95,87,,,,,,,,,,
384,384,30,12,6,152,32,95,84,,,,,,,,,,
384,383,26,11,5,146,34,92,90,,,,,,,,,,
384,373,15,12,6,150,35,91,85,,,,,,,,,,
384,377,24,16,6,147,36,93,84,,,,,,,,,,
384,374,19,16,5,145,33,88,86,,,,,,,,,,
384,374,20,15,3,142,34,86,90,,,,,,,,,,
384,380,19,10,4,152,39,91,85,,,,,,,,,,
384,394,37,14,5,144,38,88,88,,,,,,,,,,
384,378,24,17,5,144,33,90,87,,,,,,,,,,
384,383,29,16,5,147,39,90,85,,,,,,,,,,
384,392,37,14,6,145,35,96,88,,,,,,,,,,
384,384,25,10,6,143,34,94,94,,,,,,,,,,
384,371,21,20,8,135,28,91,92,,,,,,,,,,
384,391,32,12,4,152,37,88,84,,,,,,,,,,
384,386,26,11,4,152,35,91,84,,,,,,,,,,
384,372,18,16,5,146,34,90,85,,,,,,,,,,
384,396,43,15,7,139,32,92,94,,,,,,,,,,
384,381,25,13,4,146,35,93,89,,,,,,,,,,
384,375,18,14,3,143,37,87,91,,,,,,,,,,
384,391,33,13,4,149,36,88,85,,,,,,,,,,
384,381,22,11,2,145,40,92,93,,,,,,,,,,
384,374,16,13,6,150,37,92,85,,,,,,,,,,
384,397,33,5,4,149,33,95,93,,,,,,,,,,
390,381,26,14,3,147,34,89,86,,,,,,,,,,
390,380,22,11,3,149,38,91,86,,,,,,,,,,
390,393,30,7,4,161,42,95,80,,,,,,,,,,
390,384,32,14,5,143,35,92,91,,,,,,,,,,
390,376,26,20,7,147,34,90,81,,,,,,,,,,
390,382,28,14,5,146,38,87,87,,,,,,,,,,
390,383,25,13,8,148,31,95,87,,,,,,,,,,
390,384,30,12,6,152,32,95,84,,,,,,,,,,
390,385,28,11,5,146,34,92,90,,,,,,,,,,
390,374,16,12,6,150,35,91,85,,,,,,,,,,
390,377,24,16,6,148,37,93,83,,,,,,,,,,
390,374,19,16,5,145,33,88,86,,,,,,,,,,
390,373,20,16,3,140,34,86,91,,,,,,,,,,
390,380,19,10,4,150,39,91,87,,,,,,,,,,
390,395,38,14,5,144,38,88,88,,,,,,,,,,
390,378,24,17,5,144,33,90,87,,,,,,,,,,
390,384,30,16,6,147,38,91,85,,,,,,,,,,
390,392,37,14,6,146,36,96,87,,,,,,,,,,
390,384,25,10,6,143,34,94,94,,,,,,,,,,
390,371,21,20,8,135,28,91,92,,,,,,,,,,
390,391,32,12,4,152,37,88,84,,,,,,,,,,
390,385,26,12,4,152,36,91,83,,,,,,,,,,
390,373,19,16,5,146,34,90,85,,,,,,,,,,
390,395,43,16,7,138,32,91,94,,,,,,,,,,
390,382,26,13,4,146,35,93,89,,,,,,,,,,
390,375,18,14,3,143,37,87,91,,,,,,,,,,
390,391,33,13,4,148,36,88,86,,,,,,,,,,
390,380,22,12,2,144,40,92,93,,,,,,,,,,
390,374,16,13,7,150,36,93,85,,,,,,,,,,
390,396,33,6,4,148,33,95,93,,,,,,,,,,
396,381,27,15,3,146,34,88,86,,,,,,,,,,
396,380,22,11,3,149,38,91,86,,,,,,,,,,
396,393,30,7,4,160,42,95,81,,,,,,,,,,
396,387,35,14,5,143,35,92,91,,,,,,,,,,
396,378,28,20,7,146,34,90,82,,,,,,,,,,
396,382,28,14,5,146,38,87,87,,,,,,,,,,
396,384,26,13,8,148,31,95,87,,,,,,,,,,
396,384,30,12,6,151,32,95,85,,,,,,,,,,
396,383,28,12,5,144,34,92,91,,,,,,,,,,
396,375,17,12,6,150,35,91,85,,,,,,,,,,
396,377,24,16,6,148,37,93,83,,,,,,,,,,
396,374,19,16,5,145,33,88,86,,,,,,,,,,
396,374,21,16,3,140,34,86,91,,,,,,,,,,
396,380,19,10,4,150,39,91,87,,,,,,,,,,
396,396,39,14,5,143,38,88,89,,,,,,,,,,
396,379,25,17,5,143,33,90,88,,,,,,,,,,
396,384,30,16,6,146,38,91,86,,,,,,,,,,
396,393,38,14,6,147,36,96,86,,,,,,,,,,
396,384,25,10,6,143,34,94,94,,,,,,,,,,
396,372,22,20,8,135,28,91,92,,,,,,,,,,
396,391,32,12,4,152,37,88,84,,,,,,,,,,
396,384,26,12,4,151,36,91,84,,,,,,,,,,
396,374,20,16,5,146,34,90,85,,,,,,,,,,
396,395,43,16,7,138,32,91,94,,,,,,,,,,
396,382,26,13,4,146,35,93,89,,,,,,,,,,
396,375,18,14,3,143,37,87,91,,,,,,,,,,
396,391,33,13,4,148,36,88,86,,,,,,,,,,
396,379,22,13,2,143,40,91,93,,,,,,,,,,
396,373,16,14,7,148,36,93,86,,,,,,,,,,
396,397,34,6,4,147,33,95,94,,,,,,,,,,
402,382,28,15,3,146,34,88,86,,,,,,,,,,
402,381,24,12,3,148,38,90,86,,,,,,,,,,
402,393,30,7,4,160,42,95,81,,,,,,,,,,
402,388,36,14,5,143,35,92,91,,,,,,,,,,
402,377,28,20,7,144,34,90,84,,,,,,,,,,
402,381,28,15,5,144,38,87,88,,,,,,,,,,
402,384,26,13,8,148,31,95,87,,,,,,,,,,
402,384,30,12,6,151,32,95,85,,,,,,,,,,
402,383,28,12,5,143,34,92,92,,,,,,,,,,
402,375,17,12,6,150,35,91,85,,,,,,,,,,
402,377,24,16,6,148,37,93,83,,,,,,,,,,
402,374,19,16,5,145,33,88,86,,,,,,,,,,
402,374,21,16,3,140,34,86,91,,,,,,,,,,
402,381,20,10,4,150,39,91,87,,,,,,,,,,
402,397,40,14,6,142,37,89,90,,,,,,,,,,
402,379,25,17,5,143,33,90,88,,,,,,,,,,
402,384,30,16,7,146,37,92,86,,,,,,,,,,
402,393,38,14,6,147,36,96,86,,,,,,,,,,
402,385,26,10,6,143,34,94,94,,,,,,,,,,
402,372,22,20,8,135,28,91,92,,,,,,,,,,
402,391,32,12,4,152,37,88,84,,,,,,,,,,
402,384,26,12,4,151,36,91,84,,,,,,,,,,
402,374,20,16,5,146,34,90,85,,,,,,,,,,
402,395,43,16,7,138,32,91,94,,,,,,,,,,
402,381,26,14,4,145,35,93,89,,,,,,,,,,
402,375,18,14,3,143,37,87,91,,,,,,,,,,
402,392,34,13,4,148,36,88,86,,,,,,,,,,
402,378,22,14,3,142,39,91,93,,,,,,,,,,
402,373,16,14,7,148,36,93,86,,,,,,,,,,
402,398,35,6,4,147,33,95,94,,,,,,,,,,
408,382,28,15,3,144,34,88,88,,,,,,,,,,
408,381,25,13,4,147,37,90,86,,,,,,,,,,
408,394,31,7,4,160,42,95,81,,,,,,,,,,
408,389,37,14,5,143,35,92,91,,,,,,,,,,
408,377,28,20,7,143,34,90,85,,,,,,,,,,
408,381,28,15,5,144,38,87,88,,,,,,,,,,
408,383,26,14,8,147,31,95,87,,,,,,,,,,
408,384,30,12,6,151,32,95,85,,,,,,,,,,
408,383,28,12,6,142,34,93,93,,,,,,,,,,
408,374,17,13,6,149,35,91,85,,,,,,,,,,
408,377,24,16,6,148,37,93,83,,,,,,,,,,
408,374,19,16,5,145,33,88,86,,,,,,,,,,
408,374,21,16,3,139,34,86,92,,,,,,,,,,
408,381,20,10,4,150,39,91,87,,,,,,,,,,
408,397,40,14,6,142,37,89,90,,,,,,,,,,
408,378,26,19,5,141,33,90,88,,,,,,,,,,
