,,,,,,,,,,Steps,Population,Births,Deaths,Marriages,Laborers,,,Migrants
1242,387,66,48,24,98,40,91,105,,,,,,,,,,
1242,389,73,47,22,97,38,93,107,,,,,,,,,,
1242,396,79,49,24,92,39,90,103,,,,,,,,,,
1242,385,61,46,25,93,38,96,108,,,,,,,,,,
1242,398,76,47,26,106,35,94,94,,,,,,,,,,
1242,392,63,41,27,108,33,99,99,,,,,,,,,,
1242,405,73,37,26,120,44,97,97,,,,,,,,,,
1242,392,67,45,27,107,37,94,96,,,,,,,,,,
1242,420,92,42,23,107,38,95,108,,,,,,,,,,
1242,418,90,43,29,106,35,102,103,,,,,,,,,,
1242,399,77,45,23,106,40,95,102,,,,,,,,,,
1242,402,88,53,25,105,40,98,95,,,,,,,,,,
1242,391,64,42,24,106,36,94,104,,,,,,,,,,
1242,385,68,51,25,96,35,94,100,,,,,,,,,,
1242,397,80,52,26,105,40,92,94,,,,,,,,,,
1242,401,73,41,23,104,41,99,106,,,,,,,,,,
1242,402,78,46,27,104,35,100,102,,,,,,,,,,
1242,405,86,46,27,103,38,96,106,,,,,,,,,,
1242,386,69,52,24,100,41,90,104,,,,,,,,,,
1242,376,50,45,20,109,52,93,101,,,,,,,,,,
1242,390,76,54,24,95,38,92,102,,,,,,,,,,
1242,401,71,39,23,111,41,98,96,,,,,,,,,,
1242,394,70,46,26,113,42,100,92,,,,,,,,,,
1242,429,94,32,22,120,40,96,100,,,,,,,,,,
1248,402,84,50,25,115,39,93,93,,,,,,,,,,
1248,410,90,48,27,108,41,100,91,,,,,,,,,,
1248,408,82,42,26,114,47,99,97,,,,,,,,,,
1248,416,97,46,27,114,37,101,101,,,,,,,,,,
1248,384,70,55,24,92,41,93,102,,,,,,,,,,
1248,374,59,51,20,95,44,85,107,,,,,,,,,,
1248,386,66,49,24,99,41,91,104,,,,,,,,,,
1248,389,73,47,22,98,38,93,107,,,,,,,,,,
1248,395,79,49,24,91,39,90,104,,,,,,,,,,
1248,385,61,46,25,94,39,96,107,,,,,,,,,,
1248,398,76,47,26,106,35,94,94,,,,,,,,,,
1248,393,64,41,27,108,33,99,99,,,,,,,,,,
1248,405,73,37,26,120,44,97,97,,,,,,,,,,
1248,392,67,45,27,108,37,94,95,,,,,,,,,,
1248,420,92,42,23,109,38,95,108,,,,,,,,,,
1248,418,90,43,29,106,35,102,103,,,,,,,,,,
1248,399,77,45,24,106,39,96,102,,,,,,,,,,
1248,402,89,54,25,104,40,98,95,,,,,,,,,,
1248,391,64,42,25,106,36,95,104,,,,,,,,,,
1248,385,68,51,25,96,35,94,100,,,,,,,,,,
1248,397,80,52,26,105,40,92,94,,,,,,,,,,
1248,401,73,41,23,103,41,99,107,,,,,,,,,,
1248,401,78,47,27,104,36,99,101,,,,,,,,,,
1248,407,88,46,27,104,38,96,106,,,,,,,,,,
1248,386,69,52,24,99,41,90,105,,,,,,,,,,
1248,376,50,45,20,109,52,93,101,,,,,,,,,,
1248,391,77,54,24,96,38,92,102,,,,,,,,,,
1248,402,72,39,23,113,41,98,96,,,,,,,,,,
1248,394,70,46,26,113,42,100,92,,,,,,,,,,
1248,429,94,32,22,120,40,96,100,,,,,,,,,,
1254,401,85,52,25,114,39,91,93,,,,,,,,,,
1254,410,90,48,27,108,41,100,91,,,,,,,,,,
1254,407,82,43,26,116,47,99,97,,,,,,,,,,
1254,416,97,46,28,114,36,102,101,,,,,,,,,,
1254,384,70,55,24,93,41,93,102,,,,,,,,,,
1254,374,59,51,20,95,44,85,107,,,,,,,,,,
1254,386,66,49,24,98,41,91,104,,,,,,,,,,
1254,389,73,47,22,100,38,93,107,,,,,,,,,,
1254,395,79,49,24,91,39,90,104,,,,,,,,,,
1254,385,61,46,25,95,39,96,107,,,,,,,,,,
1254,399,77,47,26,107,35,94,94,,,,,,,,,,
1254,393,64,41,27,108,33,99,99,,,,,,,,,,
1254,405,73,37,26,120,44,97,97,,,,,,,,,,
1254,392,67,45,27,108,37,94,95,,,,,,,,,,
1254,420,92,42,23,110,38,95,108,,,,,,,,,,
1254,418,90,43,29,106,35,102,103,,,,,,,,,,
1254,398,77,45,24,105,39,96,103,,,,,,,,,,
1254,401,89,55,25,103,40,97,95,,,,,,,,,,
1254,391,64,42,25,109,37,95,103,,,,,,,,,,
1254,385,68,51,25,97,35,94,100,,,,,,,,,,
1254,397,80,52,26,105,40,92,94,,,,,,,,,,
1254,402,74,41,23,103,41,99,107,,,,,,,,,,
1254,400,78,48,27,104,36,98,101,,,,,,,,,,
1254,407,88,46,27,105,38,96,106,,,,,,,,,,
1254,387,70,52,24,100,41,90,105,,,,,,,,,,
1254,376,50,45,20,109,52,93,102,,,,,,,,,,
1254,392,78,54,24,97,38,92,102,,,,,,,,,,
1254,402,72,39,23,115,41,98,97,,,,,,,,,,
1254,394,70,46,26,113,42,100,92,,,,,,,,,,
1254,428,94,32,22,120,40,96,101,,,,,,,,,,
1260,401,85,52,25,115,39,91,93,,,,,,,,,,
1260,410,90,48,27,108,41,100,91,,,,,,,,,,
1260,410,85,43,27,116,46,100,97,,,,,,,,,,
1260,416,97,46,28,114,36,102,101,,,,,,,,,,
1260,384,70,55,24,93,41,93,101,,,,,,,,,,
1260,373,59,52,20,95,44,85,107,,,,,,,,,,
1260,386,66,49,24,98,41,91,104,,,,,,,,,,
1260,389,74,48,22,99,38,92,107,,,,,,,,,,
1260,395,79,49,24,91,39,90,104,,,,,,,,,,
1260,385,61,46,25,95,39,96,108,,,,,,,,,,
1260,398,77,48,26,107,35,93,94,,,,,,,,,,
1260,394,65,41,27,108,33,99,99,,,,,,,,,,
1260,406,74,37,26,120,44,97,95,,,,,,,,,,
1260,392,67,45,27,109,37,94,95,,,,,,,,,,
1260,421,93,42,23,109,38,95,109,,,,,,,,,,
1260,416,90,44,29,104,35,101,104,,,,,,,,,,
1260,398,77,45,25,104,38,97,104,,,,,,,,,,
1260,401,89,55,25,105,40,97,94,,,,,,,,,,
1260,392,65,42,25,111,38,95,102,,,,,,,,,,
1260,384,68,52,25,96,35,94,100,,,,,,,,,,
1260,397,80,52,26,105,40,92,93,,,,,,,,,,
1260,404,77,42,23,101,41,98,108,,,,,,,,,,
1260,400,78,48,28,106,37,99,100,,,,,,,,,,
1260,408,89,46,27,106,38,96,106,,,,,,,,,,
1260,387,70,52,24,100,41,90,105,,,,,,,,,,
1260,376,50,45,20,109,52,93,102,,,,,,,,,,
1260,392,78,54,24,99,38,92,102,,,,,,,,,,
1260,402,72,39,23,115,41,98,97,,,,,,,,,,
1260,394,70,46,26,113,42,100,92,,,,,,,,,,
1260,428,94,32,22,121,40,96,101,,,,,,,,,,
1266,400,85,53,25,117,39,91,93,,,,,,,,,,
1266,409,90,49,27,106,41,99,92,,,,,,,,,,
1266,410,85,43,27,116,46,100,97,,,,,,,,,,
1266,416,97,46,28,115,36,102,101,,,,,,,,,,
1266,384,70,55,24,94,42,93,101,,,,,,,,,,
1266,373,59,52,20,96,44,85,107,,,,,,,,,,
1266,386,66,49,24,98,41,91,104,,,,,,,,,,
1266,389,74,48,22,100,38,92,107,,,,,,,,,,
1266,394,79,50,24,90,39,89,104,,,,,,,,,,
1266,384,61,47,26,95,39,97,107,,,,,,,,,,
1266,398,77,48,26,107,35,93,94,,,,,,,,,,
1266,393,65,42,27,108,33,99,99,,,,,,,,,,
1266,408,76,37,26,121,44,97,94,,,,,,,,,,
1266,392,68,46,27,109,37,94,95,,,,,,,,,,
1266,421,93,42,23,111,38,95,109,,,,,,,,,,
1266,416,90,44,29,105,35,101,104,,,,,,,,,,
1266,398,77,45,26,104,37,98,104,,,,,,,,,,
1266,402,90,55,25,106,40,97,94,,,,,,,,,,
1266,395,68,42,26,113,37,96,102,,,,,,,,,,
1266,384,68,52,25,97,35,94,100,,,,,,,,,,
1266,396,80,53,26,106,40,91,92,,,,,,,,,,
1266,404,77,42,23,102,41,98,108,,,,,,,,,,
1266,400,78,48,28,106,37,99,100,,,,,,,,,,
1266,408,89,46,27,107,38,96,106,,,,,,,,,,
1266,387,70,52,24,101,41,90,104,,,,,,,,,,
1266,375,50,46,20,108,52,93,102,,,,,,,,,,
1266,392,78,54,24,100,38,92,102,,,,,,,,,,
1266,402,72,39,23,115,41,98,98,,,,,,,,,,
1266,393,70,47,26,112,42,100,93,,,,,,,,,,
1266,428,94,32,22,122,40,96,101,,,,,,,,,,
1272,399,85,54,25,117,39,91,93,,,,,,,,,,
1272,409,90,49,27,107,41,99,92,,,,,,,,,,
1272,410,85,43,27,116,46,100,97,,,,,,,,,,
1272,414,97,47,28,114,36,102,102,,,,,,,,,,
1272,384,70,55,24,95,42,93,101,,,,,,,,,,
1272,373,59,52,20,98,45,85,106,,,,,,,,,,
1272,385,66,50,24,97,41,91,104,,,,,,,,,,
1272,389,74,48,22,101,38,92,107,,,,,,,,,,
1272,394,79,50,24,90,39,89,104,,,,,,,,,,
1272,385,62,47,26,96,39,97,107,,,,,,,,,,
1272,397,77,49,26,106,35,92,94,,,,,,,,,,
1272,394,66,42,27,108,33,99,99,,,,,,,,,,
1272,408,76,37,26,121,44,97,94,,,,,,,,,,
1272,392,68,46,27,109,37,94,95,,,,,,,,,,
1272,422,94,42,23,111,38,95,109,,,,,,,,,,
1272,416,90,44,29,104,35,101,105,,,,,,,,,,
1272,398,77,45,26,104,37,98,104,,,,,,,,,,
1272,403,91,55,25,106,40,97,94,,,,,,,,,,
1272,395,68,42,26,113,37,96,103,,,,,,,,,,
1272,385,69,52,25,97,35,94,100,,,,,,,,,,
1272,395,80,54,26,105,40,91,92,,,,,,,,,,
1272,404,77,42,23,100,41,98,110,,,,,,,,,,
1272,401,79,48,28,107,37,99,100,,,,,,,,,,
1272,406,89,48,27,105,38,95,106,,,,,,,,,,
1272,388,71,52,24,102,41,90,104,,,,,,,,,,
1272,375,50,46,20,108,52,93,102,,,,,,,,,,
1272,393,79,54,24,100,38,92,102,,,,,,,,,,
1272,403,73,39,23,114,41,98,99,,,,,,,,,,
1272,394,71,47,26,112,42,100,93,,,,,,,,,,
1272,428,94,32,22,126,40,96,101,,,,,,,,,,
1278,399,86,55,25,117,39,90,93,,,,,,,,,,
1278,409,90,49,27,107,41,99,93,,,,,,,,,,
1278,411,86,43,27,116,46,100,97,,,,,,,,,,
1278,416,99,47,28,114,36,102,102,,,,,,,,,,
1278,384,70,55,24,96,42,93,101,,,,,,,,,,
1278,373,59,52,20,99,45,85,106,,,,,,,,,,
1278,383,66,52,24,96,41,89,104,,,,,,,,,,
1278,388,74,49,22,100,38,91,107,,,,,,,,,,
1278,394,79,50,24,90,39,89,104,,,,,,,,,,
1278,385,62,47,26,96,39,97,107,,,,,,,,,,
1278,397,77,49,27,107,34,93,94,,,,,,,,,,
1278,395,67,42,27,108,33,99,100,,,,,,,,,,
1278,409,77,37,26,122,44,97,94,,,,,,,,,,
1278,392,68,46,27,108,37,94,96,,,,,,,,,,
1278,422,94,42,23,111,38,95,109,,,,,,,,,,
1278,416,90,44,29,104,35,101,105,,,,,,,,,,
1278,398,77,45,26,103,37,98,105,,,,,,,,,,
1278,403,91,55,25,107,40,97,93,,,,,,,,,,
1278,396,69,42,26,115,37,96,103,,,,,,,,,,
1278,384,69,53,26,96,34,94,100,,,,,,,,,,
1278,395,80,54,26,106,40,91,93,,,,,,,,,,
1278,404,78,43,23,99,41,97,110,,,,,,,,,,
1278,400,79,49,28,106,37,99,100,,,,,,,,,,
1278,406,89,48,28,107,37,96,106,,,,,,,,,,
1278,387,71,53,25,100,40,90,105,,,,,,,,,,
1278,375,50,46,20,108,52,93,103,,,,,,,,,,
1278,393,79,54,24,102,38,92,103,,,,,,,,,,
1278,403,75,41,23,112,41,97,99,,,,,,,,,,
1278,394,71,47,26,112,42,100,93,,,,,,,,,,
1278,428,94,32,22,127,40,96,101,,,,,,,,,,
1284,400,87,55,25,117,39,90,93,,,,,,,,,,
1284,409,90,49,28,109,40,100,93,,,,,,,,,,
1284,411,86,43,27,117,46,100,99,,,,,,,,,,
1284,416,99,47,28,113,36,102,104,,,,,,,,,,
1284,382,70,57,24,94,42,91,101,,,,,,,,,,
1284,373,59,52,20,98,45,85,107,,,,,,,,,,
1284,382,66,52,24,96,41,89,105,,,,,,,,,,
1284,388,74,49,22,100,38,91,107,,,,,,,,,,
1284,394,79,50,25,92,39,90,103,,,,,,,,,,
1284,386,63,47,26,97,39,97,107,,,,,,,,,,
1284,397,77,49,28,108,34,94,93,,,,,,,,,,
1284,396,68,42,27,108,33,99,100,,,,,,,,,,
1284,409,78,37,26,121,44,97,95,,,,,,,,,,
1284,391,68,47,27,107,37,93,96,,,,,,,,,,
1284,422,94,42,23,111,38,95,109,,,,,,,,,,
1284,416,90,44,29,104,35,101,105,,,,,,,,,,
1284,398,77,45,26,103,37,98,105,,,,,,,,,,
1284,403,91,55,25,108,40,97,93,,,,,,,,,,
1284,396,69,42,26,115,37,96,103,,,,,,,,,,
1284,384,69,53,26,96,34,94,100,,,,,,,,,,
1284,395,80,54,26,106,40,91,93,,,,,,,,,,
1284,405,79,43,23,100,41,97,110,,,,,,,,,,
1284,399,79,50,28,107,38,99,99,,,,,,,,,,
1284,406,89,48,28,108,37,96,106,,,,,,,,,,
1284,387,71,53,25,101,40,90,104,,,,,,,,,,
1284,375,50,46,20,108,52,93,103,,,,,,,,,,
1284,393,79,54,24,103,38,92,103,,,,,,,,,,
1284,403,76,42,23,111,41,97,99,,,,,,,,,,
1284,394,71,47,26,113,42,100,93,,,,,,,,,,
1284,428,94,32,23,126,39,97,102,,,,,,,,,,
1290,400,87,55,26,118,39,91,93,,,,,,,,,,
1290,409,90,49,28,109,40,100,93,,,,,,,,,,
1290,412,87,43,27,118,46,100,99,,,,,,,,,,
1290,416,99,47,28,113,36,102,104,,,,,,,,,,
1290,382,70,57,24,95,42,91,101,,,,,,,,,,
1290,374,60,52,20,100,45,85,107,,,,,,,,,,
1290,381,66,53,24,95,41,88,105,,,,,,,,,,
1290,388,74,49,22,100,38,91,107,,,,,,,,,,
1290,394,79,50,25,93,39,90,103,,,,,,,,,,
1290,387,64,47,26,97,39,97,106,,,,,,,,,,
1290,398,78,49,28,108,34,94,93,,,,,,,,,,
1290,396,68,42,27,109,33,99,100,,,,,,,,,,
1290,408,78,38,26,120,44,97,95,,,,,,,,,,
1290,392,69,47,27,108,37,93,96,,,,,,,,,,
1290,423,95,42,23,112,38,95,109,,,,,,,,,,
1290,416,90,44,29,104,35,101,105,,,,,,,,,,
1290,399,78,45,26,103,37,98,105,,,,,,,,,,
1290,403,91,55,25,108,40,97,93,,,,,,,,,,
1290,396,69,42,26,115,37,96,103,,,,,,,,,,
1290,384,69,53,26,97,34,94,100,,,,,,,,,,
1290,395,80,54,26,106,40,91,93,,,,,,,,,,
1290,405,79,43,24,101,40,98,110,,,,,,,,,,
1290,398,79,51,28,106,38,98,99,,,,,,,,,,
1290,406,89,48,28,110,37,96,106,,,,,,,,,,
1290,386,71,54,25,100,40,89,104,,,,,,,,,,
1290,375,50,46,20,110,52,93,103,,,,,,,,,,
1290,393,79,54,24,104,38,92,103,,,,,,,,,,
1290,403,76,42,23,113,41,97,99,,,,,,,,,,
1290,394,71,47,26,113,42,100,93,,,,,,,,,,
1290,428,94,32,23,124,40,97,104,,,,,,,,,,
1296,401,88,55,26,119,39,91,93,,,,,,,,,,
1296,409,90,49,28,109,40,100,93,,,,,,,,,,
1296,412,87,43,27,119,46,100,98,,,,,,,,,,
1296,416,99,47,28,115,36,102,104,,,,,,,,,,
1296,381,70,58,24,95,42,90,101,,,,,,,,,,
1296,374,60,52,20,100,45,85,107,,,,,,,,,,
1296,381,66,53,25,98,40,89,105,,,,,,,,,,
1296,388,74,49,22,102,38,91,107,,,,,,,,,,
1296,394,79,50,25,95,39,90,103,,,,,,,,,,
1296,388,65,47,26,96,39,97,107,,,,,,,,,,
1296,399,79,49,28,110,34,94,93,,,,,,,,,,
1296,396,68,42,27,111,33,99,100,,,,,,,,,,
1296,408,78,38,26,121,44,97,95,,,,,,,,,,
1296,393,70,47,27,109,37,93,96,,,,,,,,,,
1296,423,95,42,23,114,38,95,109,,,,,,,,,,
1296,416,90,44,29,104,35,101,106,,,,,,,,,,
1296,398,78,46,27,103,36,98,105,,,,,,,,,,
1296,403,91,55,25,108,40,97,93,,,,,,,,,,
1296,395,69,43,26,114,37,95,103,,,,,,,,,,
1296,384,69,53,26,96,34,94,102,,,,,,,,,,
1296,395,80,54,26,106,40,91,93,,,,,,,,,,
1296,405,79,43,24,100,40,98,111,,,,,,,,,,
1296,399,80,51,28,106,38,98,99,,,,,,,,,,
1296,406,90,49,28,111,37,95,106,,,,,,,,,,
1296,387,72,54,25,100,40,89,104,,,,,,,,,,
1296,375,50,46,20,110,52,93,103,,,,,,,,,,
1296,394,80,54,24,103,38,92,104,,,,,,,,,,
1296,404,77,42,23,114,41,97,99,,,,,,,,,,
1296,394,71,47,26,114,42,100,93,,,,,,,,,,
1296,428,94,32,23,124,40,97,104,,,,,,,,,,
1302,401,88,55,26,119,39,91,93,,,,,,,,,,
1302,410,91,49,28,108,40,100,94,,,,,,,,,,
1302,412,88,44,27,118,46,100,99,,,,,,,,,,
1302,416,100,48,29,115,36,103,104,,,,,,,,,,
1302,381,70,58,24,97,42,90,101,,,,,,,,,,
1302,374,60,52,20,101,45,85,107,,,,,,,,,,
1302,381,66,53,25,98,40,89,106,,,,,,,,,,
1302,388,74,49,22,103,38,91,107,,,,,,,,,,
1302,394,80,51,25,95,39,90,103,,,,,,,,,,
1302,388,65,47,26,95,39,97,108,,,,,,,,,,
1302,398,79,50,28,108,34,94,94,,,,,,,,,,
1302,396,69,43,27,110,33,99,100,,,,,,,,,,
1302,407,78,39,26,121,44,96,95,,,,,,,,,,
1302,393,70,47,27,109,37,93,96,,,,,,,,,,
1302,422,95,43,23,113,38,95,109,,,,,,,,,,
1302,415,90,45,29,102,35,100,107,,,,,,,,,,
1302,398,78,46,27,104,36,98,105,,,,,,,,,,
1302,403,91,55,25,109,40,97,93,,,,,,,,,,
1302,395,69,43,26,116,37,95,103,,,,,,,,,,
1302,385,70,53,26,96,34,94,102,,,,,,,,,,
1302,397,82,54,27,107,39,92,93,,,,,,,,,,
1302,405,79,43,25,101,39,99,111,,,,,,,,,,
1302,399,80,51,28,104,38,98,101,,,,,,,,,,
1302,407,91,49,28,111,37,95,106,,,,,,,,,,
1302,387,72,54,25,100,40,89,104,,,,,,,,,,
1302,374,50,46,20,110,52,93,104,,,,,,,,,,
1302,395,81,54,24,103,38,92,104,,,,,,,,,,
1302,404,77,42,23,115,41,97,99,,,,,,,,,,
1302,394,71,47,26,115,42,100,93,,,,,,,,,,
1302,428,94,32,23,122,40,97,106,,,,,,,,,,
1308,400,88,56,26,119,39,91,93,,,,,,,,,,
1308,410,91,49,28,109,40,100,94,,,,,,,,,,
1308,411,88,45,27,118,46,100,99,,,,,,,,,,
1308,415,100,49,29,115,37,103,103,,,,,,,,,,
1308,382,71,58,24,97,42,90,101,,,,,,,,,,
1308,374,60,52,20,102,45,85,107,,,,,,,,,,
1308,381,66,53,25,96,40,89,108,,,,,,,,,,
1308,388,74,49,22,103,38,91,107,,,,,,,,,,
1308,394,80,51,25,96,39,90,103,,,,,,,,,,
1308,389,66,47,26,97,39,97,108,,,,,,,,,,
1308,400,81,50,28,108,34,94,94,,,,,,,,,,
1308,397,70,43,27,110,33,99,100,,,,,,,,,,
1308,407,78,39,27,121,43,97,95,,,,,,,,,,
1308,393,70,47,27,109,37,93,96,,,,,,,,,,
1308,423,96,43,23,117,38,95,108,,,,,,,,,,
1308,415,90,45,29,104,35,100,106,,,,,,,,,,
1308,398,79,47,27,104,36,98,105,,,,,,,,,,
1308,403,91,55,26,110,39,98,93,,,,,,,,,,
1308,395,69,43,26,117,37,95,103,,,,,,,,,,
1308,385,70,53,26,95,34,94,104,,,,,,,,,,
1308,397,82,54,27,108,39,92,93,,,,,,,,,,
1308,406,80,43,25,103,40,99,110,,,,,,,,,,
1308,400,81,51,28,106,38,98,101,,,,,,,,,,
1308,406,91,50,28,110,37,95,106,,,,,,,,,,
1308,387,72,54,25,101,40,89,104,,,,,,,,,,
1308,372,50,48,20,108,52,92,104,,,,,,,,,,
1308,396,82,54,24,103,38,92,106,,,,,,,,,,
1308,404,77,42,23,115,41,97,99,,,,,,,,,,
1308,393,71,48,27,115,41,101,93,,,,,,,,,,
1308,427,94,33,23,120,40,97,107,,,,,,,,,,
1314,400,88,56,26,117,44,91,93,,,,,,,,,,
1314,410,91,49,29,106,42,101,95,,,,,,,,,,
1314,410,88,46,27,116,49,100,99,,,,,,,,,,
1314,414,100,50,29,113,40,103,103,,,,,,,,,,
1314,383,72,58,25,96,47,91,101,,,,,,,,,,
1314,375,61,52,20,102,49,85,106,,,,,,,,,,
1314,381,66,53,25,95,45,89,108,,,,,,,,,,
1314,388,74,49,22,102,42,91,107,,,,,,,,,,
1314,394,81,52,25,94,43,90,103,,,,,,,,,,
1314,389,66,47,26,95,44,97,108,,,,,,,,,,
1314,400,81,50,28,106,37,94,94,,,,,,,,,,
1314,397,70,43,27,111,37,99,100,,,,,,,,,,
1314,408,79,39,27,119,46,97,95,,,,,,,,,,
1314,393,70,47,27,110,43,93,94,,,,,,,,,,
1314,423,96,43,23,116,41,95,109,,,,,,,,,,
1314,415,90,45,29,103,40,100,106,,,,,,,,,,
1314,398,79,47,27,102,42,98,105,,,,,,,,,,
1314,402,91,56,26,108,44,97,93,,,,,,,,,,
1314,395,69,43,27,116,41,96,102,,,,,,,,,,
1314,384,70,54,26,93,39,94,104,,,,,,,,,,
1314,397,82,54,27,106,41,92,93,,,,,,,,,,
1314,406,80,43,25,102,44,99,110,,,,,,,,,,
1314,399,81,52,28,101,42,97,103,,,,,,,,,,
1314,406,91,50,28,108,40,95,106,,,,,,,,,,
1314,389,74,54,25,99,45,89,105,,,,,,,,,,
1314,372,50,48,20,105,56,92,105,,,,,,,,,,
1314,395,82,55,24,100,42,92,106,,,,,,,,,,
1314,404,77,42,23,111,44,97,101,,,,,,,,,,
1314,393,71,48,27,114,46,101,93,,,,,,,,,,
1314,427,94,33,23,118,44,97,108,,,,,,,,,,
1320,400,88,56,26,116,44,91,94,,,,,,,,,,
1320,411,92,49,29,107,42,101,95,,,,,,,,,,
1320,410,89,47,27,115,49,100,99,,,,,,,,,,
1320,414,101,51,29,113,40,102,103,,,,,,,,,,
1320,383,72,58,25,97,47,91,101,,,,,,,,,,
1320,374,61,53,20,102,49,85,106,,,,,,,,,,
1320,381,66,53,25,95,45,89,108,,,,,,,,,,
1320,388,74,49,22,103,42,91,107,,,,,,,,,,
1320,394,81,52,25,95,43,90,103,,,,,,,,,,
1320,389,66,47,26,95,44,97,108,,,,,,,,,,
1320,400,81,50,28,108,37,94,94,,,,,,,,,,
1320,397,71,44,27,110,37,98,100,,,,,,,,,,
1320,408,79,39,27,119,46,97,95,,,,,,,,,,
1320,393,70,47,27,110,43,93,94,,,,,,,,,,
1320,423,96,43,23,117,41,95,110,,,,,,,,,,
1320,415,90,45,29,103,40,100,106,,,,,,,,,,
1320,399,80,47,27,103,42,98,105,,,,,,,,,,
1320,402,91,56,26,109,44,97,93,,,,,,,,,,
1320,395,69,43,27,116,41,96,102,,,,,,,,,,
1320,383,70,55,26,91,39,93,105,,,,,,,,,,
1320,397,82,54,27,107,41,92,93,,,,,,,,,,
1320,406,80,43,25,102,44,99,110,,,,,,,,,,
1320,399,81,52,28,101,42,97,103,,,,,,,,,,
1320,407,92,50,28,108,40,95,106,,,,,,,,,,
1320,389,74,54,25,99,45,89,105,,,,,,,,,,
1320,372,50,48,21,105,56,93,105,,,,,,,,,,
1320,395,82,55,24,100,42,92,106,,,,,,,,,,
1320,404,77,42,23,112,44,97,101,,,,,,,,,,
1320,394,72,48,27,113,46,101,94,,,,,,,,,,
1320,426,94,34,23,117,44,96,108,,,,,,,,,,
1326,399,88,57,27,113,43,92,96,,,,,,,,,,
1326,410,92,49,29,106,42,101,96,,,,,,,,,,
1326,411,90,47,27,117,50,100,98,,,,,,,,,,
1326,414,101,51,29,113,40,102,103,,,,,,,,,,
1326,383,72,58,25,98,47,91,101,,,,,,,,,,
1326,373,61,54,20,103,49,85,106,,,,,,,,,,
1326,381,67,54,25,93,45,88,109,,,,,,,,,,
1326,388,74,49,22,104,42,91,107,,,,,,,,,,
1326,395,82,52,25,95,43,90,103,,,,,,,,,,
1326,389,66,47,27,95,43,98,108,,,,,,,,,,
1326,400,81,50,28,110,37,94,94,,,,,,,,,,
1326,397,71,44,27,110,37,98,100,,,,,,,,,,
1326,408,79,39,27,119,46,97,95,,,,,,,,,,
1326,394,71,47,27,111,43,93,94,,,,,,,,,,
1326,423,96,43,23,118,41,95,110,,,,,,,,,,
1326,415,90,45,29,105,40,100,106,,,,,,,,,,
1326,399,80,47,27,102,42,98,107,,,,,,,,,,
1326,403,92,56,26,110,44,97,93,,,,,,,,,,
1326,395,69,43,27,116,41,96,102,,,,,,,,,,
1326,383,70,55,26,91,39,93,105,,,,,,,,,,
1326,397,82,54,27,109,42,92,92,,,,,,,,,,
1326,406,80,43,25,102,45,99,111,,,,,,,,,,
1326,399,81,52,28,101,42,97,102,,,,,,,,,,
1326,405,92,52,28,106,40,94,106,,,,,,,,,,
1326,390,75,54,25,99,45,89,105,,,,,,,,,,
1326,372,50,48,21,105,56,93,105,,,,,,,,,,
1326,395,83,56,24,100,42,91,106,,,,,,,,,,
1326,404,77,42,23,113,44,97,101,,,,,,,,,,
1326,394,72,48,28,112,46,102,95,,,,,,,,,,
1326,426,94,34,23,117,44,96,108,,,,,,,,,,
1332,399,88,57,27,114,43,92,96,,,,,,,,,,
1332,409,92,50,29,105,42,101,96,,,,,,,,,,
1332,411,90,47,27,117,50,100,99,,,,,,,,,,
1332,414,102,52,29,112,40,102,104,,,,,,,,,,
1332,383,72,58,25,99,47,91,100,,,,,,,,,,
1332,372,61,55,20,101,49,85,107,,,,,,,,,,
1332,381,69,56,26,91,44,89,109,,,,,,,,,,
1332,388,74,49,22,104,42,91,107,,,,,,,,,,
1332,395,83,53,25,93,43,89,104,,,,,,,,,,
1332,389,66,47,27,95,43,98,108,,,,,,,,,,
1332,400,81,50,28,110,37,94,94,,,,,,,,,,
1332,397,71,44,27,110,37,98,100,,,,,,,,,,
1332,408,79,39,27,121,47,97,93,,,,,,,,,,
1332,394,71,47,27,112,43,93,94,,,,,,,,,,
1332,423,96,43,23,117,41,95,111,,,,,,,,,,
1332,416,91,45,29,105,40,100,106,,,,,,,,,,
1332,399,80,47,27,104,42,98,107,,,,,,,,,,
1332,403,92,56,26,112,44,97,93,,,,,,,,,,
1332,394,69,43,27,113,41,96,105,,,,,,,,,,
1332,384,71,55,26,92,39,93,105,,,,,,,,,,
1332,396,82,55,28,108,41,92,92,,,,,,,,,,
1332,406,80,43,26,103,44,100,110,,,,,,,,,,
1332,400,82,52,28,102,42,97,102,,,,,,,,,,
1332,405,92,52,28,106,40,94,106,,,,,,,,,,
1332,390,75,54,25,99,45,89,105,,,,,,,,,,
1332,370,50,50,21,103,56,91,105,,,,,,,,,,
1332,395,83,56,24,99,42,91,107,,,,,,,,,,
1332,404,78,43,24,112,43,97,101,,,,,,,,,,
1332,395,73,48,28,113,46,102,95,,,,,,,,,,
1332,426,94,34,23,119,44,96,108,,,,,,,,,,
1338,399,88,57,27,115,44,92,95,,,,,,,,,,
1338,408,92,51,29,104,42,100,96,,,,,,,,,,
1338,411,90,47,28,116,49,101,100,,,,,,,,,,
1338,413,102,53,29,112,40,101,104,,,,,,,,,,
1338,383,72,58,25,99,47,91,100,,,,,,,,,,
1338,371,61,56,20,100,49,84,107,,,,,,,,,,
1338,381,69,56,26,93,44,89,109,,,,,,,,,,
