Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Age 25+,F:M Ratio,Rep. Female
6,711,0,5,65,120,113,140,243,30,1.0372492836676217:1,199,
12,705,0,11,60,119,114,138,244,30,1.0434782608695652:1,198,
18,699,0,17,54,118,115,136,246,30,1.0498533724340176:1,200,
24,695,0,21,50,116,117,134,246,32,1.0501474926253687:1,201,
30,694,0,22,45,111,125,134,246,33,1.0532544378698225:1,200,
36,693,0,23,42,110,126,135,245,35,1.0502958579881656:1,197,
42,691,0,25,36,112,127,134,247,35,1.0504451038575668:1,197,
48,687,0,29,31,110,134,132,244,36,1.0568862275449102:1,195,
54,696,11,31,36,111,135,129,248,37,1.0591715976331362:1,198,
60,695,11,32,27,118,136,121,255,38,1.0623145400593472:1,202,
66,693,11,34,16,124,138,118,259,38,1.0686567164179104:1,202,
72,691,11,36,11,126,137,117,261,39,1.0626865671641792:1,200,
78,689,11,38,10,122,142,113,261,41,1.0567164179104478:1,199,
84,683,11,44,10,119,142,114,256,42,1.0634441087613293:1,195,
90,681,11,46,10,114,145,111,258,43,1.0636363636363637:1,197,
96,679,11,48,10,112,145,106,263,43,1.0575757575757576:1,201,
102,676,11,51,10,109,147,104,263,43,1.0672782874617737:1,200,
108,673,11,54,10,100,155,98,267,43,1.0707692307692307:1,203,
114,670,11,57,10,93,161,95,267,44,1.0807453416149069:1,204,
120,667,11,60,10,83,169,92,267,46,1.0778816199376946:1,203,
126,721,68,63,56,88,170,94,267,46,1.1143695014662756:1,203,
132,715,68,69,52,83,171,92,271,46,1.1153846153846154:1,204,
138,715,68,69,52,80,172,92,268,51,1.1153846153846154:1,200,
144,711,68,73,51,76,170,93,268,53,1.1097922848664687:1,199,
150,705,68,79,51,71,174,90,268,51,1.117117117117117:1,200,
156,700,68,84,50,66,178,84,270,52,1.121212121212121:1,200,
162,693,68,91,49,63,180,81,270,50,1.1128048780487805:1,199,
168,689,68,95,48,60,181,79,272,49,1.12:1,199,
174,686,68,98,46,56,184,78,273,49,1.1238390092879258:1,201,
180,680,68,104,44,50,184,78,273,51,1.1316614420062696:1,202,
186,677,68,107,43,46,179,84,272,53,1.135646687697161:1,200,
192,674,68,110,42,42,181,81,273,55,1.1396825396825396:1,202,
198,760,156,112,90,75,187,80,273,55,1.116991643454039:1,202,
204,755,156,117,87,71,188,79,275,55,1.1207865168539326:1,205,
210,752,156,120,86,63,193,74,276,60,1.1183098591549296:1,202,
216,749,156,123,86,53,199,71,279,61,1.115819209039548:1,204,
222,746,156,126,86,52,196,73,279,60,1.1193181818181819:1,204,
228,737,156,135,83,52,194,72,276,60,1.1424418604651163:1,203,
234,734,156,138,83,52,193,71,274,61,1.1461988304093567:1,201,
240,730,156,142,81,52,192,70,274,61,1.1470588235294117:1,201,
246,726,156,146,81,52,187,72,272,62,1.1543026706231454:1,200,
252,721,156,151,80,52,185,71,273,60,1.1458333333333333:1,199,
258,715,156,157,75,52,183,69,275,61,1.1407185628742516:1,199,
264,712,156,160,75,52,182,69,272,62,1.144578313253012:1,197,
270,757,207,166,51,114,187,72,271,62,1.1145251396648044:1,196,
276,751,208,173,49,115,184,74,265,64,1.115492957746479:1,193,
282,747,208,177,49,114,183,75,263,63,1.1161473087818696:1,193,
288,742,208,182,48,114,177,77,264,62,1.12:1,192,
294,733,208,191,46,114,172,79,261,61,1.130813953488372:1,188,
300,729,208,195,46,114,166,84,258,61,1.1441176470588235:1,186,
306,726,208,198,45,114,164,84,256,63,1.1479289940828403:1,185,
312,720,208,204,42,113,159,87,257,62,1.162162162162162:1,187,
318,716,208,208,42,112,151,93,254,64,1.1566265060240963:1,184,
324,713,208,211,42,112,143,99,255,62,1.1540785498489425:1,185,
330,709,208,215,42,112,138,103,252,62,1.1615853658536586:1,184,
336,702,208,222,41,112,132,102,253,62,1.1533742331288344:1,185,
342,754,263,225,56,117,159,107,253,62,1.123943661971831:1,186,
348,751,266,231,56,109,165,107,252,62,1.1214689265536724:1,184,
354,744,266,238,54,109,163,104,252,62,1.1196581196581197:1,185,
360,738,266,244,53,109,161,105,250,60,1.1329479768786128:1,183,
366,735,266,247,53,109,157,103,254,59,1.1428571428571428:1,183,
372,731,266,251,52,109,152,108,250,60,1.1436950146627567:1,181,
378,729,266,253,52,109,151,108,247,62,1.1441176470588235:1,178,
384,726,266,256,51,109,147,110,245,64,1.1415929203539823:1,176,
390,719,266,263,49,109,144,113,242,62,1.1398809523809523:1,175,
396,714,266,268,49,108,142,113,242,60,1.1441441441441442:1,176,
402,711,266,271,49,108,133,114,248,59,1.141566265060241:1,180,
408,708,266,274,49,108,127,115,249,60,1.1389728096676737:1,181,
414,779,342,279,125,108,121,118,249,58,1.1168478260869565:1,180,
420,774,344,286,73,89,185,120,249,58,1.108991825613079:1,179,
426,770,344,290,72,89,179,122,250,58,1.1038251366120218:1,179,
432,766,344,294,70,89,178,121,247,61,1.1043956043956045:1,177,
438,760,344,300,69,89,174,121,247,60,1.1229050279329609:1,178,
444,759,344,301,68,89,169,126,246,61,1.1201117318435754:1,177,
450,755,344,305,67,88,164,129,245,62,1.1148459383753502:1,175,
456,748,344,312,65,88,159,132,241,63,1.112994350282486:1,172,
462,743,344,317,63,87,157,132,242,62,1.1168091168091168:1,172,
468,738,344,322,62,87,151,136,239,63,1.1268011527377522:1,171,
474,732,344,328,61,86,147,137,240,61,1.127906976744186:1,171,
480,729,344,331,60,86,143,140,239,61,1.131578947368421:1,169,
486,723,344,337,57,86,139,141,240,60,1.1264705882352941:1,169,
492,766,391,341,47,104,174,143,238,60,1.1277777777777778:1,170,
498,756,391,351,46,104,167,143,237,59,1.1295774647887324:1,168,
504,752,391,355,45,104,155,151,238,59,1.1363636363636365:1,169,
510,749,391,358,44,104,150,151,240,60,1.1278409090909092:1,169,
516,746,391,361,42,104,149,148,243,60,1.1253561253561253:1,168,
522,744,391,363,41,104,148,145,246,60,1.1257142857142857:1,171,
528,741,391,366,41,104,148,139,250,59,1.1293103448275863:1,172,
534,740,391,367,41,104,148,135,252,60,1.1264367816091954:1,173,
540,734,391,373,41,103,148,127,256,59,1.1337209302325582:1,174,
546,731,391,376,41,103,146,123,259,59,1.131195335276968:1,175,
552,729,391,378,41,103,146,120,259,60,1.131578947368421:1,174,
558,726,391,381,41,103,146,115,263,58,1.1352941176470588:1,177,
564,784,454,386,64,95,185,119,263,58,1.0962566844919786:1,176,
570,781,454,389,63,95,186,117,263,57,1.0994623655913978:1,176,
576,777,454,393,63,95,185,116,262,56,1.0943396226415094:1,175,
582,772,454,398,62,94,185,113,262,56,1.0978260869565217:1,174,
588,767,454,403,62,94,184,110,264,53,1.1013698630136985:1,174,
594,766,454,404,62,94,184,109,264,53,1.0986301369863014:1,174,
600,761,454,409,60,94,183,104,266,54,1.0906593406593406:1,173,
606,757,454,413,59,94,183,102,264,55,1.0796703296703296:1,169,
612,752,454,418,58,94,181,100,265,54,1.0888888888888888:1,171,
618,748,454,422,57,94,180,93,269,55,1.083565459610028:1,174,
624,746,454,424,56,94,179,87,275,55,1.0779944289693593:1,177,
630,738,454,432,53,94,179,82,277,53,1.0730337078651686:1,181,
636,790,511,437,60,90,201,109,277,53,1.0626631853785902:1,180,
642,782,511,445,56,92,196,108,279,51,1.0578947368421052:1,180,
648,777,511,450,53,92,196,103,283,50,1.0610079575596818:1,182,
654,775,511,452,52,92,196,101,285,49,1.0611702127659575:1,183,
660,770,511,457,50,91,196,96,288,49,1.0698924731182795:1,186,
666,767,511,460,50,91,196,92,290,48,1.0618279569892473:1,186,
672,764,511,463,50,91,196,88,292,47,1.059299191374663:1,186,
678,756,511,471,50,89,196,87,289,45,1.0599455040871935:1,184,
684,752,511,475,48,88,196,84,290,46,1.0602739726027397:1,183,
690,742,511,485,45,88,196,79,290,44,1.0668523676880224:1,182,
696,737,511,490,45,88,195,76,290,43,1.058659217877095:1,181,
702,736,511,491,45,88,195,72,292,44,1.0558659217877095:1,182,
708,790,569,495,56,97,171,126,294,46,1.051948051948052:1,183,
