Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Age 25+,F:M Ratio,Rep. Female
6,728,0,0,69,106,109,151,266,27,0.9728997289972899:1,208,
12,722,0,6,57,110,111,148,267,29,0.9780821917808219:1,211,
18,718,0,10,52,114,109,145,268,30,0.9889196675900277:1,210,
24,716,0,12,40,119,113,144,270,30,0.9888888888888889:1,211,
30,715,0,13,29,122,115,143,274,32,0.9916434540389972:1,214,
36,711,0,17,25,120,120,138,276,32,0.9860335195530726:1,213,
42,707,0,21,19,121,122,136,275,34,0.9915492957746479:1,212,
48,704,0,24,15,121,125,133,276,34,0.9943342776203966:1,214,
54,717,14,25,27,117,129,128,281,35,0.9861495844875346:1,213,
60,711,14,31,22,115,132,126,280,36,0.9860335195530726:1,211,
66,711,14,31,18,119,128,123,284,39,0.9860335195530726:1,213,
72,709,14,33,14,118,132,120,284,41,0.9859943977591037:1,211,
78,706,14,36,14,112,135,116,285,44,0.9831460674157303:1,210,
84,704,14,38,14,109,135,115,284,47,0.9775280898876404:1,209,
90,698,14,44,14,102,140,112,284,46,0.9773371104815864:1,207,
96,691,14,51,14,97,141,111,282,46,0.9971098265895953:1,208,
102,687,14,55,14,92,140,111,282,48,0.997093023255814:1,208,
108,682,14,60,14,88,143,110,281,46,0.9883381924198251:1,208,
114,678,14,64,14,83,143,110,281,47,0.9824561403508771:1,206,
120,671,14,71,14,79,142,108,281,47,0.985207100591716:1,207,
126,721,70,77,56,84,149,107,280,45,1.0027777777777778:1,207,
132,718,70,80,54,83,147,108,281,45,1.005586592178771:1,209,
138,714,70,84,53,80,148,101,286,46,1.0056179775280898:1,209,
144,707,70,91,52,79,145,99,287,45,1.02:1,209,
150,702,70,96,50,72,148,97,288,47,1.0230547550432276:1,206,
156,698,70,100,49,63,156,94,288,48,1.0231884057971015:1,206,
162,691,70,107,48,56,157,92,289,49,1.0263929618768328:1,207,
168,686,70,112,46,51,160,92,288,49,1.0356083086053411:1,207,
174,683,70,115,44,39,171,87,291,51,1.0388059701492538:1,207,
180,681,70,117,43,34,173,88,292,51,1.0389221556886228:1,209,
186,673,70,125,41,31,173,85,293,50,1.0455927051671732:1,210,
192,662,70,136,37,26,174,83,292,50,1.0559006211180124:1,210,
198,744,156,140,86,61,174,79,294,50,1.0217391304347827:1,212,
204,739,158,147,86,57,176,72,299,49,1.0302197802197801:1,216,
210,732,158,154,83,55,174,72,300,48,1.0277008310249307:1,216,
216,728,158,158,83,52,173,71,301,48,1.0278551532033426:1,216,
222,725,158,161,83,50,170,71,302,49,1.0308123249299719:1,217,
228,722,158,164,83,50,168,72,300,49,1.03954802259887:1,216,
234,717,158,169,82,50,165,73,297,50,1.0544412607449856:1,215,
240,714,158,172,82,50,162,71,297,52,1.0517241379310345:1,216,
246,712,158,174,80,50,161,68,301,52,1.0459770114942528:1,218,
252,708,158,178,80,49,159,68,300,52,1.0521739130434782:1,218,
258,705,158,181,79,49,156,69,298,54,1.0614035087719298:1,216,
264,701,158,185,76,49,153,71,297,55,1.061764705882353:1,216,
270,767,226,187,71,109,164,71,297,55,1.0842391304347827:1,215,
276,769,230,189,71,111,164,69,299,55,1.084010840108401:1,216,
282,765,230,193,71,110,160,69,299,56,1.0844686648501363:1,217,
288,762,230,196,69,110,158,70,297,58,1.0819672131147542:1,215,
294,753,230,205,67,109,155,70,294,58,1.0916666666666666:1,214,
300,750,230,208,66,109,151,71,293,60,1.094972067039106:1,212,
306,748,230,210,66,109,151,67,295,60,1.101123595505618:1,214,
312,743,230,215,66,108,148,67,292,62,1.0929577464788733:1,212,
318,736,230,222,65,107,140,72,291,61,1.0909090909090908:1,211,
324,732,230,226,63,107,135,71,293,63,1.103448275862069:1,211,
330,725,230,233,61,107,130,74,289,64,1.1075581395348837:1,208,
336,722,230,236,59,107,129,74,290,63,1.1111111111111112:1,209,
342,766,278,240,51,130,156,79,287,63,1.1337047353760445:1,207,
348,762,280,246,48,131,153,82,285,63,1.152542372881356:1,206,
354,761,280,247,48,131,149,85,283,65,1.1558073654390935:1,205,
360,759,280,249,47,131,148,84,284,65,1.15625:1,207,
366,757,280,251,47,131,145,85,283,66,1.1505681818181819:1,206,
372,753,280,255,46,131,137,90,283,66,1.157593123209169:1,204,
378,750,280,258,46,130,134,92,278,70,1.1551724137931034:1,198,
384,746,280,262,46,130,130,92,277,71,1.1436781609195403:1,195,
390,739,280,269,45,130,125,97,272,70,1.154518950437318:1,193,
396,735,280,273,44,129,121,98,274,69,1.161764705882353:1,194,
402,731,280,277,44,129,118,99,272,69,1.1755952380952381:1,192,
408,726,280,282,44,128,113,101,270,70,1.1801801801801801:1,190,
414,796,355,287,118,126,107,105,271,69,1.1283422459893049:1,191,
420,794,359,293,77,99,174,107,269,68,1.1344086021505377:1,190,
426,789,359,298,75,99,173,107,267,68,1.1440217391304348:1,189,
432,785,359,302,74,99,172,101,269,70,1.1506849315068493:1,190,
438,779,359,308,71,99,170,98,273,68,1.1519337016574585:1,192,
444,776,359,311,69,99,163,105,271,69,1.149584487534626:1,190,
450,773,359,314,68,99,155,110,273,68,1.1532033426183843:1,193,
456,769,359,318,66,99,151,114,273,66,1.1540616246498598:1,193,
462,766,359,321,66,98,143,119,272,68,1.1577464788732394:1,192,
468,756,359,331,63,98,134,124,272,65,1.1538461538461537:1,192,
474,752,359,335,62,98,130,128,267,67,1.1485714285714286:1,187,
480,746,359,341,61,98,126,125,269,67,1.1623188405797102:1,186,
486,743,359,344,60,98,122,127,268,68,1.1598837209302326:1,185,
492,803,423,348,64,105,171,128,265,70,1.1076115485564304:1,184,
498,799,423,352,64,105,166,129,267,68,1.1026315789473684:1,184,
504,796,423,355,63,105,162,132,265,69,1.1058201058201058:1,183,
510,793,423,358,63,105,160,132,264,69,1.097883597883598:1,182,
516,786,423,365,62,103,160,130,262,69,1.1072386058981234:1,183,
522,783,423,368,62,102,160,128,259,72,1.110512129380054:1,181,
528,780,423,371,61,102,159,128,258,72,1.1081081081081081:1,180,
534,771,423,380,60,102,158,123,261,67,1.1008174386920981:1,180,
540,769,423,382,59,102,158,117,265,68,1.1010928961748634:1,181,
546,765,423,386,58,102,158,113,268,66,1.1016483516483517:1,183,
552,759,423,392,56,101,157,112,267,66,1.1024930747922437:1,182,
558,753,423,398,56,101,156,108,267,65,1.1092436974789917:1,183,
564,799,472,401,48,115,185,117,268,66,1.0971128608923884:1,182,
570,796,472,404,48,115,184,110,274,65,1.0947368421052632:1,186,
576,792,472,408,47,114,183,110,273,65,1.1007957559681698:1,185,
582,788,472,412,46,114,182,107,274,65,1.1126005361930296:1,185,
588,785,472,415,45,114,182,100,278,66,1.1159029649595686:1,186,
594,780,472,420,45,113,181,96,278,67,1.113821138211382:1,186,
600,774,472,426,44,112,179,92,279,68,1.1032608695652173:1,185,
606,771,472,429,44,111,178,89,279,70,1.1123287671232878:1,186,
612,764,472,436,43,110,178,84,277,72,1.1104972375690607:1,184,
618,760,472,440,42,110,177,82,277,72,1.116991643454039:1,185,
624,758,472,442,42,110,177,77,279,73,1.1173184357541899:1,183,
630,752,472,448,42,110,177,73,277,73,1.1242937853107344:1,182,
636,809,535,454,62,99,200,96,279,73,1.1573333333333333:1,181,
642,806,536,458,63,98,199,97,277,72,1.160857908847185:1,179,
648,797,536,467,61,98,199,97,271,71,1.1657608695652173:1,176,
654,791,536,473,59,98,199,96,269,70,1.1730769230769231:1,176,
660,781,536,483,59,96,199,91,268,68,1.1938202247191012:1,178,
666,778,536,486,58,95,198,84,273,70,1.1915492957746479:1,182,
672,772,536,492,57,95,197,79,274,70,1.1931818181818181:1,182,
678,765,536,499,56,94,195,74,278,68,1.1982758620689655:1,186,
684,765,536,499,56,94,195,64,287,69,1.1982758620689655:1,189,
690,760,536,504,55,94,194,58,290,69,1.1965317919075145:1,192,
696,757,536,507,54,94,194,56,291,68,1.2005813953488371:1,192,
702,757,536,507,54,94,194,54,291,70,1.2005813953488371:1,191,
708,810,596,514,62,94,184,110,289,71,1.2191780821917808:1,188,
714,811,597,514,61,94,184,107,294,71,1.2219178082191782:1,190,
720,808,597,517,61,94,182,105,294,72,1.2258953168044078:1,190,
726,804,597,521,60,94,181,101,295,73,1.2271468144044322:1,190,
732,798,597,527,59,94,181,100,292,72,1.229050279329609:1,189,
738,790,597,535,57,94,181,100,290,68,1.231638418079096:1,188,
744,787,597,538,56,94,181,100,289,67,1.2231638418079096:1,187,
750,780,597,545,55,93,181,100,285,66,1.2222222222222223:1,185,
756,773,597,552,54,92,181,100,281,65,1.221264367816092:1,182,
762,771,597,554,53,92,181,99,280,66,1.2219020172910662:1,181,
768,764,597,561,53,92,181,99,272,67,1.227405247813411:1,177,
774,757,597,568,51,90,181,99,270,66,1.233038348082596:1,176,
780,807,651,572,56,101,217,99,268,66,1.210958904109589:1,174,
786,806,653,575,57,100,173,133,278,65,1.2082191780821918:1,178,
792,796,653,585,53,100,173,132,275,63,1.223463687150838:1,178,
798,790,653,591,51,100,173,132,272,62,1.2191011235955056:1,175,
804,783,653,598,50,99,172,132,267,63,1.2244318181818181:1,172,
810,778,653,603,50,99,170,132,261,66,1.235632183908046:1,168,
816,771,653,610,48,98,170,132,258,65,1.2478134110787171:1,166,
822,765,653,616,48,97,170,131,254,65,1.2566371681415929:1,165,
828,761,653,620,48,97,170,131,249,66,1.2648809523809523:1,163,
