Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Pop Age 25+,F:M Ratio,Rep. Female
6,705,0,4,63,111,117,132,256,26,1.0200573065902578:1,223,
12,702,0,7,57,112,117,134,257,25,1.0172413793103448:1,222,
18,697,0,12,50,107,127,132,255,26,1.0144508670520231:1,219,
24,693,0,16,45,106,126,131,259,26,1.0145348837209303:1,221,
30,689,0,20,39,111,123,130,259,27,1.0087463556851313:1,220,
36,684,0,25,29,112,129,123,263,28,1.0:1,220,
42,681,0,28,22,116,128,125,260,30,1.0029411764705882:1,217,
48,677,0,32,15,118,129,123,263,29,1.0089020771513353:1,220,
54,756,83,36,95,115,132,121,263,30,0.984251968503937:1,218,
60,753,83,39,91,115,133,117,266,31,0.9868073878627969:1,219,
66,747,83,45,85,112,138,113,268,31,0.9814323607427056:1,219,
72,738,83,54,74,115,141,109,270,29,0.9732620320855615:1,220,
78,730,83,62,71,111,142,105,272,29,0.967654986522911:1,220,
84,724,83,68,70,105,147,101,270,31,0.9727520435967303:1,217,
90,713,83,79,67,97,151,101,265,32,0.9750692520775623:1,214,
96,709,83,83,65,95,148,102,265,34,0.9749303621169917:1,211,
102,706,83,86,65,90,147,107,264,33,0.9720670391061452:1,209,
108,699,83,93,63,86,148,105,262,35,0.9745762711864406:1,208,
114,693,83,99,62,82,148,107,260,34,0.9576271186440678:1,206,
120,691,83,101,62,77,148,105,263,36,0.9575070821529745:1,207,
126,762,158,105,76,131,153,104,259,39,0.9538461538461539:1,205,
132,756,158,111,74,127,153,104,257,41,0.9585492227979274:1,201,
138,749,158,118,72,123,156,103,254,41,0.9607329842931938:1,198,
144,742,158,125,70,122,155,103,252,40,0.9526315789473684:1,197,
150,735,158,132,69,116,158,101,249,42,0.96:1,196,
156,726,158,141,67,113,158,98,248,42,0.967479674796748:1,196,
162,721,158,146,66,107,162,97,248,41,0.9645776566757494:1,197,
168,714,158,153,66,101,163,97,246,41,0.9669421487603306:1,196,
