Steps,Total # Non-GTGP Parcels,Total # GTGP Parcels,Avg # Non-GTGP Parcels,Avg GTGP Parcels,Avg Non-GTGP Area,Avg GTGP Area,Avg Household Income
6,381,371,4.053191489361702,3.9468085106382977,2.45095744680851,2.340957446808511,19427.327553029092,
12,338,414,3.595744680851064,4.404255319148936,2.207765957446808,2.5159574468085117,19211.077719734287,
18,322,430,3.425531914893617,4.574468085106383,2.1181914893617018,2.609787234042554,19729.29605164547,
24,309,443,3.2872340425531914,4.712765957446808,2.0514893617021275,2.642340425531916,19877.99430720504,
30,300,452,3.1914893617021276,4.808510638297872,1.9707446808510638,2.659680851063831,20282.785417178526,
36,293,459,3.117021276595745,4.882978723404255,1.9441489361702124,2.6926595744680863,20156.006581856105,
42,290,462,3.0851063829787235,4.914893617021277,1.9325531914893617,2.7224468085106395,19550.617681899595,
48,285,467,3.0319148936170213,4.968085106382978,1.9187234042553194,2.741914893617022,19532.31682008513,
54,281,471,2.9893617021276597,5.01063829787234,1.8832978723404254,2.7504255319148943,19605.49394755884,
60,281,471,2.9893617021276597,5.01063829787234,1.8854255319148938,2.7504255319148943,19869.02672655046,
66,278,474,2.9574468085106385,5.042553191489362,1.8790425531914896,2.7621276595744693,18933.564692574873,
72,278,474,2.9574468085106385,5.042553191489362,1.871595744680851,2.7525531914893624,18364.328589822064,
78,279,473,2.9680851063829787,5.031914893617022,1.8758510638297874,2.741914893617022,17869.527181845686,
84,279,473,2.9680851063829787,5.031914893617022,1.8673404255319148,2.741914893617022,17029.16658169997,
90,278,474,2.9574468085106385,5.042553191489362,1.8758510638297874,2.74404255319149,16433.871808038664,
96,278,474,2.9574468085106385,5.042553191489362,1.8673404255319148,2.7525531914893624,17148.410847315445,
102,279,473,2.9680851063829787,5.031914893617022,1.868404255319149,2.7525531914893624,17350.67041080302,
108,277,475,2.9468085106382977,5.053191489361702,1.8705319148936173,2.754680851063831,17628.71057480327,
114,275,477,2.925531914893617,5.074468085106383,1.8705319148936173,2.7674468085106394,17887.121728329526,
120,276,476,2.9361702127659575,5.0638297872340425,1.8705319148936173,2.756808510638299,18479.292828735466,
126,277,475,2.9468085106382977,5.053191489361702,1.8705319148936173,2.7461702127659584,17965.56177145271,
132,277,475,2.9468085106382977,5.053191489361702,1.863085106382979,2.7440425531914907,18081.343272319253,
138,277,475,2.9468085106382977,5.053191489361702,1.866276595744681,2.7440425531914907,18688.507486324856,
144,277,475,2.9468085106382977,5.053191489361702,1.866276595744681,2.7440425531914907,19404.8922412142,
150,274,478,2.9148936170212765,5.085106382978723,1.866276595744681,2.7685106382978737,18872.567860667335,
156,276,476,2.9361702127659575,5.0638297872340425,1.862021276595745,2.7621276595744693,18369.115711789946,
162,272,480,2.893617021276596,5.1063829787234045,1.8513829787234046,2.7727659574468095,18789.08874263253,
168,273,479,2.904255319148936,5.095744680851064,1.8588297872340427,2.7727659574468095,19008.962753032265,
174,274,478,2.9148936170212765,5.085106382978723,1.8588297872340427,2.7621276595744693,19004.503993099763,
180,274,478,2.9148936170212765,5.085106382978723,1.8598936170212768,2.7631914893617036,18816.111039101917,
186,274,478,2.9148936170212765,5.085106382978723,1.8598936170212768,2.7748936170212777,19111.572587897685,
192,273,479,2.904255319148936,5.095744680851064,1.8577659574468088,2.7748936170212777,19042.76941934846,
198,274,478,2.9148936170212765,5.085106382978723,1.8567021276595748,2.7514893617021285,18398.77851526754,
