Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Pop Age 25+,F:M Ratio,Rep. Female
6,681,0,1,56,107,107,147,239,25,0.8505434782608695:1,212,
12,676,0,6,54,103,109,145,240,25,0.852054794520548:1,213,
18,672,0,10,50,102,114,141,237,28,0.856353591160221:1,210,
24,668,0,14,39,110,113,136,238,32,0.8659217877094972:1,208,
30,667,0,15,30,113,113,134,242,35,0.8683473389355743:1,209,
36,661,0,21,27,112,113,135,239,35,0.867231638418079:1,206,
42,661,0,21,23,111,116,132,242,37,0.867231638418079:1,207,
48,657,0,25,21,104,121,129,246,36,0.8717948717948718:1,209,
54,719,69,32,82,108,122,125,244,38,0.9122340425531915:1,207,
60,711,69,40,73,111,122,122,243,40,0.9112903225806451:1,202,
66,708,69,43,68,111,121,125,243,40,0.9135135135135135:1,203,
72,703,69,48,65,111,121,124,241,41,0.9103260869565217:1,201,
78,700,69,51,63,106,124,122,243,42,0.912568306010929:1,202,
84,699,69,52,63,100,124,123,247,42,0.915068493150685:1,204,
90,691,69,60,61,94,127,120,246,43,0.9035812672176309:1,200,
96,686,69,65,59,93,126,118,248,42,0.9002770083102493:1,201,
102,685,69,66,59,89,127,117,249,44,0.8975069252077562:1,200,
108,682,69,69,58,86,128,113,251,46,0.8997214484679665:1,198,
114,680,69,71,58,80,131,113,251,47,0.9047619047619048:1,199,
120,673,69,78,58,72,137,110,250,46,0.9119318181818182:1,198,
126,735,135,82,66,123,138,112,250,46,0.9190600522193212:1,198,
132,726,135,91,63,122,135,112,249,45,0.9155672823218998:1,199,
138,723,135,94,62,117,138,112,249,45,0.9177718832891246:1,199,
144,718,135,99,61,110,142,110,250,45,0.9301075268817204:1,198,
150,712,135,105,60,109,142,107,250,44,0.9347826086956522:1,196,
156,710,135,107,60,108,138,108,249,47,0.9346049046321526:1,193,
162,707,135,110,60,106,139,106,249,47,0.936986301369863:1,193,
168,699,135,118,60,96,147,95,255,46,0.9416666666666667:1,194,
174,693,135,124,60,87,152,89,260,45,0.9411764705882353:1,195,
180,689,135,128,58,82,156,89,259,45,0.9299719887955182:1,194,
186,684,135,133,57,79,157,88,259,44,0.9322033898305084:1,193,
192,679,135,138,56,75,157,85,261,45,0.9235127478753541:1,194,
198,780,241,143,107,124,157,87,261,44,0.964735516372796:1,195,
204,776,242,148,104,117,162,85,263,45,0.9595959595959596:1,193,
210,768,242,156,100,113,165,82,263,45,0.9541984732824428:1,194,
216,765,242,159,100,111,165,80,265,44,0.951530612244898:1,194,
222,761,242,163,100,108,163,83,263,44,0.961340206185567:1,194,
228,755,242,169,100,107,160,84,256,48,0.9712793733681462:1,188,
234,749,242,175,98,107,157,85,253,49,0.9658792650918635:1,186,
240,744,242,180,96,107,153,88,250,50,0.9578947368421052:1,184,
246,741,242,183,94,107,151,83,256,50,0.9551451187335093:1,187,
252,736,242,188,92,106,149,83,255,51,0.9626666666666667:1,185,
258,729,242,195,90,106,147,82,252,52,0.9596774193548387:1,182,
264,724,242,200,88,106,145,81,253,51,0.9514824797843666:1,181,
270,789,314,207,74,144,190,81,248,52,0.9433497536945813:1,178,
276,785,315,212,73,143,192,81,246,50,0.9478908188585607:1,177,
282,779,315,218,73,143,191,79,244,49,0.957286432160804:1,178,
288,774,315,223,72,143,189,77,241,52,0.9496221662468514:1,177,
294,768,315,229,71,143,187,78,238,51,0.949238578680203:1,175,
300,762,315,235,67,143,185,75,241,51,0.9538461538461539:1,178,
306,754,315,243,64,142,182,76,237,53,0.9584415584415584:1,173,
312,746,315,251,64,140,177,77,234,54,0.958005249343832:1,172,
318,741,315,256,64,140,174,80,230,53,0.9707446808510638:1,171,
324,733,315,264,63,139,170,79,230,52,0.981081081081081:1,171,
330,727,315,270,61,139,166,79,230,52,0.9863387978142076:1,171,
336,720,315,277,60,139,158,84,228,51,0.988950276243094:1,172,
342,799,403,286,90,147,196,89,226,51,1.0075376884422111:1,170,
348,796,408,294,88,146,198,87,226,51,1.0101010101010102:1,170,
354,793,408,297,87,145,197,85,229,50,1.0075949367088608:1,172,
360,788,408,302,85,145,195,83,226,54,1.0:1,166,
366,784,408,306,84,145,190,86,225,54,1.0051150895140666:1,166,
372,779,408,311,83,145,184,86,227,54,0.9974358974358974:1,168,
378,774,408,316,81,144,181,87,228,53,1.0:1,168,
384,763,408,327,79,142,177,89,225,51,1.0185185185185186:1,165,
390,757,408,333,77,142,175,90,222,51,1.029490616621984:1,162,
396,755,408,335,76,142,171,92,222,52,1.0295698924731183:1,163,
402,749,408,341,75,142,168,94,222,48,1.046448087431694:1,163,
408,741,408,349,74,142,161,96,223,45,1.0526315789473684:1,162,
414,801,473,354,139,140,153,101,223,45,1.0859375:1,161,
420,799,475,358,67,131,231,102,223,45,1.0861618798955615:1,160,
426,796,475,361,67,131,228,101,220,49,1.0837696335078535:1,158,
432,788,475,369,64,130,223,104,217,50,1.090185676392573:1,155,
438,784,475,373,63,130,219,103,220,49,1.0906666666666667:1,156,
444,775,475,382,62,128,217,103,214,51,1.0777479892761395:1,151,
450,769,475,388,61,128,216,99,214,51,1.084010840108401:1,152,
456,768,475,389,61,127,213,100,215,52,1.08130081300813:1,152,
462,764,475,393,61,127,204,107,213,52,1.0874316939890711:1,151,
468,760,475,397,59,127,196,113,213,52,1.0879120879120878:1,151,
474,750,475,407,57,127,192,114,210,50,1.0891364902506964:1,148,
480,746,475,411,55,127,188,115,212,49,1.0896358543417366:1,148,
486,741,475,416,54,127,186,112,214,48,1.0932203389830508:1,151,
492,820,557,419,80,127,234,117,213,49,1.0603015075376885:1,149,
498,818,557,421,80,127,228,122,212,49,1.0552763819095476:1,148,
504,813,557,426,79,127,226,122,210,49,1.058227848101266:1,146,
510,809,557,430,78,127,225,121,211,47,1.0585241730279897:1,147,
516,802,557,437,78,127,224,119,209,45,1.0616966580976863:1,147,
522,796,557,443,74,127,224,116,209,46,1.0729166666666667:1,146,
528,791,557,448,72,127,223,111,213,45,1.0761154855643045:1,147,
534,786,557,453,72,127,223,108,211,45,1.0738786279683377:1,144,
540,776,557,463,68,127,223,103,210,45,1.0748663101604279:1,143,
546,771,557,468,65,126,223,102,210,45,1.0725806451612903:1,142,
552,765,557,474,65,126,222,98,209,45,1.0844686648501363:1,141,
