Steps,Male 0-10,Male 10-20,Male 20-30,Male 30-40,Male 40-50,Male 50-60,Male 60-70,Male 70-80,Male 80-90,Male 90+,Female 0-10,Female 10-20,Female 20-30,Female 30-40,Female 40-50,Female 50-60,Female 60-70,Female 70-80,Female 80-90,Female 90+
6,33,47,49,45,41,28,35,22,4,0,26,46,19,17,30,23,29,22,10,3,
12,33,47,49,45,41,28,34,21,4,0,26,46,19,17,30,23,29,22,10,3,
18,34,47,49,45,41,28,34,21,4,0,26,46,19,17,30,23,28,22,10,3,
24,35,47,49,45,41,28,34,20,4,0,26,46,19,17,30,23,28,22,10,3,
30,35,47,49,45,41,28,34,20,4,0,27,46,19,17,30,23,28,21,10,3,
36,35,46,47,43,44,29,35,19,4,0,27,44,20,18,28,25,28,21,10,3,
42,35,46,47,43,44,29,34,19,4,0,27,43,20,18,28,25,28,21,10,3,
48,35,46,47,43,44,29,34,18,3,0,27,43,20,18,28,25,28,21,10,3,
54,35,46,47,43,44,29,34,17,3,0,27,43,20,18,28,25,28,21,10,3,
60,36,46,47,43,44,29,34,17,3,0,27,43,20,18,28,25,28,21,10,3,
66,36,46,47,43,44,29,34,17,3,0,27,43,20,18,28,25,28,21,10,3,
72,36,46,47,43,44,29,34,17,3,0,27,43,20,18,28,25,28,21,10,3,
78,35,45,46,41,46,32,31,19,3,0,25,43,20,19,25,25,30,22,11,3,
84,35,45,46,41,46,32,31,19,3,0,25,43,20,19,25,25,30,22,11,3,
90,35,45,46,41,46,32,31,19,3,0,25,43,20,19,25,25,30,21,11,3,
96,35,45,46,41,46,32,31,19,3,0,25,43,20,19,25,25,30,21,10,3,
102,36,45,46,41,46,32,31,18,3,0,25,43,20,19,25,25,30,21,10,3,
108,36,45,46,41,46,32,30,18,3,0,25,43,20,19,25,25,30,21,9,3,
114,34,42,48,38,51,30,32,18,4,0,25,37,23,20,27,24,29,23,9,2,
120,34,42,48,38,51,30,32,18,4,0,25,37,23,20,27,24,28,23,9,2,
126,35,42,48,38,51,30,31,18,4,0,25,37,23,20,27,24,27,23,9,2,
132,35,42,48,38,51,30,31,18,4,0,26,37,23,20,27,24,27,23,9,2,
138,35,42,48,38,51,30,31,18,4,0,26,37,23,20,27,24,27,23,9,2,
144,35,42,48,38,51,30,31,18,4,0,26,37,23,20,27,24,27,23,9,2,
150,35,38,45,40,55,30,30,18,6,0,24,37,25,19,24,28,26,22,10,2,
156,35,38,45,40,55,30,30,17,6,0,24,37,25,19,24,28,26,22,10,2,
162,35,38,45,40,55,30,30,17,6,0,25,37,25,19,24,28,26,21,10,2,
168,35,38,45,40,55,30,30,17,6,0,25,37,25,19,24,28,25,21,10,2,
174,35,38,45,40,55,30,29,17,6,0,25,37,25,19,24,28,25,21,10,2,
180,35,38,45,40,55,30,29,17,6,0,25,37,25,19,24,28,24,21,10,2,
186,35,31,47,46,50,35,24,21,7,0,24,36,27,18,23,28,26,20,11,2,
192,37,31,47,46,50,35,24,21,7,0,24,36,27,18,23,28,26,19,11,2,
198,37,31,47,46,50,35,24,21,7,0,25,36,27,18,23,28,26,19,11,2,
