Steps,Male 0-10,Male 10-20,Male 20-30,Male 30-40,Male 40-50,Male 50-60,Male 60-70,Male 70-80,Male 80-90,Male 90+,Female 0-10,Female 10-20,Female 20-30,Female 30-40,Female 40-50,Female 50-60,Female 60-70,Female 70-80,Female 80-90,Female 90+
6,34,47,49,45,41,28,36,22,4,0,26,46,19,17,30,23,29,22,10,3,
12,34,47,49,45,41,28,36,22,4,0,26,46,19,17,30,23,29,22,10,3,
18,34,47,49,45,41,28,36,22,4,0,26,46,19,17,30,23,29,22,10,3,
24,34,47,49,45,41,28,36,22,4,0,27,46,19,17,30,23,29,22,9,3,
30,34,47,49,45,41,28,36,22,4,0,27,46,19,17,30,23,29,22,9,3,
36,34,46,47,43,44,29,36,23,4,0,27,44,20,18,28,25,29,22,9,3,
42,36,46,47,43,44,29,36,23,4,0,27,44,20,18,28,25,29,22,9,3,
48,36,46,47,43,44,29,36,22,4,0,28,44,20,18,28,25,29,22,9,3,
54,36,46,47,43,44,29,36,22,4,0,28,44,20,18,28,25,29,22,9,3,
60,37,46,47,43,44,29,36,21,4,0,29,44,20,18,28,25,29,22,9,3,
66,37,46,47,43,44,29,36,20,4,0,29,44,20,18,28,25,29,22,8,3,
72,37,46,47,43,44,29,36,20,4,0,29,44,20,18,28,25,29,22,8,3,
78,36,45,46,41,46,32,34,22,4,0,28,44,20,19,25,25,31,23,9,3,
84,36,45,46,41,46,32,34,22,4,0,28,44,20,19,25,25,31,23,9,3,
90,37,45,46,41,46,32,33,22,4,0,28,44,20,19,25,25,31,23,9,2,
96,37,45,46,41,46,32,33,21,4,0,30,44,20,19,25,25,31,22,9,2,
102,37,45,46,41,46,32,33,21,4,0,33,44,20,19,25,25,31,22,9,2,
108,37,45,46,41,46,32,32,21,4,0,33,44,20,19,25,25,31,22,9,2,
114,35,42,48,38,51,30,33,20,6,0,33,38,23,20,27,24,30,24,9,2,
120,35,42,48,38,51,30,33,20,6,0,33,38,23,20,27,24,30,23,9,2,
126,35,42,48,38,51,30,33,20,6,0,33,38,23,20,27,24,29,23,9,2,
132,35,42,48,38,51,30,33,20,6,0,33,38,23,20,27,24,28,23,9,2,
138,35,42,48,38,51,30,33,20,6,0,33,38,23,20,27,24,27,23,9,2,
144,35,42,48,38,51,30,32,20,6,0,33,38,23,20,27,24,25,23,9,2,
150,36,38,45,40,55,30,31,20,8,0,31,38,25,19,24,28,25,21,11,2,
156,36,38,45,40,55,30,31,20,8,0,32,38,25,19,24,28,25,21,11,2,
162,36,38,45,40,55,30,31,20,8,0,32,38,25,19,24,28,25,21,11,2,
168,36,38,45,40,55,30,31,20,8,0,33,38,25,19,24,28,25,21,11,2,
