Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Pop Age 25+,F:M Ratio,Rep. Female
6,666,0,7,71,126,101,116,227,25,0.9762611275964391:1,201,
12,660,0,13,64,125,102,116,227,26,0.9760479041916168:1,201,
18,653,0,20,59,122,104,115,226,27,0.9668674698795181:1,200,
24,646,0,27,55,121,107,113,224,26,0.9815950920245399:1,199,
30,644,0,29,48,122,110,115,222,27,0.9815384615384616:1,197,
36,640,0,33,40,121,116,110,228,25,0.9937694704049844:1,201,
42,636,0,37,36,124,114,109,226,27,1.0:1,199,
48,633,0,40,28,124,120,108,225,28,0.9968454258675079:1,199,
54,703,76,46,98,123,122,106,226,28,0.9313186813186813:1,198,
60,700,76,49,93,127,120,104,226,30,0.928374655647383:1,195,
66,692,76,57,84,125,123,102,224,34,0.9329608938547486:1,195,
72,684,76,65,75,125,127,101,222,34,0.9322033898305084:1,193,
78,679,76,70,72,121,134,99,219,34,0.9289772727272727:1,190,
84,675,76,74,72,116,136,99,218,34,0.9230769230769231:1,187,
90,670,76,79,71,113,138,97,216,35,0.930835734870317:1,184,
96,667,76,82,70,107,142,94,216,38,0.9277456647398844:1,181,
102,659,76,90,70,98,147,94,214,36,0.9382352941176471:1,177,
108,654,76,95,69,94,147,96,212,36,0.9292035398230089:1,175,
114,650,76,99,69,90,150,92,212,37,0.9402985074626866:1,174,
120,648,76,101,69,85,150,91,215,38,0.9343283582089552:1,174,
126,695,131,109,56,149,151,88,213,38,1.0144927536231885:1,170,
132,692,131,112,55,139,160,82,217,39,1.0174927113702623:1,169,
138,684,131,120,51,136,156,84,217,40,1.0058651026392962:1,169,
144,682,131,122,51,133,156,84,219,39,1.0058823529411764:1,171,
150,680,131,124,51,127,159,86,218,39,1.0118343195266273:1,170,
156,676,131,128,51,121,164,80,221,39,1.0059347181008902:1,170,
162,670,131,134,49,119,164,77,219,42,0.9881305637982196:1,166,
168,669,131,135,49,116,165,76,221,42,0.9851632047477745:1,166,
174,662,131,142,48,111,169,73,220,41,0.987987987987988:1,165,
180,661,131,143,48,103,175,73,219,43,0.9909638554216867:1,164,
186,659,131,145,48,98,177,72,220,44,0.9909365558912386:1,165,
192,658,131,146,48,92,181,68,224,45,0.9879154078549849:1,168,
198,752,230,151,102,129,185,67,224,45,0.9634464751958225:1,168,
204,746,230,157,98,130,184,68,218,48,0.9735449735449735:1,162,
210,738,230,165,94,124,187,65,222,46,0.9732620320855615:1,164,
216,734,230,169,93,116,194,64,221,46,0.9731182795698925:1,163,
222,732,230,171,92,112,197,64,220,47,0.9730458221024259:1,163,
228,729,230,174,92,112,197,63,218,47,0.9702702702702702:1,161,
234,725,230,178,90,112,195,62,218,48,0.970108695652174:1,159,
240,720,230,183,90,112,190,64,216,48,0.9726027397260274:1,158,
246,717,230,186,89,111,188,66,214,49,0.9697802197802198:1,156,
252,713,230,190,87,110,183,66,217,50,0.9750692520775623:1,158,
258,708,230,195,84,110,183,64,217,50,0.9776536312849162:1,158,
264,703,230,200,81,110,181,65,214,52,0.9802816901408451:1,155,
270,750,285,208,56,126,238,68,210,52,0.968503937007874:1,153,
276,748,289,214,57,125,236,65,211,54,0.968421052631579:1,152,
282,741,289,221,55,125,234,66,205,56,0.9812834224598931:1,148,
288,737,289,225,53,125,231,68,206,54,0.9811827956989247:1,148,
294,735,289,227,52,125,228,70,205,55,0.9811320754716981:1,147,
300,724,289,238,48,125,222,73,202,54,0.9835616438356164:1,144,
306,719,289,243,47,124,221,73,199,55,0.9807162534435262:1,142,
312,715,289,247,47,124,218,76,194,56,0.9861111111111112:1,139,
