Steps,Total # Non-GTGP Parcels,Total # GTGP Parcels,Avg # Non-GTGP Parcels,Avg GTGP Parcels,Avg Non-GTGP Area,Avg GTGP Area,Avg Household Income
6,381,371,4.053191489361702,3.9468085106382977,2.541595744680851,2.277978723404255,18736.98059668948,
12,344,408,3.6595744680851063,4.340425531914893,2.310585106382979,2.46468085106383,17911.281965901908,
18,325,427,3.4574468085106385,4.542553191489362,2.1884574468085107,2.5538297872340427,17661.326797831327,
24,316,436,3.3617021276595747,4.638297872340425,2.1133510638297874,2.606276595744681,17727.109792707426,
30,313,439,3.3297872340425534,4.670212765957447,2.084627659574468,2.611595744680851,17386.28687232783,
36,309,443,3.2872340425531914,4.712765957446808,2.074521276595745,2.6137234042553192,17616.963957157095,
42,302,450,3.2127659574468086,4.787234042553192,2.0556914893617018,2.6374468085106386,17221.65784892316,
48,302,450,3.2127659574468086,4.787234042553192,2.034414893617021,2.6534042553191495,17509.61950615758,
54,295,457,3.1382978723404253,4.861702127659575,2.010053191489362,2.677872340425532,17769.093688552257,
60,291,461,3.095744680851064,4.904255319148936,1.9728191489361704,2.723191489361702,18457.840002812212,
66,289,463,3.074468085106383,4.925531914893617,1.9696276595744682,2.7104255319148938,18109.61178756775,
72,284,468,3.021276595744681,4.9787234042553195,1.9419680851063832,2.744468085106383,19797.922016755554,
78,284,468,3.021276595744681,4.9787234042553195,1.9409042553191491,2.7476595744680856,20616.805670739777,
84,283,469,3.0106382978723403,4.98936170212766,1.935585106382979,2.7519148936170215,19626.607070073558,
90,281,471,2.9893617021276597,5.01063829787234,1.9313297872340427,2.7497872340425533,19282.68039834391,
96,282,470,3.0,5.0,1.9206914893617022,2.758297872340426,19945.298576379166,
102,279,473,2.9680851063829787,5.031914893617022,1.9107978723404255,2.779574468085107,20999.303041175437,
108,276,476,2.9361702127659575,5.0638297872340425,1.8916489361702131,2.780638297872341,19631.490945871363,
114,278,474,2.9574468085106385,5.042553191489362,1.9022872340425534,2.7838297872340427,19500.83147996836,
120,275,477,2.925531914893617,5.074468085106383,1.8799468085106383,2.796595744680851,19620.707275708806,
126,276,476,2.9361702127659575,5.0638297872340425,1.8942021276595742,2.794468085106383,19708.78598467043,
132,274,478,2.9148936170212765,5.085106382978723,1.8942021276595742,2.7976595744680854,19084.656298393063,
138,274,478,2.9148936170212765,5.085106382978723,1.8899468085106383,2.790212765957447,19543.641657916327,
144,272,480,2.893617021276596,5.1063829787234045,1.8829255319148936,2.7955319148936173,19334.903548479124,
150,273,479,2.904255319148936,5.095744680851064,1.8676063829787235,2.794468085106383,19779.840039559393,
156,272,480,2.893617021276596,5.1063829787234045,1.88718085106383,2.8008510638297874,19994.921188778528,
162,273,479,2.904255319148936,5.095744680851064,1.8835638297872341,2.796595744680851,20220.370011109728,
168,272,480,2.893617021276596,5.1063829787234045,1.8745212765957449,2.807234042553192,20813.507544767443,
174,273,479,2.904255319148936,5.095744680851064,1.8739893617021277,2.790212765957447,21103.099175789313,
180,273,479,2.904255319148936,5.095744680851064,1.8864361702127659,2.811489361702128,20470.998754856057,
186,273,479,2.904255319148936,5.095744680851064,1.8864361702127659,2.811489361702128,20160.37413507445,
192,269,483,2.8617021276595747,5.138297872340425,1.8655851063829785,2.8168085106382987,19419.94344418701,
198,271,481,2.882978723404255,5.117021276595745,1.8795212765957445,2.8178723404255326,20442.52283344881,
204,274,478,2.9148936170212765,5.085106382978723,1.8821808510638296,2.805106382978724,20466.43165781313,
210,272,480,2.893617021276596,5.1063829787234045,1.8821808510638296,2.808297872340426,19957.78473337735,
216,272,480,2.893617021276596,5.1063829787234045,1.884308510638298,2.8221276595744684,19800.257401738476,
222,273,479,2.904255319148936,5.095744680851064,1.8704787234042555,2.813617021276596,19253.291665146626,
228,271,481,2.882978723404255,5.117021276595745,1.8577127659574468,2.824255319148937,18233.304392503072,
234,272,480,2.893617021276596,5.1063829787234045,1.8704787234042555,2.824255319148937,18275.994276212354,
240,269,483,2.8617021276595747,5.138297872340425,1.8577127659574468,2.8359574468085116,20225.734544225368,
246,272,480,2.893617021276596,5.1063829787234045,1.8736702127659575,2.824255319148937,19411.043181825386,
252,270,482,2.872340425531915,5.127659574468085,1.8646276595744682,2.828510638297873,19528.95639101804,
258,269,483,2.8617021276595747,5.138297872340425,1.8648404255319149,2.8434042553191494,19108.431824726948,
264,270,482,2.872340425531915,5.127659574468085,1.870159574468085,2.8263829787234047,19573.355966988674,
270,270,482,2.872340425531915,5.127659574468085,1.8531382978723403,2.828510638297873,19057.191161033938,
276,270,482,2.872340425531915,5.127659574468085,1.8600531914893617,2.839148936170213,19691.453064945967,
282,269,483,2.8617021276595747,5.138297872340425,1.8648404255319149,2.8423404255319156,18956.433261155562,
288,270,482,2.872340425531915,5.127659574468085,1.8563297872340425,2.8444680851063837,19409.80475188328,
294,268,484,2.851063829787234,5.148936170212766,1.851968085106383,2.8444680851063837,20071.435140591002,
300,269,483,2.8617021276595747,5.138297872340425,1.8605851063829788,2.855106382978724,20411.532996467107,
306,268,484,2.851063829787234,5.148936170212766,1.8425,2.8444680851063837,20425.727390829416,
312,269,483,2.8617021276595747,5.138297872340425,1.8573936170212766,2.857234042553192,17565.1285081144,
318,269,483,2.8617021276595747,5.138297872340425,1.8584574468085107,2.8444680851063837,18167.07348803882,
324,270,482,2.872340425531915,5.127659574468085,1.8573936170212766,2.8444680851063837,18455.287571519788,
330,269,483,2.8617021276595747,5.138297872340425,1.8563297872340425,2.8465957446808514,19172.258172416467,
336,270,482,2.872340425531915,5.127659574468085,1.8648404255319149,2.8402127659574474,19108.399112175284,
342,268,484,2.851063829787234,5.148936170212766,1.8499468085106383,2.8412765957446817,18705.093988676537,
348,271,481,2.882978723404255,5.117021276595745,1.8595212765957445,2.833829787234043,18526.446413455495,
354,269,483,2.8617021276595747,5.138297872340425,1.8462234042553194,2.8444680851063837,17922.328446707143,
360,270,482,2.872340425531915,5.127659574468085,1.8556914893617023,2.833829787234043,17136.57859117636,
366,271,481,2.882978723404255,5.117021276595745,1.8573936170212766,2.833829787234043,17354.51101875421,
372,271,481,2.882978723404255,5.117021276595745,1.8563297872340425,2.833829787234043,17863.687524605306,
378,268,484,2.851063829787234,5.148936170212766,1.8578191489361704,2.855106382978724,17344.5333282481,
384,269,483,2.8617021276595747,5.138297872340425,1.8616489361702129,2.8412765957446817,16395.6017225611,
390,268,484,2.851063829787234,5.148936170212766,1.8631382978723405,2.8423404255319156,17340.427824510898,
