Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Pop Age 25+,F:M Ratio,Rep. Female
6,670,0,2,73,106,93,139,239,20,1.1003134796238245:1,205,
12,659,0,13,61,112,95,129,240,22,1.0987261146496816:1,199,
18,655,0,17,57,110,99,127,237,25,1.1061093247588425:1,195,
24,654,0,18,49,114,99,125,242,25,1.1028938906752412:1,198,
30,650,0,22,38,116,102,125,243,26,1.103559870550162:1,197,
36,646,0,26,31,121,102,118,245,29,1.1042345276872965:1,197,
42,644,0,28,29,120,100,119,245,31,1.1045751633986929:1,196,
48,640,0,32,25,122,102,114,245,32,1.105263157894737:1,196,
54,714,78,36,95,121,106,111,249,32,1.0695652173913044:1,200,
60,710,78,40,92,120,109,109,246,34,1.0760233918128654:1,197,
66,707,78,43,87,122,110,108,245,35,1.067251461988304:1,196,
72,701,78,49,74,128,113,104,247,35,1.0739644970414202:1,197,
78,699,78,51,73,125,116,98,252,35,1.0741839762611276:1,198,
84,692,78,58,73,121,118,95,248,37,1.078078078078078:1,196,
90,686,78,64,70,116,120,96,247,37,1.0978593272171253:1,197,
96,678,78,72,69,113,123,91,242,40,1.1055900621118013:1,193,
102,672,78,78,67,108,124,92,242,39,1.1:1,191,
108,666,78,84,64,102,127,92,242,39,1.1075949367088607:1,192,
114,661,78,89,63,94,133,90,241,40,1.1118210862619808:1,191,
120,658,78,92,62,89,136,90,241,40,1.1157556270096463:1,191,
126,717,143,98,63,148,135,90,239,42,1.0964912280701755:1,188,
132,710,143,105,60,143,138,85,242,42,1.1068249258160237:1,187,
138,706,143,109,59,140,138,85,241,43,1.12012012012012:1,184,
144,701,143,114,57,134,144,84,238,44,1.1114457831325302:1,182,
150,694,143,121,56,128,150,80,233,47,1.1158536585365855:1,177,
156,689,143,126,56,121,156,75,235,46,1.107033639143731:1,179,
162,681,143,134,54,115,157,72,237,46,1.0953846153846154:1,179,
168,676,143,139,54,109,156,71,240,46,1.0993788819875776:1,180,
174,669,143,146,52,99,162,71,239,46,1.09717868338558:1,180,
