Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Pop Age 25+,F:M Ratio,Rep. Female
246,758,258,191,101,113,192,69,243,40,1.059782608695652:1,184,
252,748,258,201,99,111,190,66,242,40,1.054945054945055:1,183,
258,742,258,207,98,111,187,64,244,38,1.0554016620498614:1,186,
264,736,258,213,95,111,184,62,246,38,1.0558659217877095:1,185,
270,794,321,218,66,142,241,61,245,39,1.0516795865633075:1,185,
276,791,323,223,62,141,245,61,244,38,1.049222797927461:1,184,
282,789,323,225,62,141,244,60,243,39,1.0493506493506493:1,184,
288,785,323,229,60,140,241,61,243,40,1.0496083550913837:1,183,
294,779,323,235,59,140,237,62,242,39,1.0446194225721785:1,182,
300,771,323,243,58,139,233,62,240,39,1.0450928381962865:1,181,
306,765,323,249,56,138,223,70,239,39,1.0509383378016086:1,181,
312,762,323,252,56,138,219,72,236,41,1.0483870967741935:1,178,
318,760,323,254,55,138,214,73,237,43,1.0485175202156334:1,180,
324,754,323,260,54,137,206,80,235,42,1.0601092896174864:1,181,
330,748,323,266,52,137,201,84,232,42,1.0606060606060606:1,180,
336,745,323,269,51,137,197,87,231,42,1.058011049723757:1,179,
342,843,426,274,104,139,239,88,230,43,1.0763546798029557:1,180,
348,841,429,279,105,140,231,95,228,42,1.0714285714285714:1,179,
354,833,429,287,103,139,227,96,227,41,1.05679012345679:1,178,
360,832,429,288,102,139,225,95,230,41,1.054320987654321:1,179,
366,826,429,294,99,138,222,93,232,42,1.054726368159204:1,180,
372,821,429,299,98,138,217,94,232,42,1.0473815461346634:1,180,
378,816,429,304,97,138,212,98,230,41,1.0606060606060606:1,179,
384,814,429,306,96,138,209,99,231,41,1.0607594936708862:1,180,
390,808,429,312,94,137,206,100,230,41,1.0559796437659033:1,180,
396,804,429,316,93,136,202,102,228,43,1.0615384615384615:1,179,
402,796,429,324,93,136,191,109,223,44,1.0515463917525774:1,173,
408,790,429,330,92,134,185,113,222,44,1.041343669250646:1,172,
414,846,496,341,156,133,178,117,220,42,1.0583941605839415:1,172,
420,845,498,344,68,134,261,120,220,42,1.0559610705596107:1,173,
426,843,498,346,67,134,257,122,221,42,1.0560975609756098:1,174,
432,838,498,351,67,134,255,120,221,41,1.058968058968059:1,174,
438,834,498,355,67,134,251,122,220,40,1.0592592592592593:1,173,
444,827,498,362,66,133,248,125,213,42,1.0675:1,168,
450,823,498,366,65,132,242,127,215,42,1.06265664160401:1,168,
456,815,498,374,63,132,231,135,212,42,1.0790816326530612:1,165,
462,810,498,379,62,132,227,137,209,43,1.082262210796915:1,162,
468,807,498,382,62,132,221,140,210,42,1.0852713178294573:1,162,
474,801,498,388,62,132,210,145,209,43,1.0968586387434556:1,160,
480,797,498,392,62,132,207,146,207,43,1.0918635170603674:1,159,
486,792,498,397,60,132,205,143,209,43,1.0842105263157895:1,159,
492,873,583,401,83,147,247,145,209,42,1.0638297872340425:1,159,
498,869,583,405,82,147,243,149,205,43,1.0641330166270784:1,157,
504,863,583,411,78,147,236,153,207,42,1.0596658711217184:1,158,
510,854,583,420,75,146,230,155,206,42,1.0677966101694916:1,156,
516,848,583,426,72,146,230,153,206,41,1.0682926829268293:1,156,
522,838,583,436,66,146,230,147,208,41,1.0742574257425743:1,154,
528,833,583,441,64,146,230,141,211,41,1.066997518610422:1,153,
534,827,583,447,64,145,228,137,212,41,1.0623441396508728:1,154,
540,823,583,451,63,144,228,132,215,41,1.0678391959798994:1,156,
546,814,583,460,61,143,227,129,213,41,1.0503778337531486:1,152,
552,800,583,474,57,143,222,122,216,40,1.0408163265306123:1,151,
558,795,583,479,55,143,221,121,216,39,1.0384615384615385:1,150,
564,873,665,483,82,110,253,169,222,37,1.0785714285714285:1,151,
570,867,665,489,80,111,251,164,223,38,1.079136690647482:1,152,
576,859,665,497,80,110,249,161,224,35,1.0799031476997578:1,151,
582,855,665,501,80,110,249,158,226,32,1.0802919708029197:1,154,
588,849,665,507,78,110,249,155,222,35,1.0808823529411764:1,151,
594,844,665,512,75,110,249,152,224,34,1.0891089108910892:1,152,
600,839,665,517,75,110,248,151,223,32,1.0975:1,152,
606,834,665,522,75,109,248,146,225,31,1.0954773869346734:1,153,
612,832,665,524,74,109,248,143,227,31,1.101010101010101:1,155,
618,824,665,532,72,108,248,138,224,34,1.1074168797953965:1,155,
624,816,665,540,71,108,248,132,224,33,1.0976863753213368:1,154,
630,811,665,545,70,108,248,125,226,34,1.1064935064935064:1,155,
636,859,717,549,54,122,262,159,229,33,1.13151364764268:1,156,
642,852,717,556,51,122,263,154,230,32,1.1353383458646618:1,154,
648,844,717,564,51,120,263,152,227,31,1.1367088607594937:1,154,
654,838,717,570,51,118,262,151,223,33,1.143222506393862:1,153,
660,831,717,577,50,118,259,145,226,33,1.1472868217054264:1,156,
666,828,717,580,48,118,259,142,228,33,1.1506493506493507:1,156,
672,815,717,593,47,118,257,135,227,31,1.156084656084656:1,154,
678,810,717,598,47,118,256,128,230,31,1.1657754010695187:1,156,
684,806,717,602,46,118,256,125,229,32,1.160857908847185:1,154,
690,805,717,603,46,118,255,120,233,33,1.163978494623656:1,157,
696,802,717,606,45,118,254,114,238,33,1.1675675675675676:1,159,
702,794,717,614,43,118,254,113,233,33,1.169398907103825:1,157,
708,859,786,618,69,110,231,184,233,32,1.2025641025641025:1,158,
714,858,790,623,72,108,228,185,234,31,1.2170542635658914:1,158,
720,851,790,630,71,107,227,178,236,32,1.2277486910994764:1,156,
726,844,790,637,69,107,226,172,239,31,1.2152230971128608:1,156,
732,841,790,640,68,107,226,170,238,32,1.2131578947368422:1,155,
738,837,790,644,68,107,225,170,235,32,1.2142857142857142:1,154,
744,829,790,652,67,107,225,170,227,33,1.2106666666666666:1,149,
750,819,790,662,64,107,222,169,225,32,1.2075471698113207:1,148,
756,810,790,671,62,106,220,169,221,32,1.20708446866485:1,147,
762,803,790,678,62,105,220,168,216,32,1.206043956043956:1,145,
768,800,790,681,61,105,220,168,214,32,1.2099447513812154:1,144,
774,798,790,683,61,105,219,168,211,34,1.2105263157894737:1,141,
780,854,856,693,70,99,277,168,206,34,1.2239583333333333:1,137,
786,850,857,698,64,99,239,155,258,35,1.2193211488250653:1,165,
792,846,857,702,64,99,238,155,255,35,1.220472440944882:1,164,
798,839,857,709,64,98,238,154,250,35,1.2020997375328084:1,159,
804,834,857,714,64,97,237,153,248,35,1.200527704485488:1,159,
810,828,857,720,64,96,235,152,246,35,1.208:1,158,
816,822,857,726,63,96,235,151,242,35,1.215633423180593:1,157,
822,818,857,730,62,96,235,151,239,35,1.2228260869565217:1,155,
828,815,857,733,61,96,235,151,237,35,1.220708446866485:1,153,
834,809,857,739,58,96,235,151,234,35,1.2225274725274726:1,152,
840,806,857,742,58,96,234,150,232,36,1.2326869806094183:1,151,
846,803,857,745,57,96,234,150,230,36,1.2367688022284122:1,151,
852,869,925,747,125,96,234,149,230,35,1.2282051282051283:1,151,
858,867,928,752,71,113,196,191,262,34,1.2230769230769232:1,165,
864,865,928,754,69,113,196,191,261,35,1.2236503856041132:1,164,
870,858,928,761,67,112,196,191,259,33,1.2285714285714286:1,164,
876,853,928,766,65,111,196,191,257,33,1.2388451443569555:1,164,
882,846,928,773,65,111,195,190,253,32,1.2380952380952381:1,160,
888,843,928,776,63,111,195,190,253,31,1.2360742705570291:1,160,
894,841,928,778,63,111,195,189,251,32,1.2367021276595744:1,159,
900,837,928,782,62,111,195,189,250,30,1.232:1,158,
906,833,928,786,61,110,195,189,249,29,1.239247311827957:1,157,
912,830,928,789,59,110,195,189,248,29,1.2493224932249323:1,157,
918,827,928,792,58,110,194,189,245,31,1.2411924119241193:1,154,
924,824,928,795,58,110,194,189,244,29,1.2391304347826086:1,153,
930,899,1015,807,84,114,203,159,311,28,1.2307692307692308:1,186,
936,893,1015,813,83,114,202,159,306,29,1.243718592964824:1,186,
942,888,1015,818,83,113,202,158,303,29,1.2367758186397986:1,183,
948,885,1015,821,82,113,202,158,301,29,1.2348484848484849:1,182,
954,879,1015,827,82,113,202,158,297,27,1.2423469387755102:1,180,
960,873,1015,833,80,113,202,156,294,28,1.2327365728900255:1,177,
966,867,1015,839,76,113,202,154,293,29,1.2287917737789202:1,176,
972,862,1015,844,75,112,202,153,290,30,1.238961038961039:1,174,
978,855,1015,851,71,112,202,153,287,30,1.2440944881889764:1,171,
984,851,1015,855,70,112,201,153,285,30,1.2394736842105263:1,169,
990,843,1015,863,68,112,201,153,279,30,1.2420212765957446:1,165,
996,835,1015,871,65,112,200,153,277,28,1.2386058981233243:1,164,
1002,905,1092,878,77,119,210,162,307,30,1.2235872235872236:1,173,
1008,890,1092,893,71,119,208,160,300,32,1.236180904522613:1,169,
1014,885,1092,898,70,119,207,160,298,31,1.2348484848484849:1,168,
1020,881,1092,902,70,118,207,159,296,31,1.236040609137056:1,167,
1026,878,1092,905,69,118,207,158,294,32,1.2340966921119594:1,166,
1032,873,1092,910,68,118,207,158,292,30,1.2384615384615385:1,164,
1038,867,1092,916,66,118,207,158,288,30,1.2345360824742269:1,162,
1044,863,1092,920,65,118,207,158,286,29,1.2357512953367875:1,160,
1050,856,1092,927,64,118,205,158,284,27,1.246719160104987:1,160,
1056,851,1092,932,64,118,205,158,278,28,1.2513227513227514:1,157,
1062,848,1092,935,63,118,204,158,277,28,1.2493368700265253:1,157,
1068,844,1092,939,61,118,204,158,275,28,1.2446808510638299:1,155,
1074,924,1176,943,86,125,199,145,342,27,1.2372881355932204:1,191,
1080,921,1178,948,84,125,198,146,341,27,1.2463414634146341:1,192,
1086,909,1178,960,81,125,198,144,334,27,1.2668329177057356:1,188,
1092,904,1178,965,81,125,198,144,329,27,1.271356783919598:1,186,
1098,898,1178,971,81,125,198,142,326,26,1.2676767676767677:1,184,
1104,891,1178,978,78,125,198,142,323,25,1.2671755725190839:1,183,
1110,885,1178,984,77,125,197,141,318,27,1.2809278350515463:1,181,
1116,878,1178,991,74,125,197,141,313,28,1.2864583333333333:1,178,
1122,874,1178,995,72,125,197,141,311,28,1.3:1,178,
1128,870,1178,999,71,125,197,141,309,27,1.3076923076923077:1,178,
1134,868,1178,1001,71,124,196,141,308,28,1.3146666666666667:1,178,
1140,860,1178,1009,70,124,195,141,304,26,1.3118279569892473:1,176,
1146,932,1256,1015,80,128,220,134,343,27,1.251207729468599:1,200,
1152,928,1258,1021,77,128,222,133,340,28,1.2524271844660195:1,198,
1158,925,1258,1024,76,128,222,133,338,28,1.2506082725060828:1,197,
1164,919,1258,1030,74,128,222,133,333,29,1.2414634146341463:1,194,
1170,909,1258,1040,71,127,222,130,330,29,1.2389162561576355:1,193,
1176,906,1258,1043,69,126,222,130,330,29,1.237037037037037:1,193,
1182,900,1258,1049,67,126,222,129,328,28,1.2443890274314215:1,193,
1188,894,1258,1055,66,126,221,129,324,28,1.2575757575757576:1,192,
1194,890,1258,1059,65,126,220,129,320,30,1.2588832487309645:1,189,
1200,879,1258,1070,64,125,218,129,313,30,1.2654639175257731:1,186,
1206,871,1258,1078,63,125,217,128,308,30,1.280104712041885:1,186,
1212,860,1258,1089,61,125,214,127,304,29,1.2751322751322751:1,184,
1218,957,1360,1094,125,118,255,127,303,29,1.2255813953488373:1,184,
1224,955,1364,1100,103,126,225,132,339,30,1.2365339578454333:1,200,
1230,947,1364,1108,100,126,223,132,336,30,1.2387706855791962:1,198,
1236,940,1364,1115,99,125,223,131,331,31,1.2327790973871735:1,194,
1242,933,1364,1122,96,123,222,131,330,31,1.2374100719424461:1,193,
1248,925,1364,1130,93,123,221,131,326,31,1.2342995169082125:1,191,
1254,920,1364,1135,92,123,221,130,321,33,1.2384428223844282:1,190,
1260,915,1364,1140,91,123,220,130,318,33,1.2481572481572483:1,190,
1266,909,1364,1146,90,123,219,130,316,31,1.2444444444444445:1,189,
1272,902,1364,1153,89,122,219,129,313,30,1.243781094527363:1,187,
1278,894,1364,1161,89,122,219,128,307,29,1.251889168765743:1,185,
1284,888,1364,1167,89,122,219,128,301,29,1.2481012658227848:1,181,
1290,924,1407,1174,132,122,218,126,300,26,1.2105263157894737:1,181,
1296,964,1451,1178,86,147,233,123,348,27,1.241860465116279:1,216,
1302,956,1451,1186,84,146,233,123,341,29,1.2388758782201406:1,210,
1308,948,1451,1194,82,145,233,122,337,29,1.2517814726840855:1,209,
1314,946,1451,1196,81,145,233,122,336,29,1.2577565632458234:1,209,
1320,940,1451,1202,79,145,230,122,335,29,1.2596153846153846:1,208,
1326,930,1451,1212,77,144,230,122,328,29,1.2409638554216869:1,203,
1332,925,1451,1217,76,144,230,122,324,29,1.2560975609756098:1,203,
1338,917,1451,1225,74,144,229,122,318,30,1.2420537897310513:1,198,
1344,912,1451,1230,73,143,229,121,316,30,1.2463054187192117:1,197,
1350,905,1451,1237,71,143,228,121,311,31,1.256857855361596:1,194,
1356,898,1451,1244,70,142,228,121,307,30,1.245:1,190,
1362,892,1451,1250,68,142,228,121,306,27,1.2355889724310778:1,189,
1368,987,1549,1253,97,153,237,134,339,27,1.2279909706546275:1,209,
1374,976,1549,1264,92,153,235,135,334,27,1.238532110091743:1,207,
1380,967,1549,1273,89,153,234,135,329,27,1.233256351039261:1,205,
1386,963,1549,1277,89,152,234,135,326,27,1.2291666666666667:1,203,
1392,958,1549,1282,87,152,233,134,325,27,1.2383177570093458:1,203,
1398,952,1549,1288,85,152,233,134,320,28,1.24:1,200,
1404,949,1549,1291,85,152,232,133,319,28,1.2382075471698113:1,200,
1410,943,1549,1297,84,151,232,132,316,28,1.2505966587112172:1,199,
1416,936,1549,1304,84,151,230,131,313,27,1.2554216867469878:1,198,
1422,927,1549,1313,80,151,227,131,311,27,1.2720588235294117:1,198,
1428,919,1549,1321,78,151,226,131,306,27,1.2860696517412935:1,196,
1434,914,1549,1326,75,151,226,131,304,27,1.2907268170426065:1,195,
1440,1014,1654,1331,108,141,251,149,338,27,1.2684563758389262:1,214,
1446,1005,1654,1340,102,142,253,144,337,27,1.2686230248306998:1,213,
1452,1001,1654,1344,102,142,252,144,336,25,1.2647058823529411:1,212,
1458,995,1654,1350,100,142,250,144,334,25,1.2665148063781322:1,211,
