Steps,Total # Non-GTGP Parcels,Total # GTGP Parcels,Avg # Non-GTGP Parcels,Avg GTGP Parcels,Avg Non-GTGP Area,Avg GTGP Area,Avg Household Income
6,360,392,3.8297872340425534,4.170212765957447,2.3722872340425525,2.3119148936170215,18743.675972896854,
12,330,422,3.5106382978723403,4.48936170212766,2.1766489361702126,2.4424468085106383,18708.838593581953,
18,320,432,3.404255319148936,4.595744680851064,2.110478723404255,2.5040425531914896,17918.955570381575,
24,301,451,3.202127659574468,4.797872340425532,1.9931382978723398,2.6465957446808512,18165.009990482606,
30,297,455,3.1595744680851063,4.840425531914893,1.9795212765957446,2.6753191489361705,18790.382164468814,
36,295,457,3.1382978723404253,4.861702127659575,1.9523936170212766,2.674574468085107,17899.60887613396,
42,293,459,3.117021276595745,4.882978723404255,1.9470744680851064,2.6862765957446815,17839.807103995587,
48,290,462,3.0851063829787235,4.914893617021277,1.9417553191489363,2.6969148936170217,18014.416800420982,
54,288,464,3.0638297872340425,4.9361702127659575,1.939627659574468,2.70968085106383,18367.77558859702,
60,286,466,3.0425531914893615,4.957446808510638,1.9251595744680852,2.6979787234042556,18876.904071152305,
66,285,467,3.0319148936170213,4.968085106382978,1.9290957446808512,2.728829787234043,19164.452661431205,
72,284,468,3.021276595744681,4.9787234042553195,1.9195212765957448,2.7607446808510643,20078.84346168288,
78,283,469,3.0106382978723403,4.98936170212766,1.9013297872340424,2.7586170212765966,19428.997656891064,
84,281,471,2.9893617021276597,5.01063829787234,1.893882978723404,2.7820212765957453,18945.34625938676,
90,282,470,3.0,5.0,1.9025000000000003,2.770319148936171,18814.99783793823,
96,280,472,2.978723404255319,5.0212765957446805,1.8961170212765959,2.78904255319149,19138.767163305725,
102,281,471,2.9893617021276597,5.01063829787234,1.8897340425531917,2.7762765957446818,19621.475548093014,
108,281,471,2.9893617021276597,5.01063829787234,1.9001595744680853,2.7762765957446818,19226.14327397667,
