Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Pop Age 25+,F:M Ratio,Rep. Female
462,776,497,417,67,109,222,120,209,49,1.0638297872340425:1,138,
468,769,497,424,66,109,217,123,204,50,1.061662198391421:1,134,
474,764,497,429,64,109,210,127,206,48,1.0648648648648649:1,135,
480,758,497,435,64,109,205,126,207,47,1.059782608695652:1,134,
486,753,497,440,64,109,201,126,205,48,1.0517711171662125:1,132,
492,804,553,445,56,121,250,127,204,46,1.020100502512563:1,132,
498,802,553,447,55,121,239,136,203,48,1.0201511335012594:1,132,
504,798,553,451,55,121,231,141,201,49,1.0202531645569621:1,131,
510,795,553,454,54,121,228,143,200,49,1.017766497461929:1,130,
516,789,553,460,53,121,226,141,198,50,1.0179028132992327:1,128,
522,785,553,464,51,121,225,138,200,50,1.0179948586118253:1,129,
528,781,553,468,49,121,225,133,204,49,1.0180878552971577:1,129,
534,775,553,474,49,121,223,131,204,47,1.0129870129870129:1,130,
540,774,553,475,49,121,223,125,209,47,1.015625:1,132,
546,767,553,482,48,121,222,122,208,46,1.0131233595800524:1,130,
552,763,553,486,48,121,221,119,207,47,1.0078947368421052:1,129,
558,758,553,491,46,121,221,112,213,45,1.0106100795755968:1,133,
564,823,620,493,67,110,225,163,212,46,1.0270935960591132:1,131,
570,815,620,501,67,108,224,159,212,45,1.022332506203474:1,130,
576,808,620,508,67,108,224,154,211,44,1.0250626566416041:1,131,
582,802,620,514,66,108,223,150,212,43,1.030379746835443:1,130,
588,797,620,519,64,108,223,147,213,42,1.0331632653061225:1,133,
594,789,620,527,61,108,222,143,216,39,1.0387596899224807:1,134,
600,779,620,537,58,106,220,139,217,39,1.0392670157068062:1,134,
606,777,620,539,58,105,220,135,220,39,1.0447368421052632:1,135,
612,766,620,550,57,104,219,132,216,38,1.0591397849462365:1,136,
618,762,620,554,57,104,217,129,216,39,1.065040650406504:1,136,
624,754,620,562,56,103,217,121,217,40,1.0601092896174864:1,132,
630,749,620,567,56,103,217,120,212,41,1.0520547945205478:1,127,
636,796,669,569,50,101,235,153,216,41,1.041025641025641:1,129,
642,790,669,575,47,99,233,154,216,41,1.0360824742268042:1,128,
648,783,669,582,46,99,232,150,216,40,1.0337662337662337:1,126,
654,779,669,586,46,99,232,148,215,39,1.0339425587467364:1,125,
660,774,669,591,45,99,231,144,215,40,1.04221635883905:1,123,
666,770,669,595,45,99,231,144,210,41,1.037037037037037:1,119,
672,764,669,601,44,98,230,134,218,40,1.0373333333333334:1,126,
678,758,669,607,43,98,229,128,221,39,1.0267379679144386:1,128,
684,751,669,614,43,97,228,124,222,37,1.0242587601078168:1,128,
690,749,669,616,43,97,228,119,226,36,1.0243243243243243:1,129,
696,745,669,620,43,97,228,117,224,36,1.0244565217391304:1,128,
702,738,669,627,40,97,228,113,224,36,1.0330578512396693:1,128,
708,794,728,630,61,94,201,177,225,36,1.0411311053984575:1,129,
714,789,729,636,59,95,199,175,228,33,1.044041450777202:1,132,
720,781,729,644,57,94,199,167,230,34,1.044502617801047:1,133,
726,773,729,652,55,93,199,163,230,33,1.0503978779840848:1,133,
732,766,729,659,55,93,199,160,227,32,1.0481283422459893:1,131,
738,755,729,670,55,93,199,159,218,31,1.0684931506849316:1,129,
744,749,729,676,53,93,199,159,214,31,1.074792243767313:1,126,
750,745,729,680,52,93,199,158,213,30,1.0868347338935573:1,126,
756,739,729,686,52,93,199,157,208,30,1.0816901408450703:1,123,
762,737,729,688,52,93,199,157,206,30,1.0819209039548023:1,122,
768,729,729,696,51,93,198,156,203,28,1.0888252148997135:1,120,
774,726,729,699,49,93,198,156,202,28,1.0922190201729107:1,120,
780,770,777,703,50,87,249,156,199,29,1.1153846153846154:1,119,
786,763,778,711,48,86,205,153,241,30,1.1312849162011174:1,137,
792,757,778,717,47,85,205,153,239,28,1.1384180790960452:1,135,
798,752,778,722,44,85,205,152,238,28,1.1363636363636365:1,135,
804,746,778,728,42,85,204,151,236,28,1.1375358166189111:1,133,
810,739,778,735,41,85,202,151,233,27,1.1420289855072463:1,130,
816,737,778,737,40,85,202,150,233,27,1.136231884057971:1,130,
822,733,778,741,39,85,202,150,230,27,1.1370262390670554:1,129,
828,729,778,745,37,85,201,150,229,27,1.131578947368421:1,129,
834,725,778,749,36,85,201,149,228,26,1.1323529411764706:1,128,
840,721,778,753,35,85,200,149,224,28,1.1331360946745561:1,126,
846,716,778,758,34,85,200,149,220,28,1.137313432835821:1,124,
852,771,840,765,95,85,199,149,216,27,1.1416666666666666:1,121,
858,774,843,765,65,80,188,161,253,27,1.1440443213296398:1,145,
864,769,843,770,62,80,187,161,251,28,1.1540616246498598:1,144,
870,762,843,777,61,80,185,161,247,28,1.1647727272727273:1,143,
876,757,843,782,60,80,184,160,245,28,1.1752873563218391:1,143,
882,754,843,785,59,80,184,160,244,27,1.1855072463768115:1,143,
888,751,843,788,59,79,184,160,242,27,1.183139534883721:1,142,
894,741,843,798,56,79,183,159,236,28,1.1603498542274053:1,136,
900,736,843,803,56,78,182,159,233,28,1.1710914454277286:1,136,
906,730,843,809,56,78,181,157,230,28,1.1791044776119404:1,135,
912,721,843,818,55,78,181,157,223,27,1.1848484848484848:1,133,
918,713,843,826,53,78,181,157,218,26,1.187116564417178:1,131,
924,709,843,830,53,78,181,157,215,25,1.1815384615384616:1,129,
930,762,903,837,60,84,177,141,277,23,1.1647727272727273:1,164,
936,756,903,843,59,84,177,138,274,24,1.166189111747851:1,161,
942,745,903,854,56,84,175,136,269,25,1.18475073313783:1,159,
948,738,903,861,55,84,174,136,264,25,1.1899109792284865:1,157,
954,734,903,865,55,84,174,136,259,26,1.1845238095238095:1,153,
960,728,903,871,55,84,174,134,255,26,1.1796407185628743:1,150,
966,724,903,875,55,84,173,134,253,25,1.180722891566265:1,149,
972,716,903,883,51,83,173,133,251,25,1.1896024464831805:1,148,
978,711,903,888,49,83,173,133,248,25,1.2080745341614907:1,148,
984,703,903,896,47,82,172,133,244,25,1.2037617554858935:1,146,
990,695,903,904,45,81,171,133,240,25,1.213375796178344:1,143,
996,689,903,910,44,81,170,133,236,25,1.2225806451612904:1,142,
1002,756,974,914,71,94,161,132,273,25,1.191304347826087:1,160,
1008,752,974,918,70,94,161,128,274,25,1.1924198250728864:1,161,
1014,747,974,923,68,94,161,128,272,24,1.1842105263157894:1,159,
1020,738,974,932,67,94,161,127,267,22,1.183431952662722:1,156,
1026,734,974,936,67,93,161,127,264,22,1.1780415430267062:1,154,
1032,727,974,943,65,93,158,126,263,22,1.1831831831831832:1,154,
1038,721,974,949,64,92,158,126,259,22,1.1716867469879517:1,151,
1044,716,974,954,63,92,156,126,257,22,1.1696969696969697:1,150,
1050,713,974,957,63,92,156,126,255,21,1.173780487804878:1,150,
1056,710,974,960,63,92,156,125,253,21,1.177914110429448:1,149,
1062,703,974,967,62,92,156,123,250,20,1.1764705882352942:1,146,
1068,698,974,972,61,92,156,122,248,19,1.1744548286604362:1,145,
1074,762,1044,978,73,104,152,131,283,19,1.2151162790697674:1,164,
1080,757,1044,983,68,105,152,129,284,19,1.213450292397661:1,165,
1086,749,1044,991,66,105,151,129,280,18,1.2291666666666667:1,164,
1092,741,1044,999,63,105,151,129,277,16,1.2454545454545454:1,164,
1098,730,1044,1010,61,105,151,126,271,16,1.2530864197530864:1,161,
1104,725,1044,1015,59,105,151,124,270,16,1.2515527950310559:1,160,
1110,719,1044,1021,59,104,151,124,266,15,1.246875:1,158,
1116,711,1044,1029,56,104,151,123,262,15,1.2358490566037736:1,156,
1122,705,1044,1035,55,104,151,123,259,13,1.2380952380952381:1,155,
1128,701,1044,1039,54,104,151,123,257,12,1.232484076433121:1,154,
1134,697,1044,1043,51,104,151,123,256,12,1.233974358974359:1,154,
1140,691,1044,1049,49,104,151,123,252,12,1.2218649517684887:1,150,
1146,768,1124,1052,80,110,163,111,292,12,1.2260869565217392:1,170,
1152,765,1129,1060,84,110,161,111,287,12,1.2303206997084548:1,165,
1158,763,1129,1062,84,110,161,111,284,13,1.2244897959183674:1,162,
1164,762,1129,1063,83,110,161,111,283,14,1.2215743440233235:1,161,
1170,756,1129,1069,81,110,161,111,278,15,1.2105263157894737:1,157,
1176,752,1129,1073,78,110,160,111,277,16,1.2248520710059172:1,157,
1182,746,1129,1079,76,110,160,109,274,17,1.2469879518072289:1,156,
1188,740,1129,1085,75,110,159,109,270,17,1.249240121580547:1,154,
1194,739,1129,1086,74,110,159,109,270,17,1.2530487804878048:1,154,
1200,736,1129,1089,73,110,158,109,268,18,1.2507645259938838:1,152,
1206,734,1129,1091,72,110,158,109,267,18,1.2446483180428134:1,151,
1212,726,1129,1099,72,110,156,108,262,18,1.2338461538461538:1,146,
1218,785,1194,1105,94,111,197,107,257,19,1.1988795518207283:1,142,
1224,780,1198,1114,65,119,175,116,284,21,1.2033898305084745:1,153,
1230,771,1198,1123,62,119,175,116,277,22,1.2219020172910662:1,150,
1236,767,1198,1127,61,119,175,116,274,22,1.216763005780347:1,148,
1242,759,1198,1135,60,118,175,115,269,22,1.219298245614035:1,147,
1248,749,1198,1145,58,117,173,115,264,22,1.1964809384164223:1,143,
1254,743,1198,1151,58,115,172,115,260,23,1.2047477744807122:1,140,
1260,739,1198,1155,56,115,172,115,259,22,1.2059701492537314:1,140,
1266,737,1198,1157,56,114,172,114,259,22,1.2065868263473054:1,140,
1272,734,1198,1160,56,114,171,114,256,23,1.2042042042042043:1,139,
1278,730,1198,1164,55,114,170,114,253,24,1.2121212121212122:1,138,
1284,726,1198,1168,54,113,170,114,251,24,1.2201834862385321:1,138,
1290,754,1231,1173,86,112,169,114,249,24,1.2046783625730995:1,138,
1296,790,1273,1179,75,121,185,98,288,23,1.1703296703296704:1,161,
1302,781,1273,1188,74,121,184,98,282,22,1.1574585635359116:1,156,
1308,772,1273,1197,71,121,183,98,276,23,1.15041782729805:1,152,
1314,772,1273,1197,71,121,183,98,275,24,1.15041782729805:1,152,
1320,768,1273,1201,71,121,183,98,272,23,1.1512605042016806:1,150,
1326,761,1273,1208,69,119,183,98,270,22,1.1497175141242937:1,149,
1332,759,1273,1210,68,119,183,97,270,22,1.15625:1,149,
1338,752,1273,1217,65,119,183,97,266,22,1.1797101449275362:1,149,
1344,748,1273,1221,64,118,183,97,264,22,1.1807580174927115:1,149,
1350,743,1273,1226,63,118,183,97,261,21,1.1852941176470588:1,149,
1356,736,1273,1233,63,117,183,97,254,22,1.1839762611275964:1,144,
1362,732,1273,1237,63,116,183,97,253,20,1.1850746268656716:1,144,
1368,789,1337,1244,62,114,206,109,277,21,1.2039106145251397:1,152,
1374,785,1337,1248,61,114,204,110,274,22,1.2112676056338028:1,150,
1380,776,1337,1257,59,114,203,110,269,21,1.210826210826211:1,148,
1386,771,1337,1262,57,114,202,110,268,20,1.2028571428571428:1,148,
1392,767,1337,1266,56,114,202,110,265,20,1.2040229885057472:1,147,
1398,764,1337,1269,55,114,200,110,265,20,1.201729106628242:1,147,
1404,761,1337,1272,55,114,200,110,260,22,1.2057971014492754:1,146,
1410,757,1337,1276,54,114,200,110,257,22,1.213450292397661:1,145,
1416,756,1337,1277,54,114,200,110,256,22,1.2105263157894737:1,144,
1422,747,1337,1286,53,113,200,110,249,22,1.2166172106824926:1,141,
1428,741,1337,1292,52,113,199,108,246,23,1.2252252252252251:1,140,
1434,734,1337,1299,51,113,199,108,241,22,1.2242424242424241:1,137,
1440,812,1418,1302,81,112,213,105,279,22,1.1481481481481481:1,159,
1446,804,1418,1310,80,111,214,104,274,21,1.1382978723404256:1,155,
1452,799,1418,1315,79,111,214,103,271,21,1.1420911528150135:1,154,
1458,795,1418,1319,79,111,214,103,267,21,1.1428571428571428:1,152,
