Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Pop Age 25+,F:M Ratio,Rep. Female
798,857,818,668,65,100,208,165,267,52,1.0902439024390245:1,155,
804,849,818,676,63,100,205,165,264,52,1.0911330049261083:1,154,
810,842,818,683,63,100,204,165,260,50,1.105:1,152,
816,838,818,687,62,100,204,165,257,50,1.1055276381909547:1,150,
822,834,818,691,60,100,204,165,255,50,1.1007556675062973:1,148,
828,828,818,697,59,100,204,165,251,49,1.0962025316455697:1,146,
834,826,818,699,59,100,204,165,249,49,1.1017811704834606:1,145,
840,821,818,704,58,100,203,165,247,48,1.1105398457583548:1,144,
846,820,818,705,58,100,203,165,247,47,1.1134020618556701:1,144,
852,877,881,711,120,100,203,164,247,43,1.0831353919239906:1,144,
858,876,885,716,68,114,190,171,290,43,1.070921985815603:1,166,
864,872,885,720,66,114,190,171,288,43,1.0712589073634204:1,165,
870,859,885,733,63,114,190,169,281,42,1.0649038461538463:1,160,
876,852,885,740,63,113,189,168,277,42,1.0579710144927537:1,157,
882,845,885,747,60,113,189,168,273,42,1.0609756097560976:1,156,
888,837,885,755,60,112,189,168,267,41,1.0666666666666667:1,152,
894,831,885,761,59,112,188,168,262,42,1.0723192019950125:1,150,
900,825,885,767,58,111,188,167,259,42,1.0676691729323309:1,148,
906,816,885,776,58,110,185,166,257,40,1.0710659898477157:1,148,
912,813,885,779,58,108,185,166,257,39,1.0687022900763359:1,148,
918,810,885,782,58,108,185,166,254,39,1.066326530612245:1,146,
924,805,885,787,58,108,185,166,252,36,1.069408740359897:1,145,
930,873,960,794,75,106,196,148,312,36,1.0541176470588236:1,176,
936,869,960,798,74,106,194,148,309,38,1.0543735224586288:1,175,
942,865,960,802,72,106,194,148,307,38,1.0497630331753554:1,173,
948,860,960,807,71,106,193,148,305,37,1.0525059665871122:1,173,
954,855,960,812,69,106,193,148,302,37,1.0503597122302157:1,172,
960,852,960,815,69,106,193,148,298,38,1.0530120481927712:1,170,
966,845,960,822,67,106,193,148,293,38,1.0559610705596107:1,167,
972,837,960,830,65,106,193,148,288,37,1.0666666666666667:1,166,
978,833,960,834,64,106,193,148,285,37,1.066997518610422:1,164,
984,825,960,842,63,105,193,148,280,36,1.0625:1,161,
990,819,960,848,62,104,193,147,277,36,1.0681818181818181:1,161,
996,811,960,856,62,103,191,147,273,35,1.063613231552163:1,158,
1002,885,1039,861,82,109,197,149,313,35,1.0486111111111112:1,176,
1008,881,1039,865,79,110,196,150,313,33,1.058411214953271:1,177,
1014,874,1039,872,77,110,196,148,310,33,1.0760095011876485:1,177,
1020,870,1039,876,77,110,196,148,306,33,1.0813397129186604:1,176,
1026,864,1039,882,75,110,196,147,303,33,1.0819277108433736:1,174,
1032,858,1039,888,74,110,196,147,299,32,1.0926829268292684:1,173,
1038,856,1039,890,74,110,195,147,298,32,1.0929095354523228:1,173,
1044,853,1039,893,73,109,195,147,296,33,1.1009852216748768:1,172,
1050,848,1039,898,73,109,194,147,293,32,1.099009900990099:1,169,
1056,841,1039,905,71,109,193,146,290,32,1.0972568578553616:1,168,
1062,835,1039,911,70,109,191,146,287,32,1.0927318295739348:1,166,
1068,830,1039,916,68,108,190,146,286,32,1.0906801007556675:1,165,
1074,906,1121,922,85,121,194,140,335,31,1.0637813211845102:1,189,
1080,898,1124,933,82,122,193,141,331,29,1.0787037037037037:1,188,
1086,892,1124,939,80,121,193,141,328,29,1.0938967136150235:1,188,
1092,883,1124,948,78,121,193,141,321,29,1.0973871733966747:1,185,
1098,872,1124,959,77,120,192,141,312,30,1.0961538461538463:1,180,
1104,862,1124,969,74,120,192,140,306,30,1.1075794621026895:1,178,
1110,860,1124,971,74,120,192,140,304,30,1.113022113022113:1,178,
1116,854,1124,977,74,120,192,140,296,32,1.108641975308642:1,172,
1122,844,1124,987,74,118,192,139,289,32,1.1152882205513786:1,169,
1128,842,1124,989,73,118,192,139,288,32,1.1102756892230576:1,168,
1134,835,1124,996,72,118,192,138,284,31,1.1139240506329113:1,167,
1140,830,1124,1001,71,118,192,138,280,31,1.1173469387755102:1,166,
1146,904,1204,1007,90,126,207,134,318,29,1.117096018735363:1,185,
1152,900,1207,1014,85,130,208,129,319,29,1.1176470588235294:1,184,
1158,893,1207,1021,84,129,206,128,317,29,1.1111111111111112:1,184,
1164,888,1207,1026,84,129,206,128,312,29,1.1142857142857143:1,181,
1170,884,1207,1030,83,128,206,128,311,28,1.1097852028639619:1,180,
1176,876,1207,1038,82,128,206,128,304,28,1.110843373493976:1,177,
1182,873,1207,1041,80,128,205,128,303,29,1.1189320388349515:1,176,
1188,868,1207,1046,79,128,205,128,300,28,1.1222493887530562:1,175,
1194,857,1207,1057,79,126,204,127,294,27,1.1318407960199004:1,174,
1200,850,1207,1064,78,125,204,126,290,27,1.141057934508816:1,173,
1206,841,1207,1073,77,125,203,125,286,25,1.1508951406649617:1,171,
1212,835,1207,1079,77,125,202,125,281,25,1.152061855670103:1,169,
1218,906,1283,1084,108,126,243,124,281,24,1.1267605633802817:1,169,
1224,904,1289,1092,84,134,213,133,316,24,1.1270588235294117:1,194,
1230,897,1289,1099,81,134,213,133,311,25,1.1408114558472553:1,193,
1236,889,1289,1107,81,134,212,132,305,25,1.1421686746987951:1,190,
1242,883,1289,1113,80,134,212,132,299,26,1.1328502415458936:1,185,
1248,877,1289,1119,77,134,212,132,298,24,1.1442542787286063:1,185,
1254,874,1289,1122,76,134,212,132,294,26,1.1527093596059113:1,183,
1260,869,1289,1127,74,134,212,132,292,25,1.1563275434243176:1,183,
1266,858,1289,1138,72,133,212,132,286,23,1.1557788944723617:1,180,
1272,851,1289,1145,72,132,212,131,281,23,1.1598984771573604:1,179,
1278,848,1289,1148,72,132,212,131,279,22,1.1577608142493638:1,178,
1284,844,1289,1152,71,132,211,131,277,22,1.153061224489796:1,176,
1290,885,1335,1157,115,132,211,131,273,23,1.1851851851851851:1,175,
1296,923,1379,1163,91,136,224,135,313,24,1.2028639618138426:1,195,
1302,917,1379,1169,88,136,224,135,310,24,1.2096385542168675:1,194,
1308,910,1379,1176,86,136,224,135,305,24,1.2033898305084745:1,191,
1314,905,1379,1181,86,135,223,135,300,26,1.1966019417475728:1,188,
1320,901,1379,1185,86,135,220,135,299,26,1.197560975609756:1,187,
1326,898,1379,1188,86,135,219,135,296,27,1.1902439024390243:1,185,
1332,892,1379,1194,84,134,219,134,295,26,1.1970443349753694:1,185,
1338,887,1379,1199,84,134,218,133,293,25,1.1847290640394088:1,183,
1344,884,1379,1202,83,134,218,133,291,25,1.188118811881188:1,182,
1350,876,1379,1210,83,133,217,132,288,23,1.2010050251256281:1,181,
1356,872,1379,1214,81,133,217,132,286,23,1.1964735516372795:1,180,
1362,865,1379,1221,78,133,217,132,279,26,1.1954314720812182:1,174,
1368,936,1465,1236,88,138,238,143,303,26,1.2075471698113207:1,184,
1374,933,1465,1239,88,138,238,143,300,26,1.2109004739336493:1,183,
1380,930,1465,1242,88,138,236,143,299,26,1.2037914691943128:1,182,
1386,924,1465,1248,87,138,235,143,294,27,1.1947743467933492:1,178,
1392,918,1465,1254,85,138,235,143,288,29,1.1857142857142857:1,172,
1398,906,1465,1266,81,136,234,142,285,28,1.183132530120482:1,170,
1404,899,1465,1273,80,136,234,142,280,27,1.1820388349514563:1,168,
1410,894,1465,1278,78,136,234,141,277,28,1.1751824817518248:1,165,
1416,892,1465,1280,78,136,233,141,276,28,1.175609756097561:1,164,
1422,884,1465,1288,74,135,233,141,273,28,1.1666666666666667:1,161,
1428,875,1465,1297,72,135,233,140,269,26,1.1658415841584158:1,158,
1434,870,1465,1302,70,134,232,140,268,26,1.175:1,158,
1440,953,1554,1308,92,138,245,142,309,27,1.2009237875288683:1,187,
1446,948,1554,1313,91,139,243,142,306,27,1.2046511627906977:1,186,
1452,935,1554,1326,86,139,242,142,301,25,1.1948356807511737:1,182,
1458,931,1554,1330,85,139,242,142,299,24,1.2061611374407584:1,182,
