Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Pop Age 25+,F:M Ratio,Rep. Female
6,703,0,11,79,95,107,143,245,34,1.0085714285714287:1,223,
12,702,0,12,69,101,110,139,247,36,1.0057142857142858:1,225,
18,698,0,16,61,101,115,137,247,37,1.0115273775216138:1,223,
24,692,0,22,56,102,114,134,246,40,1.0116279069767442:1,220,
30,688,0,26,47,106,114,132,250,39,1.0116959064327486:1,222,
36,688,0,26,39,109,117,132,252,39,1.0116959064327486:1,223,
42,681,0,33,32,111,115,134,250,39,0.9970674486803519:1,219,
48,680,0,34,29,112,115,129,255,40,0.9941348973607038:1,223,
54,757,83,40,101,115,116,129,253,43,1.0079575596816976:1,219,
60,754,83,43,93,117,117,129,255,43,1.0106666666666666:1,222,
66,751,83,46,85,122,116,124,261,43,1.0026666666666666:1,224,
72,746,83,51,77,126,114,123,262,44,1.0053763440860215:1,224,
78,743,83,54,77,121,115,125,257,48,1.008108108108108:1,218,
84,739,83,58,75,116,118,123,259,48,1.0081521739130435:1,219,
90,734,83,63,72,114,119,116,266,47,1.005464480874317:1,223,
96,723,83,74,71,110,122,112,259,49,1.002770083102493:1,215,
102,714,83,83,68,108,122,111,256,49,1.0112676056338028:1,213,
108,710,83,87,68,106,122,111,254,49,1.0113314447592068:1,209,
114,706,83,91,67,100,126,108,256,49,1.0113960113960114:1,210,
120,704,83,93,67,100,124,109,253,51,1.0056980056980056:1,206,
126,769,154,99,73,159,129,103,254,51,1.0078328981723237:1,207,
132,765,154,103,69,155,133,101,255,52,1.0078740157480315:1,208,
138,760,154,108,67,151,133,103,255,51,1.0:1,206,
144,752,154,116,61,144,138,102,255,52,1.0053333333333334:1,206,
150,750,154,118,61,136,146,100,254,53,1.0053475935828877:1,204,
156,746,154,122,61,130,150,94,257,54,1.0:1,204,
162,740,154,128,60,123,156,89,261,51,0.9946091644204852:1,205,
168,739,154,129,60,119,157,88,263,52,0.9919137466307277:1,206,
174,735,154,133,60,112,163,86,264,50,0.9864864864864865:1,206,
180,731,154,137,60,106,167,83,266,49,0.981029810298103:1,206,
186,726,154,142,59,99,174,79,266,49,0.9782016348773842:1,204,
192,722,154,146,58,96,176,73,270,49,0.9780821917808219:1,204,
198,829,268,153,115,143,183,72,268,48,0.9738095238095238:1,205,
204,822,269,161,112,138,186,72,268,46,0.9665071770334929:1,205,
210,812,269,171,110,132,190,69,263,48,0.9661016949152542:1,202,
216,807,269,176,107,124,196,68,264,48,0.9731051344743277:1,203,
222,799,269,184,104,122,196,64,265,48,0.9777227722772277:1,200,
228,795,269,188,103,122,193,64,264,49,0.9825436408977556:1,198,
234,790,269,193,101,122,188,67,262,50,0.9849246231155779:1,196,
240,785,269,198,100,122,185,70,257,51,0.9723618090452262:1,191,
246,776,269,207,96,120,185,66,259,50,0.9795918367346939:1,193,
252,773,269,210,96,120,183,67,257,50,0.987146529562982:1,192,
258,771,269,212,95,120,181,64,261,50,0.9871134020618557:1,194,
264,769,269,214,93,120,176,67,262,51,0.9870801033591732:1,194,
270,843,348,219,82,150,233,67,262,49,0.9929078014184397:1,194,
276,840,349,223,78,149,237,64,264,48,0.990521327014218:1,193,
282,838,349,225,77,149,231,69,264,48,0.9904988123515439:1,193,
288,830,349,233,74,149,225,70,261,51,0.9904076738609112:1,191,
294,827,349,236,72,149,220,70,264,52,0.9879807692307693:1,192,
300,823,349,240,72,149,217,68,263,54,0.9879227053140096:1,189,
306,820,349,243,72,149,212,71,260,56,0.9854721549636803:1,185,
312,814,349,249,71,149,205,76,257,56,0.9853658536585366:1,183,
318,811,349,252,70,149,201,78,255,58,0.9877450980392157:1,180,
324,802,349,261,69,147,196,81,250,59,0.9900744416873449:1,176,
330,800,349,263,69,146,194,82,247,62,0.9950124688279302:1,173,
336,794,349,269,67,146,191,83,247,60,0.9899749373433584:1,172,
342,876,437,275,90,156,244,83,245,58,0.9954441913439636:1,170,
348,873,442,283,91,156,237,87,244,58,1.0022935779816513:1,170,
354,869,442,287,90,156,235,87,241,60,1.0023041474654377:1,166,
360,865,442,291,88,156,234,84,241,62,1.0069605568445477:1,165,
366,860,442,296,86,156,230,87,238,63,1.0093457943925233:1,163,
372,856,442,300,85,155,225,90,238,63,1.0093896713615023:1,163,
378,852,442,304,84,154,221,93,234,66,1.0047058823529411:1,159,
384,844,442,312,82,153,218,94,232,65,1.0:1,157,
390,841,442,315,80,153,215,95,233,65,1.0023809523809524:1,159,
396,836,442,320,78,151,214,95,233,65,1.0144578313253012:1,160,
402,828,442,328,77,151,209,100,231,60,1.0145985401459854:1,158,
408,821,442,335,72,150,206,103,230,60,1.0271604938271606:1,157,
414,890,522,346,150,149,203,101,227,60,1.0319634703196348:1,153,
420,887,526,353,82,131,281,108,225,60,1.0390804597701149:1,152,
426,884,526,356,82,131,277,110,224,60,1.0415704387990763:1,150,
432,878,526,362,81,130,273,112,221,61,1.0466200466200466:1,149,
438,866,526,374,78,130,266,115,217,60,1.052132701421801:1,147,
444,857,526,383,78,130,260,117,215,57,1.0502392344497609:1,146,
450,854,526,386,77,130,252,121,216,58,1.0479616306954436:1,146,
456,845,526,395,75,128,245,125,214,58,1.0559610705596107:1,144,
462,838,526,402,74,128,241,126,212,57,1.053921568627451:1,141,
468,832,526,408,70,128,234,132,212,56,1.064516129032258:1,142,
474,825,526,415,68,128,229,135,213,52,1.057356608478803:1,142,
480,821,526,419,67,126,225,138,214,51,1.0576441102756893:1,142,
486,817,526,423,66,125,221,135,219,51,1.0527638190954773:1,144,
492,876,595,433,69,133,266,141,215,52,1.0660377358490567:1,142,
498,872,595,437,68,131,260,143,218,52,1.066350710900474:1,143,
504,869,595,440,68,131,256,142,221,51,1.069047619047619:1,145,
510,864,595,445,68,131,249,141,225,50,1.0769230769230769:1,144,
516,859,595,450,68,128,249,139,223,52,1.0849514563106797:1,144,
522,852,595,457,66,128,249,136,222,51,1.0831295843520783:1,143,
528,844,595,465,64,128,248,131,223,50,1.0891089108910892:1,144,
534,839,595,470,63,128,248,128,219,53,1.0870646766169154:1,139,
540,835,595,474,63,128,248,125,219,52,1.0875:1,137,
546,829,595,480,62,128,247,121,219,52,1.0829145728643217:1,136,
552,826,595,483,61,128,246,119,219,53,1.0806045340050379:1,135,
558,821,595,488,60,128,245,117,219,52,1.0784810126582278:1,135,
564,880,658,492,66,120,253,167,222,52,1.0754716981132075:1,136,
570,871,658,501,62,118,253,167,217,54,1.0738095238095238:1,132,
576,866,658,506,61,118,253,167,214,53,1.0717703349282297:1,130,
582,862,658,510,60,117,253,166,213,53,1.0721153846153846:1,130,
588,856,658,516,60,116,253,163,211,53,1.0776699029126213:1,128,
594,852,658,520,58,116,253,160,211,54,1.0831295843520783:1,130,
600,847,658,525,56,116,252,159,210,54,1.0862068965517242:1,129,
606,840,658,532,52,116,252,154,212,54,1.0947630922693268:1,130,
612,836,658,536,50,115,252,151,214,54,1.0952380952380953:1,132,
618,827,658,545,48,115,252,149,210,53,1.098984771573604:1,129,
624,822,658,550,47,114,252,143,212,54,1.10230179028133:1,128,
630,817,658,555,44,114,251,143,211,54,1.1002570694087404:1,128,
636,870,717,561,61,97,261,188,209,54,1.0813397129186604:1,125,
642,865,720,569,59,95,262,180,215,54,1.0944309927360776:1,129,
648,863,720,571,58,94,262,177,218,54,1.0946601941747574:1,129,
654,857,720,577,55,94,262,173,219,54,1.1056511056511056:1,131,
660,849,720,585,55,93,261,166,221,53,1.0962962962962963:1,131,
666,842,720,592,53,93,260,163,221,52,1.0945273631840795:1,131,
672,839,720,595,52,93,259,155,228,52,1.0922693266832917:1,138,
678,833,720,601,50,93,259,150,231,50,1.087719298245614:1,138,
684,825,720,609,50,92,257,146,230,50,1.0939086294416243:1,140,
690,822,720,612,50,92,257,139,234,50,1.0916030534351144:1,142,
696,816,720,618,50,92,256,134,236,48,1.0816326530612246:1,140,
702,812,720,622,49,92,256,131,236,48,1.0874035989717223:1,141,
708,853,773,634,57,88,231,200,234,43,1.1009852216748768:1,138,
714,851,774,637,54,86,230,196,241,44,1.1012345679012345:1,139,
720,847,774,641,52,86,230,194,241,44,1.0965346534653466:1,138,
726,840,774,648,51,86,229,186,244,44,1.1:1,142,
732,833,774,655,48,85,229,185,243,43,1.1088607594936708:1,141,
738,828,774,660,48,85,228,185,239,43,1.1176470588235294:1,139,
744,817,774,671,45,85,227,183,232,45,1.122077922077922:1,135,
750,812,774,676,45,85,227,183,228,44,1.1312335958005248:1,135,
756,809,774,679,45,85,226,183,226,44,1.1233595800524934:1,133,
762,803,774,685,45,85,226,183,221,43,1.129973474801061:1,130,
768,793,774,695,43,85,225,179,219,42,1.137466307277628:1,129,
774,786,774,702,42,85,225,178,215,41,1.1358695652173914:1,127,
780,838,835,711,64,83,263,177,213,38,1.1215189873417721:1,127,
786,839,838,713,64,84,212,174,266,39,1.1294416243654823:1,154,
792,836,838,716,64,84,212,174,264,38,1.1326530612244898:1,153,
798,834,838,718,63,84,212,174,264,37,1.1384615384615384:1,153,
804,832,838,720,63,84,212,173,262,38,1.1333333333333333:1,151,
810,825,838,727,61,83,212,173,258,38,1.1317829457364341:1,149,
816,823,838,729,61,83,212,173,256,38,1.1321243523316062:1,148,
822,818,838,734,61,83,212,173,253,36,1.1302083333333333:1,146,
828,816,838,736,60,83,212,173,252,36,1.1305483028720626:1,146,
834,814,838,738,59,83,212,173,251,36,1.130890052356021:1,146,
840,806,838,746,58,83,212,172,245,36,1.1379310344827587:1,143,
846,799,838,753,57,83,212,170,242,35,1.1363636363636365:1,141,
852,847,894,761,112,82,212,169,236,36,1.112219451371571:1,136,
858,846,897,765,59,93,193,185,278,38,1.1097256857855362:1,157,
864,840,897,771,58,92,193,185,274,38,1.121212121212121:1,157,
870,832,897,779,56,92,193,184,270,37,1.1170483460559797:1,155,
876,825,897,786,55,91,192,183,269,35,1.1099744245524297:1,154,
882,819,897,792,53,91,192,183,265,35,1.1108247422680413:1,152,
888,813,897,798,53,91,191,181,262,35,1.1171875:1,151,
894,809,897,802,52,91,189,181,260,36,1.117801047120419:1,150,
900,798,897,813,50,91,188,180,255,34,1.1167108753315649:1,147,
906,788,897,823,47,91,186,180,251,33,1.1297297297297297:1,147,
912,783,897,828,46,91,184,180,249,33,1.127717391304348:1,145,
918,773,897,838,43,90,184,180,244,32,1.1236263736263736:1,142,
924,769,897,842,43,90,182,180,242,32,1.1126373626373627:1,140,
930,847,980,847,84,94,165,165,307,32,1.1069651741293531:1,169,
936,842,980,852,83,94,165,164,306,30,1.105:1,169,
942,832,980,862,82,93,164,162,302,29,1.1063291139240505:1,167,
948,827,980,867,81,93,164,162,297,30,1.1096938775510203:1,163,
954,822,980,872,79,93,163,162,294,31,1.1076923076923078:1,161,
960,815,980,879,77,93,162,162,289,32,1.11139896373057:1,159,
966,811,980,883,76,93,162,162,286,32,1.1119791666666667:1,158,
972,804,980,890,75,93,162,162,281,31,1.1157894736842104:1,155,
978,798,980,896,74,93,161,162,276,32,1.1167108753315649:1,152,
984,792,980,902,72,92,161,162,275,30,1.1176470588235294:1,151,
990,784,980,910,69,92,161,161,271,30,1.1362397820163488:1,151,
996,778,980,916,67,91,161,161,268,30,1.1373626373626373:1,149,
1002,831,1042,925,63,106,164,161,308,29,1.1253196930946292:1,168,
1008,828,1042,928,62,105,162,163,308,28,1.123076923076923:1,167,
1014,820,1042,936,59,105,160,163,307,26,1.1409921671018277:1,167,
1020,815,1042,941,57,105,160,162,305,26,1.1391076115485563:1,166,
1026,808,1042,948,55,105,160,161,301,26,1.148936170212766:1,165,
1032,805,1042,951,54,105,159,161,300,26,1.1524064171122994:1,165,
1038,802,1042,954,54,105,159,160,298,26,1.1559139784946237:1,164,
1044,797,1042,959,53,105,158,160,296,25,1.154054054054054:1,163,
1050,791,1042,965,52,105,158,159,293,24,1.167123287671233:1,163,
1056,785,1042,971,52,104,157,159,289,24,1.1685082872928176:1,161,
1062,777,1042,979,50,104,156,159,283,25,1.170391061452514:1,158,
1068,771,1042,985,48,104,156,158,280,25,1.1657303370786516:1,156,
1074,857,1134,991,92,110,163,138,329,25,1.1265508684863523:1,185,
1080,851,1136,999,90,110,162,134,331,24,1.1169154228855722:1,186,
1086,846,1136,1004,87,110,161,134,330,24,1.1203007518796992:1,185,
1092,839,1136,1011,86,109,158,133,327,26,1.1133501259445844:1,182,
1098,830,1136,1020,85,109,157,132,321,26,1.1065989847715736:1,178,
1104,821,1136,1029,82,109,157,132,314,27,1.094387755102041:1,172,
1110,815,1136,1035,81,109,157,132,309,27,1.1059431524547803:1,171,
1116,807,1136,1043,80,108,157,132,303,27,1.1015625:1,167,
1122,800,1136,1050,79,106,157,132,299,27,1.105263157894737:1,167,
1128,792,1136,1058,78,105,157,132,292,28,1.1176470588235294:1,165,
1134,787,1136,1063,76,105,157,132,290,27,1.1212938005390836:1,165,
1140,782,1136,1068,76,105,157,131,286,27,1.1135135135135135:1,163,
1146,844,1203,1073,71,118,182,113,334,26,1.1047381546134662:1,190,
1152,837,1203,1080,68,119,183,111,332,24,1.0977443609022557:1,187,
1158,829,1203,1088,65,119,182,111,330,22,1.10941475826972:1,187,
1164,820,1203,1097,63,119,182,110,324,22,1.1134020618556701:1,186,
1170,814,1203,1103,62,119,181,110,319,23,1.1088082901554404:1,182,
1176,809,1203,1108,60,119,181,110,316,23,1.112271540469974:1,181,
1182,804,1203,1113,59,118,180,110,314,23,1.1157894736842104:1,180,
1188,796,1203,1121,58,117,179,110,310,22,1.1226666666666667:1,178,
1194,792,1203,1125,58,117,179,110,307,21,1.123324396782842:1,177,
