Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Pop Age 25+,F:M Ratio,Rep. Female
6,654,0,7,63,104,97,120,239,31,0.9939024390243902:1,217,
12,651,0,10,57,106,98,117,242,31,0.9969325153374233:1,216,
18,648,0,13,54,109,94,117,242,32,1.0061919504643964:1,216,
24,645,0,16,47,112,94,116,241,35,0.9969040247678018:1,213,
30,644,0,17,42,114,96,116,240,36,1.0:1,212,
36,639,0,22,36,116,97,113,240,37,1.0031347962382444:1,211,
42,633,0,28,30,115,99,114,236,39,0.9968454258675079:1,207,
48,632,0,29,27,116,99,106,244,40,1.0:1,208,
54,717,94,38,110,121,100,104,241,41,1.0140449438202248:1,207,
60,713,94,42,104,121,104,100,242,42,1.0141242937853108:1,206,
66,710,94,45,98,119,107,101,242,43,1.0170454545454546:1,206,
72,706,94,49,87,120,113,98,245,43,1.0229226361031518:1,207,
78,703,94,52,86,116,116,94,248,43,1.0259365994236311:1,209,
84,696,94,59,84,111,118,96,244,43,1.0291545189504374:1,207,
90,692,94,63,82,107,122,94,242,45,1.029325513196481:1,205,
96,690,94,65,82,101,125,94,242,46,1.0234604105571847:1,204,
102,684,94,71,80,94,129,93,244,44,1.029673590504451:1,205,
108,681,94,74,80,90,133,91,242,45,1.0328358208955224:1,204,
114,674,94,81,79,85,135,90,239,46,1.024024024024024:1,199,
120,672,94,83,79,77,138,92,240,46,1.0240963855421688:1,199,
126,729,155,87,61,152,138,90,242,46,1.0082644628099173:1,200,
132,725,155,91,60,147,142,90,241,45,1.0083102493074791:1,198,
138,720,155,96,60,142,145,86,242,45,1.0224719101123596:1,202,
144,714,155,102,60,141,143,84,241,45,1.0284090909090908:1,201,
150,711,155,105,57,136,148,82,241,47,1.0372492836676217:1,200,
156,703,155,113,55,129,153,79,241,46,1.0436046511627908:1,199,
162,701,155,115,54,126,152,80,243,46,1.043731778425656:1,200,
168,698,155,118,54,124,152,76,246,46,1.0469208211143695:1,200,
174,693,155,123,54,117,159,74,243,46,1.0625:1,199,
180,689,155,127,54,114,161,70,243,47,1.0690690690690692:1,198,
186,688,155,128,54,109,161,71,245,48,1.072289156626506:1,199,
192,686,155,130,53,104,164,71,246,48,1.0725075528700907:1,199,
198,795,271,137,117,147,168,68,248,47,1.0489690721649485:1,199,
204,794,273,140,114,144,173,67,247,49,1.0463917525773196:1,199,
210,787,273,147,110,141,176,67,244,49,1.044155844155844:1,198,
216,783,273,151,109,134,178,67,247,48,1.049738219895288:1,200,
222,779,273,155,108,130,177,68,247,49,1.0392670157068062:1,199,
228,770,273,164,107,130,176,67,242,48,1.0316622691292876:1,195,
234,755,273,179,104,129,173,66,239,44,1.0295698924731183:1,192,
240,751,273,183,103,129,172,61,240,46,1.0297297297297296:1,191,
246,743,273,191,101,129,169,64,237,43,1.030054644808743:1,189,
252,738,273,196,99,128,168,64,235,44,1.021917808219178:1,186,
258,735,273,199,98,128,167,63,235,44,1.024793388429752:1,185,
264,728,273,206,96,127,165,61,234,45,1.0335195530726258:1,183,
270,796,346,211,77,147,232,62,235,43,1.041025641025641:1,184,
276,793,347,215,72,147,235,61,235,43,1.038560411311054:1,184,
282,789,347,219,69,147,233,60,236,44,1.0282776349614395:1,184,
288,784,347,224,68,147,231,60,234,44,1.0363636363636364:1,183,
294,775,347,233,64,147,224,64,231,45,1.0287958115183247:1,179,
300,767,347,241,62,145,222,64,230,44,1.0237467018469657:1,177,
306,763,347,245,60,145,219,65,230,44,1.0185185185185186:1,176,
312,761,347,247,60,145,218,63,231,44,1.0185676392572944:1,177,
318,753,347,255,57,144,215,64,229,44,1.0187667560321716:1,175,
324,749,347,259,56,144,211,68,225,45,1.0243243243243243:1,173,
330,744,347,264,55,144,207,71,224,43,1.0272479564032697:1,173,
336,738,347,270,54,142,201,73,226,42,1.0330578512396693:1,174,
342,833,445,273,100,149,244,73,225,42,1.05679012345679:1,173,
348,830,449,280,100,146,244,74,224,42,1.0595533498759304:1,175,
354,824,449,286,99,146,239,78,222,40,1.0651629072681705:1,173,
360,819,449,291,97,146,231,82,224,39,1.0734177215189873:1,174,
366,810,449,300,96,146,222,88,221,37,1.0716112531969308:1,171,
372,804,449,306,93,146,217,93,218,37,1.0775193798449612:1,168,
378,794,449,316,90,146,212,92,217,37,1.0785340314136125:1,166,
384,787,449,323,89,146,207,94,213,38,1.0875331564986737:1,163,
390,782,449,328,86,146,203,98,212,37,1.0909090909090908:1,163,
396,777,449,333,85,146,197,101,211,37,1.0887096774193548:1,161,
402,774,449,336,85,145,195,102,210,37,1.0862533692722371:1,160,
408,767,449,343,84,144,188,102,210,39,1.0899182561307903:1,160,
414,824,510,347,145,144,180,108,206,41,1.0966921119592876:1,157,
420,823,516,354,63,137,269,108,203,43,1.0994897959183674:1,155,
426,818,516,359,63,137,263,110,203,42,1.0974358974358975:1,155,
432,814,516,363,63,137,258,111,203,42,1.0925449871465296:1,154,
438,810,516,367,61,137,255,108,206,43,1.0930232558139534:1,155,
444,805,516,372,61,136,248,111,204,45,1.0909090909090908:1,152,
450,801,516,376,61,136,243,114,203,44,1.0859375:1,151,
456,791,516,386,57,136,240,115,198,45,1.0761154855643045:1,147,
462,787,516,390,56,136,235,117,198,45,1.0765171503957784:1,148,
468,783,516,394,56,136,231,120,196,44,1.0769230769230769:1,146,
474,772,516,405,53,134,226,122,193,44,1.0697050938337802:1,145,
480,769,516,408,53,134,223,123,193,43,1.061662198391421:1,143,
486,766,516,411,53,132,220,126,191,44,1.0536193029490617:1,141,
492,839,593,415,76,133,266,129,190,45,1.0614250614250613:1,138,
498,831,593,423,72,132,262,130,190,45,1.056930693069307:1,139,
