Steps,Total Humans,Births,Deaths,Marriages,Laborers,Single Males,Married Males,Currently Migrated
6,370,0,1,2,291,25,75,78,
12,370,0,1,2,303,34,75,68,
18,370,1,2,2,307,39,74,62,
24,369,1,3,3,302,43,74,61,
30,368,1,4,3,299,49,74,63,
36,367,1,5,3,302,55,73,60,
42,366,1,6,3,307,58,73,60,
48,366,2,7,3,300,63,72,67,
54,366,3,8,3,303,65,72,64,
60,365,3,9,3,303,68,71,64,
66,365,3,9,3,302,68,71,64,
72,363,3,11,4,303,69,71,64,
78,364,5,12,4,305,70,70,63,
84,362,5,14,4,305,71,69,59,
90,362,5,14,4,298,72,69,66,
96,362,6,15,4,301,75,69,64,
102,362,7,16,4,295,76,69,70,
108,363,8,16,4,300,76,69,64,
114,364,9,16,4,305,77,69,67,
120,364,10,17,5,302,76,69,68,
126,363,11,19,5,300,76,67,67,
132,362,11,20,5,308,79,67,59,
138,362,12,21,5,301,79,66,66,
144,361,13,23,5,307,80,66,60,
150,363,15,23,5,300,84,66,69,
156,362,15,24,5,299,85,66,69,
162,364,17,24,5,299,87,66,69,
168,364,18,25,5,296,87,66,69,
174,364,18,25,5,306,89,66,60,
180,364,18,25,5,305,89,66,59,
186,365,19,25,5,308,93,66,59,
192,364,20,27,7,300,92,68,68,
198,365,22,28,7,306,93,68,62,
204,363,22,30,7,307,93,66,61,
210,363,23,31,7,298,93,66,68,
216,363,23,31,8,304,92,67,60,
222,362,23,32,8,296,98,67,65,
228,363,24,32,9,295,98,68,66,
234,363,24,32,9,301,99,68,57,
240,363,24,32,9,298,99,68,59,
246,365,26,32,9,295,100,68,60,
252,365,26,32,9,298,100,68,62,
258,365,26,32,9,299,100,68,68,
264,364,26,33,9,299,100,68,67,
270,364,26,33,10,300,99,69,67,
276,363,26,34,11,299,99,70,67,
282,363,26,34,11,296,99,70,68,
288,362,26,35,11,293,99,70,70,
294,362,27,36,11,298,101,70,65,
300,362,27,36,11,299,101,71,67,
306,363,29,37,11,299,102,70,63,
312,363,29,37,11,294,103,70,68,
318,362,30,39,11,292,103,70,67,
324,364,32,39,13,291,101,72,66,
330,364,33,40,13,295,101,72,64,
336,365,34,40,13,292,102,72,69,
342,365,34,40,13,293,102,72,68,
348,363,34,42,13,289,102,71,69,
354,363,34,42,13,289,103,71,67,
360,362,34,43,13,289,103,70,66,
366,362,34,43,14,286,103,71,73,
372,362,34,43,14,288,103,71,72,
378,362,34,43,14,286,103,71,74,
384,363,35,43,15,292,102,72,68,
390,362,35,44,15,289,102,72,69,
396,362,35,44,16,286,102,73,71,
402,363,36,44,16,289,102,73,70,
408,362,36,45,17,286,101,74,73,
414,362,37,46,17,282,101,73,75,
420,362,38,47,17,284,100,72,72,
426,362,38,47,18,284,99,73,71,
432,360,38,49,18,287,99,72,69,
438,358,38,51,18,291,99,72,67,
444,359,39,51,18,287,99,72,71,
450,358,39,52,19,285,99,72,70,
456,358,40,53,19,286,99,72,68,
462,357,40,54,19,280,99,71,73,
468,357,40,54,19,277,99,71,75,
474,358,41,54,19,283,100,71,69,
480,358,42,55,19,293,100,71,63,
486,358,43,56,19,284,100,71,71,
492,358,43,56,19,284,100,71,70,
498,358,43,56,19,279,100,71,72,
504,356,43,58,19,283,100,69,68,
510,355,44,60,19,285,99,69,64,
516,355,44,60,19,290,100,69,68,
522,355,44,60,20,292,100,70,63,
528,354,45,62,20,288,100,71,62,
534,354,45,62,20,284,100,71,65,
540,355,46,62,20,289,100,71,60,
546,356,47,62,20,287,100,71,63,
552,358,49,62,20,282,100,71,70,
558,358,50,63,20,285,100,70,64,
564,358,51,64,20,283,100,69,63,
570,361,54,64,20,276,100,69,66,
576,362,55,64,20,275,100,69,65,
582,362,55,64,21,277,100,70,63,
588,363,56,64,21,281,101,70,56,
594,362,56,65,21,278,101,70,57,
600,361,56,66,21,271,101,70,64,
606,362,57,66,21,270,100,70,63,
612,360,57,68,21,266,100,68,69,
618,361,58,68,22,269,100,69,69,
624,360,59,70,22,267,100,69,67,
630,360,59,70,22,270,100,69,63,
636,359,59,71,22,270,100,69,63,
642,359,59,71,22,265,100,69,68,
648,361,61,71,22,265,100,69,67,
654,361,61,71,23,265,99,70,70,
660,361,61,71,24,268,102,71,62,
666,361,61,71,24,264,103,71,65,
672,361,61,71,24,265,103,71,63,
678,360,62,73,24,267,104,70,58,
684,361,63,73,24,264,104,70,63,
690,361,64,74,26,266,103,71,59,
696,362,65,74,26,263,106,71,63,
702,361,66,76,26,259,105,70,65,
708,361,66,76,26,259,105,71,62,
714,363,68,76,26,259,104,71,61,
720,360,68,79,27,255,103,72,65,
726,358,69,82,27,256,103,71,65,
732,358,69,82,28,254,107,72,61,
738,357,69,83,28,252,107,72,60,
744,357,70,84,28,256,107,71,55,
750,359,72,84,28,253,107,71,56,
756,360,73,84,28,249,108,71,60,
762,358,73,86,28,253,108,70,53,
768,360,75,86,28,248,108,70,57,
774,359,75,87,28,248,108,70,55,
780,358,75,88,28,243,108,70,61,
786,356,75,90,28,241,108,70,59,
792,356,75,90,29,239,107,71,60,
798,355,75,91,29,234,107,71,64,
804,354,75,92,29,235,107,71,61,
810,354,75,92,29,231,107,71,65,
816,352,76,95,29,225,107,70,73,
822,352,76,95,29,227,107,70,65,
