Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Pop Age 25+,F:M Ratio,Rep. Female
6,707,0,1,81,112,129,135,219,31,1.0612244897959184:1,189,
12,705,0,3,76,110,131,134,223,31,1.055393586005831:1,191,
18,701,0,7,72,110,134,128,227,30,1.0678466076696165:1,192,
24,698,0,10,63,112,135,128,227,33,1.0773809523809523:1,192,
30,693,0,15,49,119,138,122,231,34,1.0686567164179104:1,195,
36,688,0,20,43,114,143,121,230,37,1.072289156626506:1,193,
42,684,0,24,36,110,150,120,230,38,1.0790273556231003:1,193,
48,682,0,26,27,113,151,120,232,39,1.0729483282674772:1,194,
54,753,75,30,93,117,149,120,233,41,1.0686813186813187:1,193,
60,745,75,38,85,121,146,115,236,42,1.075208913649025:1,193,
66,737,75,46,75,121,149,116,235,41,1.076056338028169:1,190,
72,731,75,52,70,122,149,114,235,41,1.0767045454545454:1,190,
78,723,75,60,70,120,146,114,232,41,1.0775862068965518:1,189,
84,719,75,64,68,118,146,114,231,42,1.0840579710144929:1,188,
90,715,75,68,67,111,150,108,236,43,1.090643274853801:1,190,
96,709,75,74,65,108,149,105,239,43,1.0976331360946745:1,191,
102,704,75,79,64,101,152,107,238,42,1.089020771513353:1,189,
108,702,75,81,63,96,154,106,241,42,1.083086053412463:1,190,
114,701,75,82,63,93,156,102,243,44,1.0863095238095237:1,191,
120,698,75,85,63,87,162,100,242,44,1.0835820895522388:1,191,
126,751,134,91,60,144,164,98,241,44,1.0919220055710306:1,190,
132,744,134,98,57,144,162,98,239,44,1.1016949152542372:1,187,
138,738,134,104,57,141,163,97,235,45,1.0965909090909092:1,182,
144,730,134,112,54,136,163,99,233,45,1.0977011494252873:1,181,
150,726,134,116,53,132,165,98,234,44,1.1043478260869566:1,182,
156,718,134,124,51,127,167,92,237,44,1.0994152046783625:1,183,
162,713,134,129,50,125,166,92,234,46,1.0970588235294119:1,180,
168,709,134,133,49,116,173,90,236,45,1.0976331360946745:1,180,
174,706,134,136,49,103,181,93,232,48,1.1011904761904763:1,177,
180,701,134,141,48,101,180,89,234,49,1.0925373134328358:1,176,
186,698,134,144,48,93,182,93,233,49,1.0835820895522388:1,175,
192,695,134,147,48,89,183,92,235,48,1.087087087087087:1,176,
198,796,238,150,103,127,189,90,239,48,1.0783289817232375:1,179,
204,791,241,158,102,121,193,89,236,50,1.0981432360742707:1,176,
210,787,241,162,101,115,197,87,236,51,1.1042780748663101:1,173,
216,783,241,166,99,111,200,84,238,51,1.110512129380054:1,174,
222,777,241,172,97,109,196,87,235,53,1.111413043478261:1,172,
228,768,241,181,94,109,192,88,232,53,1.104109589041096:1,171,
234,766,241,183,94,109,189,86,233,55,1.1101928374655647:1,170,
240,760,241,189,91,109,189,86,229,56,1.105263157894737:1,166,
246,754,241,195,88,108,185,86,231,56,1.106145251396648:1,167,
252,750,241,199,87,108,182,87,231,55,1.1067415730337078:1,168,
258,745,241,204,86,108,181,85,228,57,1.1104815864022664:1,166,
264,742,241,207,85,108,180,83,228,58,1.12:1,166,
270,799,302,211,67,126,237,80,232,57,1.0753246753246752:1,168,
276,796,304,216,61,129,238,78,234,56,1.0837696335078535:1,170,
282,792,304,220,57,129,235,77,237,57,1.0842105263157895:1,171,
288,788,304,224,56,129,232,77,237,57,1.0957446808510638:1,171,
294,785,304,227,56,129,228,80,236,56,1.0989304812834224:1,171,
300,784,304,228,56,129,222,84,235,58,1.0962566844919786:1,171,
306,779,304,233,54,129,218,85,235,58,1.1054054054054054:1,170,
312,771,304,241,50,129,211,89,234,58,1.1065573770491803:1,169,
318,766,304,246,49,129,205,91,233,59,1.1160220994475138:1,169,
324,760,304,252,47,129,198,92,236,58,1.1111111111111112:1,169,
330,756,304,256,46,129,192,96,235,58,1.105849582172702:1,169,
336,752,304,260,46,129,185,101,234,57,1.100558659217877:1,169,
342,832,391,267,90,128,224,103,231,56,1.08:1,167,
348,832,398,274,90,129,221,107,229,56,1.0904522613065326:1,166,
354,830,398,276,90,129,215,110,229,57,1.085427135678392:1,164,
360,825,398,281,88,129,212,108,231,57,1.0780856423173804:1,165,
366,824,398,282,88,129,212,107,231,57,1.0808080808080809:1,166,
372,820,398,286,87,129,211,107,229,57,1.0865139949109415:1,164,
378,816,398,290,87,129,207,109,226,58,1.0869565217391304:1,161,
384,810,398,296,85,128,204,108,227,58,1.0930232558139534:1,161,
390,806,398,300,84,128,197,112,227,58,1.0989583333333333:1,162,
396,798,398,308,82,127,193,111,228,57,1.1:1,161,
402,792,398,314,81,126,189,107,232,57,1.1063829787234043:1,164,
408,783,398,323,79,125,187,107,232,53,1.0991957104557641:1,164,
414,844,462,326,143,125,181,108,235,52,1.11:1,165,
420,845,468,331,69,124,257,110,232,53,1.1125:1,163,
426,836,468,340,68,123,252,111,232,50,1.1218274111675126:1,164,
432,834,468,342,68,122,251,110,232,51,1.116751269035533:1,164,
438,827,468,349,64,122,245,113,232,51,1.1205128205128205:1,161,
444,822,468,354,64,122,242,113,232,49,1.124031007751938:1,161,
450,811,468,365,61,121,237,115,231,46,1.1342105263157896:1,160,
456,807,468,369,61,121,233,117,229,46,1.1405835543766578:1,160,
462,799,468,377,59,121,224,124,227,44,1.1363636363636365:1,158,
468,794,468,382,59,121,217,126,229,42,1.1344086021505377:1,157,
474,793,468,383,59,121,214,128,226,45,1.131720430107527:1,155,
480,790,468,386,57,121,209,133,226,44,1.1409214092140922:1,155,
486,783,468,393,55,121,203,137,223,44,1.1452054794520548:1,155,
492,865,553,396,85,133,240,141,222,44,1.2010178117048347:1,153,
498,857,553,404,83,133,234,143,221,43,1.2030848329048842:1,153,
504,850,553,411,83,133,226,146,217,45,1.2077922077922079:1,151,
510,844,553,417,81,133,222,149,214,45,1.2152230971128608:1,149,
516,839,553,422,80,132,222,145,215,45,1.2078947368421054:1,150,
522,832,553,429,78,132,220,141,218,43,1.206896551724138:1,152,
528,825,553,436,75,131,220,135,221,43,1.2058823529411764:1,154,
534,815,553,446,73,131,219,128,220,44,1.2027027027027026:1,152,
540,809,553,452,71,131,219,125,220,43,1.1924119241192412:1,152,
