Steps,Total # Non-GTGP Parcels,Total # GTGP Parcels,Avg # Non-GTGP Parcels,Avg GTGP Parcels,Avg Non-GTGP Area,Avg GTGP Area,Avg Household Income
6,369,383,3.925531914893617,4.074468085106383,2.336170212765958,2.398617021276596,19168.856537663578,
12,334,418,3.5531914893617023,4.446808510638298,2.1688297872340425,2.5092553191489366,19500.003342835156,
18,315,437,3.351063829787234,4.648936170212766,2.061968085106383,2.6000000000000005,19654.10302456686,
24,303,449,3.223404255319149,4.776595744680851,1.977925531914894,2.6687234042553194,20478.42897080176,
30,296,456,3.148936170212766,4.851063829787234,1.938989361702128,2.7201063829787238,19583.670387955557,
36,290,462,3.0851063829787235,4.914893617021277,1.8979255319148942,2.73840425531915,19605.08273262966,
42,280,472,2.978723404255319,5.0212765957446805,1.8590957446808516,2.79340425531915,20612.852019241807,
48,278,474,2.9574468085106385,5.042553191489362,1.846329787234043,2.79872340425532,20737.08090906573,
54,276,476,2.9361702127659575,5.0638297872340425,1.84686170212766,2.830638297872342,21169.608889332194,
60,274,478,2.9148936170212765,5.085106382978723,1.843670212765958,2.854042553191491,20008.299427117305,
66,276,476,2.9361702127659575,5.0638297872340425,1.8330319148936176,2.8317021276595757,20266.07894080175,
72,276,476,2.9361702127659575,5.0638297872340425,1.8330319148936176,2.8317021276595757,19953.10398696772,
78,275,477,2.925531914893617,5.074468085106383,1.8309042553191495,2.835212765957448,19740.548546475195,
84,274,478,2.9148936170212765,5.085106382978723,1.8075000000000003,2.8490425531914907,20300.859363796564,
90,272,480,2.893617021276596,5.1063829787234045,1.803989361702128,2.861808510638299,20432.43882434651,
96,273,479,2.904255319148936,5.095744680851064,1.8007978723404259,2.8490425531914907,19313.68809496011,
102,273,479,2.904255319148936,5.095744680851064,1.8114361702127664,2.8511702127659584,19737.372785192965,
108,274,478,2.9148936170212765,5.085106382978723,1.803989361702128,2.83840425531915,19367.66827136763,
114,271,481,2.882978723404255,5.117021276595745,1.7901595744680854,2.850106382978725,19547.15092717247,
120,270,482,2.872340425531915,5.127659574468085,1.7880319148936175,2.859680851063831,18971.80189747843,
126,271,481,2.882978723404255,5.117021276595745,1.7880319148936175,2.8490425531914907,19624.263361915913,
132,271,481,2.882978723404255,5.117021276595745,1.7773936170212772,2.859680851063831,17525.40225135424,
138,270,482,2.872340425531915,5.127659574468085,1.7742021276595747,2.8703191489361712,17686.54513669366,
144,270,482,2.872340425531915,5.127659574468085,1.7742021276595747,2.8703191489361712,17692.474981682077,
150,269,483,2.8617021276595747,5.138297872340425,1.7756914893617026,2.8724468085106394,17952.120407036604,
156,269,483,2.8617021276595747,5.138297872340425,1.7756914893617026,2.8703191489361712,17715.101325304924,
162,267,485,2.8404255319148937,5.159574468085107,1.7756914893617026,2.8937234042553204,18269.368495769842,
168,267,485,2.8404255319148937,5.159574468085107,1.7735638297872345,2.8745744680851075,18297.901841979885,
174,266,486,2.8297872340425534,5.170212765957447,1.7810106382978728,2.884148936170214,18550.400194323316,
180,266,486,2.8297872340425534,5.170212765957447,1.759734042553192,2.8947872340425547,19013.195060814207,
186,266,486,2.8297872340425534,5.170212765957447,1.7576063829787238,2.909680851063831,19057.0874371774,
192,266,486,2.8297872340425534,5.170212765957447,1.7544148936170219,2.909680851063831,19164.535585932095,
198,265,487,2.8191489361702127,5.180851063829787,1.7576063829787238,2.9224468085106388,18435.88959092217,
