Steps,Male 0-10,Male 10-20,Male 20-30,Male 30-40,Male 40-50,Male 50-60,Male 60-70,Male 70-80,Male 80-90,Male 90+,Female 0-10,Female 10-20,Female 20-30,Female 30-40,Female 40-50,Female 50-60,Female 60-70,Female 70-80,Female 80-90,Female 90+
6,33,47,49,45,41,28,36,23,4,0,26,46,19,17,30,23,29,22,10,3,
12,34,47,49,45,41,28,36,23,4,0,28,46,19,17,30,23,29,22,10,3,
18,36,47,49,45,41,28,36,23,4,0,28,46,19,17,30,23,29,22,10,3,
24,36,47,49,45,41,28,36,23,4,0,29,46,19,17,30,23,29,22,10,3,
30,36,47,49,45,41,28,36,23,4,0,29,46,19,17,30,23,29,22,10,3,
36,37,46,47,43,44,29,36,24,4,0,29,44,20,18,28,25,29,22,9,3,
42,37,46,47,43,44,29,35,24,4,0,29,44,20,18,28,25,29,21,9,3,
48,37,46,47,43,44,29,35,23,4,0,30,44,20,18,28,25,29,21,9,3,
54,37,46,47,43,44,29,35,22,4,0,30,44,20,18,28,25,29,21,9,3,
60,37,46,47,43,44,29,35,22,4,0,31,44,20,18,28,25,29,21,9,3,
66,37,46,47,43,44,29,35,22,4,0,31,44,20,18,28,25,29,21,9,3,
72,37,46,47,43,44,29,35,22,4,0,32,44,20,18,28,25,29,21,9,3,
78,36,45,46,41,46,32,34,21,6,0,30,44,20,19,25,25,31,22,10,3,
84,36,45,46,41,46,32,34,21,6,0,30,44,20,19,25,25,31,22,10,3,
90,36,45,46,41,46,32,34,21,6,0,30,44,20,19,25,25,31,21,10,3,
96,36,45,46,41,46,32,34,21,6,0,30,44,20,19,25,25,31,21,10,3,
102,37,45,46,41,46,32,34,20,6,0,30,44,20,19,25,25,31,21,10,3,
108,37,45,46,41,46,32,34,19,6,0,30,44,20,19,25,25,30,21,10,3,
114,35,42,48,38,51,30,34,18,8,0,30,38,23,20,27,24,29,23,10,3,
120,35,42,48,38,51,30,34,18,8,0,30,38,23,20,27,24,29,23,10,3,
126,36,42,48,38,51,30,34,18,8,0,30,38,23,20,27,24,29,22,9,3,
132,36,42,48,38,51,30,34,18,8,0,30,38,23,20,27,24,29,22,9,3,
138,37,42,48,38,51,30,34,18,8,0,31,38,23,20,27,24,29,21,9,3,
144,38,42,48,38,51,30,34,18,8,0,31,38,23,20,27,24,28,21,9,3,
150,38,38,45,40,55,30,33,19,9,0,30,38,25,19,24,28,28,21,9,3,
156,38,38,45,40,55,30,32,18,9,0,30,38,25,19,24,28,28,21,9,3,
162,38,38,45,40,55,30,32,18,9,0,30,38,25,19,24,28,28,21,9,3,
168,38,38,45,40,55,30,32,18,9,0,30,38,25,19,24,28,28,21,9,3,
174,38,38,45,40,55,30,31,18,9,0,31,38,25,19,24,28,28,20,9,3,
180,39,38,45,40,55,30,31,17,9,0,32,38,25,19,24,28,28,20,9,3,
186,38,31,47,46,50,35,26,21,9,1,31,36,28,18,23,28,29,19,11,3,
192,38,31,47,46,50,35,26,21,9,1,31,36,28,18,23,28,28,19,11,3,
198,40,31,47,46,50,35,25,21,9,1,33,36,28,18,23,28,28,19,11,3,
204,40,31,47,46,50,35,25,21,9,1,34,36,28,18,23,28,28,19,11,3,
210,40,31,47,46,50,35,25,21,9,1,34,36,28,18,23,28,28,18,11,3,
216,41,31,47,46,50,35,25,21,9,1,34,36,28,18,23,28,26,18,11,3,
222,41,30,42,46,51,39,21,26,9,1,33,34,31,16,22,29,27,19,11,3,
228,41,30,42,46,51,39,21,26,9,1,33,34,31,16,22,29,27,18,11,3,
234,41,30,42,46,51,39,21,25,9,1,33,34,31,16,22,29,27,18,11,3,
240,41,30,42,46,51,39,21,25,9,1,33,34,31,16,22,29,27,18,11,3,
246,41,30,42,46,51,39,21,25,8,1,33,34,31,16,22,29,27,18,11,3,
252,41,30,42,46,51,39,20,25,8,1,33,34,31,16,22,29,27,18,11,3,
258,37,33,39,49,50,38,21,27,8,2,32,35,28,16,23,30,25,21,10,4,
264,37,33,39,49,50,38,21,27,8,2,33,35,28,16,23,30,25,21,10,4,
270,37,33,39,49,50,38,21,27,8,2,33,35,28,16,23,30,25,21,10,4,
276,37,33,39,49,50,38,21,26,8,2,35,35,28,16,23,30,25,21,10,4,
282,37,33,39,49,50,38,21,26,8,2,37,35,28,16,23,30,25,21,10,4,
288,37,33,39,49,50,38,21,26,8,2,37,35,28,16,23,30,24,21,10,4,
294,34,36,34,47,55,36,23,26,9,2,35,33,29,19,20,31,22,24,11,4,
300,34,36,34,47,55,36,23,26,9,2,35,33,29,19,20,31,22,24,11,4,
306,34,36,34,47,55,36,23,26,8,2,35,33,29,19,20,31,22,24,11,3,
312,34,36,34,47,55,36,23,26,7,2,37,33,29,19,20,31,22,24,11,3,
318,34,36,34,47,55,36,23,26,7,2,37,33,29,19,20,31,22,24,11,3,
324,34,36,34,47,55,36,23,24,7,2,39,33,29,19,20,31,22,24,11,3,
330,29,40,33,47,54,34,28,22,9,2,34,37,29,19,20,31,22,25,11,3,
336,29,40,33,47,54,34,28,22,9,2,34,37,29,19,20,31,22,24,11,3,
342,29,40,33,47,54,34,28,22,9,2,35,37,29,19,20,31,22,24,11,3,
348,29,40,33,47,54,34,28,20,9,2,35,37,29,19,20,31,22,23,11,3,
354,29,41,33,47,54,34,28,20,9,2,35,37,29,19,20,31,22,22,11,3,
