Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Pop Age 25+,F:M Ratio,Rep. Female
6,669,0,8,70,91,112,153,209,34,0.9792899408284024:1,185,
12,664,0,13,63,91,115,149,210,36,0.9880239520958084:1,184,
18,659,0,18,60,89,116,145,211,38,0.9909365558912386:1,181,
24,654,0,23,53,94,117,145,207,38,0.9939024390243902:1,177,
30,649,0,28,45,97,114,146,207,40,0.9969230769230769:1,174,
36,646,0,31,31,107,113,147,207,41,1.0062111801242235:1,173,
42,643,0,34,24,112,110,145,211,41,1.0031152647975077:1,175,
48,642,0,35,18,115,112,143,212,42,1.0:1,176,
54,709,69,37,83,116,113,142,212,43,1.002824858757062:1,174,
60,705,69,41,79,114,115,139,214,44,1.0028409090909092:1,175,
66,704,69,42,72,115,116,140,217,44,1.0:1,175,
72,696,69,50,65,115,118,134,221,43,1.0115606936416186:1,178,
78,691,69,55,63,111,118,136,221,42,1.0028985507246377:1,177,
84,685,69,61,61,107,116,135,224,42,1.0029239766081872:1,179,
90,678,69,68,60,102,118,130,227,41,1.0118694362017804:1,180,
96,674,69,72,59,95,123,126,231,40,1.005952380952381:1,183,
102,664,69,82,58,93,122,124,228,39,1.0060422960725075:1,181,
108,661,69,85,56,89,124,125,228,39,1.0091185410334347:1,181,
114,658,69,88,55,85,126,124,228,40,1.0060975609756098:1,179,
120,654,69,92,54,81,124,124,229,42,1.0185185185185186:1,181,
126,715,135,97,65,132,123,123,230,42,0.9916434540389972:1,181,
132,713,135,99,64,126,125,123,233,42,0.9916201117318436:1,182,
138,707,135,105,64,122,129,121,233,38,0.9915492957746479:1,182,
144,703,135,109,63,116,133,115,238,38,0.9971590909090909:1,183,
150,701,135,111,63,114,135,112,238,39,0.9971509971509972:1,183,
156,697,135,115,63,111,135,111,237,40,1.0086455331412103:1,184,
162,691,135,121,60,108,136,110,237,40,1.0204678362573099:1,183,
168,687,135,125,59,103,139,108,239,39,1.0205882352941176:1,181,
174,681,135,131,58,97,143,105,239,39,1.0207715133531157:1,180,
180,673,135,139,55,85,153,104,237,39,1.0393939393939393:1,178,
186,669,135,143,55,77,160,99,239,39,1.0521472392638036:1,180,
192,664,135,148,55,69,166,95,239,40,1.0557275541795665:1,177,
198,748,225,154,90,120,164,96,239,39,1.054945054945055:1,177,
204,744,226,159,89,116,167,91,239,42,1.0609418282548477:1,176,
210,739,226,164,87,112,167,90,241,42,1.0584958217270195:1,175,
216,732,226,171,85,106,170,89,242,40,1.050420168067227:1,177,
222,725,226,178,82,104,168,87,244,40,1.0596590909090908:1,179,
228,719,226,184,81,103,163,88,245,39,1.0601719197707737:1,179,
234,713,226,190,78,103,160,89,243,40,1.072674418604651:1,176,
240,708,226,195,78,102,159,88,241,40,1.0701754385964912:1,173,
246,699,226,204,75,101,158,84,242,39,1.0803571428571428:1,176,
252,697,226,206,75,101,155,81,245,40,1.0744047619047619:1,176,
258,692,226,211,72,101,154,79,246,40,1.0843373493975903:1,176,
264,684,226,219,72,100,151,78,243,40,1.091743119266055:1,175,
270,749,302,230,77,123,195,76,239,39,1.0408719346049047:1,173,
276,749,303,231,77,123,192,77,240,40,1.0353260869565217:1,172,
282,745,303,235,76,123,188,79,237,42,1.0410958904109588:1,171,
288,737,303,243,75,123,186,77,236,40,1.058659217877095:1,170,
294,722,303,258,75,121,180,78,224,44,1.0747126436781609:1,161,
300,716,303,264,73,120,180,74,225,44,1.069364161849711:1,160,
306,713,303,267,70,120,175,74,230,44,1.072674418604651:1,164,
312,708,303,272,69,119,172,76,228,44,1.0884955752212389:1,163,
318,701,303,279,69,119,170,76,225,42,1.0801186943620178:1,161,
324,696,303,284,67,119,167,77,225,41,1.0838323353293413:1,161,
330,692,303,288,64,119,165,75,228,41,1.0906344410876132:1,161,
336,687,303,293,64,119,163,74,227,40,1.0945121951219512:1,158,
342,752,375,300,75,129,207,75,227,39,1.0831024930747923:1,156,
348,751,378,304,73,129,208,72,230,39,1.0919220055710306:1,159,
354,747,378,308,72,129,205,73,228,40,1.0924369747899159:1,157,
360,740,378,315,72,128,200,78,223,39,1.0903954802259888:1,154,
366,733,378,322,72,128,195,79,218,41,1.0883190883190883:1,150,
372,727,378,328,70,128,189,84,216,40,1.095100864553314:1,149,
378,718,378,337,69,127,183,86,214,39,1.0932944606413995:1,147,
384,710,378,345,67,126,181,83,215,38,1.088235294117647:1,148,
390,706,378,349,65,126,174,88,214,39,1.0949554896142433:1,147,
396,701,378,354,64,126,172,89,210,40,1.098802395209581:1,142,
402,699,378,356,64,126,171,89,209,40,1.0990990990990992:1,142,
408,694,378,361,63,125,167,92,208,39,1.096676737160121:1,141,
414,753,442,366,127,124,165,90,207,40,1.0743801652892562:1,140,
420,749,444,372,65,121,228,91,205,39,1.074792243767313:1,140,
426,740,444,381,61,120,222,95,205,37,1.0845070422535212:1,139,
432,739,444,382,61,120,218,97,206,37,1.0875706214689265:1,140,
438,735,444,386,60,119,214,98,206,38,1.0821529745042493:1,140,
444,729,444,392,60,119,213,94,207,36,1.0888252148997135:1,141,
450,722,444,399,57,118,209,95,207,36,1.0988372093023255:1,141,
456,718,444,403,56,118,207,95,207,35,1.0994152046783625:1,140,
462,716,444,405,56,118,200,101,206,35,1.1058823529411765:1,141,
468,714,444,407,55,118,194,106,206,35,1.1:1,140,
474,707,444,414,55,118,181,116,204,33,1.1041666666666667:1,139,
480,701,444,420,55,118,174,122,199,33,1.105105105105105:1,136,
486,697,444,424,54,118,169,124,199,33,1.1185410334346504:1,139,
492,759,508,426,64,115,222,126,200,32,1.085164835164835:1,138,
498,751,508,434,62,115,218,125,199,32,1.086111111111111:1,136,
504,746,508,439,60,114,213,127,199,33,1.0837988826815643:1,136,
510,739,508,446,58,114,209,131,193,34,1.0700280112044818:1,131,
516,736,508,449,58,114,209,128,193,34,1.0732394366197182:1,132,
522,730,508,455,57,114,209,125,191,34,1.0738636363636365:1,131,
528,727,508,458,57,114,209,120,193,34,1.0712250712250713:1,132,
534,722,508,463,55,113,207,118,194,35,1.0687679083094557:1,132,
540,715,508,470,54,113,205,116,192,35,1.0784883720930232:1,131,
546,711,508,474,53,113,205,114,188,38,1.0789473684210527:1,127,
