Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Pop Age 25+,F:M Ratio,Rep. Female
6,667,0,0,82,104,86,126,245,24,0.9733727810650887:1,216,
12,658,0,9,74,104,89,121,247,23,0.9700598802395209:1,215,
18,655,0,12,71,104,92,117,248,23,0.9728915662650602:1,215,
24,652,0,15,60,110,94,116,250,22,0.9697885196374623:1,216,
30,644,0,23,45,114,99,110,254,22,0.9694189602446484:1,215,
36,640,0,27,39,113,101,108,256,23,0.9814241486068112:1,216,
42,636,0,31,34,115,100,107,255,25,0.9813084112149533:1,214,
48,631,0,36,29,116,102,103,253,28,0.9780564263322884:1,211,
54,708,86,45,105,116,104,100,252,31,0.9558011049723757:1,208,
60,705,86,48,96,121,106,97,253,32,0.9637883008356546:1,206,
66,696,86,57,90,126,105,94,249,32,0.9661016949152542:1,205,
72,693,86,60,81,131,105,91,252,33,0.9631728045325779:1,207,
78,687,86,66,80,124,109,88,253,33,0.9684813753581661:1,208,
84,679,86,74,75,118,112,88,253,33,0.9681159420289855:1,207,
90,674,86,79,74,115,111,88,252,34,0.9650145772594753:1,205,
96,671,86,82,72,108,116,84,257,34,0.9735294117647059:1,209,
102,666,86,87,71,105,113,85,257,35,0.9880597014925373:1,208,
108,658,86,95,71,99,114,84,255,35,0.9939393939393939:1,209,
114,654,86,99,70,96,116,79,256,37,0.9878419452887538:1,211,
120,650,86,103,68,90,120,78,256,38,0.9938650306748467:1,210,
126,721,159,105,73,153,121,79,255,40,0.9753424657534246:1,208,
132,714,159,112,68,152,121,79,256,38,0.9669421487603306:1,209,
138,713,159,113,68,144,128,75,260,38,0.9696132596685083:1,210,
144,706,159,120,67,141,124,77,259,38,0.9665738161559888:1,208,
150,697,159,129,66,132,127,78,256,38,0.9745042492917847:1,208,
156,691,159,135,65,127,128,75,255,41,0.985632183908046:1,207,
162,687,159,139,64,124,129,76,252,42,0.9855491329479769:1,204,
168,680,159,146,64,119,129,77,249,42,0.9825072886297376:1,201,
174,675,159,151,63,107,139,75,250,41,0.9911504424778761:1,204,
180,671,159,155,62,102,141,76,249,41,0.9910979228486647:1,202,
186,667,159,159,61,95,146,75,248,42,0.991044776119403:1,201,
192,662,159,164,60,93,148,74,243,44,1.0:1,198,
198,767,271,171,117,141,153,69,246,41,1.0237467018469657:1,200,
204,762,272,177,113,138,157,68,247,39,1.0265957446808511:1,200,
210,749,272,190,111,131,160,66,244,37,1.0243243243243243:1,198,
216,748,272,191,111,123,167,63,244,40,1.0216216216216216:1,195,
222,740,272,199,107,121,169,58,244,41,1.0218579234972678:1,191,
228,737,272,202,105,121,169,57,242,43,1.0191780821917809:1,188,
234,731,272,208,101,121,167,58,238,46,1.0249307479224377:1,185,
240,726,272,213,99,121,166,58,236,46,1.0222841225626742:1,183,
246,718,272,221,97,121,166,57,233,44,1.0225352112676056:1,182,
252,713,272,226,96,121,166,56,230,44,1.0255681818181819:1,181,
258,705,272,234,94,121,163,58,226,43,1.0258620689655173:1,177,
264,697,272,242,92,119,162,56,228,40,1.032069970845481:1,179,
270,767,348,248,77,144,224,57,225,40,1.029100529100529:1,176,
276,769,352,250,79,144,223,57,224,42,1.0236842105263158:1,175,
282,768,352,251,78,144,223,56,225,42,1.0263852242744063:1,175,
288,766,352,253,78,144,222,53,227,42,1.0264550264550265:1,177,
294,763,352,256,77,144,220,52,227,43,1.0292553191489362:1,177,
300,756,352,263,75,144,214,56,224,43,1.032258064516129:1,174,
306,751,352,268,74,143,213,55,223,43,1.0297297297297296:1,172,
312,748,352,271,74,143,209,58,223,41,1.0216216216216216:1,171,
318,740,352,279,74,141,201,65,219,40,1.032967032967033:1,168,
324,737,352,282,73,140,197,63,222,42,1.0303030303030303:1,168,
330,729,352,290,68,140,194,64,220,43,1.0363128491620113:1,167,
336,721,352,298,65,139,188,66,219,44,1.0424929178470255:1,166,
342,807,444,304,98,146,234,66,218,45,1.0639386189258313:1,166,
348,806,445,306,93,147,231,71,218,46,1.061381074168798:1,164,
354,800,445,312,90,146,231,70,214,49,1.0618556701030928:1,159,
360,792,445,320,86,146,227,69,216,48,1.0571428571428572:1,159,
366,788,445,324,85,145,224,66,221,47,1.0574412532637076:1,160,
372,785,445,327,85,145,220,70,217,48,1.0549738219895288:1,157,
378,780,445,332,83,143,216,71,218,49,1.0634920634920635:1,157,
384,777,445,335,82,143,211,72,219,50,1.072:1,158,
390,773,445,339,81,143,208,71,220,50,1.0779569892473118:1,159,
396,770,445,342,80,143,203,73,222,49,1.0754716981132075:1,161,
402,768,445,344,80,143,199,75,222,49,1.08130081300813:1,161,
408,765,445,347,78,143,196,78,217,53,1.078804347826087:1,156,
414,823,509,353,141,143,190,83,212,54,1.0782828282828283:1,151,
420,825,514,356,71,131,275,83,211,54,1.0833333333333333:1,150,
426,821,514,360,70,131,270,86,210,54,1.089058524173028:1,147,
432,816,514,365,70,131,265,91,205,54,1.0976863753213368:1,144,
438,811,514,370,70,130,261,93,204,53,1.1064935064935064:1,143,
444,808,514,373,69,130,253,101,202,53,1.1096605744125327:1,142,
450,804,514,377,67,130,251,100,202,54,1.110236220472441:1,142,
456,798,514,383,66,130,244,102,202,54,1.1055408970976253:1,142,
462,791,514,390,63,130,235,111,200,52,1.1037234042553192:1,141,
468,784,514,397,61,129,226,119,197,52,1.1018766756032172:1,139,
474,777,514,404,60,129,225,117,195,51,1.1056910569105691:1,138,
480,773,514,408,60,129,221,121,191,51,1.106267029972752:1,136,
486,771,514,410,59,129,217,124,191,51,1.1065573770491803:1,136,
492,839,588,416,74,128,270,127,189,51,1.1240506329113924:1,134,
498,830,588,425,73,126,260,132,188,51,1.1282051282051282:1,133,
504,824,588,431,71,126,254,136,186,51,1.1237113402061856:1,132,
510,817,588,438,70,125,245,142,185,50,1.1111111111111112:1,131,
