Steps,Total # Non-GTGP Parcels,Total # GTGP Parcels,Avg # Non-GTGP Parcels,Avg GTGP Parcels,Avg Non-GTGP Area,Avg GTGP Area,Avg Household Income
6,386,366,4.1063829787234045,3.893617021276596,2.5427659574468082,2.2214893617021274,19313.43777331315,
12,352,400,3.74468085106383,4.25531914893617,2.342872340425531,2.3046808510638295,18553.724541085146,
18,335,417,3.5638297872340425,4.4361702127659575,2.2617021276595737,2.39031914893617,18614.822142687073,
24,321,431,3.4148936170212765,4.585106382978723,2.1521276595744676,2.4392553191489363,18678.983373733503,
30,311,441,3.3085106382978724,4.691489361702128,2.095106382978723,2.5001063829787236,19071.04645452687,
36,306,446,3.25531914893617,4.74468085106383,2.0642553191489355,2.556489361702128,19836.818893479336,
42,305,447,3.24468085106383,4.75531914893617,2.061808510638297,2.5777659574468084,19025.689619770626,
48,300,452,3.1914893617021276,4.808510638297872,2.0319148936170204,2.6096808510638296,18202.375990303757,
54,301,451,3.202127659574468,4.797872340425532,2.031382978723403,2.586276595744681,18438.854511958078,
60,295,457,3.1382978723404253,4.861702127659575,2.01223404255319,2.6117021276595747,19457.637136400655,
66,291,461,3.095744680851064,4.904255319148936,1.9893617021276586,2.646808510638298,19236.887157880166,
72,290,462,3.0851063829787235,4.914893617021277,1.987234042553191,2.678723404255319,18945.51781638932,
78,289,463,3.074468085106383,4.925531914893617,1.9861702127659566,2.6914893617021276,18372.556450217857,
84,287,465,3.0531914893617023,4.946808510638298,1.9851063829787228,2.69468085106383,19469.457424659235,
90,287,465,3.0531914893617023,4.946808510638298,1.977659574468085,2.6914893617021276,18702.325954766737,
96,283,469,3.0106382978723403,4.98936170212766,1.962446808510638,2.7095744680851066,18441.94445369473,
102,283,469,3.0106382978723403,4.98936170212766,1.9619148936170212,2.7180851063829787,18128.02604806922,
108,284,468,3.021276595744681,4.9787234042553195,1.963510638297872,2.7074468085106385,17031.63497529964,
114,284,468,3.021276595744681,4.9787234042553195,1.963510638297872,2.7074468085106385,17711.793362007124,
120,282,470,3.0,5.0,1.961382978723404,2.7180851063829787,16965.86729549285,
126,281,471,2.9893617021276597,5.01063829787234,1.9528723404255313,2.7095744680851066,17268.026035007784,
132,280,472,2.978723404255319,5.0212765957446805,1.937978723404255,2.725531914893617,17398.961502614216,
138,280,472,2.978723404255319,5.0212765957446805,1.937978723404255,2.725531914893617,17535.94235690669,
144,277,475,2.9468085106382977,5.053191489361702,1.9209574468085102,2.7467021276595744,17765.401739275992,
150,279,473,2.9680851063829787,5.031914893617022,1.9315957446808507,2.732553191489362,17528.99613192221,
156,278,474,2.9574468085106385,5.042553191489362,1.9326595744680846,2.7346808510638296,17889.82370320413,
162,278,474,2.9574468085106385,5.042553191489362,1.9326595744680846,2.7453191489361704,17658.122843116773,
168,279,473,2.9680851063829787,5.031914893617022,1.943297872340425,2.732553191489362,17648.055598711424,
174,276,476,2.9361702127659575,5.0638297872340425,1.9193617021276592,2.7719148936170215,18379.54811496853,
180,277,475,2.9468085106382977,5.053191489361702,1.917765957446808,2.769787234042553,19063.233095233838,
186,276,476,2.9361702127659575,5.0638297872340425,1.9262765957446806,2.769787234042553,18684.398019022883,
192,277,475,2.9468085106382977,5.053191489361702,1.9273404255319144,2.769787234042553,19528.264937621778,
198,277,475,2.9468085106382977,5.053191489361702,1.917765957446808,2.769787234042553,19159.878343588025,
204,278,474,2.9574468085106385,5.042553191489362,1.917765957446808,2.759148936170212,19381.257522309963,
210,276,476,2.9361702127659575,5.0638297872340425,1.9060638297872337,2.775106382978723,19524.47640198985,
216,276,476,2.9361702127659575,5.0638297872340425,1.9107446808510633,2.7732978723404256,20226.71021256917,
222,275,477,2.925531914893617,5.074468085106383,1.899042553191489,2.782234042553191,21076.585359253226,
228,273,479,2.904255319148936,5.095744680851064,1.8979787234042549,2.7949999999999995,20383.296101757223,
234,275,477,2.925531914893617,5.074468085106383,1.899042553191489,2.782234042553191,20368.843440762266,
240,274,478,2.9148936170212765,5.085106382978723,1.899042553191489,2.7949999999999995,19525.72766724896,
246,275,477,2.925531914893617,5.074468085106383,1.8884042553191485,2.775106382978723,20337.050052497183,
252,274,478,2.9148936170212765,5.085106382978723,1.8985106382978718,2.792872340425532,19967.236808401056,
258,273,479,2.904255319148936,5.095744680851064,1.8873404255319146,2.787553191489361,19898.219420472,
264,272,480,2.893617021276596,5.1063829787234045,1.896914893617021,2.80563829787234,18080.11368058825,
270,272,480,2.893617021276596,5.1063829787234045,1.8979787234042549,2.7854255319148935,18555.208092631874,
276,272,480,2.893617021276596,5.1063829787234045,1.895851063829787,2.784361702127659,18176.52982845042,
282,272,480,2.893617021276596,5.1063829787234045,1.8979787234042549,2.7971276595744676,18263.794127462173,
288,274,478,2.9148936170212765,5.085106382978723,1.896914893617021,2.782234042553191,16785.580198636213,
294,273,479,2.904255319148936,5.095744680851064,1.896914893617021,2.7832978723404254,17492.991177248525,
300,274,478,2.9148936170212765,5.085106382978723,1.8979787234042549,2.782234042553191,18280.331423110423,
306,273,479,2.904255319148936,5.095744680851064,1.8979787234042549,2.7949999999999995,18123.670487131134,
312,273,479,2.904255319148936,5.095744680851064,1.8979787234042549,2.784361702127659,18666.5682398603,
318,273,479,2.904255319148936,5.095744680851064,1.8979787234042549,2.7832978723404254,18638.127192655484,
324,273,479,2.904255319148936,5.095744680851064,1.8947872340425531,2.798191489361702,18432.958112055192,
330,272,480,2.893617021276596,5.1063829787234045,1.895851063829787,2.808829787234042,18411.038288531843,
336,273,479,2.904255319148936,5.095744680851064,1.8947872340425531,2.798191489361702,18206.66076083736,
342,271,481,2.882978723404255,5.117021276595745,1.8841489361702126,2.8162765957446805,17393.79516934989,
348,272,480,2.893617021276596,5.1063829787234045,1.895851063829787,2.808829787234042,17352.025482457284,
354,269,483,2.8617021276595747,5.138297872340425,1.8820212765957443,2.8173404255319148,17804.23356841593,
360,272,480,2.893617021276596,5.1063829787234045,1.893723404255319,2.798191489361702,17192.669306190128,
366,267,485,2.8404255319148937,5.159574468085107,1.8820212765957443,2.830106382978723,16901.851703555254,
372,271,481,2.882978723404255,5.117021276595745,1.8820212765957443,2.803510638297872,18036.97310794726,
378,271,481,2.882978723404255,5.117021276595745,1.8926595744680847,2.8003191489361696,18387.418226430873,
384,271,481,2.882978723404255,5.117021276595745,1.8820212765957443,2.803510638297872,18494.40545453722,
390,272,480,2.893617021276596,5.1063829787234045,1.893723404255319,2.798191489361702,18601.72322727716,
396,271,481,2.882978723404255,5.117021276595745,1.893723404255319,2.799255319148936,18852.46402864011,
402,271,481,2.882978723404255,5.117021276595745,1.8820212765957443,2.7931914893617016,19443.428304833797,
408,272,480,2.893617021276596,5.1063829787234045,1.893723404255319,2.798191489361702,19393.498848560303,
414,270,482,2.872340425531915,5.127659574468085,1.8830851063829785,2.8144680851063826,18808.83421985826,
420,270,482,2.872340425531915,5.127659574468085,1.8926595744680847,2.8098936170212765,18109.51380993815,
426,269,483,2.8617021276595747,5.138297872340425,1.8915957446808507,2.8120212765957446,18343.890788915643,
432,268,484,2.851063829787234,5.148936170212766,1.8820212765957443,2.826170212765957,17563.77366091276,
438,271,481,2.882978723404255,5.117021276595745,1.893723404255319,2.8003191489361696,16819.727040065605,
