Steps,Total Humans,Births,Deaths,Marriages,Laborers,Single Males,Married Males,Currently Migrated
6,370,1,2,0,294,34,74,71,
12,370,1,2,1,298,40,75,66,
18,370,1,2,2,298,45,76,63,
24,370,2,3,2,295,49,76,66,
30,370,2,3,3,295,53,77,62,
36,370,2,3,3,292,56,77,62,
42,372,4,3,4,296,61,78,60,
48,372,5,4,5,297,64,78,61,
54,372,5,4,5,298,66,78,58,
60,373,7,5,6,301,69,79,57,
66,371,7,7,6,306,70,78,53,
72,371,7,7,7,303,70,79,57,
78,372,8,7,7,303,72,79,55,
84,372,8,7,8,297,74,80,60,
90,371,9,9,8,291,76,79,58,
96,371,11,11,9,287,78,80,62,
102,374,14,11,9,287,80,80,63,
108,373,14,12,9,294,80,79,57,
114,372,14,13,11,304,82,80,51,
120,371,14,14,11,289,82,80,63,
126,370,14,15,11,287,82,80,64,
132,369,14,16,11,288,83,80,65,
138,368,14,17,11,293,83,81,56,
144,365,14,20,11,292,83,81,61,
150,366,15,20,11,296,87,81,61,
156,367,16,20,11,293,87,81,65,
162,367,16,20,11,287,86,83,70,
168,368,17,20,11,289,86,83,68,
174,367,17,21,13,288,85,85,68,
180,368,18,21,14,288,86,86,67,
186,367,19,23,14,294,90,86,63,
192,367,19,23,14,289,90,86,69,
198,367,19,23,14,295,90,86,65,
204,367,19,23,14,290,90,86,66,
210,367,20,24,15,285,89,86,69,
216,367,20,24,16,284,88,87,71,
222,366,20,25,17,286,92,88,71,
228,365,20,26,17,289,92,87,66,
234,363,20,28,18,288,93,88,70,
240,363,20,28,18,287,93,88,72,
246,362,20,29,18,290,93,88,69,
252,363,21,29,18,289,93,88,69,
258,365,23,29,18,297,95,88,64,
264,364,23,30,19,291,94,88,70,
270,365,24,30,19,288,94,88,69,
276,364,25,32,19,286,94,88,69,
282,364,25,32,19,285,94,88,68,
288,364,27,34,19,291,94,89,64,
294,365,28,34,19,293,95,89,64,
300,363,28,36,19,293,95,88,64,
306,362,28,37,19,294,94,88,64,
312,361,28,38,19,287,93,88,69,
318,360,28,39,19,289,93,88,69,
324,360,28,39,19,288,94,88,69,
330,360,28,39,20,287,93,89,71,
336,360,28,39,20,289,93,89,66,
342,360,28,39,20,288,93,89,69,
348,360,28,39,20,287,93,89,71,
354,360,28,39,20,283,93,89,72,
360,358,28,41,20,283,93,88,70,
366,358,28,41,20,285,94,88,68,
372,358,29,42,20,285,94,87,67,
378,356,29,44,20,283,94,86,67,
384,357,30,44,20,281,93,86,69,
390,357,30,44,20,284,93,86,69,
396,357,30,44,20,279,93,86,74,
402,358,31,44,22,285,91,88,69,
408,359,32,44,22,283,91,88,67,
414,358,32,45,22,286,91,87,64,
420,358,33,46,22,288,91,87,60,
426,357,34,48,22,284,91,86,64,
432,357,34,48,23,286,90,87,62,
438,356,34,49,23,291,90,87,60,
444,356,34,49,24,293,89,88,58,
450,355,34,50,25,289,89,88,61,
456,356,36,51,25,284,89,87,64,
462,355,36,52,25,283,89,87,66,
468,355,36,52,25,283,89,87,64,
474,356,38,53,25,282,90,86,64,
480,356,38,53,27,286,89,88,67,
486,357,39,53,27,290,89,88,61,
492,357,39,53,27,293,89,88,58,
498,356,39,54,27,285,89,87,66,
504,356,39,54,27,281,89,87,68,
510,356,40,55,28,282,88,88,67,
516,357,41,55,28,286,88,88,67,
522,355,41,57,28,287,88,88,66,
528,356,42,57,29,286,87,89,67,
534,357,43,57,29,288,87,89,67,
540,358,44,57,29,288,88,89,65,
546,356,44,59,29,290,88,88,63,
552,355,44,60,29,284,88,88,68,
558,356,45,60,29,285,88,88,65,
564,354,45,62,29,281,88,88,67,
570,353,45,63,29,285,88,87,60,
576,351,45,65,29,280,88,85,63,
582,350,45,66,29,276,88,84,64,
588,349,46,68,29,275,89,84,60,
594,348,48,71,29,272,89,82,63,
600,348,48,71,29,267,89,82,67,
606,348,49,72,29,269,89,82,65,
612,348,49,72,29,266,89,82,67,
618,346,49,74,29,260,89,82,72,
624,346,49,74,29,262,89,82,67,
630,347,50,74,29,265,89,82,64,
636,345,50,76,29,260,89,80,65,
642,342,50,79,29,261,89,78,63,
648,342,50,79,29,264,89,78,60,
654,341,50,80,29,261,89,77,61,
660,342,52,81,30,257,93,77,61,
666,341,52,82,30,253,93,77,61,
672,340,52,83,30,247,93,77,64,
678,338,52,85,30,246,93,77,65,
684,337,52,86,30,242,93,77,68,
690,337,52,86,30,245,93,77,67,
696,337,52,86,31,244,94,78,66,
702,337,52,86,32,242,93,79,66,
708,339,54,86,32,237,93,79,74,
714,339,54,86,32,236,94,79,73,
720,341,56,86,32,243,94,79,66,
726,342,57,86,33,241,94,80,66,
732,341,57,87,33,242,99,79,61,
738,342,58,87,33,236,98,80,65,
744,340,58,89,35,235,97,81,65,
750,337,58,92,35,232,97,79,66,
756,337,59,93,35,231,98,78,65,
762,339,61,93,35,231,98,78,65,
768,338,61,94,35,225,98,77,66,
774,338,61,94,35,221,98,77,70,
780,337,61,95,35,229,97,77,59,
786,339,64,96,35,230,98,77,59,
792,339,64,96,35,230,97,77,60,
798,333,64,102,35,228,97,75,59,
804,332,64,103,35,223,97,74,63,
810,330,64,105,36,223,97,73,63,
816,332,66,105,36,225,97,73,59,
822,332,66,105,37,224,97,74,60,
828,334,68,105,37,219,97,74,63,
834,334,68,105,37,222,95,75,60,
840,334,68,105,37,219,94,75,63,
846,334,68,105,37,221,94,75,62,
852,335,69,105,37,223,94,76,57,
858,335,70,106,37,218,94,76,61,
864,334,70,107,38,215,94,77,65,
870,334,70,107,38,214,94,77,66,
876,333,70,108,38,215,93,77,61,
882,334,72,109,38,219,93,76,61,
888,333,72,110,38,214,93,76,67,
894,333,73,111,38,210,93,76,69,
900,333,73,111,38,208,93,76,66,
906,333,73,111,38,212,93,76,63,
912,332,73,112,39,211,91,76,65,
918,332,74,113,40,205,90,77,66,
924,332,75,114,40,209,90,77,61,
930,331,75,115,40,208,89,78,61,
936,329,75,117,41,208,88,78,57,
942,327,76,120,41,203,87,77,59,
948,326,77,122,42,200,86,78,61,
954,326,77,122,42,199,86,78,59,
960,326,77,122,42,194,86,78,61,
966,325,78,124,42,194,86,78,61,
972,323,78,126,42,196,86,76,59,
978,322,78,127,42,198,86,76,54,
984,323,79,127,42,198,86,76,53,
990,321,79,129,42,189,86,74,55,
996,322,80,129,42,186,86,74,58,
1002,325,83,129,42,187,86,74,57,
1008,324,83,130,42,190,86,73,53,
1014,324,83,130,42,190,86,73,55,
1020,325,85,131,42,189,86,72,53,
1026,326,86,131,42,186,86,72,56,
1032,326,86,131,42,186,86,72,58,
1038,326,86,131,42,187,86,72,56,
1044,325,86,132,42,186,86,71,59,
1050,326,87,132,42,187,86,71,59,
1056,327,88,132,42,184,86,71,64,
1062,327,89,133,42,181,86,70,61,
1068,327,89,133,42,180,86,70,58,
1074,327,89,133,42,183,86,70,57,
1080,327,89,133,42,179,86,70,62,
1086,328,90,133,42,180,86,70,62,
1092,329,91,133,42,182,86,70,61,
1098,326,91,136,42,180,86,70,57,
1104,327,92,136,42,176,86,70,61,
1110,324,92,139,42,175,86,68,62,
1116,322,92,141,42,173,86,68,62,
1122,323,94,142,42,170,86,68,64,
1128,323,94,142,42,171,86,68,65,
1134,323,94,142,42,171,86,68,65,
1140,321,94,144,42,176,86,68,59,
1146,320,95,146,42,171,86,68,58,
1152,320,96,147,42,170,86,67,59,
1158,320,96,147,42,171,86,67,57,
1164,322,98,147,42,170,86,67,57,
1170,322,98,147,42,166,86,67,60,
1176,322,98,147,42,167,86,67,57,
1182,322,98,147,42,170,86,67,52,
1188,321,98,148,42,167,86,67,58,
1194,321,99,149,42,171,86,66,54,
1200,322,100,149,42,170,86,66,59,
1206,322,101,150,42,170,86,66,59,
