Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Pop Age 25+,F:M Ratio,Rep. Female
6,672,0,4,75,97,106,140,228,26,1.055045871559633:1,200,
12,670,0,6,69,101,107,139,226,28,1.0552147239263803:1,198,
18,667,0,9,61,105,108,131,232,30,1.0460122699386503:1,202,
24,661,0,15,53,107,112,125,234,30,1.0276073619631902:1,200,
30,655,0,21,48,106,113,123,235,30,1.021604938271605:1,198,
36,650,0,26,42,108,111,123,236,30,1.0249221183800623:1,196,
42,646,0,30,35,111,110,124,234,32,1.025078369905956:1,194,
48,644,0,32,28,116,110,123,235,32,1.0188087774294672:1,195,
54,717,80,39,96,121,113,122,233,32,1.019718309859155:1,192,
60,715,80,41,89,121,116,122,234,33,1.0140845070422535:1,191,
66,713,80,43,81,125,120,118,234,35,1.008450704225352:1,190,
72,708,80,48,77,119,126,113,236,37,1.0056657223796035:1,191,
78,702,80,54,75,112,128,111,240,36,1.0:1,192,
84,695,80,61,72,108,128,110,238,39,0.9971264367816092:1,189,
90,687,80,69,70,105,129,109,237,37,1.0029154518950438:1,188,
96,681,80,75,68,97,134,107,240,35,1.0029411764705882:1,189,
102,676,80,80,67,95,134,106,238,36,1.0119047619047619:1,187,
108,669,80,87,67,91,134,106,235,36,1.0150602409638554:1,185,
114,663,80,93,65,86,136,103,237,36,1.021341463414634:1,185,
120,657,80,99,64,81,140,98,237,37,1.0340557275541795:1,182,
126,719,150,107,70,137,141,96,236,39,1.0140056022408963:1,180,
132,714,150,112,69,133,142,98,233,39,1.0112676056338028:1,178,
138,711,150,115,67,131,142,92,238,41,1.0084745762711864:1,179,
144,709,150,117,66,130,141,90,240,42,1.0084985835694051:1,178,
150,703,150,123,63,127,143,88,239,43,1.0085714285714287:1,177,
156,699,150,127,62,123,145,86,240,43,1.002865329512894:1,177,
162,692,150,134,61,116,151,81,240,43,1.0057971014492753:1,177,
168,684,150,142,59,110,152,82,238,43,1.0:1,174,
174,682,150,144,59,106,154,80,239,44,0.9941520467836257:1,171,
180,679,150,147,58,102,156,81,237,45,0.9912023460410557:1,169,
186,670,150,156,58,95,159,79,234,45,0.9881305637982196:1,166,
192,662,150,164,55,90,161,75,237,44,1.0:1,168,
198,744,237,169,90,128,172,72,236,46,1.016260162601626:1,167,
204,739,238,175,86,125,177,68,236,47,1.0191256830601092:1,167,
210,735,238,179,84,120,181,65,234,51,1.0303867403314917:1,165,
216,728,238,186,82,116,183,67,229,51,1.0335195530726258:1,161,
222,722,238,192,82,115,181,68,226,50,1.022408963585434:1,158,
228,716,238,198,82,114,179,67,225,49,1.0225988700564972:1,158,
234,709,238,205,81,113,173,72,219,51,1.0315186246418337:1,155,
240,698,238,216,79,112,172,69,216,50,1.0349854227405249:1,154,
246,692,238,222,78,111,171,68,215,49,1.0412979351032448:1,153,
252,690,238,224,78,111,168,71,212,50,1.0353982300884956:1,150,
258,682,238,232,77,110,167,67,211,50,1.0297619047619047:1,147,
264,680,238,234,77,110,162,71,209,51,1.035928143712575:1,147,
270,736,297,237,61,124,219,72,209,51,1.0444444444444445:1,147,
276,735,299,240,62,125,216,72,208,52,1.0416666666666667:1,145,
282,733,299,242,61,125,213,74,208,52,1.041782729805014:1,145,
288,729,299,246,59,125,213,74,207,51,1.0420168067226891:1,144,
294,723,299,252,57,125,209,73,208,51,1.048158640226629:1,144,
300,717,299,258,55,125,206,72,208,51,1.0427350427350428:1,145,
306,715,299,260,54,125,204,71,207,54,1.037037037037037:1,143,
312,710,299,265,54,123,201,72,206,54,1.0402298850574712:1,141,
318,707,299,268,54,123,197,73,205,55,1.037463976945245:1,140,
324,702,299,273,52,123,195,73,203,56,1.0406976744186047:1,138,
330,697,299,278,51,123,192,73,201,57,1.0261627906976745:1,135,
336,692,299,283,49,122,190,73,200,58,1.023391812865497:1,136,
342,764,373,285,81,120,231,74,199,59,1.0158311345646438:1,136,
348,763,374,287,75,119,233,75,201,60,1.023872679045093:1,135,
354,759,374,291,73,119,227,79,200,61,1.013262599469496:1,132,
360,751,374,299,73,118,221,82,197,60,1.0080213903743316:1,130,
366,745,374,305,71,118,214,85,197,60,1.0135135135135136:1,130,
372,742,374,308,70,118,208,89,196,61,1.016304347826087:1,129,
378,737,374,313,70,118,203,90,196,60,1.0191780821917809:1,128,
384,730,374,320,68,118,199,93,192,60,1.0221606648199446:1,127,
390,729,374,321,67,118,193,96,195,60,1.025:1,128,
396,724,374,326,64,117,193,95,195,60,1.0280112044817926:1,128,
402,719,374,331,63,116,189,98,194,59,1.0196629213483146:1,127,
408,717,374,333,63,116,185,97,198,58,1.019718309859155:1,128,
414,760,423,339,112,116,179,100,198,55,1.0375335120643432:1,127,
420,759,426,343,52,108,247,100,199,53,1.045822102425876:1,128,
426,753,426,349,50,107,243,104,197,52,1.0573770491803278:1,127,
432,745,426,357,48,107,240,104,194,52,1.0467032967032968:1,124,
438,739,426,363,47,106,237,105,191,53,1.0470914127423823:1,123,
444,735,426,367,46,105,234,107,189,54,1.03601108033241:1,121,
450,730,426,372,44,105,228,108,191,54,1.033426183844011:1,123,
456,725,426,377,43,104,221,112,191,54,1.0422535211267605:1,124,
462,722,426,380,43,104,214,118,191,52,1.03954802259887:1,124,
468,717,426,385,42,104,209,120,190,52,1.0369318181818181:1,122,
474,714,426,388,42,104,205,120,190,53,1.0341880341880343:1,121,
480,711,426,391,41,104,200,125,188,53,1.043103448275862:1,121,
486,711,426,391,41,104,194,126,192,54,1.043103448275862:1,123,
492,778,495,393,70,98,233,129,195,53,1.0527704485488127:1,123,
498,772,495,399,65,98,226,132,198,53,1.0586666666666666:1,124,
504,767,495,404,64,98,220,137,196,52,1.0563002680965148:1,122,
510,763,495,408,63,98,218,139,194,51,1.0455764075067024:1,120,
516,759,495,412,63,96,217,136,197,50,1.03485254691689:1,121,
522,752,495,419,60,96,217,133,200,46,1.021505376344086:1,123,
528,745,495,426,59,96,217,129,198,46,1.0244565217391304:1,122,
534,742,495,429,59,96,214,126,200,47,1.021798365122616:1,122,
540,732,495,439,57,96,212,123,199,45,1.0165289256198347:1,125,
546,731,495,440,57,96,212,121,200,45,1.0193370165745856:1,127,
552,722,495,449,55,96,212,116,198,45,1.011142061281337:1,125,
558,715,495,456,53,96,212,114,194,46,1.0084269662921348:1,122,
564,767,554,463,59,90,212,167,193,46,1.0026109660574412:1,122,
570,762,554,468,58,90,212,163,195,44,1.0158730158730158:1,123,
576,758,554,472,58,90,212,158,195,45,1.0106100795755968:1,123,
582,751,554,479,58,89,212,152,197,43,1.0188172043010753:1,125,
588,747,554,483,57,89,212,145,202,42,1.018918918918919:1,124,
594,743,554,487,55,89,211,141,205,42,1.013550135501355:1,126,
600,740,554,490,53,88,211,139,207,42,1.0163487738419619:1,126,
606,733,554,497,51,88,210,134,209,41,1.0304709141274238:1,126,
