Steps,Total Humans,Births,Deaths,Marriages,Laborers,Single Males,Married Males,Currently Migrated
6,372,2,1,1,291,31,73,77,
12,371,2,2,1,294,38,73,67,
18,370,2,3,2,298,43,73,62,
24,367,2,6,2,297,46,71,62,
30,367,2,6,2,297,50,71,60,
36,367,2,6,2,295,55,71,64,
42,368,3,6,3,298,55,72,60,
48,369,4,6,5,294,57,74,64,
54,368,4,7,5,294,58,73,61,
60,367,4,8,5,288,58,72,68,
66,367,4,8,5,284,58,72,71,
72,367,4,8,5,288,59,72,63,
78,366,4,9,6,289,59,73,66,
84,367,5,9,7,290,61,74,65,
90,368,6,9,7,292,65,74,62,
96,367,6,10,7,287,67,74,67,
102,367,6,10,8,287,67,75,65,
108,367,6,10,8,287,68,75,69,
114,366,6,11,8,293,72,75,65,
120,367,7,11,9,294,75,76,63,
126,367,8,12,9,291,76,76,66,
132,367,8,12,10,291,77,77,66,
138,366,8,13,11,291,77,78,65,
144,366,9,14,12,282,78,79,77,
150,366,9,14,12,290,82,79,70,
156,366,9,14,12,288,82,79,71,
162,366,10,15,12,290,82,79,66,
168,363,10,18,12,290,82,78,67,
174,362,10,19,13,290,81,79,67,
180,360,10,21,14,289,79,79,62,
186,359,10,22,16,283,81,80,72,
192,358,10,23,16,284,81,79,71,
198,356,10,25,16,284,82,78,73,
204,356,10,25,16,284,82,78,71,
210,356,10,25,16,285,83,78,69,
216,353,10,28,17,289,83,78,66,
222,353,10,28,19,291,89,80,65,
228,352,10,29,20,294,88,80,62,
234,350,10,31,20,296,88,80,62,
240,350,10,31,20,292,87,80,66,
246,350,11,32,20,294,86,79,71,
252,352,13,32,20,296,86,79,65,
258,352,14,33,20,294,86,78,72,
264,352,14,33,21,291,87,79,74,
270,354,17,34,21,294,87,79,70,
276,355,18,34,21,294,87,79,67,
282,355,18,34,21,293,88,79,66,
288,358,22,35,21,303,88,78,57,
294,357,22,36,21,303,90,77,62,
300,356,22,37,21,301,90,76,62,
306,356,22,37,23,301,90,78,62,
312,355,22,38,23,299,90,78,60,
318,354,22,39,23,296,90,78,62,
324,353,22,40,23,288,90,78,71,
330,352,22,41,23,292,91,78,68,
336,355,26,42,23,289,91,77,72,
342,355,27,43,23,293,91,76,66,
348,357,29,43,24,294,90,77,65,
354,357,29,43,24,291,89,77,63,
360,357,30,44,25,287,89,78,66,
366,359,32,44,25,286,89,78,69,
372,358,32,45,26,286,89,79,69,
378,358,32,45,26,282,89,79,75,
384,357,32,46,26,280,89,79,78,
