Steps,Total # Non-GTGP Parcels,Total # GTGP Parcels,Avg # Non-GTGP Parcels,Avg GTGP Parcels,Avg Non-GTGP Area,Avg GTGP Area,Avg Household Income
6,360,392,3.8297872340425534,4.170212765957447,2.368617021276596,2.5181914893617026,18675.314016038297,
12,326,426,3.4680851063829787,4.531914893617022,2.1420744680851067,2.6685106382978723,18680.761524136957,
18,306,446,3.25531914893617,4.74468085106383,2.05218085106383,2.7279787234042554,18026.656736585635,
24,299,453,3.1808510638297873,4.819148936170213,2.0189893617021277,2.739255319148936,18584.562169625624,
30,291,461,3.095744680851064,4.904255319148936,1.9630319148936173,2.81372340425532,19501.114513249016,
36,287,465,3.0531914893617023,4.946808510638298,1.9087765957446812,2.8211702127659586,19385.43844374738,
42,284,468,3.021276595744681,4.9787234042553195,1.8938829787234046,2.8211702127659586,19348.441539855103,
48,283,469,3.0106382978723403,4.98936170212766,1.8906914893617024,2.824680851063831,19099.011382191253,
54,282,470,3.0,5.0,1.8826063829787238,2.839574468085107,19415.503547879478,
60,278,474,2.9574468085106385,5.042553191489362,1.8670744680851066,2.8406382978723412,19626.37335983447,
66,278,474,2.9574468085106385,5.042553191489362,1.8681382978723409,2.8523404255319154,18838.83713997996,
72,276,476,2.9361702127659575,5.0638297872340425,1.8500531914893623,2.870425531914895,17314.15354122493,
78,275,477,2.925531914893617,5.074468085106383,1.8340957446808517,2.882127659574469,18240.82059339051,
84,274,478,2.9148936170212765,5.085106382978723,1.8330319148936174,2.882127659574469,18741.364401158175,
90,272,480,2.893617021276596,5.1063829787234045,1.8273936170212772,2.892765957446809,18454.467290320546,
96,273,479,2.904255319148936,5.095744680851064,1.8295212765957451,2.892765957446809,18496.23552844905,
102,273,479,2.904255319148936,5.095744680851064,1.824202127659575,2.8895744680851077,18350.768904294247,
108,270,482,2.872340425531915,5.127659574468085,1.822074468085107,2.9129787234042563,18096.694887569258,
114,270,482,2.872340425531915,5.127659574468085,1.822074468085107,2.901276595744682,17941.88537766884,
120,271,481,2.882978723404255,5.117021276595745,1.822074468085107,2.900212765957448,18475.99288653465,
126,269,483,2.8617021276595747,5.138297872340425,1.818882978723405,2.942765957446809,19401.479319696595,
132,271,481,2.882978723404255,5.117021276595745,1.8199468085106392,2.9321276595744687,19193.22058278324,
138,270,482,2.872340425531915,5.127659574468085,1.818882978723405,2.9321276595744687,19031.565929214208,
144,269,483,2.8617021276595747,5.138297872340425,1.818882978723405,2.9448936170212776,18240.400657967995,
150,270,482,2.872340425531915,5.127659574468085,1.818882978723405,2.923617021276597,18474.22647429619,
156,269,483,2.8617021276595747,5.138297872340425,1.8093085106382985,2.946276595744682,18391.660564825837,
162,268,484,2.851063829787234,5.148936170212766,1.7951595744680855,2.9445744680851074,18393.30638494299,
168,267,485,2.8404255319148937,5.159574468085107,1.7940957446808514,2.9445744680851074,18654.278353896858,
174,266,486,2.8297872340425534,5.170212765957447,1.7940957446808514,2.9552127659574476,18272.85806647248,
180,267,485,2.8404255319148937,5.159574468085107,1.7940957446808514,2.9445744680851074,18065.2707598133,
186,266,486,2.8297872340425534,5.170212765957447,1.7940957446808514,2.946702127659575,17620.82825423697,
192,267,485,2.8404255319148937,5.159574468085107,1.7951595744680855,2.9456382978723417,17901.84239077717,
198,267,485,2.8404255319148937,5.159574468085107,1.7940957446808514,2.9445744680851074,18227.749475821194,
204,265,487,2.8191489361702127,5.180851063829787,1.7919680851063833,2.9477659574468102,17739.179283771133,
210,265,487,2.8191489361702127,5.180851063829787,1.7919680851063833,2.9573404255319162,18445.693768657755,
216,265,487,2.8191489361702127,5.180851063829787,1.7919680851063833,2.9594680851063844,18583.593495337907,
222,266,486,2.8297872340425534,5.170212765957447,1.7919680851063833,2.946702127659576,18615.044744676892,
228,264,488,2.8085106382978724,5.191489361702128,1.7919680851063833,2.9594680851063844,19554.33045179609,
234,265,487,2.8191489361702127,5.180851063829787,1.7877127659574472,2.9573404255319162,18652.00596366627,
240,266,486,2.8297872340425534,5.170212765957447,1.7887765957446813,2.9573404255319162,18507.18669807826,
246,264,488,2.8085106382978724,5.191489361702128,1.7877127659574472,2.9679787234042565,18291.892493703563,
252,265,487,2.8191489361702127,5.180851063829787,1.7887765957446813,2.9594680851063844,18744.86884738877,
258,265,487,2.8191489361702127,5.180851063829787,1.7887765957446813,2.9701063829787246,18611.725164211057,
264,265,487,2.8191489361702127,5.180851063829787,1.7866489361702134,2.9488297872340437,18351.019446802893,
270,265,487,2.8191489361702127,5.180851063829787,1.7877127659574472,2.9477659574468102,17955.309457842155,
276,263,489,2.797872340425532,5.202127659574468,1.7860106382978729,2.9701063829787246,19051.740129685364,
282,265,487,2.8191489361702127,5.180851063829787,1.7870744680851067,2.9573404255319162,19131.445581810072,
288,262,490,2.7872340425531914,5.212765957446808,1.7849468085106388,2.9881914893617036,19668.908056997003,
294,261,491,2.776595744680851,5.223404255319149,1.783882978723405,2.9871276595744702,19134.0817052645,
300,264,488,2.8085106382978724,5.191489361702128,1.7849468085106388,2.9732978723404266,18075.812958169434,
306,263,489,2.797872340425532,5.202127659574468,1.7828191489361709,2.9732978723404266,18219.24590649378,
312,265,487,2.8191489361702127,5.180851063829787,1.7849468085106388,2.9626595744680864,18732.86736248539,
318,263,489,2.797872340425532,5.202127659574468,1.783882978723405,2.9732978723404266,19345.5719714878,
324,263,489,2.797872340425532,5.202127659574468,1.7849468085106388,2.974361702127661,19449.499124386755,
330,263,489,2.797872340425532,5.202127659574468,1.783882978723405,2.9732978723404266,20081.0747467668,
336,264,488,2.8085106382978724,5.191489361702128,1.7849468085106388,2.9732978723404266,19613.86345600553,
342,263,489,2.797872340425532,5.202127659574468,1.783882978723405,2.9732978723404266,19952.829725245265,
348,264,488,2.8085106382978724,5.191489361702128,1.7849468085106388,2.9732978723404266,19504.734514516258,
354,263,489,2.797872340425532,5.202127659574468,1.783882978723405,2.9732978723404266,18369.801244719743,
360,263,489,2.797872340425532,5.202127659574468,1.783882978723405,2.9647872340425545,17867.79670408046,
366,263,489,2.797872340425532,5.202127659574468,1.7849468085106388,2.976489361702129,18660.108392623133,
372,264,488,2.8085106382978724,5.191489361702128,1.7849468085106388,2.9637234042553207,18244.197234084422,
378,262,490,2.7872340425531914,5.212765957446808,1.783882978723405,2.974361702127661,18633.193858814946,
384,262,490,2.7872340425531914,5.212765957446808,1.783882978723405,2.975425531914895,19374.150035926974,
390,262,490,2.7872340425531914,5.212765957446808,1.783882978723405,2.975425531914895,19660.581850890776,
396,263,489,2.797872340425532,5.202127659574468,1.7796276595744687,2.9892553191489375,19977.00221737395,
402,263,489,2.797872340425532,5.202127659574468,1.7796276595744687,2.9892553191489375,20203.024521227315,
408,261,491,2.776595744680851,5.223404255319149,1.7764361702127665,2.9892553191489375,19969.21971747906,
414,261,491,2.776595744680851,5.223404255319149,1.7785638297872346,2.9998936170212778,19650.634191017696,
420,261,491,2.776595744680851,5.223404255319149,1.7785638297872346,2.9998936170212778,19934.019647557085,
426,263,489,2.797872340425532,5.202127659574468,1.7796276595744687,2.9892553191489375,19870.50798291054,
432,262,490,2.7872340425531914,5.212765957446808,1.7796276595744687,2.9998936170212778,19308.340370374975,
438,261,491,2.776595744680851,5.223404255319149,1.7775000000000007,2.990319148936172,18975.6406587394,
444,261,491,2.776595744680851,5.223404255319149,1.7753723404255328,2.9892553191489375,19566.460729167546,
450,261,491,2.776595744680851,5.223404255319149,1.7764361702127665,2.9892553191489375,19469.122111893215,
456,260,492,2.765957446808511,5.23404255319149,1.7764361702127665,2.9913829787234056,19063.807537921733,
462,260,492,2.765957446808511,5.23404255319149,1.7753723404255328,2.9913829787234056,19853.218727836716,
468,261,491,2.776595744680851,5.223404255319149,1.7775000000000007,2.9998936170212778,20271.00308642282,
474,261,491,2.776595744680851,5.223404255319149,1.7775000000000007,2.9998936170212778,19041.727272789165,
480,263,489,2.797872340425532,5.202127659574468,1.7775000000000007,2.978617021276597,17853.673768928813,
486,261,491,2.776595744680851,5.223404255319149,1.7775000000000007,2.9913829787234056,16962.65756643138,
492,261,491,2.776595744680851,5.223404255319149,1.7775000000000007,3.0020212765957464,17122.251562523586,
498,261,491,2.776595744680851,5.223404255319149,1.7764361702127665,2.9892553191489375,17659.75912679883,
504,261,491,2.776595744680851,5.223404255319149,1.7775000000000007,2.990319148936172,18504.993249721145,
510,260,492,2.765957446808511,5.23404255319149,1.771117021276596,2.9892553191489375,18892.25111034679,
516,258,494,2.74468085106383,5.25531914893617,1.771117021276596,3.002021276595746,18386.816012363874,
522,260,492,2.765957446808511,5.23404255319149,1.771117021276596,2.9892553191489375,17643.49501013407,
528,258,494,2.74468085106383,5.25531914893617,1.771117021276596,3.002021276595746,18046.58077900561,
534,259,493,2.75531914893617,5.24468085106383,1.7689893617021282,2.9892553191489375,18102.895763660737,
540,261,491,2.776595744680851,5.223404255319149,1.7721808510638304,2.9892553191489375,18337.453114163072,
546,260,492,2.765957446808511,5.23404255319149,1.771117021276596,2.9892553191489375,18434.37752619183,
552,260,492,2.765957446808511,5.23404255319149,1.771117021276596,2.9892553191489375,18566.120145924684,
558,260,492,2.765957446808511,5.23404255319149,1.7721808510638304,2.9913829787234056,19058.0836150268,
564,260,492,2.765957446808511,5.23404255319149,1.7721808510638304,2.9998936170212778,19328.383886944273,
570,260,492,2.765957446808511,5.23404255319149,1.771117021276596,2.980744680851065,19447.965346302015,
576,261,491,2.776595744680851,5.223404255319149,1.771117021276596,2.978617021276597,19182.069107645126,
582,261,491,2.776595744680851,5.223404255319149,1.771117021276596,2.978617021276597,20126.526817588245,
588,291,461,3.095744680851064,4.904255319148936,1.9264361702127666,2.8550000000000013,19592.767322188538,
594,320,432,3.404255319148936,4.595744680851064,2.079734042553192,2.730000000000001,18664.299367040447,
600,340,412,3.617021276595745,4.382978723404255,2.2051063829787245,2.6778723404255325,18388.976716747795,
606,367,385,3.904255319148936,4.095744680851064,2.3914893617021282,2.5363829787234042,18181.863725119445,
612,379,373,4.031914893617022,3.9680851063829787,2.4656382978723412,2.4829787234042553,18427.567776260683,
618,402,350,4.276595744680851,3.723404255319149,2.6086170212765967,2.274893617021276,17565.916421234062,
624,415,337,4.414893617021277,3.5851063829787235,2.7032978723404266,2.2089361702127657,18293.930950892995,
630,431,321,4.585106382978723,3.4148936170212765,2.792234042553192,2.1148936170212758,17734.994525722635,
636,443,309,4.712765957446808,3.2872340425531914,2.874893617021277,2.058510638297872,18058.187109562903,
642,450,302,4.787234042553192,3.2127659574468086,2.9013829787234044,2.0446808510638292,18127.796891873615,
648,454,298,4.829787234042553,3.1702127659574466,2.929893617021277,1.9797872340425526,17725.06677093163,
654,468,284,4.9787234042553195,3.021276595744681,3.0323404255319137,1.888297872340425,17139.455127997335,
660,474,278,5.042553191489362,2.9574468085106385,3.0658510638297867,1.874148936170212,17263.621621726557,
666,478,274,5.085106382978723,2.9148936170212765,3.088191489361701,1.8667021276595739,17649.715580156146,
672,485,267,5.159574468085107,2.8404255319148937,3.130851063829786,1.8432978723404247,17671.413493728563,
678,491,261,5.223404255319149,2.776595744680851,3.1702127659574457,1.8252127659574462,17051.137188473225,
684,499,253,5.308510638297872,2.6914893617021276,3.201063829787233,1.778085106382978,16832.36715337742,
690,507,245,5.3936170212765955,2.606382978723404,3.2524468085106375,1.7387234042553188,16323.150108906753,
696,510,242,5.425531914893617,2.574468085106383,3.273723404255319,1.7302127659574467,16052.04398500902,
702,511,241,5.4361702127659575,2.5638297872340425,3.279042553191489,1.7302127659574467,16279.029630141935,
708,513,239,5.457446808510638,2.5425531914893615,3.286489361702127,1.7121276595744677,15949.430940053047,
714,517,235,5.5,2.5,3.3178723404255317,1.6897872340425528,16355.892979128226,
720,522,230,5.553191489361702,2.4468085106382977,3.3607446808510635,1.677765957446808,16370.793000212172,
726,522,230,5.553191489361702,2.4468085106382977,3.3607446808510635,1.677765957446808,17679.878325533504,
732,525,227,5.585106382978723,2.4148936170212765,3.3798936170212763,1.6692553191489359,18029.699843433522,
738,526,226,5.595744680851064,2.404255319148936,3.3862765957446803,1.667127659574468,17707.74076615955,
744,531,221,5.648936170212766,2.351063829787234,3.4160638297872343,1.6235106382978721,17750.467394527874,
750,532,220,5.659574468085107,2.3404255319148937,3.424574468085106,1.618191489361702,17594.458215542007,
756,534,218,5.680851063829787,2.3191489361702127,3.4323404255319145,1.5937234042553192,16894.15116872975,
762,535,217,5.691489361702128,2.3085106382978724,3.4429787234042553,1.589468085106383,17083.517654308387,
768,536,216,5.702127659574468,2.297872340425532,3.4482978723404254,1.589468085106383,17220.13394607399,
774,536,216,5.702127659574468,2.297872340425532,3.4482978723404254,1.589468085106383,17279.416071809093,
780,538,214,5.723404255319149,2.276595744680851,3.4546808510638294,1.571382978723404,17108.60775633644,
786,542,210,5.76595744680851,2.234042553191489,3.475531914893617,1.548723404255319,17640.924034990225,
792,544,208,5.787234042553192,2.2127659574468086,3.482127659574468,1.5434042553191487,17467.963055486234,
798,546,206,5.808510638297872,2.1914893617021276,3.4980851063829785,1.5412765957446806,17180.41086340353,
804,549,203,5.840425531914893,2.1595744680851063,3.5129787234042555,1.529574468085106,17683.048044128656,
810,549,203,5.840425531914893,2.1595744680851063,3.5129787234042555,1.529574468085106,18847.712053493167,
816,550,202,5.851063829787234,2.148936170212766,3.523617021276596,1.5082978723404252,19689.77452281339,
822,552,200,5.872340425531915,2.127659574468085,3.5714893617021275,1.4746808510638292,19342.53515433918,
828,555,197,5.904255319148936,2.095744680851064,3.58031914893617,1.4534042553191484,19193.06367367028,
834,557,195,5.925531914893617,2.074468085106383,3.595212765957447,1.4477659574468082,19199.497973710564,
840,560,192,5.957446808510638,2.0425531914893615,3.6160638297872336,1.4294680851063823,18679.546619776596,
846,560,192,5.957446808510638,2.0425531914893615,3.6160638297872336,1.4294680851063823,18459.119952358047,
852,560,192,5.957446808510638,2.0425531914893615,3.6160638297872336,1.4294680851063823,18206.42561042025,
858,561,191,5.968085106382978,2.0319148936170213,3.6181914893617018,1.4273404255319144,17680.931360636645,
