Steps,Total # Non-GTGP Parcels,Total # GTGP Parcels,Avg # Non-GTGP Parcels,Avg GTGP Parcels,Avg Non-GTGP Area,Avg GTGP Area,Avg Household Income
6,377,375,4.01063829787234,3.9893617021276597,2.5647340425531913,2.173510638297872,19505.95489232655,
12,342,410,3.6382978723404253,4.361702127659575,2.275797872340425,2.3942553191489364,18664.20174967943,
18,324,428,3.4468085106382977,4.553191489361702,2.17845744680851,2.463404255319149,18492.23545321811,
24,312,440,3.3191489361702127,4.680851063829787,2.0946276595744675,2.5601063829787236,18264.035041300056,
30,305,447,3.24468085106383,4.75531914893617,2.0517553191489357,2.6007446808510637,18696.020556590203,
36,299,453,3.1808510638297873,4.819148936170213,2.0294148936170204,2.629468085106383,17876.551760745893,
42,291,461,3.095744680851064,4.904255319148936,1.9889893617021275,2.6858510638297877,18348.989944079873,
48,287,465,3.0531914893617023,4.946808510638298,1.9767553191489362,2.732659574468085,18006.065989208604,
54,282,470,3.0,5.0,1.9598404255319148,2.753936170212766,18882.666092105406,
60,282,470,3.0,5.0,1.9507978723404256,2.7468085106382985,20017.730411403718,
66,279,473,2.9680851063829787,5.031914893617022,1.9268617021276593,2.770212765957447,20078.898487429014,
72,279,473,2.9680851063829787,5.031914893617022,1.9311170212765956,2.768085106382979,19923.349115590518,
78,281,471,2.9893617021276597,5.01063829787234,1.9268617021276593,2.7574468085106387,19627.72697471792,
84,278,474,2.9574468085106385,5.042553191489362,1.9247340425531914,2.7808510638297874,20233.293694606284,
90,277,475,2.9468085106382977,5.053191489361702,1.9145212765957444,2.7734042553191496,19899.623808879594,
96,276,476,2.9361702127659575,5.0638297872340425,1.9092021276595743,2.7787234042553197,20127.080152653612,
102,275,477,2.925531914893617,5.074468085106383,1.904946808510638,2.7787234042553197,19620.483008043837,
108,275,477,2.925531914893617,5.074468085106383,1.904946808510638,2.7787234042553197,20312.11396273531,
114,274,478,2.9148936170212765,5.085106382978723,1.904946808510638,2.779787234042554,21413.221300705536,
120,272,480,2.893617021276596,5.1063829787234045,1.9028191489361697,2.78404255319149,20728.55407803002,
126,274,478,2.9148936170212765,5.085106382978723,1.9028191489361697,2.7808510638297874,21094.89599174392,
132,273,479,2.904255319148936,5.095744680851064,1.8964361702127654,2.7808510638297874,20782.715623904278,
138,273,479,2.904255319148936,5.095744680851064,1.8921808510638294,2.7897872340425534,20544.39541512639,
144,271,481,2.882978723404255,5.117021276595745,1.8857978723404252,2.8025531914893618,20982.878054122197,
150,271,481,2.882978723404255,5.117021276595745,1.8879255319148933,2.8025531914893618,19991.16070984402,
156,271,481,2.882978723404255,5.117021276595745,1.8921808510638294,2.8014893617021275,19488.95129915783,
162,272,480,2.893617021276596,5.1063829787234045,1.8921808510638294,2.7993617021276593,19097.958255705675,
168,269,483,2.8617021276595747,5.138297872340425,1.890053191489361,2.818510638297872,19426.474417492533,
174,270,482,2.872340425531915,5.127659574468085,1.879414893617021,2.8057446808510638,19831.84745098817,
180,270,482,2.872340425531915,5.127659574468085,1.879414893617021,2.8057446808510638,20156.56290652586,
186,270,482,2.872340425531915,5.127659574468085,1.879414893617021,2.8057446808510638,19477.86164640438,
192,270,482,2.872340425531915,5.127659574468085,1.879414893617021,2.8057446808510638,20682.540177777537,
198,270,482,2.872340425531915,5.127659574468085,1.879414893617021,2.8057446808510638,20397.189319105997,
204,269,483,2.8617021276595747,5.138297872340425,1.8723936170212763,2.809255319148936,19667.974585462136,
210,268,484,2.851063829787234,5.148936170212766,1.866010638297872,2.809255319148936,19602.86623914109,
216,268,484,2.851063829787234,5.148936170212766,1.866010638297872,2.809255319148936,19277.68856628183,
222,269,483,2.8617021276595747,5.138297872340425,1.8723936170212763,2.809255319148936,19437.680013994835,
228,269,483,2.8617021276595747,5.138297872340425,1.8723936170212763,2.809255319148936,20022.995674902057,
234,268,484,2.851063829787234,5.148936170212766,1.8723936170212763,2.8220212765957453,19433.390220366837,
240,269,483,2.8617021276595747,5.138297872340425,1.8723936170212763,2.809255319148936,20161.350476924425,
246,269,483,2.8617021276595747,5.138297872340425,1.8723936170212763,2.809255319148936,20507.587361195787,
252,269,483,2.8617021276595747,5.138297872340425,1.8723936170212763,2.809255319148936,20382.319198097037,
258,269,483,2.8617021276595747,5.138297872340425,1.8723936170212763,2.809255319148936,20441.1672858495,
264,269,483,2.8617021276595747,5.138297872340425,1.8830319148936168,2.809255319148936,19655.10626163434,
270,269,483,2.8617021276595747,5.138297872340425,1.8723936170212763,2.809255319148936,20308.841871119712,
276,267,485,2.8404255319148937,5.159574468085107,1.8723936170212763,2.8124468085106384,19994.017858292387,
282,269,483,2.8617021276595747,5.138297872340425,1.8723936170212763,2.809255319148936,19675.446690819772,
288,267,485,2.8404255319148937,5.159574468085107,1.866010638297872,2.8113829787234046,19859.551272262986,
294,269,483,2.8617021276595747,5.138297872340425,1.86813829787234,2.8103191489361703,19953.135941095203,
300,269,483,2.8617021276595747,5.138297872340425,1.8723936170212763,2.809255319148936,20438.854191971368,
306,267,485,2.8404255319148937,5.159574468085107,1.866010638297872,2.818829787234043,19319.184450288067,
312,267,485,2.8404255319148937,5.159574468085107,1.86813829787234,2.8135106382978727,20092.47182252513,
318,269,483,2.8617021276595747,5.138297872340425,1.86813829787234,2.8103191489361703,19271.41973719281,
324,268,484,2.851063829787234,5.148936170212766,1.866010638297872,2.8103191489361703,19696.720758527965,
330,268,484,2.851063829787234,5.148936170212766,1.870265957446808,2.809255319148936,18913.994703344888,
336,268,484,2.851063829787234,5.148936170212766,1.870265957446808,2.809255319148936,18187.439138365786,
342,268,484,2.851063829787234,5.148936170212766,1.866010638297872,2.8103191489361703,17892.099969585437,
348,268,484,2.851063829787234,5.148936170212766,1.866010638297872,2.8103191489361703,18770.391030646253,
354,268,484,2.851063829787234,5.148936170212766,1.8809042553191484,2.809255319148936,17990.814019051773,
360,268,484,2.851063829787234,5.148936170212766,1.8766489361702126,2.8103191489361703,18423.9479327415,
366,267,485,2.8404255319148937,5.159574468085107,1.8638829787234041,2.828404255319149,18546.766590960073,
372,267,485,2.8404255319148937,5.159574468085107,1.8638829787234041,2.826276595744681,18827.301396419094,
