Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Pop Age 25+,F:M Ratio,Rep. Female
6,643,0,5,61,102,98,133,222,27,0.9484848484848485:1,193,
12,640,0,8,56,101,97,135,222,29,0.9452887537993921:1,193,
18,636,0,12,43,108,98,133,222,32,0.9331306990881459:1,191,
24,633,0,15,35,112,99,131,221,35,0.9298780487804879:1,191,
30,630,0,18,32,111,101,131,220,35,0.926605504587156:1,189,
36,624,0,24,28,107,105,126,221,37,0.9259259259259259:1,189,
42,620,0,28,23,108,107,122,222,38,0.9254658385093167:1,189,
48,619,0,29,20,104,109,123,225,38,0.922360248447205:1,190,
54,695,83,36,94,103,114,117,229,38,0.9688385269121813:1,191,
60,685,83,46,88,105,113,118,223,38,0.9797687861271677:1,186,
66,681,83,50,83,105,115,111,227,40,0.9739130434782609:1,185,
72,678,83,53,79,106,116,110,226,41,0.9652173913043478:1,182,
78,674,83,57,75,100,120,111,227,41,0.9707602339181286:1,183,
84,668,83,63,74,96,121,108,227,42,0.9763313609467456:1,182,
90,664,83,67,74,91,123,103,231,42,0.9761904761904762:1,184,
96,663,83,68,74,86,127,100,232,44,0.9791044776119403:1,183,
102,660,83,71,73,82,128,96,236,45,0.9879518072289156:1,187,
108,658,83,73,73,78,128,97,236,46,0.9879154078549849:1,185,
114,654,83,77,72,75,129,95,236,47,0.9939024390243902:1,185,
120,648,83,83,71,70,132,93,235,47,1.0:1,186,
126,705,142,85,62,133,134,90,237,49,0.9859154929577465:1,185,
132,700,142,90,58,132,132,92,237,49,0.9943019943019943:1,184,
138,694,142,96,56,130,129,95,235,49,0.9942528735632183:1,184,
144,689,142,101,55,126,131,91,235,51,1.002906976744186:1,182,
150,685,142,105,53,119,135,92,235,51,1.0087976539589443:1,181,
156,680,142,110,53,114,137,90,234,52,1.0058997050147493:1,180,
162,678,142,112,53,104,145,88,234,54,1.0:1,180,
168,673,142,117,52,98,149,86,233,55,0.9970326409495549:1,178,
174,671,142,119,50,94,152,81,237,57,0.9970238095238095:1,180,
180,664,142,126,48,93,152,76,237,58,1.0:1,180,
186,663,142,127,48,91,153,75,238,58,0.9969879518072289:1,181,
192,657,142,133,47,88,150,76,238,58,0.9969604863221885:1,180,
198,745,237,140,96,130,154,75,232,58,1.0080862533692723:1,176,
204,740,241,149,95,126,155,72,237,55,1.0:1,179,
210,736,241,153,94,121,158,71,235,57,1.0:1,177,
216,729,241,160,92,119,158,70,232,58,1.0082644628099173:1,174,
