Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Pop Age 25+,F:M Ratio,Rep. Female
6,710,0,9,84,110,104,144,235,33,1.0579710144927537:1,211,
12,707,0,12,71,115,107,142,239,33,1.0612244897959184:1,211,
18,704,0,15,63,118,107,140,242,34,1.064516129032258:1,212,
24,700,0,19,54,119,111,139,242,35,1.064896755162242:1,210,
30,698,0,21,50,115,117,135,243,38,1.0650887573964498:1,209,
36,691,0,28,36,124,117,131,246,37,1.075075075075075:1,211,
42,691,0,28,33,123,119,131,246,39,1.075075075075075:1,211,
48,684,0,35,21,129,121,125,251,37,1.0727272727272728:1,211,
54,769,90,40,103,134,119,122,254,37,1.0506666666666666:1,212,
60,765,90,44,97,131,119,124,257,37,1.0509383378016086:1,215,
66,759,90,50,90,133,119,123,256,38,1.0513513513513513:1,214,
72,753,90,56,82,133,122,120,257,39,1.0517711171662125:1,213,
78,749,90,60,80,126,126,120,257,40,1.046448087431694:1,213,
84,735,90,74,75,118,130,115,258,39,1.03601108033241:1,213,
90,732,90,77,75,114,130,115,258,40,1.0446927374301676:1,213,
96,726,90,83,72,110,132,110,261,41,1.0508474576271187:1,214,
102,720,90,89,70,108,131,109,260,42,1.0689655172413792:1,212,
108,716,90,93,70,102,135,109,257,43,1.069364161849711:1,209,
114,707,90,102,70,97,138,104,258,40,1.0733137829912023:1,208,
120,703,90,106,70,94,136,104,258,41,1.0676470588235294:1,207,
126,770,162,111,73,157,138,102,260,40,1.037037037037037:1,207,
132,766,162,115,70,157,140,96,264,39,1.0372340425531914:1,210,
138,760,162,121,68,155,135,96,266,40,1.0375335120643432:1,210,
144,752,162,129,68,150,137,96,264,37,1.0324324324324323:1,209,
150,745,162,136,67,143,140,97,261,37,1.0299727520435968:1,205,
156,740,162,141,66,132,149,97,255,41,1.0385674931129476:1,200,
162,738,162,143,66,126,152,97,256,41,1.0330578512396693:1,201,
168,735,162,146,66,115,163,94,254,43,1.0303867403314917:1,198,
174,731,162,150,65,111,165,94,252,44,1.0362116991643453:1,197,
180,721,162,160,60,105,169,89,255,43,1.036723163841808:1,199,
186,713,162,168,59,97,176,84,253,44,1.0255681818181819:1,196,
192,707,162,174,58,92,176,83,255,43,1.0433526011560694:1,194,
198,806,264,177,105,140,183,81,254,43,1.0302267002518892:1,193,
204,802,266,183,101,137,187,79,256,42,1.030379746835443:1,193,
210,795,266,190,99,134,188,79,251,44,1.0384615384615385:1,189,
216,786,266,199,96,129,190,74,255,42,1.0362694300518134:1,192,
222,784,266,201,96,128,190,72,257,41,1.0363636363636364:1,192,
228,778,266,207,96,128,186,73,252,43,1.041994750656168:1,187,
234,774,266,211,95,128,182,74,251,44,1.04221635883905:1,187,
240,766,266,219,93,128,180,72,249,44,1.0426666666666666:1,184,
246,761,266,224,90,128,178,70,247,48,1.0456989247311828:1,182,
252,756,266,229,89,128,177,66,248,48,1.0543478260869565:1,183,
258,750,266,235,85,128,174,65,247,51,1.0604395604395604:1,182,
264,747,266,238,84,128,173,65,246,51,1.0521978021978022:1,180,
270,814,337,242,76,140,237,66,243,52,1.0607594936708862:1,178,
276,810,340,249,73,141,236,65,244,51,1.0769230769230769:1,179,
282,804,340,255,71,141,235,61,240,56,1.0668380462724936:1,176,
288,795,340,264,70,141,233,61,232,58,1.0757180156657964:1,172,
294,790,340,269,69,141,229,64,231,56,1.073490813648294:1,171,
300,783,340,276,67,141,226,63,228,58,1.0714285714285714:1,168,
306,778,340,281,64,141,223,65,226,59,1.0691489361702127:1,165,
312,774,340,285,63,141,217,67,228,58,1.064:1,166,
318,767,340,292,61,141,212,67,230,56,1.0508021390374331:1,166,
324,760,340,299,61,141,204,70,228,56,1.0596205962059622:1,166,
330,758,340,301,59,141,203,71,228,56,1.0653950953678475:1,166,
336,754,340,305,56,140,200,72,227,59,1.0657534246575342:1,167,
342,835,424,308,88,139,247,75,228,58,1.0566502463054188:1,166,
348,837,429,311,87,138,250,76,228,58,1.0666666666666667:1,166,
354,832,429,316,86,137,244,78,230,57,1.0696517412935322:1,166,
360,826,429,322,85,137,240,79,228,57,1.0701754385964912:1,166,
366,820,429,328,84,137,235,80,227,57,1.0759493670886076:1,165,
372,816,429,332,83,137,231,82,227,56,1.0710659898477157:1,164,
378,811,429,337,83,137,223,88,223,57,1.0688775510204083:1,161,
384,809,429,339,83,137,220,87,226,56,1.0690537084398977:1,162,
390,807,429,341,83,137,218,88,223,58,1.0745501285347043:1,160,
396,803,429,345,82,135,215,90,221,60,1.06426735218509:1,157,
402,800,429,348,81,135,212,93,218,61,1.056555269922879:1,154,
