Steps,Total # Non-GTGP Parcels,Total # GTGP Parcels,Avg # Non-GTGP Parcels,Avg GTGP Parcels,Avg Non-GTGP Area,Avg GTGP Area,Avg Household Income
6,385,367,4.095744680851064,3.904255319148936,2.546382978723404,2.3314893617021277,18529.519537157645,
12,348,404,3.702127659574468,4.297872340425532,2.2996276595744676,2.4569148936170215,19489.831013174833,
18,334,418,3.5531914893617023,4.446808510638298,2.2080319148936165,2.5026595744680855,19290.753312109642,
24,317,435,3.372340425531915,4.627659574468085,2.1096276595744676,2.5894680851063834,18453.336085033818,
30,306,446,3.25531914893617,4.74468085106383,2.029521276595744,2.6581914893617022,18577.08913382619,
36,300,452,3.1914893617021276,4.808510638297872,2.0146276595744674,2.6688297872340425,18408.617310342986,
42,298,454,3.1702127659574466,4.829787234042553,1.9920744680851061,2.677340425531915,18706.437083272125,
48,294,458,3.127659574468085,4.872340425531915,1.9761170212765955,2.6932978723404255,18198.84736682849,
54,292,460,3.106382978723404,4.8936170212765955,1.9574999999999996,2.712446808510639,18700.806090790145,
60,291,461,3.095744680851064,4.904255319148936,1.9521808510638294,2.712446808510639,18611.32514722704,
66,289,463,3.074468085106383,4.925531914893617,1.9383510638297872,2.7213829787234047,18935.182997069584,
72,289,463,3.074468085106383,4.925531914893617,1.9330319148936168,2.7267021276595753,18459.21745072342,
78,287,465,3.0531914893617023,4.946808510638298,1.9340957446808509,2.747978723404256,19069.759687410045,
84,287,465,3.0531914893617023,4.946808510638298,1.9309042553191489,2.747978723404256,19684.831653521105,
90,287,465,3.0531914893617023,4.946808510638298,1.9298404255319148,2.747978723404256,20591.006020949884,
96,287,465,3.0531914893617023,4.946808510638298,1.9309042553191489,2.747978723404256,20823.967186887956,
102,287,465,3.0531914893617023,4.946808510638298,1.9309042553191489,2.747978723404256,20902.031489732235,
108,285,467,3.0319148936170213,4.968085106382978,1.9181382978723402,2.7671276595744687,20398.64061781399,
114,284,468,3.021276595744681,4.9787234042553195,1.908563829787234,2.7741489361702136,20344.542597731896,
120,281,471,2.9893617021276597,5.01063829787234,1.9021808510638298,2.7847872340425543,19724.677793502888,
126,282,470,3.0,5.0,1.9053723404255318,2.786914893617022,19404.991045835966,
132,283,469,3.0106382978723403,4.98936170212766,1.9053723404255318,2.7741489361702136,18781.392378964953,
138,283,469,3.0106382978723403,4.98936170212766,1.9053723404255318,2.7741489361702136,20158.78608957874,
144,283,469,3.0106382978723403,4.98936170212766,1.9053723404255318,2.7741489361702136,19381.637481371887,
150,281,471,2.9893617021276597,5.01063829787234,1.901117021276596,2.7932978723404265,19797.193420464424,
156,281,471,2.9893617021276597,5.01063829787234,1.9096276595744681,2.7847872340425535,19995.668269185455,
162,281,471,2.9893617021276597,5.01063829787234,1.8989893617021276,2.7847872340425535,19763.97982625625,
168,281,471,2.9893617021276597,5.01063829787234,1.8979255319148935,2.7847872340425535,19770.928052814652,
174,280,472,2.978723404255319,5.0212765957446805,1.8979255319148935,2.7975531914893628,19745.998521143294,
180,281,471,2.9893617021276597,5.01063829787234,1.8979255319148935,2.7847872340425535,20238.079217965358,
186,279,473,2.9680851063829787,5.031914893617022,1.8957978723404256,2.795425531914894,19866.18396154604,
192,281,471,2.9893617021276597,5.01063829787234,1.908563829787234,2.7847872340425535,19868.309832661987,
198,281,471,2.9893617021276597,5.01063829787234,1.908563829787234,2.7847872340425535,18853.71215566072,
204,279,473,2.9680851063829787,5.031914893617022,1.8989893617021276,2.797553191489362,18870.604418076568,
210,279,473,2.9680851063829787,5.031914893617022,1.8872872340425533,2.79436170212766,19010.349879802023,
216,278,474,2.9574468085106385,5.042553191489362,1.8872872340425533,2.7943617021276603,18993.254094422868,
222,278,474,2.9574468085106385,5.042553191489362,1.8766489361702128,2.813510638297873,19451.086781271853,
228,276,476,2.9361702127659575,5.0638297872340425,1.877712765957447,2.8273404255319154,18825.990476753934,
234,277,475,2.9468085106382977,5.053191489361702,1.8766489361702128,2.8241489361702135,19463.011330107358,
240,278,474,2.9574468085106385,5.042553191489362,1.8766489361702128,2.813510638297873,19984.160772747186,
246,278,474,2.9574468085106385,5.042553191489362,1.8766489361702128,2.813510638297873,19855.330921820634,
252,275,477,2.925531914893617,5.074468085106383,1.8745212765957449,2.8273404255319154,20174.65531919069,
258,275,477,2.925531914893617,5.074468085106383,1.8734574468085108,2.826276595744681,18564.6898464271,
264,276,476,2.9361702127659575,5.0638297872340425,1.8755851063829787,2.8156382978723413,18947.943817386473,
270,275,477,2.925531914893617,5.074468085106383,1.880904255319149,2.8252127659574477,20046.919692645402,
276,275,477,2.925531914893617,5.074468085106383,1.8777127659574468,2.8401063829787243,19004.158692323,
282,275,477,2.925531914893617,5.074468085106383,1.8681382978723406,2.8401063829787243,19486.083899455956,
288,274,478,2.9148936170212765,5.085106382978723,1.8681382978723406,2.8411702127659586,19427.782196895667,
294,275,477,2.925531914893617,5.074468085106383,1.8670744680851066,2.8401063829787243,19050.434357928116,
300,274,478,2.9148936170212765,5.085106382978723,1.8681382978723406,2.8507446808510646,18743.254902300578,
306,275,477,2.925531914893617,5.074468085106383,1.8670744680851066,2.8401063829787243,18225.56851249076,
312,274,478,2.9148936170212765,5.085106382978723,1.8670744680851066,2.8528723404255327,17838.82250304571,
318,275,477,2.925531914893617,5.074468085106383,1.8670744680851066,2.8401063829787243,17931.173449956343,
324,274,478,2.9148936170212765,5.085106382978723,1.8681382978723406,2.8528723404255327,17843.67200634435,
330,275,477,2.925531914893617,5.074468085106383,1.8670744680851066,2.8401063829787243,19194.715076616412,
336,274,478,2.9148936170212765,5.085106382978723,1.8660106382978727,2.8401063829787243,18704.885683524077,
342,274,478,2.9148936170212765,5.085106382978723,1.8660106382978727,2.8401063829787243,18812.080399782106,
348,274,478,2.9148936170212765,5.085106382978723,1.8660106382978727,2.8401063829787243,19332.899238636586,
354,274,478,2.9148936170212765,5.085106382978723,1.8670744680851066,2.8422340425531925,19332.32599701051,
360,274,478,2.9148936170212765,5.085106382978723,1.8777127659574468,2.8507446808510646,18876.30325672975,
366,275,477,2.925531914893617,5.074468085106383,1.8777127659574468,2.8401063829787243,18345.254234215055,
372,275,477,2.925531914893617,5.074468085106383,1.8681382978723406,2.8401063829787243,17928.10632090238,
378,274,478,2.9148936170212765,5.085106382978723,1.8649468085106384,2.8401063829787243,19069.382517334103,
384,274,478,2.9148936170212765,5.085106382978723,1.8649468085106384,2.8401063829787243,17396.055912690852,
390,273,479,2.904255319148936,5.095744680851064,1.8660106382978727,2.8422340425531925,17447.84971655406,
396,273,479,2.904255319148936,5.095744680851064,1.8649468085106384,2.8528723404255327,17881.761690423144,
402,273,479,2.904255319148936,5.095744680851064,1.8660106382978727,2.8507446808510646,18044.578254148182,
408,273,479,2.904255319148936,5.095744680851064,1.8660106382978727,2.8411702127659586,18347.66890634956,
414,273,479,2.904255319148936,5.095744680851064,1.8649468085106384,2.8507446808510646,17696.12599630534,
420,274,478,2.9148936170212765,5.085106382978723,1.876648936170213,2.8401063829787243,17343.55185423694,
426,272,480,2.893617021276596,5.1063829787234045,1.8745212765957449,2.8507446808510646,17460.752595234295,
432,274,478,2.9148936170212765,5.085106382978723,1.8649468085106384,2.8401063829787243,17549.10667872423,
438,275,477,2.925531914893617,5.074468085106383,1.8649468085106384,2.829468085106384,17571.596812096737,
444,274,478,2.9148936170212765,5.085106382978723,1.8649468085106384,2.8401063829787243,17310.773548132376,
450,273,479,2.904255319148936,5.095744680851064,1.8660106382978727,2.8528723404255327,17613.49922182064,
456,271,481,2.882978723404255,5.117021276595745,1.8617553191489364,2.8528723404255327,17772.40870930035,
462,273,479,2.904255319148936,5.095744680851064,1.8638829787234046,2.8401063829787243,17340.53367943778,
468,272,480,2.893617021276596,5.1063829787234045,1.8628191489361705,2.8507446808510646,16312.745522763647,
474,272,480,2.893617021276596,5.1063829787234045,1.8638829787234046,2.8422340425531925,16954.39975431356,
480,273,479,2.904255319148936,5.095744680851064,1.8628191489361705,2.8401063829787243,16724.501468590828,
486,272,480,2.893617021276596,5.1063829787234045,1.8585638297872344,2.8401063829787243,17748.846473703707,
492,272,480,2.893617021276596,5.1063829787234045,1.8585638297872344,2.8401063829787243,17534.97360698477,
498,272,480,2.893617021276596,5.1063829787234045,1.8575000000000002,2.8401063829787243,17663.87016461727,
504,272,480,2.893617021276596,5.1063829787234045,1.8559042553191492,2.8401063829787243,17420.695924949694,
510,272,480,2.893617021276596,5.1063829787234045,1.8575000000000002,2.8401063829787243,18047.875352129475,
516,272,480,2.893617021276596,5.1063829787234045,1.8585638297872344,2.8401063829787243,18404.116486481813,
522,271,481,2.882978723404255,5.117021276595745,1.8585638297872344,2.8507446808510646,18146.822909914805,
528,270,482,2.872340425531915,5.127659574468085,1.8585638297872344,2.855000000000001,18679.875625010252,
534,271,481,2.882978723404255,5.117021276595745,1.8585638297872344,2.8411702127659586,18041.843975151896,
540,271,481,2.882978723404255,5.117021276595745,1.8676063829787235,2.8507446808510646,18229.228044283533,
546,270,482,2.872340425531915,5.127659574468085,1.8442021276595746,2.8667021276595754,18828.85955144773,
552,271,481,2.882978723404255,5.117021276595745,1.8585638297872344,2.8667021276595754,18174.99552559731,
558,271,481,2.882978723404255,5.117021276595745,1.8585638297872344,2.8667021276595754,17851.037219323243,
564,271,481,2.882978723404255,5.117021276595745,1.8468617021276599,2.8667021276595754,18736.664430739842,
570,271,481,2.882978723404255,5.117021276595745,1.8468617021276599,2.8667021276595754,18756.509416692825,
576,271,481,2.882978723404255,5.117021276595745,1.847925531914894,2.858191489361703,18557.168779686926,
582,271,481,2.882978723404255,5.117021276595745,1.847925531914894,2.858191489361703,19035.715610320145,
588,292,460,3.106382978723404,4.8936170212765955,1.9729255319148935,2.737659574468085,19863.126278191572,
594,324,428,3.4468085106382977,4.553191489361702,2.1599999999999997,2.6465957446808517,19388.517481037063,
600,358,394,3.8085106382978724,4.191489361702128,2.350638297872341,2.517446808510638,20432.493316866887,
606,377,375,4.01063829787234,3.9893617021276597,2.463510638297873,2.423297872340425,19705.82080019495,
612,389,363,4.138297872340425,3.8617021276595747,2.56404255319149,2.3688297872340423,20653.528117597623,
618,406,346,4.319148936170213,3.6808510638297873,2.6651063829787236,2.279148936170213,21097.808083733882,
624,422,330,4.48936170212766,3.5106382978723403,2.766489361702128,2.150425531914894,19855.100101991637,
630,434,318,4.617021276595745,3.382978723404255,2.822127659574468,2.106170212765958,19131.067360707093,
636,442,310,4.702127659574468,3.297872340425532,2.8577659574468086,2.0806382978723406,19549.657941893594,
642,459,293,4.882978723404255,3.117021276595745,2.941063829787234,1.9604255319148935,18598.680272782476,
648,467,285,4.968085106382978,3.0319148936170213,3.00063829787234,1.922872340425532,19503.33411119989,
654,473,279,5.031914893617022,2.9680851063829787,3.0331914893617022,1.9037234042553193,19118.54632771979,
660,475,277,5.053191489361702,2.9468085106382977,3.0608510638297868,1.895212765957447,18695.90628331602,
666,483,269,5.138297872340425,2.8617021276595747,3.112872340425532,1.842659574468085,18603.20674200638,
672,490,262,5.212765957446808,2.7872340425531914,3.1618085106382976,1.8011702127659572,18184.540277849894,
678,497,255,5.287234042553192,2.7127659574468086,3.2039361702127653,1.77,17135.305597331728,
684,502,250,5.340425531914893,2.6595744680851063,3.2464893617021273,1.7541489361702123,16901.01233254081,
690,505,247,5.372340425531915,2.627659574468085,3.2613829787234043,1.7488297872340421,16872.329267826957,
696,510,242,5.425531914893617,2.574468085106383,3.283723404255319,1.714148936170212,17080.186869865516,
702,511,241,5.4361702127659575,2.5638297872340425,3.2890425531914897,1.712021276595744,17784.95990656454,
708,516,236,5.48936170212766,2.5106382978723403,3.31436170212766,1.6911702127659565,17263.75814787472,
714,521,231,5.542553191489362,2.4574468085106385,3.341276595744681,1.6762765957446801,16827.3723735145,
720,529,223,5.627659574468085,2.372340425531915,3.397659574468085,1.5752127659574462,17186.207707864578,
726,531,221,5.648936170212766,2.351063829787234,3.4010638297872338,1.5592553191489356,17677.103135293546,
732,534,218,5.680851063829787,2.3191489361702127,3.4319148936170207,1.547553191489361,17659.000677560674,
738,535,217,5.691489361702128,2.3085106382978724,3.4425531914893615,1.5262765957446802,18008.452885522147,
744,539,213,5.73404255319149,2.265957446808511,3.458829787234042,1.516702127659574,17613.154889558693,
750,540,212,5.74468085106383,2.25531914893617,3.4609574468085103,1.5103191489361698,17310.038300917233,
756,541,211,5.75531914893617,2.24468085106383,3.4726595744680844,1.5018085106382977,17526.216162360237,
762,546,206,5.808510638297872,2.1914893617021276,3.551382978723404,1.4486170212765956,18116.015574601242,
768,546,206,5.808510638297872,2.1914893617021276,3.551382978723404,1.4486170212765956,18210.216199661165,
774,547,205,5.819148936170213,2.1808510638297873,3.5535106382978725,1.4464893617021277,18349.827769551368,
780,547,205,5.819148936170213,2.1808510638297873,3.5535106382978725,1.4464893617021277,17194.908671681314,
786,550,202,5.851063829787234,2.148936170212766,3.5726595744680854,1.439468085106383,17109.64028569338,
792,550,202,5.851063829787234,2.148936170212766,3.5726595744680854,1.439468085106383,16852.936902490488,
798,553,199,5.882978723404255,2.117021276595745,3.5918085106382986,1.4139361702127655,16873.337544858947,
804,553,199,5.882978723404255,2.117021276595745,3.5918085106382986,1.4139361702127655,17180.113485830596,
810,555,197,5.904255319148936,2.095744680851064,3.598191489361703,1.4011702127659573,17539.62582822876,
816,557,195,5.925531914893617,2.074468085106383,3.6175531914893626,1.3926595744680847,17649.64988969231,
822,559,193,5.946808510638298,2.0531914893617023,3.630851063829788,1.3788297872340425,16907.924991912863,
828,563,189,5.98936170212766,2.0106382978723403,3.6585106382978725,1.3352127659574466,17945.318261354925,
834,564,188,6.0,2.0,3.669148936170213,1.3262765957446805,17518.430546990337,
840,564,188,6.0,2.0,3.669148936170213,1.3262765957446805,17813.521797065037,
846,565,187,6.01063829787234,1.9893617021276595,3.6723404255319148,1.2943617021276592,18097.99183955355,
852,565,187,6.01063829787234,1.9893617021276595,3.6723404255319148,1.2943617021276592,18491.320232579736,
858,566,186,6.0212765957446805,1.9787234042553192,3.685106382978723,1.2826595744680849,18596.34888140288,
864,567,185,6.031914893617022,1.9680851063829787,3.6978723404255316,1.2709574468085105,18914.375020664902,
870,568,184,6.042553191489362,1.9574468085106382,3.7031914893617017,1.2635106382978722,18440.334152919593,
876,569,183,6.053191489361702,1.946808510638298,3.706382978723404,1.2635106382978722,18890.82692878305,
882,573,179,6.095744680851064,1.9042553191489362,3.7255319148936175,1.2549999999999997,18263.917269182435,
888,573,179,6.095744680851064,1.9042553191489362,3.7255319148936175,1.2549999999999997,17613.48290614287,
894,575,177,6.117021276595745,1.8829787234042554,3.737872340425532,1.2539361702127656,17501.285248116623,
900,576,176,6.127659574468085,1.872340425531915,3.743191489361702,1.2539361702127656,17341.51959744564,
906,581,171,6.180851063829787,1.8191489361702127,3.7736170212765954,1.2320212765957446,17384.196898293605,
912,583,169,6.202127659574468,1.797872340425532,3.8019148936170213,1.2022340425531914,17704.997269981217,
918,584,168,6.212765957446808,1.7872340425531914,3.808936170212766,1.2022340425531914,17239.381169456985,
924,585,167,6.223404255319149,1.7765957446808511,3.813191489361702,1.2022340425531914,17482.05420469341,
930,585,167,6.223404255319149,1.7765957446808511,3.813191489361702,1.2022340425531914,17096.219750401437,
936,585,167,6.223404255319149,1.7765957446808511,3.813191489361702,1.2022340425531914,17448.615432575767,
942,587,165,6.24468085106383,1.7553191489361701,3.8188297872340424,1.2022340425531914,17413.79706509739,
948,588,164,6.25531914893617,1.7446808510638299,3.8273404255319146,1.2022340425531914,17493.8065008371,
954,589,163,6.26595744680851,1.7340425531914894,3.8326595744680847,1.2022340425531914,17670.310497271224,
960,589,163,6.26595744680851,1.7340425531914894,3.8326595744680847,1.2022340425531914,17613.185366707872,
966,590,162,6.276595744680851,1.7234042553191489,3.845425531914893,1.198723404255319,17707.957327528416,
972,590,162,6.276595744680851,1.7234042553191489,3.845425531914893,1.198723404255319,19505.54619391489,
978,591,161,6.287234042553192,1.7127659574468086,3.8524468085106376,1.198723404255319,18669.791320986416,
984,592,160,6.297872340425532,1.702127659574468,3.8652127659574465,1.1859574468085103,19190.573545984178,
990,592,160,6.297872340425532,1.702127659574468,3.8652127659574465,1.1859574468085103,19183.196069020305,
996,592,160,6.297872340425532,1.702127659574468,3.8652127659574465,1.1859574468085103,19247.846394444743,
