Steps,Total # Non-GTGP Parcels,Total # GTGP Parcels,Avg # Non-GTGP Parcels,Avg GTGP Parcels,Avg Non-GTGP Area,Avg GTGP Area,Avg Household Income
6,380,372,4.042553191489362,3.9574468085106385,2.6517553191489354,2.261595744680852,19285.63395113864,
12,340,412,3.617021276595745,4.382978723404255,2.4159042553191488,2.399468085106383,18403.499419750566,
18,325,427,3.4574468085106385,4.542553191489362,2.311968085106383,2.4452127659574474,18709.991376944192,
24,313,439,3.3297872340425534,4.670212765957447,2.2565425531914896,2.4898936170212767,19171.452219879793,
30,301,451,3.202127659574468,4.797872340425532,2.1737765957446813,2.577765957446809,19545.5588168272,
36,297,455,3.1595744680851063,4.840425531914893,2.1656914893617025,2.6004255319148943,20061.60846647984,
42,290,462,3.0851063829787235,4.914893617021277,2.1164361702127663,2.6542553191489366,19524.780484823874,
48,286,466,3.0425531914893615,4.957446808510638,2.096117021276596,2.675106382978724,19431.857068115103,
54,284,468,3.021276595744681,4.9787234042553195,2.090797872340426,2.685744680851064,20051.422491109344,
60,285,467,3.0319148936170213,4.968085106382978,2.085265957446809,2.6814893617021283,18548.620343187395,
66,283,469,3.0106382978723403,4.98936170212766,2.073457446808511,2.6836170212765964,19214.6102132421,
72,282,470,3.0,5.0,2.0611170212765964,2.7222340425531923,18413.133081402306,
78,281,471,2.9893617021276597,5.01063829787234,2.0500531914893623,2.7222340425531923,17839.336558473664,
84,282,470,3.0,5.0,2.0618617021276604,2.7222340425531923,18097.974098875733,
90,282,470,3.0,5.0,2.0628191489361707,2.712659574468086,17518.135131242154,
96,281,471,2.9893617021276597,5.01063829787234,2.055585106382979,2.7115957446808516,18370.82919910432,
102,280,472,2.978723404255319,5.0212765957446805,2.0523936170212775,2.7435106382978733,19204.369301850864,
108,277,475,2.9468085106382977,5.053191489361702,2.051010638297873,2.755212765957448,19831.338292865657,
114,277,475,2.9468085106382977,5.053191489361702,2.0449468085106393,2.761595744680852,19958.991674741705,
120,277,475,2.9468085106382977,5.053191489361702,2.043776595744682,2.7530851063829798,18995.5415646394,
126,276,476,2.9361702127659575,5.0638297872340425,2.043882978723405,2.7637234042553205,19103.599008496785,
132,276,476,2.9361702127659575,5.0638297872340425,2.0448404255319157,2.7637234042553205,18943.238016758023,
138,275,477,2.925531914893617,5.074468085106383,2.043882978723405,2.776489361702129,19405.56205542011,
144,276,476,2.9361702127659575,5.0638297872340425,2.043882978723405,2.7637234042553205,20089.64849231083,
150,276,476,2.9361702127659575,5.0638297872340425,2.0435638297872347,2.7658510638297886,19680.83198532933,
156,276,476,2.9361702127659575,5.0638297872340425,2.0392021276595753,2.7690425531914906,19787.726987328428,
162,272,480,2.893617021276596,5.1063829787234045,2.0279255319148946,2.787127659574469,19492.895713994967,
168,273,479,2.904255319148936,5.095744680851064,2.0279255319148946,2.787127659574469,19321.325871922127,
174,272,480,2.893617021276596,5.1063829787234045,2.016117021276597,2.7850000000000015,18629.859562035927,
180,272,480,2.893617021276596,5.1063829787234045,2.028563829787235,2.79776595744681,18912.31658185199,
186,270,482,2.872340425531915,5.127659574468085,2.025372340425533,2.7881914893617035,19050.9217708764,
192,272,480,2.893617021276596,5.1063829787234045,2.025053191489363,2.7850000000000015,17800.869017123674,
198,271,481,2.882978723404255,5.117021276595745,2.012606382978724,2.7850000000000015,17871.90922127422,
204,272,480,2.893617021276596,5.1063829787234045,2.0243085106382988,2.7850000000000015,18505.19845977515,
210,271,481,2.882978723404255,5.117021276595745,2.0189893617021286,2.7850000000000015,18172.42001196771,
216,271,481,2.882978723404255,5.117021276595745,2.020053191489363,2.7850000000000015,18394.57056912113,
222,269,483,2.8617021276595747,5.138297872340425,2.0051595744680863,2.7850000000000015,18309.261265717032,
228,271,481,2.882978723404255,5.117021276595745,2.020053191489363,2.7850000000000015,17946.732795793865,
