Steps,Male 0-10,Male 10-20,Male 20-30,Male 30-40,Male 40-50,Male 50-60,Male 60-70,Male 70-80,Male 80-90,Male 90+,Female 0-10,Female 10-20,Female 20-30,Female 30-40,Female 40-50,Female 50-60,Female 60-70,Female 70-80,Female 80-90,Female 90+
6,33,47,49,45,41,28,36,23,4,0,26,46,19,17,30,23,29,22,10,3,
12,33,47,49,45,41,28,35,23,4,0,27,46,19,17,30,23,29,21,10,3,
18,33,47,49,45,41,28,35,23,4,0,27,46,19,17,30,23,29,21,10,3,
24,33,47,49,45,41,28,35,23,4,0,28,46,19,17,30,23,29,21,10,3,
30,33,47,49,45,41,28,35,23,4,0,28,46,19,17,30,23,29,21,10,3,
36,33,46,47,43,44,29,35,24,4,0,28,44,20,18,28,25,29,21,10,3,
42,33,46,47,43,44,29,35,24,4,0,29,44,20,18,28,25,29,21,10,3,
48,33,46,47,43,44,29,34,24,4,0,29,44,20,18,28,25,29,21,10,3,
54,33,46,47,43,44,29,33,24,4,0,29,44,20,18,28,25,29,21,10,3,
60,33,46,47,43,44,29,33,24,4,0,29,44,20,18,28,25,29,21,10,3,
66,33,46,47,43,44,29,33,24,4,0,29,44,20,18,28,25,29,21,10,3,
72,34,46,47,43,44,29,33,24,4,0,29,44,20,18,28,25,29,20,10,3,
78,33,45,46,41,46,32,31,24,6,0,28,44,20,19,25,25,31,21,11,3,
84,33,45,46,41,46,32,30,22,6,0,28,44,20,19,25,25,31,21,11,3,
90,33,45,46,41,46,32,30,22,6,0,30,44,20,19,25,25,31,21,11,3,
96,33,45,46,41,46,32,30,22,6,0,32,44,20,19,25,25,31,21,10,3,
102,34,45,46,41,46,32,30,22,6,0,32,44,20,19,25,25,31,21,10,3,
108,34,45,46,41,46,32,30,22,6,0,32,44,20,19,25,25,31,21,10,3,
114,32,42,48,38,51,30,31,21,8,0,32,38,23,20,27,24,30,23,10,3,
120,33,42,48,38,51,30,31,21,8,0,33,38,23,20,27,24,29,23,10,3,
126,33,42,48,38,51,30,31,21,8,0,33,38,23,20,27,24,29,23,10,3,
132,33,42,48,38,51,30,31,21,8,0,33,38,23,20,27,24,29,23,10,3,
138,33,42,48,38,51,30,31,21,8,0,34,38,23,20,27,24,29,23,9,3,
144,33,42,48,38,51,30,31,21,8,0,34,38,23,20,27,24,28,23,9,3,
150,33,38,45,40,55,30,30,21,10,0,32,38,25,19,24,28,28,19,10,3,
156,34,38,45,40,55,30,29,21,10,0,32,38,25,19,24,28,28,19,10,3,
