Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Pop Age 25+,F:M Ratio,Rep. Female
210,778,222,181,87,111,184,88,247,61,0.9696202531645569:1,170,
216,774,222,185,85,106,187,83,250,63,0.9644670050761421:1,169,
222,769,222,190,84,106,184,84,249,62,0.9617346938775511:1,169,
228,765,222,194,83,106,180,82,250,64,0.9565217391304348:1,169,
234,758,222,201,82,105,178,84,244,65,0.9536082474226805:1,165,
240,752,222,207,78,105,178,81,245,65,0.9583333333333334:1,164,
246,748,222,211,76,103,178,79,246,66,0.963254593175853:1,165,
252,744,222,215,75,103,175,77,247,67,0.952755905511811:1,163,
258,736,222,223,72,103,173,72,250,66,0.9470899470899471:1,164,
264,732,222,227,72,103,169,75,247,66,0.952:1,162,
270,798,295,234,73,120,223,75,242,65,0.9463414634146341:1,158,
276,793,296,240,74,119,221,73,241,65,0.9484029484029484:1,158,
282,787,296,246,72,119,218,69,242,67,0.9528535980148883:1,159,
288,780,296,253,70,119,214,67,238,72,0.9696969696969697:1,157,
294,778,296,255,70,119,212,65,241,71,0.9696202531645569:1,157,
300,773,296,260,69,117,208,66,242,71,0.9569620253164557:1,158,
306,769,296,264,66,116,201,71,244,71,0.9617346938775511:1,159,
312,761,296,272,65,115,195,77,237,72,0.961340206185567:1,154,
318,757,296,276,64,115,191,79,236,72,0.9662337662337662:1,153,
324,752,296,281,63,115,183,85,232,74,0.9685863874345549:1,151,
330,745,296,288,62,115,178,89,226,75,0.9708994708994709:1,146,
336,739,296,294,60,115,176,90,223,75,0.9812332439678284:1,144,
342,801,366,302,71,127,214,90,221,78,0.9826732673267327:1,145,
348,798,367,306,70,128,212,90,222,76,0.9850746268656716:1,146,
354,794,367,310,69,128,208,92,222,75,0.985:1,145,
360,787,367,317,68,128,202,96,219,74,0.9924050632911392:1,141,
366,781,367,323,68,128,197,96,219,73,1.0025641025641026:1,142,
372,774,367,330,66,128,192,95,221,72,1.005181347150259:1,142,
378,772,367,332,64,128,189,93,226,72,1.0051948051948052:1,144,
384,769,367,335,63,128,187,94,225,72,1.0078328981723237:1,142,
390,764,367,340,61,128,183,96,224,72,1.0105263157894737:1,140,
396,761,367,343,60,128,177,100,224,72,1.0132275132275133:1,139,
402,757,367,347,60,127,171,105,223,71,1.0079575596816976:1,138,
408,751,367,353,58,127,168,104,223,71,1.0134048257372654:1,139,
414,811,435,361,124,127,159,108,224,69,0.9975369458128078:1,141,
420,809,439,367,70,116,222,110,222,69,0.9877149877149877:1,139,
426,803,439,373,68,115,217,114,221,68,0.9925558312655087:1,139,
432,800,439,376,66,115,213,118,220,68,0.9950124688279302:1,139,
438,791,439,385,63,115,209,115,222,67,0.9874371859296482:1,140,
444,784,439,392,62,114,202,120,220,66,0.9848101265822785:1,139,
450,780,439,396,62,113,201,119,220,65,0.9847328244274809:1,139,
456,775,439,401,61,113,190,130,219,62,0.9820971867007673:1,138,
462,768,439,408,59,113,187,133,215,61,0.9948051948051948:1,136,
468,765,439,411,57,113,185,132,216,62,0.9973890339425587:1,136,
474,759,439,417,56,113,176,139,213,62,0.9921259842519685:1,135,
480,754,439,422,55,113,169,144,212,61,0.9947089947089947:1,133,
486,750,439,426,55,113,163,146,213,60,0.9841269841269841:1,133,
492,816,507,428,67,111,218,148,213,59,0.9757869249394673:1,133,
498,815,507,429,66,111,217,147,213,61,0.9733656174334141:1,133,
504,809,507,435,64,110,214,150,212,59,0.973170731707317:1,132,
510,802,507,442,63,110,210,150,211,58,0.9753694581280788:1,133,
516,793,507,451,61,109,209,145,212,57,0.9775561097256857:1,133,
522,788,507,456,61,107,209,140,214,57,0.97:1,131,
528,783,507,461,61,107,208,136,214,57,0.9673366834170855:1,131,
534,776,507,468,61,107,208,130,215,55,0.9546599496221663:1,131,
540,771,507,473,61,107,208,124,216,55,0.9568527918781726:1,133,
546,765,507,479,60,107,208,119,217,54,0.951530612244898:1,134,
552,760,507,484,58,107,208,116,217,54,0.9487179487179487:1,133,
558,755,507,489,57,107,208,111,218,54,0.9509043927648578:1,133,
564,808,561,490,54,111,213,158,218,54,0.946987951807229:1,133,
570,803,561,495,52,112,212,157,217,53,0.9490291262135923:1,133,
576,792,561,506,50,112,211,150,219,50,0.9603960396039604:1,137,
582,785,561,513,47,112,210,146,221,49,0.9674185463659147:1,140,
588,778,561,520,46,112,209,141,222,48,0.9696202531645569:1,140,
594,776,561,522,46,112,208,139,223,48,0.9745547073791349:1,141,
600,769,561,529,45,112,208,137,222,45,0.9819587628865979:1,142,
606,764,561,534,45,111,208,134,221,45,0.9844155844155844:1,141,
612,755,561,543,45,111,207,130,218,44,0.9920844327176781:1,138,
618,752,561,546,44,111,207,124,221,45,1.0:1,139,
624,743,561,555,41,111,204,120,223,44,0.9973118279569892:1,138,
630,742,561,556,41,111,204,114,228,44,0.9946236559139785:1,139,
636,796,620,561,60,99,213,152,231,41,1.0:1,142,
642,794,621,564,60,98,214,147,233,42,1.0:1,142,
648,789,621,569,60,97,212,142,236,42,1.00253807106599:1,142,
654,783,621,575,57,97,212,141,234,42,0.9974489795918368:1,141,
660,780,621,578,56,97,212,136,235,44,0.9948849104859335:1,143,
666,778,621,580,56,97,212,132,237,44,0.9948717948717949:1,143,
672,767,621,591,54,97,211,126,237,42,0.9922077922077922:1,142,
678,766,621,592,54,97,210,120,242,43,0.9947916666666666:1,144,
684,761,621,597,53,97,210,117,241,43,0.9869451697127938:1,144,
690,755,621,603,51,96,210,110,247,41,0.9973544973544973:1,148,
696,753,621,605,51,96,210,104,252,40,1.002659574468085:1,150,
702,746,621,612,51,96,209,100,251,39,1.0162162162162163:1,152,
708,798,679,618,60,91,203,154,254,36,1.0100755667506298:1,154,
714,790,680,627,58,91,203,153,250,35,1.0050761421319796:1,151,
720,790,680,627,58,91,203,149,254,35,1.0050761421319796:1,152,
726,781,680,636,55,91,201,148,253,33,0.9974424552429667:1,151,
732,776,680,641,54,91,201,146,253,31,1.0:1,150,
738,770,680,647,54,91,200,146,248,31,0.9948186528497409:1,147,
744,767,680,650,54,91,200,146,245,31,1.0026109660574412:1,146,
750,760,680,657,53,91,199,145,241,31,1.0:1,143,
756,756,680,661,51,91,198,145,240,31,1.0053050397877985:1,143,
762,748,680,669,51,90,198,145,236,28,1.0053619302949062:1,140,
768,742,680,675,51,89,197,145,233,27,1.0054054054054054:1,138,
774,736,680,681,50,88,197,143,230,28,1.0:1,135,
780,789,742,690,63,98,232,143,225,28,1.0127551020408163:1,132,
786,783,745,699,64,97,185,144,265,28,1.012853470437018:1,157,
792,778,745,704,64,97,185,144,260,28,1.0207792207792208:1,154,
798,775,745,707,64,97,185,144,257,28,1.0182291666666667:1,152,
804,769,745,713,62,97,185,143,255,27,1.0236842105263158:1,150,
810,767,745,715,61,97,185,143,255,26,1.018421052631579:1,150,
816,764,745,718,61,97,184,143,254,25,1.0158311345646438:1,149,
822,758,745,724,59,97,184,142,251,25,1.0106100795755968:1,148,
828,751,745,731,58,97,184,141,247,24,1.0026666666666666:1,145,
834,749,745,733,58,97,183,141,246,24,1.0080428954423593:1,145,
840,743,745,739,57,97,181,141,242,25,1.008108108108108:1,143,
846,739,745,743,55,96,181,141,241,25,1.0081521739130435:1,142,
852,801,811,747,120,95,181,141,240,24,1.0176322418136021:1,142,
858,797,813,753,67,100,187,145,274,24,1.0228426395939085:1,159,
864,792,813,758,67,100,185,145,272,23,1.0307692307692307:1,158,
870,787,813,763,66,100,185,144,270,22,1.0283505154639174:1,156,
876,785,813,765,65,100,185,143,270,22,1.0231958762886597:1,156,
882,780,813,770,63,100,185,143,266,23,1.03125:1,154,
888,773,813,777,62,99,184,143,261,24,1.0342105263157895:1,151,
894,762,813,788,59,99,184,142,256,22,1.0483870967741935:1,149,
900,755,813,795,58,99,184,141,253,20,1.0516304347826086:1,148,
906,749,813,801,58,99,184,140,248,20,1.0576923076923077:1,145,
912,739,813,811,57,99,184,139,242,18,1.0470914127423823:1,142,
918,728,813,822,54,99,183,138,236,18,1.0623229461756374:1,141,
924,721,813,829,54,98,180,138,234,17,1.06:1,140,
930,790,887,834,73,107,177,131,284,18,1.0308483290488433:1,162,
936,785,887,839,71,107,175,132,281,19,1.0336787564766838:1,161,
942,778,887,846,70,107,175,132,275,19,1.031331592689295:1,157,
948,769,887,855,70,107,175,132,264,21,1.0452127659574468:1,154,
954,763,887,861,68,105,175,132,262,21,1.0510752688172043:1,153,
960,759,887,865,67,105,174,132,260,21,1.045822102425876:1,151,
966,754,887,870,67,105,173,130,258,21,1.043360433604336:1,149,
972,750,887,874,67,105,173,129,256,20,1.032520325203252:1,147,
978,747,887,877,65,105,173,129,256,19,1.0354223433242506:1,147,
984,740,887,884,62,105,173,129,253,18,1.032967032967033:1,145,
990,730,887,894,60,105,173,129,244,19,1.050561797752809:1,141,
996,727,887,897,59,105,173,127,244,19,1.0536723163841808:1,141,
1002,792,954,899,67,115,176,127,288,19,1.0625:1,162,
1008,787,954,904,66,114,175,128,285,19,1.0656167979002624:1,160,
1014,783,954,908,64,114,175,128,283,19,1.0605263157894738:1,159,
1020,775,954,916,63,114,174,128,278,18,1.0611702127659575:1,157,
1026,768,954,923,63,113,174,127,274,17,1.0589812332439679:1,156,
1032,761,954,930,61,113,173,127,270,17,1.0735694822888284:1,156,
1038,752,954,939,59,110,173,127,266,17,1.0716253443526171:1,154,
1044,743,954,948,59,108,172,126,262,16,1.0812324929971988:1,152,
1050,738,954,953,59,108,172,125,258,16,1.0788732394366196:1,150,
1056,734,954,957,58,108,172,124,256,16,1.0852272727272727:1,150,
1062,729,954,962,57,108,170,123,254,17,1.0710227272727273:1,148,
1068,725,954,966,55,108,170,122,251,19,1.0655270655270654:1,145,
1074,795,1031,973,76,111,184,123,282,19,1.054263565891473:1,158,
1080,788,1031,980,75,110,182,124,279,18,1.0574412532637076:1,156,
1086,782,1031,986,73,109,182,124,276,18,1.0633245382585752:1,155,
1092,776,1031,992,71,108,182,122,275,18,1.0748663101604279:1,155,
1098,770,1031,998,70,105,182,121,274,18,1.0867208672086721:1,155,
1104,764,1031,1004,68,104,181,121,271,19,1.098901098901099:1,154,
1110,761,1031,1007,68,103,181,121,269,19,1.0964187327823691:1,153,
1116,754,1031,1014,68,103,180,121,263,19,1.106145251396648:1,150,
1122,749,1031,1019,67,102,180,121,260,19,1.1098591549295775:1,149,
1128,744,1031,1024,67,102,179,121,255,20,1.1076487252124645:1,145,
1134,738,1031,1030,64,102,178,120,254,20,1.1085714285714285:1,144,
1140,737,1031,1031,64,102,178,120,252,21,1.1057142857142856:1,143,
1146,805,1104,1036,73,115,189,116,290,22,1.0963541666666667:1,162,
1152,799,1104,1042,70,115,187,114,291,22,1.108179419525066:1,162,
1158,795,1104,1046,69,115,187,114,288,22,1.1143617021276595:1,161,
1164,791,1104,1050,69,114,187,114,282,25,1.1206434316353888:1,159,
1170,785,1104,1056,68,114,186,113,279,25,1.1389645776566757:1,158,
1176,778,1104,1063,68,114,184,113,274,25,1.143250688705234:1,156,
1182,773,1104,1068,67,114,183,113,272,24,1.1412742382271468:1,155,
1188,768,1104,1073,65,114,182,112,270,25,1.139275766016713:1,154,
1194,762,1104,1079,64,114,181,112,266,25,1.1404494382022472:1,153,
1200,758,1104,1083,62,114,181,111,264,26,1.1473087818696883:1,151,
1206,751,1104,1090,61,114,178,111,261,26,1.151862464183381:1,150,
1212,748,1104,1093,61,114,177,111,259,26,1.1618497109826589:1,150,
1218,812,1175,1100,97,107,217,110,253,28,1.1424802110817942:1,146,
1224,810,1176,1103,72,124,186,114,287,27,1.131578947368421:1,159,
1230,803,1176,1110,70,123,185,113,284,28,1.1356382978723405:1,158,
1236,800,1176,1113,68,123,185,113,283,28,1.13903743315508:1,158,
1242,797,1176,1116,66,123,185,113,281,29,1.1482479784366577:1,158,
1248,792,1176,1121,65,123,184,113,278,29,1.1521739130434783:1,156,
1254,779,1176,1134,62,121,184,112,272,28,1.1578947368421053:1,154,
1260,774,1176,1139,61,121,184,112,266,30,1.15:1,150,
1266,771,1176,1142,61,121,182,112,264,31,1.1416666666666666:1,148,
1272,765,1176,1148,58,121,182,112,260,32,1.1428571428571428:1,146,
1278,759,1176,1154,57,121,182,111,258,30,1.1380281690140845:1,145,
1284,751,1176,1162,53,120,181,111,255,31,1.1457142857142857:1,144,
1290,790,1221,1168,98,119,179,111,254,29,1.1066666666666667:1,143,
1296,825,1258,1170,82,113,194,117,290,29,1.0939086294416243:1,163,
1302,817,1258,1178,80,112,194,116,286,29,1.1056701030927836:1,162,
1308,811,1258,1184,78,112,194,115,284,28,1.1064935064935064:1,162,
1314,805,1258,1190,77,112,194,115,279,28,1.118421052631579:1,161,
1320,800,1258,1195,76,111,194,115,276,28,1.127659574468085:1,160,
1326,794,1258,1201,74,111,194,115,272,28,1.128686327077748:1,157,
1332,789,1258,1206,73,111,193,115,271,26,1.1266846361185985:1,157,
1338,780,1258,1215,68,110,193,115,267,27,1.125340599455041:1,154,
1344,775,1258,1220,67,110,190,115,266,27,1.129120879120879:1,154,
1350,773,1258,1222,67,110,189,115,265,27,1.1294765840220387:1,154,
1356,769,1258,1226,67,110,188,115,262,27,1.1420612813370474:1,154,
1362,761,1258,1234,67,109,188,115,255,27,1.1497175141242937:1,152,
1368,825,1328,1240,69,120,199,125,286,26,1.1373056994818653:1,165,
1374,816,1328,1249,66,120,198,125,282,25,1.1530343007915567:1,163,
1380,809,1328,1256,65,120,197,125,275,27,1.1631016042780749:1,161,
1386,801,1328,1264,64,120,195,125,269,28,1.170731707317073:1,158,
1392,795,1328,1270,62,120,195,125,266,27,1.178082191780822:1,157,
1398,788,1328,1277,62,120,195,124,260,27,1.1767955801104972:1,153,
1404,785,1328,1280,62,120,195,124,255,29,1.1745152354570638:1,150,
1410,781,1328,1284,61,119,194,124,254,29,1.1754874651810585:1,150,
1416,778,1328,1287,59,119,194,124,253,29,1.1731843575418994:1,149,
1422,771,1328,1294,57,118,194,123,250,29,1.171830985915493:1,148,
1428,769,1328,1296,57,118,194,123,249,28,1.1723163841807909:1,148,
1434,766,1328,1299,56,118,194,123,247,28,1.1761363636363635:1,148,
1440,846,1412,1303,84,123,203,128,280,28,1.1974025974025975:1,162,
1446,841,1412,1308,82,123,202,127,279,28,1.1844155844155844:1,161,
1452,837,1412,1312,80,122,202,127,278,28,1.1910994764397906:1,161,
1458,834,1412,1315,80,122,200,126,277,29,1.1832460732984293:1,160,
