Steps,Total # Non-GTGP Parcels,Total # GTGP Parcels,Avg # Non-GTGP Parcels,Avg GTGP Parcels,Avg Non-GTGP Area,Avg GTGP Area,Avg Household Income
6,364,388,3.872340425531915,4.127659574468085,2.5916489361702126,2.3019148936170213,19322.068302435502,
12,334,418,3.5531914893617023,4.446808510638298,2.3747340425531913,2.4365957446808513,19393.47922863138,
18,317,435,3.372340425531915,4.627659574468085,2.2962234042553193,2.521702127659575,18086.94543770715,
24,307,445,3.265957446808511,4.73404255319149,2.2573936170212767,2.5557446808510638,16666.46232316102,
30,298,454,3.1702127659574466,4.829787234042553,2.2074999999999996,2.6060638297872343,17392.00430271896,
36,290,462,3.0851063829787235,4.914893617021277,2.1582446808510634,2.665957446808511,17451.878706451138,
42,286,466,3.0425531914893615,4.957446808510638,2.132925531914893,2.678723404255319,17030.428268416195,
48,283,469,3.0106382978723403,4.98936170212766,2.119095744680851,2.704893617021277,18117.24620157763,
54,279,473,2.9680851063829787,5.031914893617022,2.0903723404255317,2.7112765957446814,17774.46985961855,
60,278,474,2.9574468085106385,5.042553191489362,2.0871808510638297,2.7147872340425536,18322.293941346314,
66,276,476,2.9361702127659575,5.0638297872340425,2.0807978723404252,2.715851063829788,18233.97331732942,
72,275,477,2.925531914893617,5.074468085106383,2.0800531914893616,2.7211702127659576,18016.398986683544,
78,276,476,2.9361702127659575,5.0638297872340425,2.0811170212765955,2.731808510638298,18601.10052832914,
84,274,478,2.9148936170212765,5.085106382978723,2.061968085106383,2.7530851063829798,17472.57733480901,
90,275,477,2.925531914893617,5.074468085106383,2.061648936170213,2.7360638297872346,17980.283202152776,
96,276,476,2.9361702127659575,5.0638297872340425,2.0627127659574467,2.7254255319148943,18038.52663581176,
102,274,478,2.9148936170212765,5.085106382978723,2.0627127659574467,2.746702127659575,19051.013036254353,
108,272,480,2.893617021276596,5.1063829787234045,2.0640957446808508,2.7647872340425543,18251.075748511837,
114,275,477,2.925531914893617,5.074468085106383,2.0640957446808508,2.7403191489361705,18603.629264586507,
120,274,478,2.9148936170212765,5.085106382978723,2.0627127659574467,2.7371276595744685,18946.265231289784,
