Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Pop Age 25+,F:M Ratio,Rep. Female
6,740,0,10,86,115,115,151,250,23,1.0498614958448753:1,222,
12,736,0,14,80,117,117,148,250,24,1.0558659217877095:1,218,
18,731,0,19,70,119,121,145,252,24,1.0591549295774647:1,218,
24,729,0,21,62,125,118,144,254,26,1.0593220338983051:1,218,
30,725,0,25,56,125,120,143,252,29,1.0655270655270654:1,216,
36,719,0,31,44,130,124,140,251,30,1.0720461095100864:1,213,
42,716,0,34,38,131,127,134,255,31,1.069364161849711:1,215,
48,713,0,37,29,138,121,133,261,31,1.072674418604651:1,216,
54,789,81,42,102,140,123,132,261,31,1.0127551020408163:1,214,
60,782,81,49,95,142,122,132,260,31,1.0154639175257731:1,214,
66,776,81,55,84,145,125,132,257,33,1.0208333333333333:1,211,
72,772,81,59,76,149,127,131,255,34,1.0209424083769634:1,209,
78,768,81,63,74,143,134,129,255,33,1.0317460317460319:1,210,
84,764,81,67,73,134,143,122,258,34,1.026525198938992:1,210,
90,760,81,71,71,131,145,117,261,35,1.0266666666666666:1,212,
96,759,81,72,71,125,149,116,263,35,1.024:1,214,
102,753,81,78,69,122,150,114,262,36,1.0241935483870968:1,211,
108,744,81,87,68,118,152,112,258,36,1.0327868852459017:1,207,
114,739,81,92,67,111,156,109,260,36,1.0358126721763086:1,209,
120,736,81,95,66,104,160,108,261,37,1.0331491712707181:1,208,
126,798,150,102,67,165,163,109,258,36,1.0202531645569621:1,205,
132,793,150,107,67,161,165,109,253,38,1.0229591836734695:1,201,
138,786,150,114,65,151,171,108,253,38,1.0205655526992288:1,199,
144,780,150,120,65,150,172,103,253,37,1.025974025974026:1,195,
150,773,150,127,63,145,174,101,255,35,1.0235602094240839:1,196,
156,770,150,130,62,138,176,101,254,39,1.020997375328084:1,193,
162,767,150,133,62,129,181,99,257,39,1.0237467018469657:1,194,
168,763,150,137,62,121,188,93,259,40,1.0185185185185186:1,191,
174,754,150,146,60,114,188,94,257,41,1.0268817204301075:1,190,
180,749,150,151,59,104,189,92,264,41,1.029810298102981:1,192,
186,747,150,153,59,99,190,91,265,43,1.024390243902439:1,190,
192,739,150,161,55,92,196,89,265,42,1.0302197802197801:1,191,
198,845,260,165,112,135,202,86,267,43,1.0509708737864079:1,191,
204,841,260,169,105,135,205,83,270,43,1.051219512195122:1,193,
210,831,260,179,100,129,208,81,267,46,1.0671641791044777:1,189,
216,825,260,185,98,123,212,78,268,46,1.057356608478803:1,188,
222,814,260,196,94,119,210,77,267,47,1.0607594936708862:1,187,
