Steps,Total Humans,Births,Deaths,Marriages,Laborers,Single Males,Married Males,Currently Migrated
6,371,0,0,1,284,27,82,75,
12,372,1,0,2,291,34,83,66,
18,372,1,0,2,284,36,83,70,
24,371,1,1,3,291,39,83,59,
30,370,1,2,3,289,42,82,63,
36,368,1,4,3,291,48,80,60,
42,368,1,4,3,293,50,80,64,
48,368,2,5,3,293,58,79,67,
54,367,2,6,3,298,58,78,62,
60,366,2,7,3,298,61,77,61,
66,366,2,7,4,294,62,78,62,
72,365,2,8,4,288,66,78,66,
78,367,4,8,4,293,66,78,63,
84,366,7,12,4,286,69,76,69,
90,365,7,13,5,287,68,76,64,
96,365,8,14,5,287,69,75,62,
102,364,8,15,5,289,70,75,57,
108,363,8,16,5,295,73,75,50,
114,362,8,17,5,288,75,74,65,
120,363,10,18,6,288,77,75,68,
126,362,10,19,8,294,75,76,61,
132,359,10,22,8,288,75,75,65,
138,359,10,22,8,294,76,75,56,
144,360,11,22,8,288,76,75,62,
150,357,11,25,8,289,80,75,63,
156,357,11,25,9,293,80,76,59,
162,356,11,26,10,297,81,77,56,
168,357,13,27,10,298,81,77,56,
174,356,14,29,10,294,81,76,55,
180,356,14,29,12,291,80,78,58,
186,356,15,30,14,295,82,79,61,
192,357,16,30,14,295,83,79,61,
198,356,16,31,14,292,83,78,65,
204,356,17,32,15,291,84,79,64,
210,356,17,32,15,290,84,79,67,
216,358,19,32,15,292,85,79,64,
222,359,20,32,15,289,92,79,71,
228,358,20,33,15,292,92,79,66,
234,359,22,34,15,287,93,79,69,
240,359,23,35,15,290,95,78,66,
246,359,23,35,16,286,94,79,68,
252,358,23,36,16,285,94,79,69,
258,357,24,38,16,286,96,79,71,
264,361,29,39,16,284,96,79,67,
270,360,29,40,17,283,95,79,68,
276,359,29,41,17,286,95,79,64,
282,358,29,42,17,284,95,79,66,
288,359,30,42,17,286,94,79,62,
294,357,30,44,19,293,95,81,57,
300,356,30,45,19,286,95,81,64,
306,357,31,45,19,287,96,81,63,
312,357,31,45,19,278,96,81,70,
318,356,31,46,19,283,96,81,68,
324,359,34,46,20,285,96,82,67,
330,357,35,49,20,293,95,81,61,
336,356,35,50,20,279,95,80,76,
342,355,35,51,20,278,95,80,74,
348,355,36,52,21,280,94,80,69,
354,355,36,52,22,283,93,81,65,
360,355,36,52,22,281,93,81,65,
366,357,38,52,22,285,94,81,62,
372,357,39,53,22,280,94,80,64,
378,358,40,53,22,275,94,81,68,
384,357,40,54,22,277,94,81,66,
390,357,40,54,22,277,94,81,63,
396,356,40,55,22,277,94,81,62,
402,359,43,55,24,277,92,83,62,
408,360,44,55,25,274,91,84,61,
414,361,45,55,25,281,91,84,56,
420,360,45,56,26,282,91,84,52,
426,360,45,56,26,275,90,84,62,
432,359,45,57,26,273,90,83,64,
438,358,45,58,26,277,90,82,63,
444,358,46,59,26,272,90,82,68,
450,357,46,60,26,274,90,82,65,
456,358,47,60,26,272,90,82,68,
462,358,47,60,26,273,90,82,66,
468,358,48,61,26,275,89,82,65,
474,359,50,62,26,276,90,82,65,
480,357,50,64,26,283,90,81,62,
486,356,50,65,26,283,90,81,64,
492,355,50,66,26,283,90,81,63,
498,355,50,66,26,280,90,81,64,
504,355,51,67,26,282,90,80,58,
510,356,52,67,27,278,89,81,61,
516,357,53,67,27,285,90,81,64,
522,359,56,68,27,284,90,80,65,
528,359,56,68,28,289,89,81,57,
534,360,58,69,29,281,89,82,63,
540,360,58,69,29,282,89,82,63,
546,362,60,69,29,283,89,82,63,
552,362,60,69,30,279,88,83,65,
558,362,61,70,30,271,88,82,72,
564,362,62,71,30,271,88,81,72,
570,362,62,71,30,272,88,81,70,
576,363,63,71,30,277,88,81,63,
582,362,63,72,30,277,88,80,63,
588,363,65,73,30,276,89,80,66,
594,365,67,73,30,275,88,80,66,
600,365,68,74,30,271,88,79,68,
606,364,68,75,30,273,88,79,63,
612,366,70,75,30,271,88,79,65,
618,363,70,78,30,275,88,78,60,
624,362,70,79,30,275,87,79,57,
630,363,71,79,31,268,85,81,64,
636,360,71,82,32,263,84,81,68,
642,359,71,83,32,259,84,80,67,
648,357,71,85,32,259,85,79,64,
654,358,72,85,32,253,85,79,68,
660,359,73,85,33,253,84,81,68,
666,359,73,85,33,253,84,81,64,
672,360,74,85,33,252,84,81,64,
678,361,75,85,33,254,85,81,62,
684,359,75,87,33,251,85,81,62,
690,356,75,90,33,246,85,80,65,
696,356,75,90,33,243,88,80,66,
702,356,75,90,33,241,88,80,66,
708,358,77,90,33,243,88,80,62,
714,359,78,90,33,242,88,80,63,
720,357,78,92,33,239,88,79,65,
726,357,78,92,33,239,88,79,64,
732,355,79,95,33,237,90,78,63,
738,356,81,96,33,233,90,78,65,
744,356,82,97,33,236,91,77,60,
750,356,83,98,33,234,90,78,60,
756,356,83,98,33,236,92,78,57,
762,357,85,99,33,233,92,77,57,
768,356,86,101,33,236,92,76,54,
774,354,86,103,33,235,93,75,58,
780,356,88,103,33,233,93,75,59,
786,356,90,105,33,232,93,74,58,
792,355,90,106,33,234,93,74,58,
798,355,90,106,33,236,93,74,54,
804,355,90,106,33,233,93,74,60,
810,355,91,107,33,233,94,74,58,
816,355,91,107,33,228,94,74,60,
822,354,91,108,34,226,93,75,61,
828,352,92,111,35,228,92,75,53,
834,352,92,111,35,227,92,75,54,
840,352,94,113,35,221,92,75,58,
846,352,95,114,35,217,92,74,58,
852,353,97,115,35,214,92,74,61,
858,352,97,116,35,219,92,73,56,
864,352,97,116,35,218,92,73,58,
870,353,98,116,36,211,91,74,64,
876,351,98,118,36,210,91,73,60,
882,353,100,118,36,213,91,73,58,
888,352,100,119,36,210,90,74,58,
894,353,101,119,36,207,90,74,64,
900,352,101,120,37,213,89,75,55,
906,352,102,121,37,211,89,74,57,
912,352,102,121,37,211,89,74,55,
918,352,104,123,37,209,89,73,57,
924,350,104,125,38,211,88,74,55,
930,350,104,125,38,209,88,74,56,
936,349,104,126,38,205,88,73,62,
942,350,105,126,38,210,88,73,50,
948,350,106,127,39,202,88,73,57,
954,352,108,127,39,201,88,73,55,
960,352,108,127,39,199,88,73,56,
966,352,108,127,39,199,88,73,57,
972,352,108,127,39,200,88,73,55,
978,352,108,127,39,196,88,73,58,
984,351,108,128,39,199,88,73,56,
990,352,109,128,39,199,88,73,54,
996,354,111,128,40,194,86,74,59,
1002,353,112,130,40,191,86,73,62,
1008,353,112,130,41,193,86,74,57,
1014,353,112,130,41,189,86,74,59,
1020,351,112,132,41,191,86,74,54,
1026,349,112,134,42,194,84,76,51,
1032,349,112,134,42,185,84,76,59,
1038,347,112,136,42,183,84,76,61,
1044,347,112,136,42,184,84,76,58,
1050,347,112,136,43,180,83,77,61,
1056,346,113,138,43,182,83,76,57,
1062,344,113,140,43,182,83,75,56,
1068,345,114,140,43,181,82,75,56,
1074,344,114,141,43,180,82,74,54,
1080,344,114,141,43,182,82,74,53,
1086,342,114,143,43,178,82,73,57,
1092,341,114,144,43,180,82,73,53,
1098,341,115,145,43,177,82,72,57,
1104,342,117,146,43,178,82,72,56,
1110,342,117,146,43,181,82,72,56,
1116,343,118,146,43,179,82,72,56,
1122,343,118,146,43,182,82,72,52,
1128,343,118,146,43,178,82,72,58,
1134,341,118,148,43,177,82,72,56,
1140,343,120,148,43,177,82,72,56,
1146,343,121,149,43,174,82,72,59,
1152,342,122,151,43,179,82,70,54,
1158,341,123,153,43,176,82,69,53,
1164,339,123,155,43,174,82,69,55,
1170,338,124,157,43,175,82,68,56,
1176,339,126,158,43,179,82,67,54,
1182,339,126,158,43,181,82,67,50,
1188,338,126,159,43,174,82,67,56,
1194,339,127,159,43,174,82,67,53,
1200,337,127,161,43,174,82,65,50,
1206,337,127,161,43,171,82,65,53,
1212,337,128,162,43,167,82,64,56,
1218,336,128,163,43,172,82,64,51,
1224,333,128,166,43,168,82,63,54,
1230,334,129,166,43,167,82,63,52,
1236,329,129,171,43,167,82,60,53,
1242,329,129,171,43,164,82,60,58,
1248,329,130,172,43,162,82,59,57,
1254,330,131,172,43,162,82,59,59,
1260,331,132,172,43,163,82,59,53,
1266,329,132,174,43,159,82,58,57,
1272,328,132,175,43,164,82,57,51,
1278,328,133,176,43,165,82,57,51,
1284,329,134,176,43,159,82,57,56,
1290,327,134,178,43,164,82,56,49,
1296,326,134,179,43,157,82,55,52,
1302,325,135,181,43,159,82,54,49,
1308,325,135,181,43,156,82,54,55,
1314,325,135,181,43,158,82,54,57,
1320,326,136,181,43,159,82,54,55,
1326,326,136,181,43,159,82,54,55,
1332,326,136,181,43,161,82,54,54,
1338,327,137,181,43,159,82,54,58,
1344,328,138,181,43,160,82,54,55,
1350,327,138,182,43,158,82,54,56,
1356,325,138,184,43,160,82,53,52,
1362,325,138,184,43,164,82,53,54,
1368,323,139,187,43,161,82,52,58,
1374,323,139,187,43,160,82,52,55,
1380,324,140,187,43,161,82,52,47,
1386,324,140,187,43,157,82,52,50,
1392,323,142,190,43,160,82,52,54,
1398,321,142,192,43,160,82,51,49,
1404,321,142,192,43,158,82,51,50,
1410,321,142,192,43,155,82,51,49,
1416,321,142,192,43,152,82,51,52,
1422,321,142,192,43,153,82,51,54,
1428,320,142,193,43,153,82,51,53,
1434,319,142,194,43,148,82,51,57,
1440,318,142,195,43,148,82,50,56,
1446,319,143,195,43,148,82,50,55,
1452,317,143,197,43,149,82,49,52,
1458,317,143,197,43,149,82,49,50,
