Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Pop Age 25+,F:M Ratio,Rep. Female
6,723,0,6,66,121,104,149,250,33,1.1017441860465116:1,219,
12,719,0,10,57,123,106,145,251,37,1.1023391812865497:1,220,
18,711,0,18,52,122,107,144,249,37,1.1097922848664687:1,218,
24,708,0,21,42,125,111,141,250,39,1.1134328358208956:1,217,
30,704,0,25,28,131,112,140,251,42,1.1204819277108433:1,217,
36,699,0,30,22,131,117,139,247,43,1.1117824773413898:1,213,
42,696,0,33,19,130,119,135,250,43,1.1219512195121952:1,214,
48,691,0,38,16,127,122,135,247,44,1.1196319018404908:1,214,
54,771,84,42,93,126,126,131,251,44,1.1239669421487604:1,217,
60,764,84,49,88,127,126,125,254,44,1.1222222222222222:1,216,
66,753,84,60,80,123,131,123,252,44,1.13314447592068:1,215,
72,746,84,67,75,121,132,122,252,44,1.1193181818181819:1,216,
78,743,84,70,74,116,134,122,254,43,1.1168091168091168:1,217,
84,738,84,75,72,111,138,120,254,43,1.1268011527377522:1,216,
90,733,84,80,70,106,142,118,255,42,1.1246376811594203:1,215,
96,726,84,87,70,96,148,115,253,44,1.1352941176470588:1,213,
102,722,84,91,70,91,149,113,255,44,1.1297935103244838:1,213,
108,716,84,97,70,87,149,111,255,44,1.137313432835821:1,211,
114,710,84,103,67,81,151,109,257,45,1.132132132132132:1,212,
120,706,84,107,65,77,152,112,253,47,1.1329305135951662:1,209,
126,768,150,111,69,134,150,112,253,50,1.1512605042016806:1,206,
132,764,150,115,67,132,150,111,253,51,1.152112676056338:1,206,
138,757,150,122,65,126,153,110,251,52,1.1628571428571428:1,203,
144,750,150,129,64,119,158,110,248,51,1.148997134670487:1,200,
150,746,150,133,64,113,161,110,248,50,1.1375358166189111:1,199,
156,741,150,138,63,107,165,108,246,52,1.1354466858789625:1,195,
162,737,150,142,61,104,167,101,251,53,1.136231884057971:1,195,
168,732,150,147,58,99,169,98,255,53,1.1341107871720117:1,195,
174,726,150,153,55,88,180,93,257,53,1.1352941176470588:1,195,
180,721,150,158,54,84,177,91,259,56,1.13946587537092:1,197,
186,716,150,163,54,78,180,89,259,56,1.137313432835821:1,197,
192,708,150,171,51,76,179,81,266,55,1.1261261261261262:1,198,
198,816,268,181,119,119,179,81,263,55,1.1473684210526316:1,196,
204,810,270,189,118,116,180,80,259,57,1.1542553191489362:1,194,
210,801,270,198,116,111,181,75,261,57,1.1766304347826086:1,195,
216,797,270,202,114,108,182,74,261,58,1.1716621253405994:1,194,
222,791,270,208,112,105,183,72,260,59,1.167123287671233:1,191,
228,785,270,214,110,105,182,71,258,59,1.1565934065934067:1,188,
234,772,270,227,108,103,180,71,250,60,1.1385041551246537:1,182,
240,768,270,231,106,103,179,69,251,60,1.1274238227146813:1,183,
246,763,270,236,104,102,177,67,252,61,1.1372549019607843:1,184,
252,755,270,244,100,102,175,67,251,60,1.1327683615819208:1,182,
258,752,270,247,100,101,171,68,251,61,1.1303116147308783:1,181,
264,750,270,249,99,101,168,69,253,60,1.1306818181818181:1,183,
270,815,342,256,76,136,226,69,249,59,1.1223958333333333:1,179,
276,804,342,267,71,137,226,68,243,59,1.110236220472441:1,174,
282,797,342,274,68,137,223,69,241,59,1.1196808510638299:1,174,
288,792,342,279,67,137,223,66,241,58,1.1176470588235294:1,174,
294,788,342,283,65,137,221,65,242,58,1.123989218328841:1,174,
300,785,342,286,65,137,215,68,241,59,1.1216216216216217:1,173,
306,783,342,288,65,137,211,72,237,61,1.1219512195121952:1,170,
312,781,342,290,65,137,205,76,236,62,1.1165311653116532:1,167,
318,778,342,293,64,137,199,80,235,63,1.1141304347826086:1,167,
324,771,342,300,64,137,196,80,232,62,1.1239669421487604:1,168,
330,764,342,307,63,137,190,83,228,63,1.1400560224089635:1,165,
336,756,342,315,60,136,186,84,231,59,1.141643059490085:1,166,
342,841,429,317,90,153,219,87,232,60,1.1077694235588973:1,167,
348,839,431,321,88,151,220,83,235,62,1.1080402010050252:1,168,
354,834,431,326,85,151,216,85,235,62,1.111392405063291:1,168,
360,828,431,332,85,151,210,88,232,62,1.1068702290076335:1,167,
366,824,431,336,84,151,205,90,232,62,1.1074168797953965:1,167,
372,822,431,338,83,151,202,90,233,63,1.1131105398457584:1,168,
378,817,431,343,81,151,193,99,231,62,1.122077922077922:1,168,
384,808,431,352,80,151,190,100,227,60,1.1263157894736842:1,166,
390,801,431,359,78,150,180,108,226,59,1.119047619047619:1,164,
396,795,431,365,73,150,177,111,225,59,1.12:1,163,
402,786,431,374,70,149,172,110,228,57,1.1243243243243244:1,165,
408,780,431,380,68,149,167,114,227,55,1.1311475409836065:1,164,
414,848,505,386,142,149,166,112,225,54,1.1253132832080202:1,162,
420,845,507,391,76,124,255,112,224,54,1.128463476070529:1,162,
426,836,507,400,74,124,250,115,220,53,1.1381074168797953:1,161,
432,831,507,405,73,124,241,121,219,53,1.1362467866323906:1,160,
438,828,507,408,71,124,238,123,219,53,1.134020618556701:1,159,
444,826,507,410,70,124,232,127,220,53,1.1343669250645996:1,159,
450,821,507,415,70,124,227,129,219,52,1.1436031331592689:1,157,
456,813,507,423,68,123,223,131,217,51,1.1394736842105264:1,155,
462,808,507,428,66,123,217,135,216,51,1.1263157894736842:1,153,
468,803,507,433,65,123,208,142,213,52,1.1356382978723405:1,152,
474,796,507,440,63,123,203,145,212,50,1.1283422459893049:1,150,
480,791,507,445,62,122,200,143,213,51,1.1320754716981132:1,152,
486,787,507,449,62,121,198,143,211,52,1.138586956521739:1,150,
492,862,583,450,77,124,251,146,212,52,1.1389578163771712:1,151,
498,859,583,453,76,124,247,149,210,53,1.14214463840399:1,150,
