Steps,Male 0-10,Male 10-20,Male 20-30,Male 30-40,Male 40-50,Male 50-60,Male 60-70,Male 70-80,Male 80-90,Male 90+,Female 0-10,Female 10-20,Female 20-30,Female 30-40,Female 40-50,Female 50-60,Female 60-70,Female 70-80,Female 80-90,Female 90+
6,33,47,49,45,41,28,37,22,4,0,28,46,19,17,30,23,29,22,10,3,
12,33,47,49,45,41,28,37,22,4,0,29,46,19,17,30,23,29,22,10,3,
18,33,47,49,45,41,28,37,22,4,0,29,46,19,17,30,23,29,22,10,3,
24,33,47,49,45,41,28,37,21,4,0,29,46,19,17,30,23,29,22,10,3,
30,33,47,49,45,41,28,37,21,4,0,29,46,19,17,30,23,29,22,10,3,
36,35,46,47,43,44,29,37,22,4,0,29,44,20,18,28,25,28,22,10,3,
42,35,46,47,43,44,29,37,21,4,0,30,44,20,18,28,25,28,21,9,3,
48,35,46,47,43,44,29,37,21,4,0,30,44,20,18,28,25,27,21,9,3,
54,35,46,47,43,44,29,37,21,4,0,31,44,20,18,28,25,27,21,9,3,
60,35,46,47,43,44,29,37,21,4,0,32,44,20,18,28,25,27,21,9,3,
66,35,46,47,43,44,29,37,21,4,0,32,44,20,18,28,25,27,21,9,3,
72,35,46,47,43,44,29,36,21,4,0,32,44,20,18,28,25,27,21,9,3,
78,34,45,46,41,46,32,34,23,4,0,32,44,20,19,25,25,29,21,10,3,
84,34,45,46,41,46,32,32,23,4,0,32,44,20,19,25,25,29,20,10,3,
90,34,45,46,41,46,32,32,23,4,0,32,44,20,19,25,25,29,20,10,3,
96,34,45,46,41,46,32,32,23,4,0,32,44,20,19,25,25,29,20,10,3,
102,34,45,46,41,46,32,32,22,4,0,32,44,20,19,25,25,29,20,10,3,
108,35,45,46,41,46,32,31,21,4,0,32,44,20,19,25,25,29,20,10,3,
114,33,42,48,38,51,30,33,19,6,0,32,38,23,20,27,24,28,22,10,3,
120,33,42,48,38,51,30,33,19,6,0,32,38,23,20,27,24,28,22,10,3,
