Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Pop Age 25+,F:M Ratio,Rep. Female
648,833,715,581,59,93,256,171,205,49,1.1195928753180662:1,136,
654,825,715,589,58,93,255,164,207,48,1.1208226221079691:1,135,
660,819,715,595,57,93,255,159,208,47,1.121761658031088:1,134,
666,815,715,599,57,93,255,154,211,45,1.1279373368146215:1,136,
672,813,715,601,57,93,254,152,211,46,1.1338582677165354:1,135,
678,803,715,611,56,93,252,150,208,44,1.129973474801061:1,134,
684,793,715,621,54,91,252,144,208,44,1.131720430107527:1,133,
690,787,715,627,54,91,252,141,205,44,1.138586956521739:1,130,
696,782,715,632,54,90,251,138,204,45,1.1424657534246576:1,128,
702,779,715,635,51,90,251,135,205,47,1.14010989010989:1,128,
708,826,766,639,51,91,220,206,212,46,1.1288659793814433:1,132,
714,824,768,643,51,92,216,209,212,44,1.1347150259067358:1,132,
720,817,768,650,50,92,215,205,212,43,1.133159268929504:1,133,
726,813,768,654,48,92,215,201,213,44,1.1282722513089005:1,135,
732,807,768,660,48,92,215,198,213,41,1.1236842105263158:1,134,
738,799,768,668,46,92,215,198,210,38,1.1193633952254642:1,132,
744,791,768,676,46,91,213,197,207,37,1.1149732620320856:1,130,
750,786,768,681,46,91,213,197,203,36,1.1185983827493262:1,127,
756,780,768,687,45,91,212,196,201,35,1.125340599455041:1,126,
762,773,768,694,43,90,210,196,200,34,1.1178082191780823:1,125,
768,769,768,698,42,90,210,196,198,33,1.1301939058171746:1,125,
774,764,768,703,42,90,209,195,195,33,1.1400560224089635:1,125,
780,820,829,708,65,91,245,194,193,32,1.1578947368421053:1,125,
786,818,830,711,62,92,191,188,254,31,1.164021164021164:1,164,
792,812,830,717,61,91,190,188,251,31,1.1653333333333333:1,163,
798,808,830,721,61,91,189,188,248,31,1.1720430107526882:1,162,
804,805,830,724,60,91,188,187,247,32,1.1756756756756757:1,161,
810,802,830,727,60,91,188,187,245,31,1.1734417344173442:1,160,
816,798,830,731,58,91,187,187,243,32,1.1743869209809263:1,158,
822,794,830,735,58,90,187,186,241,32,1.1634877384196185:1,156,
828,790,830,739,58,90,187,186,238,31,1.1643835616438356:1,155,
834,786,830,743,56,90,187,186,236,31,1.1593406593406594:1,154,
840,781,830,748,54,90,187,186,233,31,1.1456043956043955:1,151,
846,774,830,755,53,90,186,185,229,31,1.1440443213296398:1,149,
852,821,885,763,107,89,185,184,226,30,1.1380208333333333:1,149,
858,824,891,766,61,94,174,192,274,29,1.1291989664082687:1,175,
864,821,891,769,61,94,174,191,273,28,1.1324675324675324:1,174,
870,817,891,773,59,94,174,190,272,28,1.122077922077922:1,173,
876,811,891,779,59,94,174,189,267,28,1.1342105263157896:1,170,
882,805,891,785,57,94,173,189,265,27,1.1409574468085106:1,169,
888,796,891,794,57,94,171,187,258,29,1.1283422459893049:1,164,
894,791,891,799,57,94,170,187,256,27,1.1320754716981132:1,164,
900,787,891,803,55,94,169,187,255,27,1.132791327913279:1,163,
906,779,891,811,54,94,168,186,251,26,1.14010989010989:1,160,
912,775,891,815,54,93,168,184,249,27,1.1408839779005524:1,159,
918,771,891,819,54,93,168,184,245,27,1.1476323119777159:1,156,
924,767,891,823,54,92,168,184,242,27,1.1424581005586592:1,154,
930,840,972,831,80,105,170,149,309,27,1.1105527638190955:1,194,
936,833,972,838,76,103,168,150,309,27,1.1195928753180662:1,194,
942,827,972,844,73,103,168,150,305,28,1.1205128205128205:1,192,
948,819,972,852,70,103,168,149,302,27,1.1108247422680413:1,189,
954,813,972,858,69,103,168,148,300,25,1.1171875:1,189,
960,810,972,861,69,103,166,148,299,25,1.1204188481675392:1,189,
966,806,972,865,68,103,166,148,297,24,1.1210526315789473:1,188,
972,798,972,873,66,103,166,148,292,23,1.122340425531915:1,185,
978,788,972,883,63,102,166,147,287,23,1.1355013550135502:1,183,
984,782,972,889,62,102,166,147,284,21,1.1307901907356948:1,181,
990,776,972,895,60,102,165,147,281,21,1.143646408839779:1,179,
996,773,972,898,58,102,165,147,281,20,1.1353591160220995:1,179,
1002,854,1060,905,86,109,170,144,325,20,1.1403508771929824:1,198,
1008,848,1060,911,86,109,170,141,321,21,1.1468354430379746:1,196,
1014,845,1060,914,86,109,169,141,319,21,1.1446700507614214:1,195,
1020,838,1060,921,86,109,168,141,313,21,1.143222506393862:1,191,
1026,833,1060,926,84,109,168,141,310,21,1.1304347826086956:1,188,
1032,830,1060,929,83,109,168,141,308,21,1.1282051282051282:1,187,
1038,826,1060,933,82,109,168,141,304,22,1.1233933161953729:1,184,
1044,820,1060,939,80,109,167,141,301,22,1.1354166666666667:1,184,
1050,814,1060,945,80,109,167,141,294,23,1.136482939632546:1,180,
1056,807,1060,952,78,109,167,141,289,23,1.152:1,180,
1062,802,1060,957,76,109,167,141,287,22,1.1501340482573728:1,180,
1068,798,1060,961,74,109,166,141,285,23,1.1451612903225807:1,178,
1074,881,1151,969,93,129,179,123,335,22,1.1331719128329298:1,204,
1080,875,1153,977,90,130,178,126,330,21,1.1341463414634145:1,202,
1086,864,1153,988,89,129,178,126,321,21,1.1386138613861385:1,197,
1092,858,1153,994,87,128,177,126,319,21,1.139650872817955:1,195,
1098,855,1153,997,86,128,177,126,318,20,1.1428571428571428:1,195,
1104,851,1153,1001,83,128,177,126,317,20,1.1328320802005012:1,194,
1110,843,1153,1009,82,127,174,126,315,19,1.1450381679389312:1,192,
1116,840,1153,1012,81,127,174,126,314,18,1.1483375959079285:1,192,
1122,831,1153,1021,77,126,174,125,311,18,1.1417525773195876:1,190,
1128,825,1153,1027,77,126,174,125,304,19,1.1428571428571428:1,186,
1134,820,1153,1032,76,126,174,124,301,19,1.1354166666666667:1,183,
1140,814,1153,1038,74,126,174,124,297,19,1.1253263707571801:1,180,
1146,898,1240,1041,91,143,189,128,327,20,1.1179245283018868:1,189,
1152,899,1247,1047,92,145,188,123,331,20,1.1103286384976525:1,191,
1158,888,1247,1058,87,145,186,123,327,20,1.1092636579572446:1,190,
1164,876,1247,1070,85,145,184,122,320,20,1.110843373493976:1,187,
1170,870,1247,1076,85,145,183,122,315,20,1.1116504854368932:1,184,
1176,869,1247,1077,85,145,183,122,314,20,1.1143552311435523:1,184,
1182,862,1247,1084,84,145,183,120,310,20,1.1075794621026895:1,180,
1188,857,1247,1089,81,145,183,120,308,20,1.1056511056511056:1,179,
1194,854,1247,1092,81,145,183,120,305,20,1.103448275862069:1,177,
1200,849,1247,1097,77,145,183,120,304,20,1.1172069825436408:1,177,
1206,844,1247,1102,76,145,183,120,300,20,1.11:1,174,
1212,842,1247,1104,74,145,183,120,300,20,1.1155778894472361:1,174,
1218,926,1338,1111,122,138,230,119,298,19,1.1238532110091743:1,173,
1224,924,1341,1116,93,147,214,112,339,19,1.1290322580645162:1,192,
1230,916,1341,1124,92,147,214,111,334,18,1.130232558139535:1,190,
1236,904,1341,1136,89,147,212,111,326,19,1.1220657276995305:1,184,
1242,898,1341,1142,88,146,211,111,324,18,1.1179245283018868:1,184,
1248,892,1341,1148,88,145,210,111,320,18,1.1187648456057007:1,181,
1254,886,1341,1154,85,145,210,111,317,18,1.1145584725536992:1,178,
1260,880,1341,1160,83,145,209,111,314,18,1.1103117505995204:1,177,
1266,874,1341,1166,83,144,208,111,310,18,1.106024096385542:1,175,
1272,871,1341,1169,83,144,207,111,308,18,1.1140776699029127:1,175,
1278,864,1341,1176,80,143,207,111,305,18,1.1280788177339902:1,175,
1284,858,1341,1182,78,143,206,110,303,18,1.1343283582089552:1,175,
1290,902,1390,1187,127,143,206,109,299,18,1.1374407582938388:1,172,
1296,933,1424,1190,83,150,230,121,331,18,1.1350114416475972:1,185,
1302,930,1424,1193,82,150,230,121,329,18,1.1379310344827587:1,184,
1308,925,1424,1198,82,150,229,121,325,18,1.131336405529954:1,180,
1314,917,1424,1206,78,150,228,121,321,19,1.1276102088167053:1,177,
1320,912,1424,1211,78,150,227,121,317,19,1.1258741258741258:1,175,
1326,909,1424,1214,76,150,227,121,316,19,1.1238317757009346:1,174,
1332,905,1424,1218,74,150,227,121,313,20,1.124413145539906:1,173,
1338,896,1424,1227,71,149,226,121,309,20,1.1282660332541568:1,171,
1344,889,1424,1234,69,149,226,121,304,20,1.1370192307692308:1,169,
1350,876,1424,1247,68,149,224,121,298,16,1.1365853658536584:1,166,
1356,870,1424,1253,68,145,224,121,295,17,1.1428571428571428:1,165,
1362,865,1424,1258,66,145,224,121,291,18,1.141089108910891:1,163,
1368,948,1514,1265,89,143,249,128,319,20,1.135135135135135:1,182,
1374,941,1514,1272,88,143,247,129,314,20,1.143507972665148:1,180,
1380,935,1514,1278,84,143,247,128,313,20,1.1494252873563218:1,179,
1386,928,1514,1285,83,143,246,128,309,19,1.1382488479262673:1,175,
1392,926,1514,1287,83,143,246,128,306,20,1.138568129330254:1,174,
1398,913,1514,1300,79,142,245,125,302,20,1.1282051282051282:1,171,
1404,906,1514,1307,78,141,243,125,298,21,1.1217798594847774:1,168,
1410,903,1514,1310,78,141,242,124,298,20,1.1147540983606556:1,168,
1416,896,1514,1317,76,141,242,122,295,20,1.1032863849765258:1,166,
1422,892,1514,1321,75,141,242,122,291,21,1.113744075829384:1,165,
1428,884,1514,1329,74,141,240,121,287,21,1.1047619047619048:1,162,
1434,877,1514,1336,72,141,240,121,282,21,1.1132530120481927:1,160,
1440,945,1590,1344,76,138,266,135,310,20,1.109375:1,175,
1446,938,1590,1351,73,137,266,134,307,21,1.126984126984127:1,175,
1452,931,1590,1358,72,137,264,133,305,20,1.135321100917431:1,175,
1458,925,1590,1364,70,137,264,132,302,20,1.131336405529954:1,173,
