Steps,Male 0-10,Male 10-20,Male 20-30,Male 30-40,Male 40-50,Male 50-60,Male 60-70,Male 70-80,Male 80-90,Male 90+,Female 0-10,Female 10-20,Female 20-30,Female 30-40,Female 40-50,Female 50-60,Female 60-70,Female 70-80,Female 80-90,Female 90+
6,34,47,49,45,41,28,36,23,4,0,27,46,19,17,30,23,29,22,10,3,
12,34,47,49,45,41,28,36,23,4,0,27,46,19,17,30,23,29,22,9,3,
18,34,47,49,45,41,28,36,23,3,0,27,46,19,17,30,23,29,22,9,3,
24,34,47,49,45,41,28,36,21,3,0,27,46,19,17,30,23,29,22,9,2,
30,34,47,49,45,41,28,36,21,3,0,27,46,19,17,30,23,29,22,9,2,
36,34,46,47,43,44,29,36,22,3,0,27,44,20,18,28,25,29,22,9,2,
42,35,46,47,43,44,29,36,22,3,0,27,44,20,18,28,25,29,22,9,2,
48,35,46,47,43,44,29,36,22,3,0,28,44,20,18,28,25,29,22,9,2,
54,35,46,47,43,44,29,36,22,2,0,28,44,20,18,28,25,29,22,9,2,
60,35,46,47,43,44,29,36,21,2,0,28,44,20,18,28,25,29,22,9,2,
66,35,46,47,43,44,29,36,21,2,0,28,44,20,18,28,25,29,22,9,2,
72,35,46,47,43,44,29,36,21,2,0,28,44,20,18,28,25,29,22,9,2,
78,34,45,46,41,46,32,34,21,4,0,26,44,20,19,25,25,31,23,9,2,
84,35,45,46,41,46,32,34,21,4,0,26,44,20,19,25,25,31,23,9,2,
90,36,45,46,41,46,32,34,21,4,0,26,44,20,19,25,25,31,23,9,2,
96,36,45,46,41,46,32,34,21,4,0,26,44,20,19,25,25,31,22,9,2,
102,36,45,46,41,46,32,34,21,4,0,26,44,20,19,25,25,31,22,9,2,
108,36,45,46,41,46,32,34,21,4,0,26,44,20,19,25,25,31,22,9,2,
114,34,42,48,38,51,30,35,21,6,0,26,38,23,20,27,24,30,24,8,2,
120,35,42,48,38,51,30,35,21,6,0,26,38,23,20,27,24,30,24,8,2,
126,35,42,48,38,51,30,35,21,6,0,27,38,23,20,27,24,29,24,8,2,
132,35,42,48,38,51,30,35,21,6,0,27,38,23,20,27,24,29,24,8,2,
138,35,42,48,38,51,30,35,21,6,0,27,38,23,20,27,24,29,23,8,2,
144,35,42,48,38,51,30,35,21,6,0,28,38,23,20,27,24,28,23,8,2,
150,35,38,45,40,55,30,34,22,7,0,26,38,25,19,24,28,28,22,9,2,
156,35,38,45,40,55,30,34,22,7,0,26,38,25,19,24,28,28,22,9,2,
162,36,38,45,40,55,30,34,22,7,0,26,38,25,19,24,28,28,22,8,2,
168,36,38,45,40,55,30,33,22,7,0,26,38,25,19,24,28,27,22,7,2,
174,36,38,45,40,55,30,33,22,7,0,26,38,25,19,24,28,26,22,7,2,
180,36,38,45,40,55,30,33,22,6,0,26,38,25,19,24,28,26,21,7,2,
186,35,31,47,46,50,35,28,26,6,0,25,36,28,18,23,28,27,20,9,2,
192,35,31,47,46,50,35,27,26,6,0,25,36,28,18,23,28,27,20,9,2,
198,35,31,47,46,50,35,27,25,6,0,25,36,28,18,23,28,27,19,9,2,
204,35,31,47,46,50,35,27,25,6,0,25,36,28,18,23,28,27,19,9,2,
210,35,31,47,46,50,35,27,25,6,0,25,36,28,18,23,28,27,19,9,2,
216,35,31,47,46,50,35,26,25,6,0,25,36,28,18,23,28,27,18,8,2,
222,35,30,42,46,51,39,23,29,6,0,24,34,31,16,22,29,27,20,8,2,
228,35,30,42,46,51,39,23,29,5,0,24,34,31,16,22,29,27,20,8,2,
234,35,30,42,46,51,39,23,29,5,0,24,34,31,16,22,29,26,19,8,2,
240,35,30,42,46,51,39,23,29,5,0,24,34,31,16,22,29,26,19,8,2,
246,36,30,42,46,51,39,23,28,5,0,24,34,31,16,22,29,26,19,8,2,
252,37,30,42,46,51,39,23,28,5,0,25,34,31,16,22,29,26,19,8,2,
