Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Pop Age 25+,F:M Ratio,Rep. Female
6,664,0,8,73,114,105,118,232,22,1.0305810397553516:1,197,
12,660,0,12,58,127,103,117,232,23,1.0307692307692307:1,196,
18,656,0,16,53,127,103,117,233,23,1.0372670807453417:1,196,
24,653,0,19,50,123,106,115,233,26,1.040625:1,194,
30,650,0,22,43,120,115,111,233,28,1.03125:1,192,
36,646,0,26,36,124,116,109,233,28,1.025078369905956:1,190,
42,642,0,30,27,130,118,107,231,29,1.0316455696202531:1,189,
48,636,0,36,22,129,121,108,227,29,1.0319488817891374:1,186,
54,700,69,41,82,133,123,106,225,31,1.0:1,182,
60,694,69,47,78,128,127,104,227,30,1.0115942028985507:1,181,
66,689,69,52,74,126,130,105,223,31,1.0205278592375366:1,180,
72,686,69,55,66,130,133,104,221,32,1.0235988200589972:1,178,
78,678,69,63,63,123,138,101,219,34,1.0421686746987953:1,175,
84,671,69,70,62,119,139,102,215,34,1.045731707317073:1,170,
90,667,69,74,61,115,142,98,215,36,1.0523076923076924:1,167,
96,665,69,76,60,110,145,95,218,37,1.0524691358024691:1,171,
102,662,69,79,59,108,144,93,221,37,1.0559006211180124:1,174,
108,657,69,84,59,104,144,94,218,38,1.0660377358490567:1,171,
114,650,69,91,58,101,140,99,215,37,1.0766773162939298:1,169,
120,644,69,97,57,96,138,102,216,35,1.0909090909090908:1,171,
126,696,126,102,57,148,139,102,216,34,1.0963855421686748:1,170,
132,692,126,106,57,142,140,97,222,34,1.096969696969697:1,173,
138,688,126,110,55,138,144,93,222,36,1.084848484848485:1,174,
144,685,126,113,54,132,148,92,222,37,1.0884146341463414:1,172,
150,684,126,114,54,127,151,92,222,38,1.0853658536585367:1,171,
156,678,126,120,51,112,163,88,227,37,1.0797546012269938:1,174,
162,674,126,124,51,104,170,87,226,36,1.073846153846154:1,172,
168,670,126,128,50,100,171,85,229,35,1.0679012345679013:1,174,
174,667,126,131,50,97,172,85,227,36,1.065015479876161:1,172,
180,666,126,132,49,91,175,86,229,36,1.061919504643963:1,172,
186,661,126,137,47,81,181,87,228,37,1.0591900311526479:1,171,
192,652,126,146,46,76,183,85,225,37,1.050314465408805:1,167,
198,746,224,150,98,111,189,84,227,37,1.0494505494505495:1,170,
204,743,224,153,97,109,189,83,227,38,1.0524861878453038:1,172,
210,740,224,156,96,108,190,75,233,38,1.0498614958448753:1,174,
216,736,224,160,95,105,192,74,231,39,1.0558659217877095:1,172,
222,728,224,168,94,99,192,75,230,38,1.0681818181818181:1,170,
228,724,224,172,91,99,189,77,227,41,1.0626780626780628:1,166,
234,718,224,178,90,99,186,74,229,40,1.069164265129683:1,169,
240,712,224,184,89,99,182,76,226,40,1.069767441860465:1,165,
246,701,224,195,85,97,181,74,224,40,1.0801186943620178:1,163,
252,692,224,204,82,97,178,76,218,41,1.1033434650455927:1,162,
258,690,224,206,82,97,175,76,218,42,1.0972644376899696:1,161,
264,686,224,210,81,96,174,75,217,43,1.0978593272171253:1,160,
270,739,283,216,61,124,224,71,217,42,1.0994318181818181:1,158,
276,736,287,223,59,124,223,71,217,42,1.1088825214899714:1,158,
282,733,287,226,57,124,222,69,217,44,1.1123919308357348:1,157,
288,729,287,230,57,123,222,69,214,44,1.119186046511628:1,155,
294,723,287,236,54,123,220,70,213,43,1.1264705882352941:1,154,
300,720,287,239,54,123,214,74,211,44,1.1238938053097345:1,152,
306,715,287,244,54,122,210,75,207,47,1.1343283582089552:1,151,
312,703,287,256,51,122,207,75,202,46,1.1174698795180722:1,147,
318,699,287,260,48,122,199,81,202,47,1.1181818181818182:1,146,
324,695,287,264,47,121,191,86,204,46,1.1253822629969419:1,146,
330,693,287,266,47,121,189,84,206,46,1.1323076923076922:1,148,
336,686,287,273,46,121,184,81,210,44,1.1238390092879258:1,150,
342,766,371,277,88,122,218,83,211,44,1.1218836565096952:1,148,
348,765,376,283,85,124,213,87,209,47,1.1309192200557103:1,147,
354,761,376,287,84,124,207,90,209,47,1.1316526610644257:1,148,
360,754,376,294,81,124,204,91,208,46,1.1359773371104815:1,147,
366,750,376,298,80,123,201,92,207,47,1.1428571428571428:1,146,
372,748,376,300,79,123,196,95,206,49,1.1371428571428572:1,144,
378,744,376,304,77,123,191,98,205,50,1.144092219020173:1,143,
384,739,376,309,76,123,184,103,202,51,1.1358381502890174:1,140,
