Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Pop Age 25+,F:M Ratio,Rep. Female
6,703,0,6,65,105,102,138,264,29,0.9103260869565217:1,235,
12,698,0,11,59,108,101,133,267,30,0.907103825136612:1,235,
18,693,0,16,53,107,104,129,266,34,0.9090909090909091:1,231,
24,690,0,19,47,109,107,127,266,34,0.9166666666666666:1,232,
30,684,0,25,41,110,109,122,269,33,0.9052924791086351:1,232,
36,677,0,32,37,105,115,115,270,35,0.901685393258427:1,231,
42,675,0,34,34,104,117,112,271,37,0.9014084507042254:1,231,
48,670,0,39,28,105,118,106,275,38,0.8873239436619719:1,231,
54,748,84,45,109,101,121,108,271,38,0.9328165374677002:1,227,
60,747,84,46,104,104,120,107,271,41,0.9352331606217616:1,225,
66,738,84,55,97,104,122,100,274,41,0.9319371727748691:1,226,
72,731,84,62,80,110,128,98,272,43,0.9287598944591029:1,222,
78,727,84,66,76,108,131,91,277,44,0.9232804232804233:1,225,
84,724,84,69,74,105,132,87,282,44,0.9204244031830239:1,227,
90,716,84,77,74,102,131,89,277,43,0.9247311827956989:1,222,
96,713,84,80,73,97,134,88,278,43,0.921832884097035:1,221,
102,701,84,92,69,91,134,86,277,44,0.9153005464480874:1,220,
108,695,84,98,68,87,135,85,274,46,0.925207756232687:1,219,
114,689,84,104,66,81,139,77,279,47,0.9192200557103064:1,223,
120,683,84,110,65,77,142,76,276,47,0.923943661971831:1,221,
126,760,166,115,84,135,142,76,274,49,0.9338422391857506:1,222,
132,753,166,122,80,130,144,77,274,48,0.9307692307692308:1,220,
138,748,166,127,79,128,144,77,271,49,0.9378238341968912:1,218,
144,743,166,132,77,124,145,75,274,48,0.9399477806788512:1,220,
150,739,166,136,77,120,145,76,274,47,0.9396325459317585:1,220,
156,731,166,144,75,114,148,76,269,49,0.9493333333333334:1,214,
162,725,166,150,72,110,150,76,268,49,0.9436997319034852:1,211,
168,720,166,155,71,104,156,74,265,50,0.9459459459459459:1,207,
174,714,166,161,69,100,156,72,265,52,0.9508196721311475:1,205,
180,712,166,163,68,95,159,68,271,51,0.9560439560439561:1,209,
186,708,166,167,65,93,160,64,275,51,0.9504132231404959:1,211,
192,701,166,174,62,88,162,66,271,52,0.9472222222222222:1,207,
198,811,283,181,119,141,166,61,272,52,0.9636803874092009:1,207,
204,805,284,188,115,142,165,57,272,54,0.9634146341463414:1,205,
210,798,284,195,113,136,168,59,269,53,0.9606879606879607:1,203,
216,792,284,201,111,125,177,60,264,55,0.9603960396039604:1,198,
222,788,284,205,109,124,176,62,260,57,0.9601990049751243:1,195,
228,780,284,213,106,124,172,61,260,57,0.9597989949748744:1,194,
234,775,284,218,105,124,168,63,257,58,0.9620253164556962:1,193,
240,768,284,225,105,123,166,64,247,63,0.9641943734015346:1,186,
246,757,284,236,99,121,164,62,247,64,0.961139896373057:1,185,
252,751,284,242,96,120,161,65,245,64,0.9608355091383812:1,183,
258,748,284,245,96,119,160,65,244,64,0.963254593175853:1,183,
264,744,284,249,95,117,157,67,244,64,0.9578947368421052:1,183,
270,822,366,253,85,152,211,65,245,64,0.9524940617577197:1,184,
276,815,369,263,82,148,210,67,242,66,0.963855421686747:1,184,
282,809,369,269,80,148,208,66,242,65,0.9635922330097088:1,184,
288,805,369,273,80,147,206,67,239,66,0.9682151589242054:1,182,
294,797,369,281,77,147,203,67,236,67,0.9630541871921182:1,178,
300,786,369,292,75,146,197,70,231,67,0.9699248120300752:1,175,
306,781,369,297,73,146,191,73,232,66,0.9722222222222222:1,176,
312,778,369,300,71,146,189,72,234,66,0.9696202531645569:1,176,
