,,,,,,,,,,,,,,,,,,,,,,Steps,,,,,,,,,,,,,,,,,,,,
222,37,42,48,38,51,30,35,21,8,0,31,38,23,20,27,24,29,25,11,3,,,,,,,,,,,,,,,,,,,,,,
222,37,42,48,38,51,30,35,23,8,0,32,38,23,20,27,24,29,25,11,3,,,,,,,,,,,,,,,,,,,,,,
222,41,40,47,38,51,30,36,23,8,0,33,38,22,20,27,24,29,25,11,3,,,,,,,,,,,,,,,,,,,,,,
222,44,42,48,38,51,30,36,23,8,0,33,38,23,20,27,24,27,24,11,2,,,,,,,,,,,,,,,,,,,,,,
222,35,42,48,38,51,30,34,24,8,0,31,38,23,20,27,24,27,23,11,3,,,,,,,,,,,,,,,,,,,,,,
222,38,42,48,38,51,30,34,23,8,0,30,38,23,20,27,24,29,23,9,3,,,,,,,,,,,,,,,,,,,,,,
222,38,42,48,38,51,30,33,24,8,0,30,38,22,19,27,24,27,24,11,3,,,,,,,,,,,,,,,,,,,,,,
222,32,42,47,38,51,30,34,23,8,0,33,38,23,20,27,24,28,23,10,3,,,,,,,,,,,,,,,,,,,,,,
222,34,42,48,38,51,30,32,24,6,0,38,38,23,20,27,24,30,24,10,2,,,,,,,,,,,,,,,,,,,,,,
222,32,42,47,38,51,30,34,23,7,0,29,38,23,20,27,24,28,24,11,3,,,,,,,,,,,,,,,,,,,,,,
222,33,42,48,38,51,28,34,24,8,0,31,38,23,20,27,24,30,23,10,3,,,,,,,,,,,,,,,,,,,,,,
222,37,41,48,38,50,30,35,23,8,0,37,38,23,20,27,24,27,24,11,3,,,,,,,,,,,,,,,,,,,,,,
222,38,41,48,38,51,30,36,23,8,0,30,38,23,20,27,23,28,25,10,3,,,,,,,,,,,,,,,,,,,,,,
222,35,42,48,38,51,30,33,24,8,0,28,38,22,20,27,24,26,21,10,3,,,,,,,,,,,,,,,,,,,,,,
222,33,42,48,38,51,30,35,21,7,0,25,38,23,20,27,24,27,22,11,3,,,,,,,,,,,,,,,,,,,,,,
222,36,42,48,38,51,30,35,23,8,0,31,38,23,20,27,24,28,23,11,3,,,,,,,,,,,,,,,,,,,,,,
222,42,42,48,38,51,30,34,22,7,0,33,38,23,20,27,24,28,23,11,3,,,,,,,,,,,,,,,,,,,,,,
222,32,42,48,38,51,30,30,22,7,0,34,38,23,20,27,24,29,25,11,3,,,,,,,,,,,,,,,,,,,,,,
222,39,40,48,38,51,30,35,24,7,0,31,38,23,20,27,24,30,24,11,3,,,,,,,,,,,,,,,,,,,,,,
222,41,41,48,38,51,30,33,21,8,0,27,38,21,20,27,24,30,25,11,3,,,,,,,,,,,,,,,,,,,,,,
222,41,42,48,38,51,30,34,23,8,0,30,38,23,20,27,23,26,22,9,3,,,,,,,,,,,,,,,,,,,,,,
222,36,41,48,38,51,30,35,21,7,0,30,37,23,20,27,24,28,25,11,3,,,,,,,,,,,,,,,,,,,,,,
222,38,42,47,38,51,30,34,22,7,0,30,38,22,20,27,24,30,25,10,3,,,,,,,,,,,,,,,,,,,,,,
222,35,42,48,38,51,30,34,23,8,0,33,38,23,20,27,24,30,24,10,3,,,,,,,,,,,,,,,,,,,,,,
222,35,42,48,38,51,30,35,23,8,0,28,38,22,20,27,24,30,24,11,3,,,,,,,,,,,,,,,,,,,,,,
222,35,42,48,38,51,30,34,23,8,0,28,38,23,20,27,24,28,23,10,3,,,,,,,,,,,,,,,,,,,,,,
228,36,42,48,38,51,30,35,22,6,0,29,38,23,20,27,24,29,24,10,3,,,,,,,,,,,,,,,,,,,,,,
228,32,42,47,38,51,30,31,23,8,0,29,38,23,20,27,23,28,24,11,3,,,,,,,,,,,,,,,,,,,,,,
228,36,42,48,38,51,30,35,22,7,0,31,38,23,20,27,24,29,23,10,3,,,,,,,,,,,,,,,,,,,,,,
228,32,42,48,38,51,30,35,23,7,0,30,38,22,20,27,24,29,23,11,3,,,,,,,,,,,,,,,,,,,,,,
228,37,42,48,38,51,30,35,20,8,0,31,38,23,20,27,24,29,25,11,3,,,,,,,,,,,,,,,,,,,,,,
228,37,42,48,38,51,30,35,23,8,0,32,38,23,20,27,24,29,25,11,3,,,,,,,,,,,,,,,,,,,,,,
228,42,40,47,38,51,30,36,22,8,0,33,38,22,20,27,24,29,25,11,3,,,,,,,,,,,,,,,,,,,,,,
228,44,42,48,38,51,30,36,23,8,0,34,38,23,20,27,24,27,24,11,2,,,,,,,,,,,,,,,,,,,,,,
228,37,42,48,38,51,30,34,24,8,0,31,38,23,20,27,24,27,23,11,3,,,,,,,,,,,,,,,,,,,,,,
228,38,42,48,38,51,30,34,23,8,0,31,38,23,20,27,24,29,23,9,3,,,,,,,,,,,,,,,,,,,,,,
228,38,42,48,38,51,30,33,24,8,0,30,38,22,19,27,24,27,24,11,3,,,,,,,,,,,,,,,,,,,,,,
228,32,42,47,38,51,30,34,23,8,0,33,38,23,20,27,24,28,23,10,3,,,,,,,,,,,,,,,,,,,,,,
228,35,42,48,38,51,30,32,24,6,0,41,38,23,20,27,24,30,24,10,2,,,,,,,,,,,,,,,,,,,,,,
228,32,42,47,38,51,30,34,23,7,0,29,38,23,20,27,24,28,24,11,3,,,,,,,,,,,,,,,,,,,,,,
228,33,42,48,38,51,28,34,24,8,0,31,38,23,20,27,24,30,23,10,3,,,,,,,,,,,,,,,,,,,,,,
228,38,41,48,38,50,30,35,23,8,0,37,38,23,20,27,24,27,24,11,3,,,,,,,,,,,,,,,,,,,,,,
228,38,41,48,38,51,30,36,22,8,0,30,38,23,20,27,23,28,25,10,3,,,,,,,,,,,,,,,,,,,,,,
228,35,42,48,38,51,30,33,24,8,0,28,38,22,20,27,24,26,21,10,3,,,,,,,,,,,,,,,,,,,,,,
228,33,42,48,38,51,30,35,21,7,0,25,38,23,20,27,24,27,22,11,3,,,,,,,,,,,,,,,,,,,,,,
228,36,42,48,38,51,30,35,23,8,0,32,38,23,20,27,24,28,23,11,3,,,,,,,,,,,,,,,,,,,,,,
228,42,42,48,38,51,30,34,22,7,0,33,38,23,20,27,24,28,23,11,3,,,,,,,,,,,,,,,,,,,,,,
228,33,42,48,38,51,30,30,22,7,0,34,38,23,20,27,24,29,25,11,3,,,,,,,,,,,,,,,,,,,,,,
228,40,40,48,38,51,30,35,24,7,0,32,38,23,20,27,24,30,24,11,3,,,,,,,,,,,,,,,,,,,,,,
228,41,41,48,38,51,30,33,21,8,0,27,38,21,20,27,24,30,25,11,3,,,,,,,,,,,,,,,,,,,,,,
228,41,42,48,38,51,30,34,23,8,0,30,38,23,20,27,23,26,22,9,3,,,,,,,,,,,,,,,,,,,,,,
228,36,41,48,38,51,30,35,21,7,0,30,37,23,20,27,24,28,25,11,3,,,,,,,,,,,,,,,,,,,,,,
228,38,42,47,38,51,30,34,22,7,0,30,38,22,20,27,24,30,24,10,3,,,,,,,,,,,,,,,,,,,,,,
228,35,42,48,38,51,30,34,23,8,0,33,38,23,20,27,24,30,24,10,3,,,,,,,,,,,,,,,,,,,,,,
228,36,42,48,38,51,30,35,23,8,0,28,38,22,20,27,24,30,24,11,3,,,,,,,,,,,,,,,,,,,,,,
228,35,42,48,38,51,30,34,23,8,0,29,38,23,20,27,24,28,23,10,3,,,,,,,,,,,,,,,,,,,,,,
234,36,42,48,38,51,30,35,22,6,0,29,38,23,20,27,24,29,24,10,3,,,,,,,,,,,,,,,,,,,,,,
234,33,42,47,38,51,30,31,23,8,0,29,38,23,20,27,23,28,24,11,3,,,,,,,,,,,,,,,,,,,,,,
234,36,42,48,38,51,30,35,22,7,0,31,38,23,20,27,24,29,22,10,3,,,,,,,,,,,,,,,,,,,,,,
234,33,42,48,38,51,30,35,23,7,0,30,38,22,20,27,24,28,23,11,3,,,,,,,,,,,,,,,,,,,,,,
234,37,42,48,38,51,30,35,20,8,0,31,38,23,20,27,24,29,25,11,3,,,,,,,,,,,,,,,,,,,,,,
234,37,42,48,38,51,30,35,23,8,0,32,38,23,20,27,24,29,25,11,3,,,,,,,,,,,,,,,,,,,,,,
234,42,40,47,38,51,30,36,22,8,0,33,38,22,20,27,24,29,25,11,3,,,,,,,,,,,,,,,,,,,,,,
234,44,42,48,38,51,30,36,23,8,0,34,38,23,20,27,24,27,24,11,2,,,,,,,,,,,,,,,,,,,,,,
234,38,42,48,38,51,30,34,24,8,0,31,38,23,20,27,24,27,23,11,3,,,,,,,,,,,,,,,,,,,,,,
234,38,42,48,38,51,30,34,23,8,0,32,38,23,20,27,24,29,23,9,3,,,,,,,,,,,,,,,,,,,,,,
234,39,42,48,38,51,30,33,24,8,0,30,38,22,19,27,24,27,24,11,3,,,,,,,,,,,,,,,,,,,,,,
234,32,42,47,38,51,30,34,23,8,0,33,38,23,20,27,24,28,23,10,3,,,,,,,,,,,,,,,,,,,,,,
234,36,42,48,38,51,30,32,24,6,0,41,38,23,20,27,24,30,24,10,2,,,,,,,,,,,,,,,,,,,,,,
234,33,42,47,38,51,30,34,23,7,0,29,38,23,20,27,24,28,24,11,3,,,,,,,,,,,,,,,,,,,,,,
234,34,42,48,38,51,28,34,24,8,0,31,38,23,20,27,24,30,23,10,3,,,,,,,,,,,,,,,,,,,,,,
234,38,41,48,38,50,30,35,23,8,0,37,38,23,20,27,24,27,24,11,3,,,,,,,,,,,,,,,,,,,,,,
234,38,41,48,38,51,30,36,22,8,0,30,38,23,20,27,23,28,25,10,3,,,,,,,,,,,,,,,,,,,,,,
234,35,42,48,38,51,30,33,24,8,0,28,38,22,20,27,24,26,21,10,3,,,,,,,,,,,,,,,,,,,,,,
234,35,42,48,38,51,30,35,21,7,0,25,38,23,20,27,24,27,22,11,3,,,,,,,,,,,,,,,,,,,,,,
234,37,42,48,38,51,30,35,23,8,0,33,38,23,20,27,24,28,23,11,3,,,,,,,,,,,,,,,,,,,,,,
234,42,42,48,38,51,30,34,22,7,0,33,38,23,20,27,24,28,23,11,3,,,,,,,,,,,,,,,,,,,,,,
234,33,42,48,38,51,30,30,22,7,0,35,38,23,20,27,24,29,25,11,3,,,,,,,,,,,,,,,,,,,,,,
234,40,40,48,38,51,30,35,24,7,0,32,38,23,20,27,24,30,23,11,3,,,,,,,,,,,,,,,,,,,,,,
234,41,41,48,38,51,30,33,21,8,0,27,38,21,20,27,24,30,25,11,3,,,,,,,,,,,,,,,,,,,,,,
234,41,42,48,38,51,30,34,23,8,0,31,38,23,20,27,23,26,22,9,3,,,,,,,,,,,,,,,,,,,,,,
234,36,41,48,38,51,30,35,21,7,0,30,37,23,20,27,24,28,25,11,3,,,,,,,,,,,,,,,,,,,,,,
234,38,42,47,38,51,30,34,22,7,0,30,38,22,20,27,24,30,24,10,3,,,,,,,,,,,,,,,,,,,,,,
234,35,42,48,38,51,30,34,23,8,0,34,38,23,20,27,24,30,24,10,3,,,,,,,,,,,,,,,,,,,,,,
234,36,42,48,38,51,30,35,23,8,0,28,38,22,20,27,24,30,24,10,3,,,,,,,,,,,,,,,,,,,,,,
234,35,42,48,38,51,30,34,23,8,0,30,38,23,20,27,24,28,23,10,3,,,,,,,,,,,,,,,,,,,,,,
240,37,42,48,38,51,30,35,22,6,0,30,38,23,20,27,24,29,24,10,3,,,,,,,,,,,,,,,,,,,,,,
240,33,42,47,38,51,30,31,23,8,0,29,38,23,20,27,23,28,24,11,3,,,,,,,,,,,,,,,,,,,,,,
240,36,42,48,38,51,30,35,22,7,0,31,38,23,20,27,24,29,22,10,3,,,,,,,,,,,,,,,,,,,,,,
240,33,42,48,38,51,30,35,23,7,0,31,38,22,20,27,24,27,23,11,3,,,,,,,,,,,,,,,,,,,,,,
240,37,42,48,38,51,30,35,20,8,0,31,38,23,20,27,24,29,25,11,3,,,,,,,,,,,,,,,,,,,,,,
240,37,42,48,38,51,30,35,23,8,0,33,38,23,20,27,24,29,25,11,3,,,,,,,,,,,,,,,,,,,,,,
240,42,40,47,38,51,30,36,22,8,0,33,38,22,20,27,24,29,25,11,3,,,,,,,,,,,,,,,,,,,,,,
240,45,42,48,38,51,30,36,23,8,0,35,38,23,20,27,24,27,24,11,2,,,,,,,,,,,,,,,,,,,,,,
240,38,42,48,38,51,30,34,24,8,0,31,38,23,20,27,24,27,23,11,3,,,,,,,,,,,,,,,,,,,,,,
240,38,42,48,38,51,30,34,23,8,0,33,38,23,20,27,24,29,23,9,3,,,,,,,,,,,,,,,,,,,,,,
240,39,42,48,38,51,30,33,24,8,0,31,38,22,19,27,24,26,24,11,3,,,,,,,,,,,,,,,,,,,,,,
240,32,42,47,38,51,30,34,23,8,0,33,38,23,20,27,24,28,23,10,3,,,,,,,,,,,,,,,,,,,,,,
240,37,42,48,38,51,30,32,24,6,0,41,38,23,20,27,24,30,24,10,2,,,,,,,,,,,,,,,,,,,,,,
240,33,42,47,38,51,30,33,23,7,0,29,38,23,20,27,24,28,24,11,3,,,,,,,,,,,,,,,,,,,,,,
240,35,42,48,38,51,28,34,24,8,0,31,38,23,20,27,24,30,23,10,3,,,,,,,,,,,,,,,,,,,,,,
240,38,41,48,38,50,30,35,23,8,0,38,38,23,20,27,24,27,24,11,3,,,,,,,,,,,,,,,,,,,,,,
240,38,41,48,38,51,30,36,22,8,0,32,38,23,20,27,23,28,25,10,3,,,,,,,,,,,,,,,,,,,,,,
240,35,42,48,38,51,30,33,24,8,0,28,38,22,20,27,24,25,21,10,3,,,,,,,,,,,,,,,,,,,,,,
240,35,42,48,38,51,30,35,21,7,0,25,38,23,20,27,24,27,22,11,3,,,,,,,,,,,,,,,,,,,,,,
240,37,42,48,38,51,30,35,22,8,0,34,38,23,20,27,24,28,23,11,3,,,,,,,,,,,,,,,,,,,,,,
240,43,42,48,38,51,30,34,22,7,0,33,38,23,20,27,24,28,23,11,3,,,,,,,,,,,,,,,,,,,,,,
240,34,41,48,38,51,30,30,22,7,0,35,38,23,20,27,24,29,25,11,3,,,,,,,,,,,,,,,,,,,,,,
240,40,40,48,38,51,30,35,24,7,0,32,38,23,20,27,24,30,23,11,3,,,,,,,,,,,,,,,,,,,,,,
240,41,41,48,38,51,30,33,21,8,0,27,38,21,20,27,24,30,25,11,3,,,,,,,,,,,,,,,,,,,,,,
240,41,42,48,38,51,30,34,23,8,0,31,38,23,20,27,23,26,22,9,3,,,,,,,,,,,,,,,,,,,,,,
240,37,41,48,38,51,30,35,21,7,0,31,37,23,20,27,24,28,25,11,3,,,,,,,,,,,,,,,,,,,,,,
240,38,42,47,38,51,30,34,22,7,0,30,38,22,20,27,24,29,24,10,3,,,,,,,,,,,,,,,,,,,,,,
240,35,42,48,38,51,30,34,23,8,0,35,38,23,20,27,24,30,24,10,3,,,,,,,,,,,,,,,,,,,,,,
240,36,42,48,38,51,30,35,23,8,0,29,38,22,20,27,24,30,24,10,3,,,,,,,,,,,,,,,,,,,,,,
240,35,42,48,38,51,30,34,23,8,0,31,38,23,20,27,24,28,23,10,3,,,,,,,,,,,,,,,,,,,,,,
246,37,42,48,38,51,30,35,22,6,0,30,38,23,20,27,24,29,24,10,3,,,,,,,,,,,,,,,,,,,,,,
246,34,42,47,38,51,30,31,23,8,0,29,38,23,20,27,23,28,24,11,3,,,,,,,,,,,,,,,,,,,,,,
246,36,42,48,38,51,30,35,22,7,0,31,38,23,20,27,24,29,22,10,3,,,,,,,,,,,,,,,,,,,,,,
246,33,42,48,38,51,30,35,23,7,0,31,38,22,20,27,24,27,23,11,3,,,,,,,,,,,,,,,,,,,,,,
246,37,41,48,38,51,30,35,20,8,0,31,38,23,20,27,24,29,25,11,3,,,,,,,,,,,,,,,,,,,,,,
246,37,42,48,38,51,30,35,23,8,0,34,38,23,20,27,24,29,25,11,3,,,,,,,,,,,,,,,,,,,,,,
246,42,40,47,38,51,30,36,22,8,0,33,38,22,20,27,24,29,25,11,3,,,,,,,,,,,,,,,,,,,,,,
246,45,42,48,38,51,30,36,23,8,0,35,38,23,20,27,24,27,24,11,2,,,,,,,,,,,,,,,,,,,,,,
246,38,42,48,38,51,30,34,24,8,0,31,38,23,20,27,24,27,23,11,3,,,,,,,,,,,,,,,,,,,,,,
246,39,42,48,38,51,30,34,23,8,0,33,38,23,20,27,24,29,23,9,3,,,,,,,,,,,,,,,,,,,,,,
246,39,42,48,38,51,30,33,24,8,0,31,38,22,19,27,24,26,24,11,3,,,,,,,,,,,,,,,,,,,,,,
246,32,42,47,38,51,30,34,23,8,0,34,38,23,20,27,24,28,23,10,3,,,,,,,,,,,,,,,,,,,,,,
246,37,42,48,38,51,30,32,24,6,0,42,38,23,20,27,24,30,24,10,2,,,,,,,,,,,,,,,,,,,,,,
246,33,42,47,38,51,30,33,22,7,0,29,38,23,20,27,24,28,24,11,3,,,,,,,,,,,,,,,,,,,,,,
246,35,42,48,38,51,28,34,24,8,0,31,38,23,20,27,24,30,23,10,3,,,,,,,,,,,,,,,,,,,,,,
246,38,41,48,38,50,30,35,23,8,0,38,38,23,20,27,24,27,24,11,3,,,,,,,,,,,,,,,,,,,,,,
246,38,41,48,38,51,30,36,22,8,0,32,38,23,20,27,23,28,25,10,3,,,,,,,,,,,,,,,,,,,,,,
246,35,42,48,38,51,30,33,24,8,0,28,38,22,20,27,24,25,21,9,3,,,,,,,,,,,,,,,,,,,,,,
246,35,42,48,38,51,30,35,21,7,0,27,38,23,20,27,24,27,22,11,3,,,,,,,,,,,,,,,,,,,,,,
246,38,42,48,38,51,30,35,22,8,0,34,38,23,20,27,24,28,23,11,3,,,,,,,,,,,,,,,,,,,,,,
246,43,42,48,38,51,30,34,22,7,0,34,38,23,20,27,24,28,23,11,3,,,,,,,,,,,,,,,,,,,,,,
246,34,41,48,38,51,30,30,22,7,0,35,38,23,20,27,24,29,25,11,3,,,,,,,,,,,,,,,,,,,,,,
246,41,40,48,38,51,30,35,24,7,0,33,38,23,20,27,24,30,23,11,3,,,,,,,,,,,,,,,,,,,,,,
246,41,41,48,38,51,30,33,21,8,0,29,38,21,20,27,24,30,25,11,3,,,,,,,,,,,,,,,,,,,,,,
246,42,42,48,38,51,30,34,23,8,0,31,38,23,20,27,23,26,22,9,3,,,,,,,,,,,,,,,,,,,,,,
246,37,41,48,38,51,30,35,21,7,0,32,37,23,20,27,24,28,25,11,3,,,,,,,,,,,,,,,,,,,,,,
246,38,42,47,38,51,30,34,22,7,0,30,38,22,20,27,24,29,24,10,3,,,,,,,,,,,,,,,,,,,,,,
246,35,42,48,38,51,30,34,23,8,0,35,38,23,20,27,24,30,24,10,3,,,,,,,,,,,,,,,,,,,,,,
246,37,42,48,38,51,30,35,23,8,0,29,38,22,20,27,24,30,24,10,3,,,,,,,,,,,,,,,,,,,,,,
246,36,42,48,38,51,30,34,23,8,0,31,38,23,20,27,24,28,23,10,3,,,,,,,,,,,,,,,,,,,,,,
252,37,42,48,38,51,30,35,22,6,0,30,38,23,20,27,24,29,24,10,3,,,,,,,,,,,,,,,,,,,,,,
252,35,42,47,38,51,30,31,23,8,0,29,38,23,20,27,23,28,24,11,3,,,,,,,,,,,,,,,,,,,,,,
252,36,42,48,38,51,30,35,22,7,0,32,38,23,20,27,24,29,22,10,3,,,,,,,,,,,,,,,,,,,,,,
252,33,42,48,38,51,30,34,23,7,0,32,38,22,20,27,24,27,23,11,3,,,,,,,,,,,,,,,,,,,,,,
252,37,41,48,38,51,30,35,20,8,0,31,38,23,20,27,24,28,25,11,3,,,,,,,,,,,,,,,,,,,,,,
252,37,42,48,38,51,30,35,23,8,0,35,38,23,20,27,24,29,25,11,3,,,,,,,,,,,,,,,,,,,,,,
252,43,40,47,38,51,30,36,22,8,0,33,38,22,20,27,24,29,25,11,3,,,,,,,,,,,,,,,,,,,,,,
252,45,42,48,38,51,30,36,23,8,0,36,38,23,20,27,24,27,24,11,2,,,,,,,,,,,,,,,,,,,,,,
252,39,42,48,38,51,30,34,24,8,0,32,38,23,20,27,24,27,23,11,3,,,,,,,,,,,,,,,,,,,,,,
252,39,42,48,38,51,30,34,23,8,0,33,38,23,20,27,24,29,23,9,3,,,,,,,,,,,,,,,,,,,,,,
252,39,42,48,38,51,30,33,24,8,0,31,38,22,19,27,24,26,24,11,3,,,,,,,,,,,,,,,,,,,,,,
252,32,42,47,38,51,30,34,23,8,0,34,38,23,20,27,24,28,23,10,3,,,,,,,,,,,,,,,,,,,,,,
252,37,42,48,38,51,30,32,24,6,0,43,38,23,20,27,24,30,24,10,2,,,,,,,,,,,,,,,,,,,,,,
252,33,42,47,38,51,30,33,22,7,0,30,38,23,20,27,24,28,24,11,3,,,,,,,,,,,,,,,,,,,,,,
252,35,42,48,38,51,28,34,24,8,0,31,38,23,20,27,24,30,23,10,3,,,,,,,,,,,,,,,,,,,,,,
252,39,41,48,38,50,30,35,23,8,0,39,38,23,20,27,24,27,24,11,3,,,,,,,,,,,,,,,,,,,,,,
252,38,41,48,38,51,30,36,22,8,0,32,38,23,20,27,23,28,25,10,3,,,,,,,,,,,,,,,,,,,,,,
252,35,42,48,38,51,30,33,24,8,0,28,38,22,20,27,24,25,21,9,3,,,,,,,,,,,,,,,,,,,,,,
252,35,42,48,38,51,30,34,21,7,0,27,38,23,20,27,24,27,22,11,3,,,,,,,,,,,,,,,,,,,,,,
252,38,42,48,38,51,30,35,22,8,0,34,38,23,20,27,24,28,23,11,3,,,,,,,,,,,,,,,,,,,,,,
252,43,42,48,38,51,30,34,22,7,0,34,38,23,20,27,24,28,23,11,3,,,,,,,,,,,,,,,,,,,,,,
252,34,41,48,38,51,30,30,22,7,0,35,38,23,20,27,24,29,25,11,3,,,,,,,,,,,,,,,,,,,,,,
252,43,40,48,38,51,30,35,24,7,0,33,38,23,20,27,24,30,23,11,3,,,,,,,,,,,,,,,,,,,,,,
252,41,41,48,38,51,30,33,21,8,0,29,38,21,20,27,24,30,25,11,3,,,,,,,,,,,,,,,,,,,,,,
252,42,42,48,38,51,30,34,23,8,0,31,38,23,20,27,23,26,22,9,3,,,,,,,,,,,,,,,,,,,,,,
252,37,41,48,38,51,30,35,21,7,0,32,37,23,20,27,24,28,25,11,3,,,,,,,,,,,,,,,,,,,,,,
252,38,42,47,38,51,30,34,22,7,0,30,38,22,20,27,24,29,24,10,3,,,,,,,,,,,,,,,,,,,,,,
252,35,42,48,38,51,30,34,23,8,0,35,38,23,20,27,24,30,24,10,3,,,,,,,,,,,,,,,,,,,,,,
252,37,42,48,38,51,30,35,23,8,0,29,38,22,20,27,24,30,24,10,3,,,,,,,,,,,,,,,,,,,,,,
252,36,42,48,38,51,30,34,23,8,0,31,38,23,20,27,24,28,23,10,3,,,,,,,,,,,,,,,,,,,,,,
258,37,42,48,38,51,30,35,22,6,0,31,38,23,20,27,24,29,24,10,3,,,,,,,,,,,,,,,,,,,,,,
258,35,42,47,38,51,30,31,23,8,0,29,38,23,20,27,23,28,24,11,3,,,,,,,,,,,,,,,,,,,,,,
258,36,42,48,38,51,30,35,22,7,0,33,38,23,20,27,24,29,22,10,3,,,,,,,,,,,,,,,,,,,,,,
258,33,42,48,38,51,30,34,23,7,0,32,38,22,20,27,24,27,23,10,3,,,,,,,,,,,,,,,,,,,,,,
258,38,41,48,38,51,30,35,20,8,0,32,38,23,20,27,24,28,25,11,3,,,,,,,,,,,,,,,,,,,,,,
258,37,42,48,38,51,30,35,23,8,0,35,38,23,20,27,24,29,25,11,3,,,,,,,,,,,,,,,,,,,,,,
258,45,40,47,38,51,30,36,22,8,0,33,38,22,20,27,24,29,25,11,3,,,,,,,,,,,,,,,,,,,,,,
258,45,42,48,38,51,30,34,23,8,0,37,38,23,20,27,24,26,24,11,2,,,,,,,,,,,,,,,,,,,,,,
258,39,42,48,38,51,30,34,24,8,0,33,38,23,20,27,24,27,23,11,3,,,,,,,,,,,,,,,,,,,,,,
258,39,42,48,38,51,30,34,23,8,0,33,38,23,20,27,24,29,23,9,3,,,,,,,,,,,,,,,,,,,,,,
258,39,42,48,38,51,30,33,24,8,0,33,38,22,19,27,24,26,24,11,3,,,,,,,,,,,,,,,,,,,,,,
258,33,42,47,38,51,30,34,23,8,0,34,38,23,20,27,24,28,23,10,3,,,,,,,,,,,,,,,,,,,,,,
258,37,42,48,38,51,30,32,24,6,0,45,38,23,20,27,24,30,24,10,2,,,,,,,,,,,,,,,,,,,,,,
258,33,42,47,38,51,30,33,22,7,0,30,38,23,20,27,24,28,24,11,3,,,,,,,,,,,,,,,,,,,,,,
258,36,42,48,38,51,28,34,24,8,0,32,38,23,20,27,24,30,23,10,3,,,,,,,,,,,,,,,,,,,,,,
258,39,41,48,38,50,30,35,23,8,0,39,38,23,20,27,24,27,24,11,3,,,,,,,,,,,,,,,,,,,,,,
258,38,41,48,38,51,30,36,22,8,0,33,38,23,20,27,23,28,25,10,3,,,,,,,,,,,,,,,,,,,,,,
258,36,42,48,38,51,30,33,24,8,0,28,38,22,20,27,24,25,21,9,3,,,,,,,,,,,,,,,,,,,,,,
258,36,42,48,38,51,30,34,21,7,0,27,38,23,20,27,24,27,22,11,3,,,,,,,,,,,,,,,,,,,,,,
258,38,42,48,38,51,30,35,22,8,0,35,38,23,20,27,24,28,23,11,3,,,,,,,,,,,,,,,,,,,,,,
258,43,42,48,38,51,30,34,22,7,0,34,38,23,20,27,24,28,23,11,3,,,,,,,,,,,,,,,,,,,,,,
258,34,41,48,38,51,30,30,22,7,0,35,38,23,20,27,24,29,25,11,3,,,,,,,,,,,,,,,,,,,,,,
258,44,40,48,38,51,30,35,24,7,0,33,38,23,20,27,24,30,23,11,3,,,,,,,,,,,,,,,,,,,,,,
258,41,41,48,38,51,30,33,21,8,0,30,38,21,20,27,24,30,25,11,3,,,,,,,,,,,,,,,,,,,,,,
258,42,42,48,38,51,30,34,23,8,0,32,38,23,20,27,23,26,22,9,3,,,,,,,,,,,,,,,,,,,,,,
258,38,41,48,38,51,30,35,21,7,0,32,37,23,20,27,24,28,25,11,3,,,,,,,,,,,,,,,,,,,,,,
258,38,42,47,38,51,30,34,22,7,0,30,38,22,20,27,24,29,24,10,3,,,,,,,,,,,,,,,,,,,,,,
258,35,42,48,38,51,30,34,23,8,0,35,38,23,20,27,24,30,24,10,3,,,,,,,,,,,,,,,,,,,,,,
258,37,42,48,38,51,30,35,23,8,0,29,38,22,20,27,24,30,24,10,3,,,,,,,,,,,,,,,,,,,,,,
258,36,42,48,38,51,30,34,23,8,0,31,38,23,20,27,24,28,23,10,3,,,,,,,,,,,,,,,,,,,,,,
264,37,42,48,38,51,30,35,22,6,0,31,38,23,20,27,24,29,24,10,3,,,,,,,,,,,,,,,,,,,,,,
264,35,42,47,38,51,30,31,23,8,0,30,38,23,20,27,23,28,24,11,3,,,,,,,,,,,,,,,,,,,,,,
264,38,42,48,38,51,30,35,22,7,0,33,38,23,20,27,24,29,22,10,3,,,,,,,,,,,,,,,,,,,,,,
264,33,42,48,38,51,30,34,23,7,0,33,38,22,20,27,24,27,23,10,3,,,,,,,,,,,,,,,,,,,,,,
264,38,41,48,38,51,30,35,20,8,0,32,38,23,20,27,24,28,25,11,3,,,,,,,,,,,,,,,,,,,,,,
264,37,42,48,38,51,30,35,23,8,0,35,38,23,20,27,24,29,25,11,3,,,,,,,,,,,,,,,,,,,,,,
264,45,40,47,38,51,30,36,22,8,0,34,38,22,20,27,24,29,25,11,3,,,,,,,,,,,,,,,,,,,,,,
264,45,42,48,38,51,30,33,23,8,0,37,38,23,20,27,24,26,24,11,2,,,,,,,,,,,,,,,,,,,,,,
264,40,42,48,38,51,30,33,24,8,0,33,38,23,20,27,24,26,23,11,3,,,,,,,,,,,,,,,,,,,,,,
264,39,42,48,38,51,30,34,23,8,0,33,38,23,20,27,24,29,23,9,3,,,,,,,,,,,,,,,,,,,,,,
264,39,42,48,38,51,30,33,24,8,0,33,38,22,19,27,24,26,24,11,3,,,,,,,,,,,,,,,,,,,,,,
264,33,42,47,38,51,30,34,23,7,0,34,38,23,20,27,24,28,23,10,3,,,,,,,,,,,,,,,,,,,,,,
