Steps,Male 0-10,Male 10-20,Male 20-30,Male 30-40,Male 40-50,Male 50-60,Male 60-70,Male 70-80,Male 80-90,Male 90+,Female 0-10,Female 10-20,Female 20-30,Female 30-40,Female 40-50,Female 50-60,Female 60-70,Female 70-80,Female 80-90,Female 90+
6,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,28,22,10,3,
12,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,28,22,10,3,
18,33,47,49,45,41,28,36,23,4,0,26,46,19,17,30,23,28,22,10,3,
24,33,47,49,45,41,28,36,23,4,0,26,46,19,17,30,23,28,22,10,3,
30,33,47,49,45,41,28,36,23,4,0,26,46,19,17,30,23,28,22,10,3,
36,33,47,49,45,41,28,36,23,4,0,26,46,19,17,30,23,28,22,9,3,
42,33,47,49,45,41,28,36,23,4,0,26,46,19,17,30,23,28,22,9,3,
48,33,47,49,45,41,28,36,23,4,0,26,46,19,17,30,23,28,22,9,3,
54,33,47,49,45,41,28,36,23,4,0,26,46,19,17,30,23,28,22,9,3,
60,33,47,49,45,41,28,36,23,4,0,26,46,19,17,30,23,28,22,9,3,
66,33,47,49,45,41,28,36,23,4,0,26,46,19,17,30,23,28,22,9,3,
72,33,47,49,45,41,28,36,23,4,0,27,46,19,17,30,23,28,22,9,3,
78,33,46,47,43,44,29,36,24,4,0,27,44,20,18,28,25,28,22,9,3,
84,33,46,47,43,44,29,35,23,4,0,28,44,20,18,28,25,28,22,9,3,
90,33,46,47,43,44,29,35,23,4,0,28,44,20,18,28,25,28,22,9,3,
96,33,46,47,43,44,29,35,23,4,0,28,44,20,18,28,25,28,22,9,3,
102,33,46,47,43,44,29,35,23,4,0,28,44,20,18,28,25,28,22,9,3,
108,33,46,47,43,44,29,35,23,4,0,28,44,20,18,28,25,28,22,9,3,
114,33,46,47,43,44,29,35,23,4,0,28,44,20,18,28,25,28,22,9,3,
120,33,46,47,43,44,29,35,23,4,0,28,44,20,18,28,25,28,22,9,3,
126,33,46,47,43,44,29,35,23,4,0,28,44,20,18,28,25,27,22,9,3,
132,33,46,47,43,44,29,35,23,4,0,28,44,20,18,28,25,27,22,9,3,
138,34,46,47,43,44,29,35,23,4,0,28,44,20,18,28,25,27,22,9,3,
144,34,46,47,43,44,29,35,23,4,0,28,44,20,18,28,25,27,22,9,3,
150,33,45,46,41,46,32,34,22,6,0,27,44,20,19,25,25,29,23,10,3,
156,33,45,46,41,46,32,34,22,6,0,27,44,20,19,25,25,29,23,10,3,
162,33,45,46,41,46,32,34,22,6,0,28,44,20,19,25,25,29,23,10,3,
168,33,45,46,41,46,32,34,22,6,0,28,44,20,19,25,25,29,23,10,3,
174,33,45,46,41,46,32,34,22,6,0,28,44,20,19,25,25,29,23,10,3,
180,33,45,46,41,46,32,34,22,6,0,29,44,20,19,25,25,29,23,10,3,
186,34,45,46,41,46,32,32,22,6,0,29,44,20,19,25,25,29,23,10,3,
192,34,45,46,41,46,32,32,22,6,0,29,44,20,19,25,25,29,23,10,3,
198,34,45,46,41,46,32,32,22,6,0,30,44,20,19,25,25,29,23,10,3,
204,35,45,46,41,46,32,32,22,6,0,30,44,20,19,25,25,29,23,10,3,
210,35,45,46,41,46,32,32,22,6,0,30,44,20,19,25,25,29,23,10,3,
216,35,45,46,41,46,32,32,22,6,0,30,44,20,19,25,25,29,23,10,3,
222,33,42,48,38,51,30,33,22,8,0,30,38,23,20,27,24,28,24,10,3,
228,33,42,48,38,51,30,33,22,8,0,30,38,23,20,27,24,28,24,10,3,
234,36,42,48,38,51,30,32,22,8,0,30,38,23,20,27,24,28,24,10,3,
240,36,42,48,38,51,30,32,21,8,0,30,38,23,20,27,24,28,23,10,3,
246,36,42,48,38,51,30,32,21,8,0,30,38,23,20,27,24,28,23,10,3,
252,36,42,48,38,51,30,32,21,8,0,30,38,23,20,27,24,28,23,10,3,
258,36,42,48,38,51,30,32,21,8,0,30,38,23,20,27,24,28,23,10,3,
264,36,42,48,38,51,30,32,21,8,0,30,38,23,20,27,24,28,23,10,3,
270,36,42,48,38,51,30,32,21,8,0,30,38,23,20,27,24,28,22,10,3,
276,36,42,48,38,51,30,32,20,8,0,30,38,23,20,27,24,28,22,10,3,
282,36,42,48,38,51,30,32,20,8,0,32,38,23,20,27,24,28,22,10,2,
288,36,42,48,37,51,30,32,20,8,0,33,38,23,20,27,24,28,22,10,2,
294,36,38,45,39,55,30,31,21,9,0,32,38,25,19,24,28,28,20,12,2,
300,36,38,45,39,55,30,31,21,9,0,32,38,25,19,24,28,28,20,12,2,
306,37,38,45,39,55,30,31,21,9,0,32,38,25,19,24,28,28,20,12,2,
312,37,38,45,39,55,30,31,21,9,0,32,38,25,19,24,28,28,20,11,2,
318,37,38,45,39,55,30,31,21,9,0,32,38,25,19,24,28,28,20,10,2,
324,37,38,45,39,55,30,31,21,9,0,32,38,25,19,24,28,28,20,10,2,
330,37,38,45,39,55,30,31,21,9,0,33,38,25,19,24,28,28,20,10,2,
336,37,38,45,39,55,30,31,21,9,0,33,38,25,19,24,28,28,20,10,2,
342,37,38,45,39,55,30,31,21,9,0,33,38,25,19,24,28,28,20,10,2,
348,37,38,45,39,55,30,31,21,9,0,33,38,25,19,24,28,28,20,10,2,
354,37,38,45,39,55,30,31,21,9,0,34,38,25,19,24,28,28,20,10,2,
360,37,38,45,39,55,30,31,21,9,0,35,38,25,19,24,28,28,20,10,2,
366,36,31,47,45,50,35,26,25,9,1,34,36,28,18,23,28,29,20,11,2,
372,36,31,47,45,50,35,26,25,9,1,34,36,28,18,23,28,28,20,11,2,
378,36,31,47,45,50,35,26,25,9,1,34,36,28,18,23,28,28,20,11,2,
384,36,30,47,45,50,35,26,25,9,1,34,36,28,18,23,28,28,20,11,2,
390,37,30,47,45,50,35,26,25,9,1,34,36,28,18,23,28,28,20,11,2,
396,37,30,47,45,50,35,26,25,9,1,35,36,28,18,23,28,28,20,11,2,
402,37,30,47,45,50,35,26,25,9,1,35,36,28,18,23,28,28,20,11,2,
408,37,30,47,45,50,35,26,25,9,1,35,36,28,18,23,28,28,20,11,2,
414,37,30,47,45,50,35,25,25,9,1,36,36,28,18,23,28,28,20,11,2,
