Steps,Male 0-10,Male 10-20,Male 20-30,Male 30-40,Male 40-50,Male 50-60,Male 60-70,Male 70-80,Male 80-90,Male 90+,Female 0-10,Female 10-20,Female 20-30,Female 30-40,Female 40-50,Female 50-60,Female 60-70,Female 70-80,Female 80-90,Female 90+
6,33,47,49,45,41,28,37,23,3,0,26,46,19,17,30,23,29,22,10,3,
12,33,47,49,45,41,28,37,23,3,0,26,46,19,17,30,23,29,22,10,3,
18,33,47,49,45,41,28,37,23,3,0,26,46,19,17,30,23,29,22,10,3,
24,33,47,49,45,41,28,37,23,3,0,26,46,19,17,30,23,29,22,10,3,
30,33,47,49,45,41,28,37,23,3,0,26,46,19,17,30,23,29,22,10,3,
36,33,47,49,45,41,28,37,23,3,0,26,46,19,17,30,23,29,22,10,3,
42,33,47,49,45,41,28,37,23,3,0,26,46,19,17,30,23,29,22,10,3,
48,33,47,49,45,41,28,37,23,3,0,26,46,19,17,30,23,29,22,10,3,
54,33,47,49,45,41,28,37,23,3,0,26,46,19,17,30,23,29,22,10,3,
60,34,47,49,45,41,28,37,23,3,0,26,46,19,17,30,23,29,22,10,3,
66,34,46,49,45,41,28,37,23,3,0,26,46,19,17,30,23,29,22,10,3,
72,34,46,49,45,41,28,36,22,3,0,26,46,19,17,30,23,29,22,10,3,
78,34,45,47,43,44,29,36,23,3,0,26,44,20,18,28,25,29,22,10,3,
84,34,45,47,43,44,29,36,23,3,0,26,44,20,18,28,25,29,22,10,3,
90,34,45,47,43,44,29,36,23,3,0,26,44,20,18,28,25,29,22,10,3,
96,34,45,47,43,44,29,36,23,3,0,26,44,20,18,28,25,29,22,9,3,
102,35,45,47,43,44,29,36,23,3,0,26,44,20,18,28,25,29,22,9,3,
108,35,45,47,43,44,29,36,23,3,0,26,44,20,18,28,25,29,22,9,3,
114,35,45,47,43,44,29,36,23,3,0,26,44,20,18,28,25,29,22,9,3,
120,35,45,47,43,44,29,36,23,3,0,26,44,20,18,28,25,29,22,9,3,
126,35,45,47,43,44,29,36,23,3,0,26,44,20,18,28,25,29,22,9,3,
132,37,45,47,43,44,29,36,23,3,0,26,44,20,18,28,25,29,22,9,3,
138,37,45,47,43,44,29,36,23,3,0,26,44,20,18,28,25,29,22,9,3,
144,37,45,47,43,44,29,36,23,3,0,26,43,20,18,28,25,29,22,9,3,
150,36,44,46,41,46,32,34,23,5,0,26,43,20,19,25,25,31,23,10,3,
156,36,44,46,41,46,32,34,23,5,0,27,43,20,19,25,25,31,23,10,3,
162,36,44,46,41,46,32,34,23,5,0,27,42,20,19,25,25,31,22,10,3,
168,36,44,46,41,46,32,34,23,5,0,27,42,20,19,25,25,31,22,10,3,
174,36,44,46,41,46,32,33,23,5,0,27,42,20,19,25,25,31,22,10,3,
180,37,44,46,41,46,32,33,23,5,0,27,42,20,19,25,25,31,22,10,3,
186,38,44,46,41,46,32,33,23,5,0,27,42,20,19,25,25,31,22,10,3,
192,38,44,46,41,46,32,33,23,5,0,27,42,20,19,25,25,31,22,9,3,
198,38,44,46,41,46,32,33,23,5,0,27,42,20,19,25,25,31,22,9,3,
204,38,44,46,41,46,32,33,23,5,0,28,42,20,19,25,25,30,22,9,3,
210,39,44,46,41,46,32,33,23,5,0,28,42,20,19,25,25,30,22,9,3,
216,39,44,46,41,46,32,33,23,5,0,30,42,20,19,25,25,30,22,9,3,
222,37,42,47,38,51,30,34,23,7,0,30,38,21,20,27,24,29,24,9,3,
228,38,41,47,38,51,30,34,23,7,0,31,38,21,20,27,24,29,24,9,3,
234,39,41,47,38,51,30,34,23,7,0,31,38,21,20,27,24,29,24,9,3,
240,40,41,47,38,51,30,34,23,7,0,32,38,21,20,27,24,29,24,9,3,
246,40,41,47,38,51,30,34,23,7,0,34,38,21,20,27,24,28,24,9,3,
252,41,41,47,38,51,30,34,23,7,0,35,38,21,20,27,24,28,24,9,3,
258,41,41,47,38,51,30,34,23,7,0,37,38,21,20,27,24,28,24,9,3,
264,41,41,47,38,51,30,34,23,7,0,38,38,21,20,27,24,28,24,9,3,
270,41,41,47,38,51,30,34,23,6,0,39,38,21,20,27,24,28,24,9,3,
276,42,41,47,38,51,30,34,23,6,0,39,38,21,20,27,24,28,24,9,3,
282,42,41,47,38,51,30,34,23,6,0,40,38,21,20,27,24,28,24,9,3,
288,42,41,47,38,51,30,34,23,6,0,40,38,21,20,27,24,28,24,9,3,
294,43,38,43,40,55,30,33,23,8,0,38,38,23,19,24,28,28,22,11,3,
300,43,38,43,40,55,30,33,23,8,0,38,38,23,19,24,28,28,22,11,3,
306,43,38,43,40,55,30,33,23,8,0,39,38,23,19,24,28,28,22,11,3,
312,43,38,43,40,55,30,33,23,8,0,40,38,23,19,24,28,28,22,11,3,
318,43,38,43,40,55,30,33,23,8,0,40,38,23,19,24,28,28,22,11,3,
324,43,38,43,40,55,30,33,23,8,0,40,38,23,19,24,28,28,22,11,3,
330,44,38,43,40,55,30,33,23,8,0,41,38,23,19,24,28,28,22,11,3,
336,45,38,43,40,55,30,33,22,8,0,41,38,23,19,24,28,28,22,11,3,
342,45,38,43,40,55,30,33,22,8,0,41,38,23,19,24,28,28,22,11,3,
348,45,38,43,40,55,30,31,21,8,0,41,38,23,19,24,28,28,22,11,3,
354,45,38,43,40,55,30,31,21,8,0,42,38,23,19,24,28,28,22,11,3,
360,47,38,43,40,55,30,31,21,8,0,42,38,23,19,24,28,28,22,11,3,
366,46,31,45,46,50,35,26,25,9,0,41,36,26,18,23,28,29,21,13,3,
372,46,31,45,46,50,35,26,25,9,0,41,36,26,18,23,28,29,21,13,3,
378,46,31,45,46,50,35,26,25,9,0,41,36,26,18,23,28,29,21,13,3,
384,46,31,45,46,50,35,26,25,9,0,41,36,26,18,23,28,28,21,13,3,
390,46,31,45,46,50,35,26,24,9,0,41,36,26,18,23,28,28,21,13,3,
396,47,31,45,46,50,35,26,24,9,0,42,36,26,18,23,28,28,21,13,3,
402,47,31,45,46,50,35,26,24,9,0,42,36,26,18,23,28,28,21,13,3,
408,47,31,45,46,50,35,26,24,8,0,42,36,26,18,23,28,28,21,13,3,
414,47,31,45,46,50,35,26,24,8,0,42,36,26,18,23,28,28,21,13,3,
420,48,31,45,46,50,35,26,24,8,0,43,36,26,18,23,28,28,21,13,3,
426,48,31,45,46,50,35,26,24,8,0,43,36,26,18,23,28,28,21,13,3,
432,48,31,45,46,50,35,26,24,8,0,43,36,26,18,23,28,28,21,13,3,
438,48,30,40,46,51,39,22,29,8,0,42,34,29,16,22,29,28,23,13,3,
444,48,30,40,46,51,39,22,29,8,0,42,34,29,16,22,29,27,23,13,3,
450,48,30,40,46,51,39,22,29,8,0,43,34,29,16,22,29,27,23,13,3,
456,48,30,40,46,51,39,22,29,8,0,43,34,29,16,22,29,27,23,13,3,
462,48,30,40,46,51,39,22,29,8,0,44,33,29,16,22,29,27,23,13,3,
468,48,30,40,46,51,39,22,29,8,0,44,33,29,16,22,29,27,23,13,3,
474,48,30,40,46,51,39,22,29,8,0,44,33,29,16,22,29,27,23,13,3,
480,48,30,40,46,51,39,22,29,8,0,44,33,29,16,22,29,27,23,13,3,
486,48,30,40,46,51,39,22,28,8,0,45,33,29,16,22,29,27,23,13,3,
492,48,30,40,46,51,39,22,28,8,0,45,33,29,16,22,29,27,23,13,3,
498,49,30,40,46,51,39,22,28,8,0,45,33,29,16,22,29,26,23,13,3,
504,49,30,40,46,51,39,22,28,8,0,46,33,29,16,22,29,26,23,13,3,
510,50,30,40,46,51,39,22,28,8,0,46,33,29,16,22,29,26,23,13,3,
516,45,33,37,49,50,38,22,30,9,1,45,34,26,16,23,30,23,26,13,4,
522,45,33,37,49,50,38,22,30,9,1,46,34,26,16,23,30,23,26,13,4,
528,46,33,37,49,50,38,22,30,9,1,46,34,26,16,23,30,23,26,13,4,
534,46,33,37,49,50,38,22,30,9,1,46,34,26,16,23,30,23,26,13,4,
540,46,33,37,49,50,38,22,30,9,1,46,34,26,16,23,30,23,26,13,4,
546,46,33,37,49,50,38,22,30,9,1,46,34,26,16,23,30,23,26,13,4,
552,46,33,37,49,50,38,22,30,9,1,46,34,26,16,23,30,23,26,13,4,
558,46,33,37,49,50,38,22,30,9,1,47,34,26,16,23,30,23,26,13,4,
564,46,33,37,49,50,38,22,30,9,1,47,34,26,16,23,30,23,26,13,4,
570,46,33,37,49,50,38,22,30,9,1,47,34,26,16,23,30,23,26,13,4,
576,46,33,37,49,50,38,22,30,9,1,47,34,26,16,23,30,23,26,13,4,
582,46,33,37,49,50,38,22,30,9,1,47,34,26,16,23,30,23,26,13,4,
588,43,36,32,47,55,36,23,33,9,1,45,33,26,19,20,31,23,27,12,6,
594,43,36,32,47,55,36,23,33,9,1,46,33,26,19,20,31,23,27,12,6,
600,44,36,32,47,55,36,23,33,9,1,46,33,26,19,20,31,23,27,12,6,
606,44,36,32,47,55,36,23,33,9,1,46,33,26,19,20,31,23,27,12,6,
612,44,36,32,47,55,36,23,33,9,1,46,33,26,19,20,31,23,27,12,6,
618,44,36,32,47,55,36,23,33,9,1,46,33,26,19,20,31,23,27,12,6,
624,45,36,32,47,55,36,23,33,9,1,46,33,26,19,20,31,23,27,12,6,
630,45,36,32,47,55,36,23,33,9,1,46,33,26,19,20,31,23,27,12,6,
636,45,36,32,47,55,36,23,33,9,1,47,33,26,19,20,31,23,27,12,6,
642,45,36,32,47,55,36,23,33,9,1,47,33,26,19,20,31,23,27,12,6,
648,45,36,32,47,55,36,23,33,9,1,47,33,26,19,20,31,23,27,12,5,
654,45,36,32,47,55,36,23,33,9,1,47,33,26,19,20,31,23,27,12,5,
660,40,40,31,47,54,34,28,31,11,1,42,37,26,19,20,31,22,28,13,5,
666,40,40,31,47,54,34,28,31,11,1,42,37,26,19,20,31,22,28,13,5,
672,40,40,31,47,54,34,28,31,11,1,42,37,26,19,20,31,22,28,13,5,
678,40,40,31,47,54,34,28,31,11,1,42,37,26,19,20,31,22,28,13,5,
684,40,40,31,47,54,34,28,31,11,1,42,37,26,19,20,31,22,28,13,5,
690,40,40,31,47,54,34,28,31,11,1,42,37,26,19,20,31,21,28,13,5,
696,40,40,31,47,54,34,28,31,11,1,42,37,26,19,20,31,21,28,13,5,
702,40,40,31,47,54,34,28,31,11,1,42,37,26,19,20,31,21,28,13,5,
708,39,41,31,47,54,34,28,31,11,1,43,37,26,19,20,31,21,28,13,5,
714,39,41,31,47,54,34,28,31,11,1,43,37,26,19,20,31,21,28,13,5,
720,41,40,31,47,54,34,28,31,11,1,43,37,26,19,20,31,21,28,13,5,
726,41,40,31,47,54,34,28,31,11,1,43,37,26,19,20,31,21,28,13,5,
732,41,40,28,48,49,38,30,31,12,1,43,34,24,24,18,30,22,29,13,6,
738,42,40,28,48,49,38,30,31,12,1,43,34,24,24,18,30,22,29,13,6,
744,42,40,28,48,49,38,30,31,12,1,43,34,24,24,18,30,22,29,13,6,
750,42,40,28,48,49,38,30,31,12,1,43,34,24,24,18,30,22,29,13,6,
756,42,40,28,48,49,38,30,31,12,1,43,34,24,24,18,30,22,29,13,6,
762,42,40,28,48,49,38,30,31,12,1,43,34,24,24,18,30,22,29,13,6,
768,42,40,28,48,49,38,30,31,12,1,43,34,24,24,18,30,22,29,13,6,
774,42,40,28,48,49,38,30,31,12,1,43,34,24,24,18,30,22,29,13,6,
780,42,40,28,48,49,38,30,31,12,1,43,34,24,24,18,30,22,29,13,6,
786,42,40,28,48,49,38,30,31,12,1,43,34,24,24,18,30,22,29,13,6,
792,41,41,28,48,49,38,30,31,12,1,43,34,24,24,18,30,22,29,13,6,
798,42,41,28,48,49,38,30,31,12,1,43,34,24,24,18,30,22,29,13,6,
804,42,41,27,46,47,41,31,31,13,1,43,34,22,25,19,28,24,29,13,6,
810,42,41,27,46,47,41,30,31,13,1,43,34,22,25,19,28,24,29,13,6,
816,42,41,27,46,47,40,30,31,13,1,43,34,22,25,19,28,24,29,13,6,
822,43,41,27,46,47,40,29,31,13,1,43,34,22,25,19,28,24,29,13,6,
828,43,42,27,46,47,40,29,31,13,1,44,34,22,25,19,28,24,29,13,6,
834,43,42,27,46,47,40,29,31,13,1,45,34,22,25,19,28,24,29,13,6,
840,43,42,27,46,47,40,29,31,13,1,45,34,22,25,19,28,24,28,13,6,
846,43,42,27,46,47,40,29,31,13,1,45,34,22,25,19,28,24,28,13,6,
852,43,42,27,46,47,40,29,30,13,1,46,34,22,25,19,28,24,28,13,6,
858,42,43,27,46,47,40,29,30,13,1,46,34,22,25,19,28,24,28,13,6,
864,41,44,27,46,47,40,29,30,13,1,46,34,22,25,19,28,24,28,13,6,
870,41,44,27,46,47,40,29,30,13,1,46,34,22,25,19,28,24,28,13,6,
876,41,43,26,45,45,42,32,28,15,1,45,33,22,25,20,25,25,29,14,7,
882,41,43,26,45,45,42,31,28,15,1,44,34,22,25,20,25,25,29,14,7,
888,42,43,26,45,45,42,31,28,15,1,43,35,22,25,20,25,25,29,14,7,
894,42,43,26,45,45,42,31,28,15,1,43,35,22,25,20,25,25,29,14,7,
900,42,43,26,45,45,42,31,28,15,1,43,35,22,25,20,25,25,29,14,7,
906,42,43,26,45,45,42,31,28,15,1,44,35,22,25,20,25,25,29,14,7,
912,41,44,26,45,45,42,31,28,15,1,44,35,22,25,20,25,25,29,14,7,
918,40,45,26,45,45,42,31,28,15,1,44,35,22,25,20,25,25,29,14,7,
924,40,45,26,45,45,42,31,28,15,1,44,35,22,25,20,25,25,29,14,7,
930,41,45,26,45,45,42,31,28,15,1,44,35,22,25,20,25,25,29,14,7,
936,41,45,26,45,45,42,31,28,15,1,43,36,22,25,20,25,25,29,13,7,
942,41,46,26,45,45,42,31,28,15,1,43,36,22,25,20,25,25,29,13,7,
948,41,46,26,45,45,42,31,28,15,1,43,38,22,25,20,25,25,29,13,7,
954,41,45,23,46,42,47,29,29,15,3,44,38,18,26,21,27,24,28,15,7,
960,42,46,23,46,42,47,29,29,15,3,43,39,18,26,21,27,24,28,15,7,
966,40,48,23,46,42,47,29,29,15,3,43,39,18,26,21,27,24,28,15,7,
972,40,48,23,46,42,47,29,29,15,3,42,40,18,26,21,27,24,28,15,7,
978,40,48,23,46,42,47,29,29,15,3,40,42,18,26,21,27,24,28,15,7,
984,39,49,23,46,42,47,29,29,15,3,40,43,18,26,21,27,24,28,15,7,
990,40,49,23,46,42,47,29,29,15,3,38,45,18,26,21,27,24,28,15,7,
996,40,49,23,46,42,47,29,29,15,3,37,46,18,26,21,27,24,28,15,7,
1002,42,49,23,46,42,47,29,29,15,3,36,47,18,26,21,27,24,28,15,7,
1008,41,50,23,46,42,47,28,29,15,3,36,47,18,26,21,27,24,28,15,7,
1014,41,50,23,46,42,47,28,29,15,3,35,48,18,26,21,27,24,28,15,7,
1020,40,51,23,46,42,47,28,29,15,3,35,48,18,26,21,27,24,28,15,7,
1026,40,51,20,42,44,51,29,28,14,5,36,46,18,28,20,24,28,28,13,9,
1032,40,51,20,42,44,51,29,28,14,5,36,46,18,28,20,24,28,28,13,9,
1038,40,51,20,42,44,51,29,28,14,5,34,48,18,28,20,24,28,28,13,9,
1044,40,51,20,42,44,51,29,28,14,5,34,48,18,28,20,24,28,28,13,9,
1050,40,51,20,42,44,51,29,28,14,5,34,48,18,28,20,24,28,28,13,9,
1056,39,52,20,42,44,51,28,28,14,5,35,48,18,28,20,24,28,28,13,9,
1062,39,52,20,42,44,51,28,28,14,5,35,49,18,28,20,24,28,28,13,9,
1068,39,53,20,42,44,51,28,28,14,5,36,49,18,28,20,24,28,28,12,9,
1074,40,53,20,42,44,51,28,28,14,5,36,49,18,28,20,24,28,28,12,9,
1080,42,53,20,42,44,51,28,28,14,5,37,49,18,28,20,24,28,28,12,9,
1086,43,53,20,42,44,51,28,28,14,5,37,50,18,28,20,24,28,28,12,9,
1092,41,55,20,42,44,51,28,28,14,4,38,50,18,28,20,24,28,28,12,9,
1098,41,54,13,44,50,46,33,24,17,5,38,49,16,31,19,23,28,30,11,10,
1104,42,54,13,44,50,46,32,24,17,5,38,49,16,31,19,23,28,30,11,10,
1110,42,54,13,44,50,46,32,24,17,5,38,49,16,31,19,23,28,30,11,10,
1116,42,54,13,44,50,46,32,23,17,5,38,49,16,31,19,23,28,30,11,10,
1122,42,54,13,44,50,46,31,23,17,5,38,49,16,31,19,23,28,30,11,10,
1128,42,55,13,44,50,46,31,23,17,5,38,50,16,31,19,23,28,30,11,10,
1134,42,55,13,44,50,46,31,23,17,5,40,50,16,31,19,23,27,30,11,10,
1140,42,55,13,44,50,46,31,23,17,5,40,50,16,31,19,23,27,30,11,10,
1146,42,55,13,44,50,46,31,23,17,5,40,50,16,31,19,23,26,30,11,10,
1152,42,56,13,44,50,46,30,23,17,5,40,51,16,31,19,23,26,30,11,10,
1158,42,56,13,44,50,46,30,23,17,5,40,51,16,31,19,23,26,30,11,10,
1164,42,56,13,44,50,46,30,23,17,5,40,51,16,31,19,23,26,30,11,10,
1170,42,56,12,39,50,48,33,20,21,5,40,50,14,34,17,22,28,29,13,10,
1176,42,56,12,39,50,48,33,20,21,5,39,51,14,34,17,22,28,29,13,10,
1182,42,56,12,39,50,48,33,20,21,4,39,51,14,34,17,22,28,29,13,10,
1188,42,56,12,39,50,48,33,20,21,4,39,51,14,34,17,22,28,29,13,10,
1194,42,56,12,39,50,48,33,20,21,4,38,52,14,34,17,22,28,29,13,10,
1200,42,56,12,39,50,48,33,20,21,4,38,52,14,34,17,22,27,29,13,10,
1206,42,56,12,39,50,48,33,20,21,4,38,52,14,34,17,22,27,29,13,10,
1212,42,56,12,39,50,48,33,20,21,4,39,52,14,34,17,22,27,29,13,10,
1218,42,55,12,39,50,48,33,20,21,4,38,53,14,34,17,22,27,29,13,10,
1224,42,55,12,39,50,48,33,20,21,4,40,53,14,34,17,22,27,29,13,10,
1230,41,56,12,39,50,48,33,20,21,4,40,53,14,34,17,22,27,29,13,10,
1236,40,57,12,39,50,48,33,20,21,4,39,54,14,34,17,22,27,29,13,10,
1242,40,53,14,36,53,47,32,20,23,6,40,53,15,31,17,23,29,25,16,11,
1248,40,53,14,36,53,47,32,20,23,6,40,53,15,31,17,23,29,25,16,11,
1254,40,53,14,36,53,47,32,20,23,5,39,54,15,31,17,23,29,25,16,11,
1260,39,54,14,36,53,47,32,20,23,5,40,54,15,31,17,23,29,25,16,11,
1266,39,54,14,36,53,47,32,20,23,5,40,54,15,31,17,23,29,25,16,11,
1272,40,54,14,36,53,47,32,20,23,5,40,54,15,31,17,23,29,25,16,11,
1278,40,54,14,36,53,47,32,20,23,5,40,54,15,31,17,23,29,25,16,11,
1284,40,54,14,36,53,47,32,20,23,5,40,54,15,31,17,23,29,25,16,11,
1290,42,54,14,36,53,47,32,20,23,5,39,55,15,31,17,23,29,25,16,11,
1296,42,54,14,36,53,47,32,20,23,5,39,55,15,31,17,23,29,25,16,11,
1302,42,54,14,36,53,47,32,20,23,5,39,55,15,31,17,23,29,25,16,11,
1308,43,54,14,36,53,47,32,20,23,5,39,55,15,31,17,23,29,25,16,11,
1314,43,51,17,31,51,52,31,20,26,5,39,53,14,31,20,20,31,24,17,12,
1320,43,51,17,31,51,52,31,19,26,5,39,54,14,31,20,20,31,24,17,12,
1326,43,51,17,31,51,52,31,19,26,5,39,54,14,31,20,20,31,24,17,12,
1332,42,52,17,31,51,52,31,19,26,5,39,54,14,31,20,20,31,24,17,12,
1338,42,52,17,31,51,52,31,19,26,5,40,54,14,31,20,20,31,24,17,12,
1344,42,52,17,31,51,52,31,19,26,5,40,54,14,31,20,20,31,24,17,12,
1350,41,53,17,31,51,52,31,19,26,5,40,54,14,31,20,20,31,24,17,12,
1356,41,53,17,31,51,52,31,19,26,5,40,54,14,31,20,20,31,24,17,12,
1362,41,53,17,31,51,52,30,19,26,5,40,54,14,31,20,20,31,24,17,12,
1368,41,53,17,31,51,52,30,19,26,5,39,55,14,31,20,20,31,24,17,12,
1374,41,53,17,31,51,52,30,19,26,5,40,55,14,31,20,20,31,24,17,11,
1380,41,53,17,31,51,52,30,19,26,5,40,55,14,31,20,20,31,24,17,11,
1386,41,53,17,31,51,52,30,19,26,5,40,55,14,31,20,20,31,24,17,11,
1392,41,48,21,30,51,51,29,23,24,7,40,50,18,31,20,20,31,23,18,12,
1398,41,48,21,30,51,51,29,23,24,7,40,50,18,31,20,20,31,23,18,12,
1404,41,48,21,30,51,51,29,23,24,7,40,50,18,31,20,20,31,23,18,12,
1410,41,48,21,30,51,51,29,23,24,7,40,50,18,31,20,20,31,23,18,12,
1416,41,48,21,30,51,51,28,23,24,7,40,50,18,31,20,20,31,23,18,12,
1422,41,48,21,30,51,51,28,23,24,7,40,50,18,31,20,20,31,23,18,12,
1428,41,48,21,30,51,51,28,23,24,7,40,50,18,31,20,20,31,23,18,12,
1434,41,48,21,30,51,51,28,23,24,7,40,49,18,31,20,20,31,23,18,12,
1440,41,47,22,30,51,51,28,23,24,7,39,50,18,31,20,20,31,23,18,12,
1446,42,47,22,30,51,51,28,23,24,7,39,50,18,31,20,20,31,23,18,12,
1452,41,49,22,30,51,51,28,23,24,7,39,50,18,31,20,20,31,23,18,12,
1458,41,49,22,30,51,51,28,23,24,7,39,50,18,31,20,20,31,23,18,12,
