56,76
56,76
56,76
56,76
56,76
56,76
56,76
56,76
56,76
56,76
56,76
56,76
57,76
57,76
57,76
57,76
57,76
57,76
57,76
57,76
57,76
57,77
57,77
57,77
57,77
57,77
58,76
58,76
58,76
58,76
58,76
58,76
58,76
58,76
58,76
58,76
58,76
58,76
58,76
58,76
58,76
58,76
66,69
66,69
66,69
66,69
66,69
66,69
66,69
66,69
66,69
66,69
66,69
66,69
66,69
66,69
66,69
66,69
66,69
66,69
66,69
66,69
66,69
66,69
66,69
66,69
66,69
66,69
66,69
66,69
67,68
67,68
67,68
67,68
67,68
67,68
67,68
67,68
67,68
67,68
67,68
67,68
67,68
67,68
67,69
67,69
67,69
67,69
67,69
67,69
67,69
67,69
67,69
67,69
67,69
67,69
67,69
67,69
68,70
68,70
68,70
68,70
68,70
68,70
68,70
68,70
68,70
69,70
69,70
69,70
69,70
69,70
69,70
69,70
69,70
69,70
69,70
69,70
69,70
70,69
70,69
70,69
70,69
70,69
70,69
70,69
70,69
69,69
69,69
69,69
69,69
69,69
69,69
69,69
69,69
69,69
69,69
69,69
69,69
69,69
68,69
68,69
68,69
68,69
68,69
68,69
68,69
68,69
68,69
68,69
68,69
68,69
68,69
68,69
68,69
68,69
68,69
68,69
68,69
68,69
68,69
68,69
68,69
68,69
68,69
68,69
68,69
68,69
68,69
68,69
68,69
68,69
68,69
54,70
54,70
54,70
54,70
54,70
54,70
54,70
54,70
54,70
54,70
54,70
55,70
55,70
55,70
55,70
55,70
55,70
55,70
55,70
55,70
55,70
55,70
55,70
55,70
53,69
53,69
53,69
53,69
52,69
52,69
52,69
52,69
52,69
67,71
67,71
67,71
67,71
67,71
67,71
67,71
67,71
67,71
67,71
67,71
67,71
67,71
67,71
67,71
67,71
67,71
67,71
67,71
67,71
67,71
67,71
66,72
66,72
66,72
66,72
66,72
66,72
66,72
66,72
66,72
65,71
65,71
65,71
65,71
65,71
65,71
65,71
65,71
65,71
65,71
65,71
65,71
65,71
65,71
65,71
65,71
52,68
52,68
52,68
52,68
52,68
52,68
52,68
52,68
52,68
52,68
52,68
52,68
52,68
52,68
52,68
52,68
52,68
52,68
52,68
52,68
52,68
52,68
52,68
52,68
52,68
52,68
51,68
51,68
51,68
51,68
51,68
51,68
51,68
51,68
51,68
51,68
51,68
51,68
51,68
51,68
51,69
51,69
51,69
51,69
51,69
51,69
51,69
51,69
51,69
51,69
51,69
50,70
50,70
50,70
48,70
48,70
48,70
48,70
48,70
48,70
49,69
49,69
49,69
49,69
49,69
49,69
49,69
49,69
58,78
58,78
58,78
58,78
58,78
58,78
58,78
