38, 66,137
73, 73,20
72, 74,18
73, 73,20
72, 73,14
71, 73,29
72, 72,23
72, 71,16
71, 72,22
55, 84,282
54, 83,302
53, 82,259
53, 81,339
53, 82,259
54, 83,302
70, 69,46
71, 69,31
70, 68,41
69, 67,35
69, 68,58
69, 69,57
68, 69,62
68, 70,91
73, 65,17
73, 66,19
72, 67,24
71, 67,22
72, 67,24
46, 65,218
29, 72,20
28, 72,23
27, 72,11
28, 73,22
29, 72,20
29, 71,26
30, 71,21
31, 71,48
31, 70,47
32, 75,31
31, 75,39
32, 75,31
32, 74,40
32, 75,31
31, 74,48
30, 75,33
30, 76,31
29, 76,18
30, 75,33
69, 71,103
68, 70,91
69, 71,103
68, 71,121
67, 72,165
66, 73,217
66, 72,206
55, 84,282
54, 85,171
55, 85,226
56, 86,205
55, 86,156
29, 75,15
30, 75,33
31, 74,48
32, 73,34
32, 74,40
31, 74,48
30, 75,33
29, 76,18
71, 66,13
71, 65,15
70, 66,20
69, 66,25
68, 67,53
37, 67,129
38, 68,108
39, 69,137
40, 69,132
39, 69,137
30, 69,31
30, 70,38
31, 71,48
32, 71,45
31, 70,47
31, 69,67
30, 68,49
30, 67,48
29, 67,40
30, 68,49
48, 65,220
46, 65,218
47, 65,220
8, 65,6
9, 65,6
10, 66,3
9, 65,6
8, 65,6
9, 65,6
71, 71,32
71, 70,34
70, 70,53
69, 70,98
70, 71,45
40, 69,132
40, 70,144
41, 69,139
42, 70,174
43, 70,195
42, 69,191
31, 69,67
30, 70,38
31, 70,47
30, 69,31
31, 70,47
30, 70,38
29, 71,26
30, 71,21
31, 70,47
31, 71,48
56, 86,205
56, 85,266
56, 84,334
57, 84,378
58, 85,314
68, 66,34
68, 67,53
67, 67,79
67, 66,62
68, 66,34
67, 66,62
67, 67,79
66, 68,109
67, 67,79
67, 73,138
67, 72,165
68, 73,133
69, 72,74
68, 71,121
68, 72,112
69, 73,116
8, 65,6
8, 65,6
69, 72,74
69, 71,103
68, 72,112
68, 71,121
67, 72,165
30, 77,16
31, 77,21
32, 78,14
33, 77,28
34, 76,32
33, 76,34
32, 77,20
57, 86,202
56, 86,205
55, 86,156
54, 86,210
55, 87,140
56, 88,98
57, 88,102
58, 88,145
68, 72,112
67, 71,158
66, 71,183
66, 72,206
67, 72,165
68, 71,121
67, 71,158
67, 70,150
66, 66,83
65, 65,98
65, 66,112
65, 67,100
65, 68,137
64, 67,145
64, 68,143
64, 67,145
65, 66,112
69, 72,74
68, 71,121
67, 72,165
66, 73,217
65, 73,224
66, 73,217
65, 73,224
42, 68,180
43, 69,175
44, 68,186
45, 68,123
44, 69,231
43, 70,195
44, 69,231
43, 69,175
42, 69,191
30, 70,38
29, 71,26
28, 72,23
28, 71,39
27, 71,12
28, 71,39
29, 72,20
29, 71,26
29, 70,9
33, 76,34
32, 76,29
33, 76,34
33, 75,36
34, 76,32
34, 75,25
58, 89,103
57, 90,52
56, 89,110
57, 89,65
58, 90,56
64, 66,133
65, 65,98
64, 65,131
34, 76,32
35, 77,29
35, 76,24
36, 75,20
37, 75,43
36, 74,49
36, 73,52
35, 73,74
30, 71,21
29, 70,9
30, 70,38
31, 70,47
31, 71,48
32, 71,45
31, 72,26
32, 73,34
32, 74,40
41, 68,165
41, 67,172
40, 67,144
39, 66,135
40, 67,144
39, 68,147
38, 67,126
37, 66,125
9, 65,6
65, 72,205
66, 71,183
65, 70,189
66, 70,130
67, 69,67
68, 70,91
69, 69,57
69, 70,98
69, 71,103
67, 69,67
68, 70,91
69, 69,57
68, 70,91
68, 71,121
67, 71,158
68, 71,121
37, 67,129
37, 68,102
36, 68,106
35, 67,100
35, 68,81
36, 68,106
36, 67,106
36, 68,106
69, 70,98
68, 71,121
67, 71,158
67, 70,150
67, 69,67
50, 65,333
49, 65,259
48, 65,220
47, 65,220
64, 65,131
65, 66,112
66, 66,83
65, 66,112
64, 67,145
59, 90,67
60, 91,41
60, 92,12
61, 91,28
62, 90,51
61, 91,28
62, 92,18
63, 92,9
64, 93,9
64, 92,19
55, 65,411
54, 65,349
54, 66,364
54, 65,349
53, 66,333
53, 65,356
54, 66,364
54, 67,360
34, 74,48
34, 73,42
35, 72,45
35, 71,68
35, 72,45
34, 72,67
35, 71,68
34, 72,67
32, 75,31
32, 76,29
31, 76,25
32, 77,20
31, 77,21
32, 76,29
31, 77,21
30, 77,16
8, 65,6
8, 65,6
68, 71,121
67, 71,158
68, 70,91
69, 70,98
70, 69,46
69, 68,58
68, 67,53
69, 67,35
70, 66,20
71, 66,13
48, 66,247
49, 65,259
50, 65,333
51, 65,244
51, 66,293
52, 66,293
72, 65,19
73, 66,19
73, 67,15
73, 66,19
74, 65,6
73, 65,17
37, 69,98
36, 69,100
36, 68,106
35, 68,81
34, 67,88
35, 68,81
35, 69,88
36, 70,79
54, 66,364
53, 67,350
54, 68,367
54, 69,418
54, 70,479
55, 69,365
65, 93,4
66, 92,3
65, 91,12
64, 90,38
63, 90,44
64, 90,38
63, 89,47
64, 90,38
64, 91,11
65, 92,5
63, 67,192
64, 68,143
63, 67,192
63, 68,178
62, 69,246
63, 70,306
68, 68,49
69, 68,58
69, 69,57
68, 70,91
67, 71,158
66, 70,130
29, 76,18
28, 76,12
29, 77,17
30, 76,31
31, 77,21
31, 76,25
9, 65,6
10, 65,1
10, 66,3
9, 65,6
35, 73,74
36, 74,49
36, 73,52
35, 73,74
34, 74,48
35, 74,24
34, 73,42
37, 69,98
38, 70,111
37, 70,91
36, 69,100
37, 68,102
38, 69,103
33, 72,35
32, 73,34
31, 74,48
30, 75,33
29, 74,28
56, 69,362
56, 70,451
57, 70,457
56, 70,451
57, 70,457
57, 71,496
56, 71,517
55, 71,453
56, 72,506
55, 72,503
72, 65,19
73, 66,19
72, 66,29
71, 65,15
73, 65,17
64, 93,9
63, 93,5
62, 94,7
63, 93,5
64, 92,19
63, 91,12
62, 91,24
62, 90,51
61, 91,28
64, 71,251
64, 72,255
65, 73,224
65, 74,231
64, 73,282
63, 73,359
63, 74,397
32, 76,29
33, 76,34
32, 77,20
33, 78,18
34, 77,39
35, 76,24
35, 77,29
34, 78,34
34, 79,27
10, 66,3
11, 65,2
11, 66,1
12, 66,1
13, 65,3
13, 65,3
13, 66,3
13, 65,3
51, 67,359
50, 68,342
51, 68,352
50, 68,342
50, 69,327
50, 68,342
50, 69,327
51, 69,353
65, 70,189
65, 69,138
65, 70,189
64, 71,251
65, 70,189
64, 71,251
65, 71,181
64, 71,251
64, 72,255
29, 75,15
29, 76,18
28, 76,12
27, 75,11
26, 75,10
25, 76,7
24, 75,7
23, 76,7
22, 76,4
22, 75,3
62, 74,550
61, 74,596
60, 74,660
59, 75,742
60, 76,787
63, 71,319
64, 72,255
65, 72,205
66, 71,183
65, 71,181
65, 72,205
65, 71,181
65, 70,189
73, 65,17
72, 65,19
71, 66,13
70, 67,22
69, 66,25
69, 67,35
68, 68,49
38, 70,111
39, 69,137
39, 68,147
39, 67,147
39, 68,147
39, 69,137
39, 68,147
50, 69,327
49, 69,227
48, 69,227
47, 70,215
47, 71,247
48, 71,216
54, 73,572
55, 73,538
56, 72,506
56, 71,517
57, 70,457
56, 70,451
34, 78,34
34, 79,27
33, 79,19
32, 79,8
33, 79,19
32, 80,7
33, 81,17
34, 81,7
11, 65,2
62, 92,18
62, 91,24
61, 91,28
60, 92,12
60, 93,10
61, 92,22
38, 68,108
39, 68,147
39, 69,137
38, 69,103
39, 68,147
40, 68,145
39, 67,147
38, 68,108
39, 68,147
38, 69,103
57, 71,496
58, 71,468
57, 70,457
58, 69,367
58, 70,409
59, 71,497
58, 71,468
57, 70,457
56, 69,362
61, 93,10
60, 92,12
61, 93,10
62, 93,11
63, 94,5
64, 94,2
49, 71,238
49, 72,227
48, 73,237
49, 73,281
49, 72,227
48, 72,261
66, 71,183
67, 71,158
68, 70,91
67, 70,150
68, 69,62
69, 70,98
69, 69,57
22, 74,5
22, 75,3
23, 76,7
22, 75,3
23, 74,5
22, 73,4
21, 73,4
21, 72,2
21, 71,2
20, 70,6
67, 67,79
68, 66,34
67, 66,62
66, 65,49
65, 66,112
66, 66,83
61, 77,729
60, 77,723
61, 77,729
60, 77,723
61, 76,580
62, 77,594
62, 78,650
61, 77,729
34, 82,10
34, 81,7
33, 82,15
32, 81,14
32, 82,16
33, 81,17
33, 82,15
64, 93,9
65, 92,5
66, 91,7
65, 92,5
64, 92,19
64, 91,11
64, 90,38
21, 69,6
20, 69,2
21, 69,6
20, 70,6
20, 71,5
20, 72,2
21, 73,4
68, 70,91
69, 69,57
68, 70,91
68, 71,121
68, 72,112
67, 72,165
67, 71,158
68, 70,91
62, 78,650
61, 79,590
60, 80,638
59, 81,535
58, 81,551
59, 80,647
60, 79,655
60, 80,638
61, 79,590
62, 78,650
67, 67,79
68, 68,49
69, 68,58
68, 67,53
67, 66,62
68, 67,53
34, 81,7
33, 81,17
34, 82,10
33, 81,17
34, 80,19
34, 79,27
33, 80,16
32, 80,7
33, 80,16
49, 72,227
50, 72,316
50, 73,274
51, 72,380
52, 72,417
52, 73,368
52, 74,340
57, 70,457
57, 71,496
57, 70,457
57, 71,496
56, 71,517
56, 72,506
55, 72,503
56, 72,506
39, 69,137
39, 68,147
38, 67,126
39, 66,135
39, 65,165
40, 66,157
32, 79,8
33, 80,16
32, 79,8
33, 80,16
34, 80,19
33, 80,16
34, 80,19
33, 80,16
33, 79,19
65, 91,12
64, 92,19
64, 91,11
65, 90,29
64, 91,11
53, 74,417
53, 75,500
53, 76,444
54, 77,490
55, 78,557
56, 78,646
56, 79,529
55, 78,557
55, 77,574
69, 66,25
68, 67,53
67, 68,97
66, 68,109
66, 67,95
67, 67,79
66, 68,109
55, 73,538
56, 73,533
55, 74,581
56, 74,575
57, 75,672
56, 76,620
56, 75,615
22, 74,5
21, 74,2
21, 73,4
20, 72,2
20, 71,5
19, 71,8
18, 70,3
19, 71,8
67, 71,158
66, 71,183
67, 70,150
66, 71,183
67, 72,165
68, 71,121
39, 66,135
38, 67,126
37, 68,102
36, 69,100
36, 68,106
63, 79,545
62, 79,580
61, 79,590
60, 80,638
61, 80,644
61, 81,571
63, 90,44
64, 90,38
64, 89,46
65, 88,59
66, 88,73
65, 88,59
64, 88,84
63, 88,96
63, 89,47
62, 82,468
62, 81,530
61, 82,543
62, 83,414
62, 84,281
63, 83,404
64, 82,334
63, 83,404
67, 68,97
66, 67,95
67, 68,97
66, 69,116
65, 68,137
64, 67,145
65, 67,100
64, 67,145
65, 67,100
65, 66,112
18, 70,3
19, 70,4
20, 71,5
19, 70,4
19, 71,8
67, 72,165
68, 73,133
67, 73,138
68, 73,133
69, 72,74
57, 76,705
57, 75,672
56, 76,620
55, 77,574
54, 76,495
53, 75,500
34, 79,27
33, 80,16
34, 80,19
33, 81,17
34, 81,7
33, 81,17
32, 82,16
33, 83,24
34, 82,10
34, 83,17
56, 77,634
57, 76,705
58, 75,694
59, 76,761
58, 75,694
59, 74,679
59, 75,742
60, 74,660
61, 75,620
60, 76,787
36, 69,100
36, 68,106
35, 67,100
34, 68,90
35, 68,81
35, 69,88
35, 70,64
36, 69,100
35, 69,88
54, 74,535
54, 75,522
55, 76,518
56, 75,615
55, 74,581
54, 75,522
18, 71,2
19, 71,8
19, 70,4
19, 71,8
18, 71,2
19, 70,4
20, 71,5
19, 71,8
35, 68,81
34, 68,90
35, 67,100
36, 66,107
35, 66,112
34, 67,88
63, 82,419
63, 81,420
62, 82,468
63, 83,404
63, 84,320
35, 84,15
35, 83,18
34, 82,10
33, 83,24
34, 82,10
64, 89,46
63, 89,47
63, 90,44
64, 91,11
63, 90,44
62, 91,24
62, 92,18
59, 77,748
60, 76,787
61, 75,620
62, 74,550
61, 74,596
62, 75,525
64, 65,131
65, 65,98
66, 65,49
67, 65,30
66, 66,83
66, 65,49
70, 72,61
70, 71,45
70, 70,53
71, 70,34
72, 69,22
72, 70,22
71, 69,31
61, 92,22
62, 92,18
61, 91,28
62, 92,18
61, 92,22
62, 92,18
61, 92,22
60, 93,10
61, 93,10
67, 65,30
67, 66,62
68, 67,53
67, 66,62
66, 67,95
67, 67,79
66, 68,109
33, 67,94
34, 68,90
34, 69,62
33, 70,67
34, 69,62
33, 68,61
32, 67,75
31, 66,59
32, 65,63
32, 66,75
54, 76,495
53, 77,459
