Steps,Male 0-10,Male 10-20,Male 20-30,Male 30-40,Male 40-50,Male 50-60,Male 60-70,Male 70-80,Male 80-90,Male 90+,Female 0-10,Female 10-20,Female 20-30,Female 30-40,Female 40-50,Female 50-60,Female 60-70,Female 70-80,Female 80-90,Female 90+
6,33,46,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,22,10,3,
12,33,46,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,22,10,3,
18,33,46,49,45,41,28,37,23,4,0,26,46,19,17,30,23,28,22,10,3,
24,33,46,49,45,41,28,37,23,4,0,26,46,19,17,30,23,28,22,10,3,
30,33,46,49,45,41,28,37,23,4,0,26,46,19,17,30,23,28,22,10,3,
36,33,46,49,45,41,28,37,23,4,0,26,46,19,17,30,23,28,22,10,3,
42,33,46,49,45,41,28,37,23,4,0,26,46,19,17,30,23,28,22,10,3,
48,33,46,49,45,41,28,37,23,4,0,26,46,19,17,30,23,28,22,10,3,
54,33,46,49,45,41,28,37,23,4,0,26,46,19,17,30,23,28,22,10,3,
60,33,46,49,45,41,28,37,23,4,0,27,46,19,17,30,23,28,22,10,3,
66,33,46,49,45,41,28,37,23,4,0,27,46,19,17,30,23,28,22,10,3,
72,33,46,49,45,41,28,37,23,4,0,27,46,19,17,30,23,28,22,10,3,
78,33,45,47,43,43,29,37,24,4,0,27,44,20,18,28,25,28,22,10,3,
84,34,45,47,43,43,29,37,24,4,0,27,44,20,18,28,25,28,22,10,3,
90,34,45,47,43,43,29,37,24,4,0,28,44,20,18,28,25,28,22,10,3,
96,34,45,47,43,43,29,37,24,4,0,29,44,20,18,28,25,28,22,10,3,
102,34,45,47,43,43,29,37,24,4,0,30,44,20,18,28,25,28,22,10,3,
108,34,45,47,43,43,29,37,24,4,0,31,44,20,18,28,25,27,22,10,3,
114,34,45,47,43,43,29,37,24,4,0,31,44,20,18,28,25,26,22,10,3,
120,34,45,47,43,43,29,37,24,4,0,31,44,20,18,28,25,26,22,10,3,
126,34,45,47,43,43,29,37,24,4,0,31,44,20,18,28,25,26,22,10,3,
132,34,45,47,43,43,29,37,24,4,0,32,44,20,18,28,25,26,22,10,3,
138,34,45,47,43,43,29,37,24,4,0,32,44,20,18,28,25,26,22,10,3,
144,34,45,47,43,43,29,37,24,4,0,33,44,20,18,28,25,26,22,10,3,
150,33,44,46,41,45,32,35,24,6,0,32,44,20,19,25,25,29,22,11,3,
156,34,44,46,41,45,32,35,24,6,0,32,44,20,19,25,25,29,22,11,3,
162,34,44,46,41,45,32,35,24,6,0,32,44,20,19,25,25,29,22,11,3,
168,35,44,46,41,45,32,35,24,6,0,32,44,20,19,25,25,29,22,11,3,
174,35,44,46,41,45,32,35,24,6,0,32,44,20,19,25,25,28,22,11,3,
180,35,44,46,41,45,32,35,24,6,0,32,44,20,19,25,25,28,22,11,3,
186,36,44,46,41,45,32,35,24,6,0,32,44,20,19,25,25,28,22,11,3,
192,36,44,46,41,45,32,35,24,6,0,34,44,20,19,25,25,28,22,11,3,
198,36,44,46,41,45,32,35,24,6,0,34,44,20,19,25,25,28,22,11,3,
204,36,44,46,41,45,32,35,23,6,0,35,44,20,19,25,25,28,22,11,3,
210,38,44,46,41,45,32,35,23,6,0,35,44,20,19,25,25,28,22,11,3,
216,39,44,46,41,45,32,34,23,6,0,37,44,20,19,25,25,28,22,11,3,
222,37,41,48,38,50,30,35,23,8,0,37,38,23,20,27,24,27,24,11,3,
228,38,41,48,38,50,30,35,23,8,0,37,38,23,20,27,24,27,24,11,3,
234,38,41,48,38,50,30,35,23,8,0,37,38,23,20,27,24,27,24,11,3,
240,38,41,48,38,50,30,35,23,8,0,38,38,23,20,27,24,27,24,11,3,
246,38,41,48,38,50,30,35,23,8,0,38,38,23,20,27,24,27,24,11,3,
252,39,41,48,38,50,30,35,23,8,0,39,38,23,20,27,24,27,24,11,3,
258,39,41,48,38,50,30,35,23,8,0,39,38,23,20,27,24,27,24,11,3,
264,39,41,48,38,50,30,35,23,8,0,39,38,23,20,27,24,27,24,11,3,
270,40,41,48,38,50,30,35,23,8,0,40,38,23,20,27,24,27,24,11,3,
276,40,41,48,38,50,30,35,23,8,0,40,38,23,20,27,24,27,24,11,3,
282,40,41,48,38,50,30,35,23,8,0,40,38,23,20,27,24,27,24,11,3,
288,40,41,48,38,50,30,35,23,8,0,40,38,23,20,27,24,27,24,11,2,
294,40,38,44,40,54,30,34,22,10,0,38,38,25,19,24,28,27,22,13,2,
300,40,38,44,40,54,30,34,22,10,0,38,38,25,19,24,28,27,22,13,2,
306,41,38,44,40,54,30,34,21,10,0,39,38,25,19,24,28,27,22,13,2,
312,41,38,44,40,54,30,34,21,10,0,40,38,25,19,24,28,27,22,13,2,
318,42,38,44,40,54,30,34,21,10,0,41,38,25,19,24,28,27,22,13,2,
324,42,38,44,40,54,30,34,21,10,0,41,38,25,19,24,28,27,22,13,2,
330,42,38,44,40,54,30,34,21,10,0,41,38,25,19,24,28,26,22,13,2,
336,42,38,44,40,54,30,34,21,10,0,41,38,25,19,24,28,26,22,13,2,
342,43,38,44,40,54,30,34,20,10,0,42,38,25,19,24,28,26,22,13,2,
348,43,38,44,40,54,30,34,20,10,0,42,38,25,19,24,28,26,22,13,2,
354,43,38,44,40,54,30,34,20,10,0,42,38,25,19,24,28,26,22,13,2,
360,43,38,44,40,54,30,34,20,10,0,42,38,25,19,24,28,25,22,13,2,
366,42,31,46,46,49,35,27,26,10,1,41,36,28,18,23,28,26,21,15,2,
372,43,31,46,46,49,35,27,26,10,1,41,36,28,18,23,28,26,21,15,2,
378,43,31,46,46,49,35,27,26,10,1,41,36,28,18,23,28,26,21,15,2,
384,43,31,46,46,49,35,27,25,10,1,41,35,28,18,23,28,26,21,15,2,
390,43,31,46,46,49,35,27,25,10,1,41,35,28,18,23,28,26,20,15,2,
396,43,31,46,46,49,35,27,25,10,1,41,35,28,18,23,28,26,20,15,2,
402,43,31,46,46,49,35,27,25,10,1,41,35,28,18,23,28,26,20,15,2,
408,43,31,46,46,49,35,27,25,10,1,41,35,28,18,23,28,26,20,15,2,
414,43,31,46,46,49,35,27,25,10,1,41,35,28,18,23,28,26,20,15,2,
420,43,31,46,46,49,35,27,25,10,1,41,35,28,18,23,28,26,20,15,2,
426,43,31,46,46,49,35,27,25,10,1,41,35,28,18,23,28,26,20,15,2,
432,43,31,46,46,49,35,27,25,10,1,42,35,28,18,23,28,26,20,15,2,
438,44,30,41,46,50,39,23,30,10,1,41,33,31,16,22,29,27,21,15,2,
444,44,30,41,46,50,39,23,30,10,1,41,33,31,16,22,29,27,21,15,2,
450,44,30,41,46,50,39,23,30,10,1,41,33,31,16,22,29,27,21,15,2,
456,44,30,41,46,50,39,23,30,9,1,41,33,31,16,22,29,27,21,15,2,
