Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Age 25+,F:M Ratio,Rep. Female
6,731,0,2,77,119,121,153,227,34,1.0249307479224377:1,176,
12,729,0,4,69,123,122,150,229,36,1.0306406685236769:1,177,
18,727,0,6,55,131,124,150,231,36,1.0250696378830084:1,178,
24,723,0,10,43,134,127,149,234,36,1.0252100840336134:1,179,
30,719,0,14,33,135,130,145,240,36,1.0196629213483146:1,182,
36,717,0,16,28,137,129,142,244,37,1.019718309859155:1,183,
42,715,0,18,24,133,133,143,246,36,1.0197740112994351:1,183,
48,714,0,19,18,135,134,143,246,38,1.0226628895184136:1,183,
54,717,10,26,22,133,137,139,249,37,1.0311614730878187:1,183,
60,716,10,27,20,129,139,134,257,37,1.0340909090909092:1,186,
66,711,10,32,14,128,143,134,254,38,1.0372492836676217:1,186,
72,708,10,35,11,126,143,136,253,39,1.0403458213256485:1,186,
78,706,10,37,10,118,150,134,254,40,1.046376811594203:1,187,
84,704,10,39,10,116,148,132,258,40,1.0465116279069768:1,186,
90,698,10,45,9,109,152,127,261,40,1.0529411764705883:1,187,
96,697,10,46,9,107,151,127,262,41,1.05:1,187,
102,694,10,49,9,103,153,122,264,43,1.0593471810089021:1,185,
108,692,10,51,9,97,157,119,266,44,1.053412462908012:1,184,
114,690,10,53,9,93,158,118,268,44,1.0535714285714286:1,185,
120,687,10,56,9,91,158,117,267,45,1.0446428571428572:1,182,
126,722,56,67,45,98,156,117,261,45,1.0747126436781609:1,180,
132,714,56,75,42,91,155,117,263,46,1.0635838150289016:1,181,
138,713,56,76,42,87,155,114,268,47,1.0666666666666667:1,185,
144,710,56,79,42,83,159,110,268,48,1.0699708454810495:1,186,
150,706,56,83,40,78,162,108,270,48,1.064327485380117:1,186,
156,705,56,84,40,69,168,105,275,48,1.0614035087719298:1,189,
162,702,56,87,40,58,175,101,282,46,1.0647058823529412:1,191,
168,699,56,90,40,48,183,101,281,46,1.0680473372781065:1,190,
174,696,56,93,38,41,187,101,281,48,1.0652818991097923:1,189,
180,692,56,97,37,36,189,96,288,46,1.0718562874251496:1,190,
186,690,56,99,35,33,188,95,290,49,1.072072072072072:1,192,
192,688,56,101,35,27,194,92,290,50,1.0660660660660661:1,191,
198,761,131,103,75,56,199,90,291,50,1.0402144772117963:1,190,
204,756,136,113,78,55,195,88,292,48,1.0599455040871935:1,191,
210,748,136,121,76,50,199,85,292,46,1.0606060606060606:1,191,
216,742,136,127,75,45,201,81,294,46,1.0668523676880224:1,195,
222,737,136,132,74,43,198,83,293,46,1.0819209039548023:1,195,
228,735,136,134,74,43,197,82,291,48,1.0821529745042493:1,193,
234,732,136,137,74,43,194,84,288,49,1.0854700854700854:1,191,
240,726,136,143,73,43,194,80,288,48,1.0862068965517242:1,191,
246,720,136,149,71,43,188,83,287,48,1.0930232558139534:1,190,
252,715,136,154,71,43,186,81,286,48,1.1091445427728615:1,190,
258,711,136,158,69,43,185,79,287,48,1.1160714285714286:1,190,
264,705,136,164,67,42,182,77,287,50,1.1107784431137724:1,189,
270,756,191,168,63,92,191,75,286,49,1.0883977900552486:1,188,
276,749,191,175,54,100,191,72,284,48,1.0921787709497206:1,189,
282,743,191,181,52,100,189,72,282,48,1.0929577464788733:1,186,
288,736,191,188,50,99,188,71,281,47,1.0968660968660968:1,185,
294,733,191,191,50,99,186,70,280,48,1.0942857142857143:1,185,
300,728,191,196,48,99,180,74,279,48,1.0979827089337175:1,185,
306,723,191,201,48,99,173,77,276,50,1.1017441860465116:1,186,
312,716,191,208,47,99,172,74,275,49,1.1058823529411765:1,185,
318,714,191,210,46,99,168,78,274,49,1.1124260355029585:1,185,
324,709,191,215,44,98,164,79,274,50,1.1164179104477612:1,184,
330,705,191,219,44,97,159,81,274,50,1.1234939759036144:1,186,
336,702,191,222,44,96,151,87,270,54,1.1272727272727272:1,182,
342,751,244,226,53,108,180,85,271,54,1.1274787535410764:1,183,
348,753,249,229,56,106,174,87,275,55,1.1271186440677967:1,184,
354,749,249,233,54,106,165,93,275,56,1.115819209039548:1,183,
360,747,249,235,53,106,162,92,278,56,1.1221590909090908:1,184,
366,743,249,239,53,106,153,99,277,55,1.1228571428571428:1,183,
372,737,249,245,52,106,149,99,277,54,1.130057803468208:1,184,
378,731,249,251,51,106,144,102,274,54,1.1436950146627567:1,184,
384,726,249,256,50,105,139,105,275,52,1.1479289940828403:1,186,
390,724,249,258,50,105,135,108,274,52,1.1483679525222552:1,186,
396,717,249,265,50,105,132,106,273,51,1.1596385542168675:1,186,
402,713,249,269,50,105,124,111,272,51,1.1671732522796352:1,185,
408,712,249,270,50,105,123,109,273,52,1.170731707317073:1,185,
414,773,313,273,114,105,122,108,272,52,1.1412742382271468:1,184,
420,775,320,278,70,90,182,109,272,52,1.129120879120879:1,184,
426,772,320,281,70,90,177,113,271,51,1.132596685082873:1,184,
432,768,320,285,69,89,171,116,271,52,1.1333333333333333:1,183,
438,764,320,289,67,89,169,115,269,55,1.1400560224089635:1,180,
444,760,320,293,66,89,163,119,267,56,1.1529745042492918:1,179,
450,752,320,301,64,88,155,125,263,57,1.154727793696275:1,176,
456,746,320,307,61,88,143,134,264,56,1.1623188405797102:1,178,
462,742,320,311,60,87,135,140,264,56,1.1695906432748537:1,179,
468,739,320,314,60,87,129,142,266,55,1.1671554252199414:1,181,
474,729,320,324,60,86,125,142,262,54,1.1568047337278107:1,178,
480,723,320,330,59,86,121,144,260,53,1.1582089552238806:1,177,
486,721,320,332,59,86,115,150,259,52,1.165165165165165:1,177,
492,769,372,336,51,105,151,154,257,51,1.1480446927374302:1,175,
498,768,372,337,51,105,150,154,253,55,1.1452513966480447:1,171,
504,764,372,341,50,105,145,158,251,55,1.1400560224089635:1,169,
510,762,372,343,50,105,141,159,252,55,1.1464788732394366:1,170,
516,761,372,344,50,105,140,159,252,55,1.143661971830986:1,170,
522,755,372,350,49,105,139,152,256,54,1.1448863636363635:1,169,
528,752,372,353,49,104,139,149,257,54,1.154727793696275:1,170,
534,748,372,357,48,104,139,144,259,54,1.1494252873563218:1,171,
540,746,372,359,47,104,139,139,263,54,1.1498559077809798:1,176,
546,745,372,360,47,104,139,136,264,55,1.1469740634005763:1,177,
552,741,372,364,45,104,139,132,268,53,1.1478260869565218:1,179,
558,738,372,367,44,103,138,126,274,53,1.1578947368421053:1,182,
564,790,432,375,58,103,173,129,275,52,1.1293800539083558:1,181,
570,784,432,381,56,100,174,123,279,52,1.1304347826086956:1,181,
576,779,432,386,54,100,174,118,281,52,1.1342465753424658:1,184,
582,777,432,388,53,99,174,115,283,53,1.1346153846153846:1,185,
588,773,432,392,51,98,174,108,287,55,1.1412742382271468:1,186,
