Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Age 25+,F:M Ratio,Rep. Female
6,700,0,6,70,118,108,128,249,27,1.0114942528735633:1,209,
12,696,0,10,64,119,109,126,249,29,1.005763688760807:1,208,
18,694,0,12,58,119,111,124,253,29,1.0057803468208093:1,209,
24,690,0,16,45,127,113,121,254,30,1.0116618075801749:1,208,
30,686,0,20,39,127,115,122,253,30,1.0058479532163742:1,207,
36,683,0,23,31,129,120,118,253,32,1.0088235294117647:1,207,
42,676,0,30,23,132,123,117,247,34,1.0239520958083832:1,207,
48,676,0,30,14,138,124,113,251,36,1.0239520958083832:1,209,
54,686,14,34,24,137,125,112,251,37,1.0538922155688624:1,208,
60,684,14,36,22,133,128,114,249,38,1.054054054054054:1,207,
66,682,14,38,19,134,130,113,246,40,1.0604229607250755:1,206,
72,680,14,40,13,132,137,112,245,41,1.0606060606060606:1,205,
78,676,14,44,13,129,136,107,250,41,1.0609756097560976:1,207,
84,673,14,47,13,122,141,103,251,43,1.0644171779141105:1,207,
90,672,14,48,13,117,144,101,251,46,1.0676923076923077:1,206,
96,670,14,50,12,110,149,98,255,46,1.0679012345679013:1,209,
102,669,14,51,12,106,153,90,261,47,1.0648148148148149:1,212,
108,669,14,51,12,105,149,93,263,47,1.0648148148148149:1,213,
114,665,14,55,12,99,153,90,261,50,1.078125:1,212,
120,662,14,58,12,95,152,93,256,54,1.0752351097178683:1,208,
126,717,79,68,63,98,156,94,251,55,1.0427350427350428:1,203,
132,712,79,73,62,92,160,91,247,60,1.0284900284900285:1,200,
138,710,79,75,62,88,160,93,245,62,1.0227920227920229:1,197,
144,708,79,77,62,83,162,91,248,62,1.022857142857143:1,197,
150,704,79,81,61,77,167,88,248,63,1.0229885057471264:1,195,
156,702,79,83,59,70,173,86,250,64,1.0230547550432276:1,197,
162,700,79,85,59,63,176,86,253,63,1.023121387283237:1,197,
168,695,79,90,58,53,184,84,253,63,1.0203488372093024:1,197,
174,685,79,100,56,46,189,83,247,64,1.0266272189349113:1,193,
180,683,79,102,54,42,190,85,247,65,1.0267062314540059:1,193,
