Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Age 25+,F:M Ratio,Rep. Female
6,663,0,6,66,97,107,132,232,29,0.9969879518072289:1,184,
12,663,0,6,64,90,116,129,234,30,0.9969879518072289:1,185,
18,659,0,10,56,93,117,129,234,30,0.9909365558912386:1,184,
24,650,0,19,51,91,115,126,237,30,1.0:1,183,
30,647,0,22,47,88,117,126,239,30,1.0030959752321982:1,185,
36,645,0,24,43,87,122,121,240,32,1.0093457943925233:1,187,
42,643,0,26,37,91,121,118,243,33,1.009375:1,188,
48,637,0,32,32,89,122,119,243,32,1.0031446540880504:1,189,
54,651,18,36,41,94,120,121,243,32,1.034375:1,189,
60,651,18,36,36,97,121,117,246,34,1.034375:1,190,
66,646,18,41,27,102,120,116,247,34,1.0314465408805031:1,192,
72,641,18,46,18,106,123,114,247,33,1.0284810126582278:1,192,
78,635,18,52,18,100,124,114,245,34,1.0287539936102237:1,190,
84,632,18,55,18,97,126,111,245,35,1.0256410256410255:1,187,
90,631,18,56,18,94,125,111,245,38,1.0224358974358974:1,184,
96,630,18,57,18,92,125,109,247,39,1.0192307692307692:1,183,
102,626,18,61,18,89,126,108,245,40,1.0128617363344052:1,181,
108,622,18,65,18,86,126,108,244,40,1.0194805194805194:1,181,
114,618,18,69,18,83,129,103,246,39,1.0328947368421053:1,182,
120,615,18,72,18,80,131,101,246,39,1.043189368770764:1,183,
126,668,74,75,55,95,133,98,246,41,1.049079754601227:1,179,
132,666,74,77,55,91,135,95,247,43,1.0555555555555556:1,179,
138,660,74,83,53,89,133,96,246,43,1.0689655172413792:1,179,
144,658,74,85,52,83,136,97,247,43,1.069182389937107:1,179,
150,652,74,91,50,76,142,96,244,44,1.0698412698412698:1,176,
156,650,74,93,49,73,144,90,249,45,1.070063694267516:1,179,
162,647,74,96,48,67,146,90,251,45,1.0670926517571886:1,180,
168,645,74,98,47,64,146,90,252,46,1.0739549839228295:1,180,
174,640,74,103,46,59,148,88,250,49,1.064516129032258:1,177,
180,634,74,109,45,56,148,82,254,49,1.0786885245901638:1,180,
186,633,74,110,45,51,151,80,255,51,1.0754098360655737:1,179,
192,631,74,112,45,47,154,76,258,51,1.075657894736842:1,178,
198,698,143,114,73,85,157,73,259,51,1.1151515151515152:1,177,
204,692,146,123,69,81,160,71,258,53,1.1162079510703364:1,177,
210,688,146,127,68,74,163,71,260,52,1.123456790123457:1,178,
216,684,146,131,68,64,169,66,264,53,1.1308411214953271:1,179,
222,678,146,137,67,61,167,69,262,52,1.138801261829653:1,179,
228,675,146,140,66,61,165,69,261,53,1.1428571428571428:1,179,
234,674,146,141,66,61,164,70,260,53,1.1464968152866242:1,178,
240,673,146,142,66,61,157,75,261,53,1.143312101910828:1,179,
246,672,146,143,65,61,156,72,264,54,1.1401273885350318:1,179,
252,668,146,147,64,61,152,74,263,54,1.1548387096774193:1,178,
258,661,146,154,62,61,150,74,261,53,1.1601307189542485:1,176,
264,656,146,159,60,61,146,75,261,53,1.165016501650165:1,177,
270,700,196,165,55,97,160,72,263,53,1.147239263803681:1,179,
276,696,196,169,49,102,157,71,265,52,1.1547987616099071:1,180,
282,690,196,175,48,102,155,73,259,53,1.15625:1,177,
288,687,196,178,46,102,152,72,261,54,1.1536050156739812:1,179,
294,686,196,179,46,102,150,74,260,54,1.1504702194357366:1,178,
300,681,196,184,45,101,148,74,256,57,1.1482649842271293:1,174,
306,679,196,186,45,99,140,79,259,57,1.1419558359621451:1,176,
312,676,196,189,43,99,137,79,261,57,1.146031746031746:1,177,
318,675,196,190,43,99,134,80,260,59,1.1428571428571428:1,176,
324,670,196,195,42,99,129,83,258,59,1.1543408360128617:1,176,
330,664,196,201,42,98,126,84,255,59,1.1488673139158576:1,173,
336,657,196,208,42,96,124,86,251,58,1.1540983606557378:1,173,
342,708,250,211,55,101,154,90,251,57,1.1519756838905775:1,174,
348,711,255,213,59,96,157,91,252,56,1.1610942249240122:1,174,
354,708,255,216,58,95,155,92,251,57,1.1585365853658536:1,173,
360,703,255,221,56,95,154,89,253,56,1.1498470948012232:1,174,
366,698,255,226,55,95,146,94,250,58,1.154320987654321:1,173,
372,696,255,228,55,95,142,97,249,58,1.1614906832298137:1,174,
378,691,255,233,54,95,141,95,249,57,1.1661442006269593:1,175,
384,688,255,236,54,95,138,93,249,59,1.1567398119122256:1,174,
390,683,255,241,54,93,134,94,247,61,1.1545741324921135:1,172,
396,680,255,244,54,92,132,95,247,60,1.1656050955414012:1,172,
402,675,255,249,51,92,130,95,248,59,1.1704180064308682:1,173,
408,671,255,253,50,92,126,98,246,59,1.164516129032258:1,171,
414,725,310,254,105,92,121,101,247,59,1.1577380952380953:1,171,
420,725,317,261,59,89,171,99,249,58,1.1449704142011834:1,173,
426,717,317,269,58,89,168,98,246,58,1.1467065868263473:1,170,
432,709,317,277,52,89,164,99,247,58,1.155015197568389:1,171,
438,702,317,284,48,89,159,100,249,57,1.1666666666666667:1,171,
444,700,317,286,47,89,154,100,251,59,1.1604938271604939:1,174,
450,698,317,288,47,89,152,101,251,58,1.154320987654321:1,174,
456,693,317,293,46,89,147,105,247,59,1.1521739130434783:1,171,
462,692,317,294,46,89,145,101,249,62,1.1557632398753894:1,172,
468,688,317,298,46,89,142,103,246,62,1.1567398119122256:1,170,
474,683,317,303,44,89,138,104,245,63,1.1477987421383649:1,168,
480,680,317,306,43,89,132,107,245,64,1.1587301587301588:1,170,
486,673,317,313,40,89,129,108,243,64,1.1570512820512822:1,168,
492,728,378,319,60,90,161,112,243,62,1.1411764705882352:1,166,
498,725,378,322,59,90,156,114,243,63,1.1513353115727003:1,166,
504,721,378,326,59,90,147,120,243,62,1.1522388059701492:1,166,
510,719,378,328,59,90,141,126,242,61,1.1591591591591592:1,166,
516,715,378,332,58,90,141,124,242,60,1.1666666666666667:1,167,
522,714,378,333,57,90,141,118,248,60,1.1636363636363636:1,167,
528,707,378,340,56,90,141,111,252,57,1.162079510703364:1,168,
534,702,378,345,55,89,141,109,252,56,1.16:1,168,
540,696,378,351,54,87,141,103,256,55,1.1614906832298137:1,168,
546,692,378,355,53,86,141,99,258,55,1.1692789968652038:1,168,
552,687,378,360,53,85,141,98,257,53,1.1603773584905661:1,168,
558,682,378,365,53,85,141,93,256,54,1.1719745222929936:1,167,
564,731,431,369,53,93,170,107,255,53,1.188622754491018:1,168,
570,727,431,373,51,92,171,105,254,54,1.1831831831831832:1,167,
576,721,431,379,50,92,171,105,250,53,1.1981707317073171:1,166,
582,715,431,385,50,91,170,101,251,52,1.2067901234567902:1,168,
588,708,431,392,48,91,170,98,247,54,1.205607476635514:1,166,
594,703,431,397,46,91,169,96,247,54,1.2106918238993711:1,167,
600,697,431,403,45,91,168,94,247,52,1.2197452229299364:1,167,
606,695,431,405,45,91,168,92,245,54,1.220447284345048:1,164,
612,692,431,408,44,91,168,89,246,54,1.2179487179487178:1,165,
618,683,431,417,43,91,167,85,244,53,1.224755700325733:1,166,
624,678,431,422,41,90,167,82,245,53,1.230263157894737:1,165,
630,676,431,424,40,90,167,80,245,54,1.231023102310231:1,164,
636,720,476,425,46,93,172,108,246,55,1.2153846153846153:1,165,
642,714,477,432,43,90,169,109,248,55,1.23125:1,165,
648,712,477,434,43,90,168,108,248,55,1.2319749216300941:1,164,
654,709,477,437,43,90,168,104,248,56,1.229559748427673:1,163,
660,706,477,440,43,89,167,98,252,57,1.227129337539432:1,163,
666,704,477,442,42,89,167,95,255,56,1.234920634920635:1,165,
672,697,477,449,42,88,167,90,255,55,1.2483870967741935:1,166,
678,695,477,451,42,88,167,89,254,55,1.249190938511327:1,166,
684,688,477,458,41,88,167,85,254,53,1.2557377049180327:1,165,
690,686,477,460,41,88,167,83,254,53,1.2640264026402641:1,165,
