Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Age 25+,F:M Ratio,Rep. Female
6,704,0,7,48,100,105,166,254,31,0.9664804469273743:1,201,
12,696,0,15,45,96,108,164,250,33,0.9772727272727273:1,197,
18,692,0,19,37,100,109,163,250,33,0.9885057471264368:1,198,
24,689,0,22,35,96,112,159,254,33,0.9913294797687862:1,199,
30,685,0,26,29,97,114,157,255,33,0.9912790697674418:1,201,
36,680,0,31,24,98,116,150,258,34,0.9941348973607038:1,203,
42,675,0,36,21,95,119,148,255,37,0.9970414201183432:1,200,
48,672,0,39,17,94,123,144,255,39,1.0059701492537314:1,200,
54,682,10,39,20,100,120,143,259,40,1.017751479289941:1,202,
60,676,10,45,16,101,122,138,259,40,1.0119047619047619:1,200,
66,669,10,52,10,101,125,139,256,38,1.0029940119760479:1,197,
72,665,10,56,10,93,130,136,257,39,1.0090634441087614:1,196,
78,663,10,58,10,89,132,136,257,39,1.009090909090909:1,196,
84,660,10,61,9,83,134,136,258,40,1.006079027355623:1,197,
90,659,10,62,9,82,135,130,263,40,1.0091463414634145:1,200,
96,657,10,64,8,77,137,129,266,40,1.0030487804878048:1,202,
102,656,10,65,8,76,137,128,266,41,1.0061162079510704:1,201,
108,653,10,68,7,72,137,126,268,43,1.0030674846625767:1,201,
114,647,10,74,7,68,141,119,269,43,1.0155763239875388:1,203,
120,645,10,76,7,62,144,121,267,44,1.015625:1,202,
126,702,73,82,62,67,145,118,268,42,1.0406976744186047:1,203,
132,695,73,89,61,63,147,108,274,42,1.0441176470588236:1,206,
138,694,73,90,61,60,148,103,278,44,1.0411764705882354:1,207,
144,691,73,93,60,56,149,98,283,45,1.0383480825958702:1,211,
150,690,73,94,60,49,155,94,287,45,1.0414201183431953:1,212,
156,680,73,104,58,45,154,93,287,43,1.035928143712575:1,211,
162,677,73,107,58,42,155,90,288,44,1.0391566265060241:1,210,
168,673,73,111,57,38,158,84,291,45,1.0455927051671732:1,210,
174,669,73,115,56,35,157,85,291,45,1.0584615384615386:1,209,
180,666,73,118,55,32,158,80,296,45,1.061919504643963:1,214,
186,660,73,124,55,29,160,78,293,45,1.0689655172413792:1,213,
192,654,73,130,52,24,160,77,297,44,1.0630914826498423:1,215,
198,724,146,133,72,71,164,73,298,46,1.0864553314121037:1,214,
204,711,146,146,67,66,164,69,298,47,1.0850439882697946:1,215,
210,705,146,152,64,59,170,64,300,48,1.0919881305637982:1,215,
216,699,146,158,63,57,166,61,304,48,1.092814371257485:1,216,
222,697,146,160,63,57,162,62,306,47,1.0868263473053892:1,217,
228,690,146,167,61,57,158,65,302,47,1.103658536585366:1,216,
234,685,146,172,60,57,154,68,300,46,1.1076923076923078:1,215,
240,681,146,176,60,57,153,65,299,47,1.108359133126935:1,212,
246,675,146,182,58,56,152,65,297,47,1.109375:1,211,
252,673,146,184,58,56,150,67,293,49,1.103125:1,208,
258,669,146,188,56,56,146,68,294,49,1.1037735849056605:1,208,
264,667,146,190,54,56,146,68,292,51,1.1041009463722398:1,206,
270,725,210,196,65,102,149,66,293,50,1.0833333333333333:1,207,
276,719,211,203,62,104,148,67,288,50,1.0901162790697674:1,203,
282,711,211,211,61,103,144,69,285,49,1.1035502958579881:1,200,
288,704,211,218,61,102,140,70,282,49,1.1014925373134328:1,199,
294,702,211,220,60,102,135,71,284,50,1.1017964071856288:1,199,
300,700,211,222,60,102,132,72,285,49,1.095808383233533:1,199,
306,695,211,227,60,101,126,76,281,51,1.0933734939759037:1,196,
312,694,211,228,60,101,120,81,279,53,1.0903614457831325:1,194,
318,693,211,229,60,101,118,80,279,55,1.093655589123867:1,193,
324,690,211,232,60,101,115,82,277,55,1.103658536585366:1,194,
330,685,211,237,60,101,111,81,277,55,1.1141975308641976:1,195,
336,684,211,238,60,101,107,82,279,55,1.1111111111111112:1,197,
342,751,281,241,73,110,150,85,278,55,1.0919220055710306:1,196,
348,750,284,245,72,110,150,85,277,56,1.1008403361344539:1,195,
354,747,284,248,72,110,147,86,276,56,1.098314606741573:1,194,
360,744,284,251,70,110,140,91,276,57,1.095774647887324:1,193,
366,738,284,257,69,110,135,93,273,58,1.1085714285714285:1,194,
372,728,284,267,65,110,129,96,269,59,1.1224489795918366:1,192,
378,724,284,271,65,110,126,97,266,60,1.1231671554252198:1,192,
