Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Age 25+,F:M Ratio,Rep. Female
6,677,0,6,73,101,92,153,228,30,1.0453172205438066:1,178,
12,674,0,9,62,104,95,153,226,34,1.0486322188449848:1,174,
18,668,0,15,56,107,94,148,226,37,1.0428134556574924:1,172,
24,667,0,16,51,108,98,145,228,37,1.0460122699386503:1,172,
30,664,0,19,46,107,100,145,228,38,1.043076923076923:1,170,
36,662,0,21,41,103,107,138,236,37,1.0432098765432098:1,173,
42,660,0,23,36,102,111,136,238,37,1.043343653250774:1,174,
48,657,0,26,30,104,111,134,241,37,1.0403726708074534:1,174,
54,668,14,29,40,102,115,128,245,38,1.049079754601227:1,177,
60,666,14,31,31,108,115,130,241,41,1.0492307692307692:1,174,
66,657,14,40,25,108,116,129,236,43,1.053125:1,172,
72,653,14,44,15,116,115,126,238,43,1.0534591194968554:1,173,
78,649,14,48,13,114,118,121,240,43,1.0603174603174603:1,172,
84,645,14,52,13,107,122,115,244,44,1.0541401273885351:1,173,
90,643,14,54,13,104,125,112,245,44,1.060897435897436:1,175,
96,641,14,56,13,96,129,116,242,45,1.0610932475884245:1,173,
102,636,14,61,13,92,131,112,243,45,1.0716612377850163:1,174,
108,632,14,65,13,91,131,108,246,43,1.065359477124183:1,175,
114,628,14,69,12,90,128,105,249,44,1.0590163934426229:1,177,
120,624,14,73,11,87,129,99,254,44,1.0526315789473684:1,179,
126,675,71,79,55,93,134,94,253,46,1.0705521472392638:1,178,
132,672,71,82,54,92,134,93,253,46,1.0676923076923077:1,177,
138,670,71,84,53,87,139,90,255,46,1.0743034055727554:1,177,
144,667,71,87,53,81,144,88,252,49,1.0778816199376946:1,176,
150,663,71,91,51,79,144,85,255,49,1.078369905956113:1,177,
156,655,71,99,49,70,148,85,254,49,1.0727848101265822:1,176,
162,651,71,103,49,63,150,83,257,49,1.0666666666666667:1,178,
168,649,71,105,48,59,151,83,257,51,1.0603174603174603:1,178,
174,644,71,110,48,54,152,85,256,49,1.064102564102564:1,179,
180,642,71,112,46,48,156,80,263,49,1.0643086816720257:1,184,
186,640,71,114,46,45,158,76,266,49,1.064516129032258:1,185,
192,635,71,119,46,41,160,71,267,50,1.0751633986928104:1,185,
198,692,135,126,67,78,162,69,266,50,1.1162079510703364:1,184,
204,691,135,127,64,75,164,73,264,51,1.1131498470948011:1,183,
210,688,135,130,64,69,170,67,264,54,1.116923076923077:1,183,
216,682,135,136,61,62,176,63,267,53,1.13125:1,185,
222,680,135,138,61,56,181,63,265,54,1.1383647798742138:1,185,
228,673,135,145,58,56,179,63,260,57,1.1501597444089458:1,182,
234,670,135,148,57,56,178,61,260,58,1.1543408360128617:1,182,
240,669,135,149,57,56,178,60,260,58,1.1580645161290322:1,182,
246,667,135,151,57,56,175,62,260,57,1.1516129032258065:1,181,
252,663,135,155,54,56,175,59,262,57,1.1387096774193548:1,181,
258,658,135,160,51,56,173,59,261,58,1.1433224755700326:1,181,
264,656,135,162,50,56,172,57,263,58,1.1437908496732025:1,184,
270,706,187,164,55,92,182,57,263,57,1.0825958702064897:1,184,
276,702,189,170,52,95,179,58,258,60,1.0769230769230769:1,179,
282,695,189,177,49,95,174,61,256,60,1.0808383233532934:1,176,
288,693,189,179,49,95,172,60,256,61,1.0748502994011977:1,174,
294,691,189,181,49,95,169,61,255,62,1.075075075075075:1,173,
300,689,189,183,48,95,166,63,253,64,1.081570996978852:1,173,
306,684,189,188,46,95,162,66,251,64,1.098159509202454:1,174,
312,675,189,197,44,93,160,66,250,62,1.102803738317757:1,174,
318,667,189,205,44,93,156,65,246,63,1.1174603174603175:1,171,
324,666,189,206,43,93,151,69,247,63,1.1142857142857143:1,171,
330,662,189,210,43,93,142,77,243,64,1.1286173633440515:1,170,
336,658,189,214,42,93,137,79,241,66,1.1363636363636365:1,170,
342,713,246,216,61,93,171,83,239,66,1.0970588235294119:1,169,
348,713,248,218,57,92,174,85,239,66,1.0970588235294119:1,169,
354,712,248,219,57,92,168,89,240,66,1.0941176470588236:1,169,
360,708,248,223,54,92,165,92,240,65,1.0946745562130178:1,169,
366,706,248,225,53,92,164,93,239,65,1.1011904761904763:1,169,
372,701,248,230,53,92,159,93,240,64,1.098802395209581:1,169,
378,699,248,232,53,92,153,94,245,62,1.0990990990990992:1,171,
384,696,248,235,53,92,150,94,246,61,1.1027190332326284:1,171,
390,692,248,239,52,91,142,99,245,63,1.096969696969697:1,170,
396,689,248,242,52,91,140,97,246,63,1.100609756097561:1,171,
402,686,248,245,52,91,139,97,245,62,1.0978593272171253:1,171,
408,682,248,249,52,91,137,96,244,62,1.1049382716049383:1,170,
414,736,305,252,109,91,134,97,245,60,1.1395348837209303:1,169,
420,733,308,258,59,93,180,96,247,58,1.1495601173020529:1,171,
426,730,308,261,58,93,179,95,246,59,1.1470588235294117:1,171,
432,726,308,265,56,93,170,103,246,58,1.1479289940828403:1,170,
438,722,308,269,56,93,167,105,243,58,1.142433234421365:1,167,
444,714,308,277,53,93,162,107,242,57,1.1377245508982037:1,167,
450,712,308,279,52,93,154,115,240,58,1.1381381381381381:1,165,
456,708,308,283,51,93,148,120,238,58,1.1389728096676737:1,164,
462,703,308,288,50,93,144,121,238,57,1.156441717791411:1,164,
468,700,308,291,49,93,139,126,236,57,1.1604938271604939:1,162,
474,695,308,296,49,93,136,128,233,56,1.1651090342679127:1,160,
480,689,308,302,47,93,132,129,233,55,1.1803797468354431:1,160,
486,688,308,303,47,93,126,133,235,54,1.1772151898734178:1,160,
492,733,357,307,50,97,164,133,234,55,1.1432748538011697:1,159,
498,728,357,312,48,97,156,138,233,56,1.1474926253687316:1,160,
504,721,357,319,46,97,151,141,231,55,1.1522388059701492:1,158,
510,716,357,324,45,97,143,149,228,54,1.163141993957704:1,156,
516,710,357,330,44,97,140,149,229,51,1.177914110429448:1,157,
522,705,357,335,42,97,140,144,230,52,1.1826625386996905:1,157,
528,701,357,339,41,97,140,142,228,53,1.1770186335403727:1,156,
534,697,357,343,41,96,140,138,229,53,1.178125:1,156,
540,691,357,349,40,96,136,134,232,53,1.1867088607594938:1,158,
546,689,357,351,40,96,135,127,237,54,1.1873015873015873:1,161,
552,683,357,357,39,95,135,120,242,52,1.182108626198083:1,162,
558,676,357,364,39,95,133,117,243,49,1.1877022653721683:1,162,
564,728,414,369,59,83,171,123,244,48,1.1348973607038124:1,162,
570,726,414,371,58,82,173,121,243,49,1.1352941176470588:1,160,
576,723,414,374,57,82,173,117,245,49,1.1390532544378698:1,160,
582,720,414,377,57,82,173,115,242,51,1.1492537313432836:1,159,
588,714,414,383,56,81,173,113,239,52,1.1506024096385543:1,157,
594,707,414,390,56,81,171,106,243,50,1.1424242424242423:1,158,
