Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Age 25+,F:M Ratio,Rep. Female
6,706,0,5,71,115,105,143,239,33,0.8677248677248677:1,179,
12,700,0,11,67,113,107,135,246,32,0.8666666666666667:1,182,
18,698,0,13,58,116,111,132,248,33,0.8663101604278075:1,180,
24,696,0,15,55,113,112,129,252,35,0.8609625668449198:1,180,
30,695,0,16,51,110,116,128,253,37,0.8632707774798928:1,178,
36,691,0,20,41,119,116,124,254,37,0.862533692722372:1,177,
42,688,0,23,34,118,121,123,255,37,0.8644986449864499:1,176,
48,682,0,29,26,118,125,121,253,39,0.8633879781420765:1,174,
54,694,13,30,33,119,130,118,253,41,0.8706199460916442:1,172,
60,687,13,37,23,123,131,117,253,40,0.8770491803278688:1,173,
66,684,13,40,18,121,135,113,256,41,0.8791208791208791:1,173,
72,680,13,44,13,121,136,114,252,44,0.8836565096952909:1,172,
78,676,13,48,13,113,138,116,251,45,0.883008356545961:1,169,
84,671,13,53,13,110,140,117,247,44,0.8901408450704226:1,168,
90,670,13,54,13,106,143,116,247,45,0.8926553672316384:1,169,
96,666,13,58,13,102,145,110,249,47,0.8974358974358975:1,169,
102,663,13,61,13,97,147,105,251,50,0.9051724137931034:1,167,
108,660,13,64,13,91,152,99,253,52,0.9130434782608695:1,167,
114,656,13,68,13,85,158,96,251,53,0.9181286549707602:1,167,
120,656,13,68,13,84,154,99,251,55,0.9181286549707602:1,167,
126,704,65,72,52,95,151,98,253,55,0.9027027027027027:1,170,
132,700,65,76,51,90,156,96,251,56,0.9021739130434783:1,171,
138,699,65,77,51,88,154,95,254,57,0.9046321525885559:1,171,
144,694,65,82,49,85,155,94,254,57,0.9065934065934066:1,170,
150,688,65,88,48,81,153,93,256,57,0.9217877094972067:1,173,
156,682,65,94,48,77,154,90,258,55,0.9211267605633803:1,174,
162,673,65,103,46,69,162,85,253,58,0.9283667621776505:1,172,
168,670,65,106,46,63,167,79,257,58,0.9364161849710982:1,175,
174,666,65,110,44,60,167,80,257,58,0.9416909620991254:1,174,
180,662,65,114,44,50,173,77,260,58,0.9528023598820059:1,175,
186,657,65,119,44,45,173,76,262,57,0.9553571428571429:1,177,
192,654,65,122,44,37,177,80,257,59,0.9522388059701492:1,174,
198,718,130,123,67,74,180,77,260,60,0.9725274725274725:1,177,
204,712,130,129,61,71,184,76,260,60,0.9777777777777777:1,177,
210,708,130,133,61,64,190,73,258,62,0.9831932773109243:1,174,
216,703,130,138,60,59,191,71,259,63,0.9915014164305949:1,177,
