Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Age 25+,F:M Ratio,Rep. Female
6,639,0,5,68,101,96,142,214,18,0.996875:1,166,
12,638,0,6,56,106,101,137,219,19,0.99375:1,167,
18,636,0,8,52,105,105,134,220,20,0.9937304075235109:1,167,
24,631,0,13,43,109,106,134,218,21,0.9968354430379747:1,166,
30,631,0,13,38,108,109,133,217,26,0.9968354430379747:1,162,
36,627,0,17,32,111,109,129,219,27,1.0096153846153846:1,163,
42,625,0,19,28,108,113,128,217,31,1.0096463022508038:1,163,
48,625,0,19,19,114,116,123,221,32,1.0096463022508038:1,163,
54,635,12,21,26,118,116,121,221,33,1.009493670886076:1,163,
60,631,12,25,24,119,116,119,221,32,1.0095541401273886:1,162,
66,625,12,31,17,124,116,115,222,31,1.0161290322580645:1,161,
72,621,12,35,11,125,119,111,224,31,1.022801302931596:1,164,
78,617,12,39,10,117,124,109,226,31,1.0296052631578947:1,165,
84,613,12,43,9,113,126,107,227,31,1.0298013245033113:1,167,
90,611,12,45,9,108,128,104,231,31,1.0299003322259137:1,171,
96,606,12,50,8,100,132,105,230,31,1.0404040404040404:1,170,
102,602,12,54,8,94,134,101,234,31,1.040677966101695:1,171,
108,599,12,57,8,92,133,101,234,31,1.0513698630136987:1,170,
114,597,12,59,8,90,135,98,235,31,1.0515463917525774:1,170,
120,590,12,66,7,84,137,92,236,34,1.0486111111111112:1,172,
126,649,76,71,64,87,136,93,234,35,1.0218068535825544:1,169,
132,644,76,76,61,83,139,93,233,35,1.0379746835443038:1,170,
138,641,76,79,60,78,143,92,231,37,1.034920634920635:1,169,
144,634,76,86,57,76,140,91,232,38,1.0385852090032155:1,170,
150,630,76,90,55,67,147,89,235,37,1.0454545454545454:1,171,
156,627,76,93,53,58,154,87,238,37,1.0423452768729642:1,174,
162,627,76,93,53,51,156,91,239,37,1.0423452768729642:1,175,
168,624,76,96,52,46,161,84,244,37,1.0526315789473684:1,174,
174,621,76,99,52,40,165,82,244,38,1.0562913907284768:1,173,
180,619,76,101,50,36,164,85,244,40,1.0496688741721854:1,171,
186,616,76,104,50,32,165,82,247,40,1.060200668896321:1,172,
192,611,76,109,47,26,168,80,247,43,1.0572390572390573:1,171,
198,670,138,112,65,66,169,75,249,46,1.0679012345679013:1,170,
204,669,138,113,62,64,173,71,251,48,1.0712074303405572:1,170,
210,666,138,116,62,60,176,67,251,50,1.08125:1,170,
216,666,138,116,62,55,178,65,256,50,1.08125:1,173,
222,660,138,122,59,52,177,65,257,50,1.0886075949367089:1,174,
228,656,138,126,58,52,174,66,256,50,1.095846645367412:1,174,
234,653,138,129,57,52,172,66,255,51,1.0929487179487178:1,173,
240,648,138,134,55,52,171,65,256,49,1.0903225806451613:1,174,
246,647,138,135,55,52,171,63,256,50,1.0938511326860842:1,173,
252,645,138,137,55,52,168,63,255,52,1.087378640776699:1,171,
258,640,138,142,52,52,165,62,257,52,1.077922077922078:1,172,
264,635,138,147,52,52,161,65,253,52,1.0819672131147542:1,170,
270,678,183,149,46,96,164,67,253,52,1.1055900621118013:1,170,
276,673,184,155,46,95,162,70,249,51,1.109717868338558:1,169,
282,667,184,161,43,94,158,72,248,52,1.110759493670886:1,169,
288,664,184,164,43,93,158,69,248,53,1.121405750798722:1,170,
294,663,184,165,42,93,155,71,249,53,1.125:1,171,
300,661,184,167,41,93,154,72,247,54,1.132258064516129:1,169,
306,657,184,171,39,93,149,74,248,54,1.1331168831168832:1,170,
312,655,184,173,39,92,142,79,249,54,1.1335504885993486:1,170,
