Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Age 25+,F:M Ratio,Rep. Female
6,717,0,5,75,125,106,123,255,33,0.9069148936170213:1,215,
12,714,0,8,71,124,107,121,257,34,0.9090909090909091:1,216,
18,711,0,11,64,123,112,117,261,34,0.9164420485175202:1,218,
24,708,0,14,59,126,111,115,262,35,0.9186991869918699:1,217,
30,706,0,16,50,130,116,112,260,38,0.9184782608695652:1,215,
36,703,0,19,45,132,115,111,260,40,0.9260273972602739:1,215,
42,701,0,21,41,134,115,107,261,43,0.9205479452054794:1,214,
48,697,0,25,33,132,117,108,262,45,0.9201101928374655:1,214,
54,711,20,31,48,132,120,107,260,44,0.9164420485175202:1,212,
60,706,20,36,38,137,121,101,264,45,0.9289617486338798:1,214,
66,699,20,43,30,137,123,100,263,46,0.930939226519337:1,214,
72,692,20,50,19,138,131,98,257,49,0.9275766016713092:1,209,
78,688,20,54,18,133,132,97,257,51,0.9325842696629213:1,208,
84,683,20,59,17,124,138,95,256,53,0.9293785310734464:1,205,
90,679,20,63,16,118,140,97,254,54,0.9344729344729344:1,205,
96,676,20,66,15,113,143,97,254,54,0.9314285714285714:1,204,
102,674,20,68,15,104,152,94,254,55,0.9367816091954023:1,205,
108,672,20,70,15,97,158,91,254,57,0.9365994236311239:1,204,
114,666,20,76,14,92,158,90,255,57,0.9416909620991254:1,203,
120,663,20,79,12,90,159,86,258,58,0.9329446064139941:1,205,
126,722,83,83,62,101,159,83,259,58,0.935656836461126:1,207,
132,717,83,88,60,92,161,82,263,59,0.9378378378378378:1,208,
138,715,83,90,59,89,161,80,266,60,0.9376693766937669:1,209,
144,713,83,92,59,86,164,76,269,59,0.9375:1,209,
150,712,83,93,59,82,164,77,270,60,0.9347826086956522:1,209,
156,708,83,97,58,77,166,76,272,59,0.9239130434782609:1,211,
162,705,83,100,56,73,165,74,277,60,0.9315068493150684:1,213,
168,703,83,102,56,67,170,73,275,62,0.9260273972602739:1,211,
174,699,83,106,55,60,172,73,277,62,0.930939226519337:1,210,
180,697,83,108,55,55,173,73,278,63,0.9307479224376731:1,209,
186,691,83,114,52,51,175,71,281,61,0.9355742296918768:1,211,
192,687,83,118,50,44,181,67,283,62,0.9352112676056338:1,212,
198,767,167,122,84,89,181,67,282,64,0.9973958333333334:1,210,
204,762,168,128,81,79,190,67,281,64,0.9947643979057592:1,208,
210,754,168,136,78,75,190,68,281,62,0.9894459102902374:1,208,
216,749,168,141,77,66,195,69,279,63,0.986737400530504:1,207,
222,745,168,145,76,60,199,70,276,64,0.9919786096256684:1,206,
228,741,168,149,74,60,197,68,278,64,0.9865951742627346:1,208,
234,736,168,154,73,59,195,69,274,66,1.0:1,205,
240,732,168,158,71,59,193,68,274,67,1.010989010989011:1,205,
246,728,168,162,71,58,193,67,272,67,1.011049723756906:1,204,
252,725,168,165,69,58,192,67,272,67,1.0138888888888888:1,204,
258,724,168,166,69,58,191,66,271,69,1.0167130919220055:1,204,
264,719,168,171,68,58,191,64,270,68,1.0196629213483146:1,202,
270,775,228,175,60,112,201,62,271,69,0.9871794871794872:1,200,
276,767,229,184,58,112,198,65,262,72,0.9870466321243523:1,194,
282,762,229,189,57,111,193,68,262,71,0.984375:1,194,
288,757,229,194,56,111,189,70,260,71,0.9921052631578947:1,193,
294,754,229,197,56,109,188,70,259,72,0.9947089947089947:1,192,
300,751,229,200,56,109,183,73,258,72,1.0026666666666666:1,193,
306,748,229,203,56,108,177,76,260,71,1.0:1,194,
312,743,229,208,55,108,172,77,262,69,1.008108108108108:1,196,
318,736,229,215,54,108,171,76,258,69,1.021978021978022:1,194,
324,732,229,219,51,108,169,78,256,70,1.022099447513812:1,194,
330,728,229,223,51,106,165,78,256,72,1.0166204986149585:1,193,
336,725,229,226,51,106,163,79,253,73,1.0194986072423398:1,191,
342,788,295,229,68,117,194,85,252,72,1.0361757105943152:1,190,
348,785,297,234,67,116,193,85,253,71,1.0336787564766838:1,192,
354,780,297,239,66,116,192,83,252,71,1.0365535248041775:1,190,
360,775,297,244,65,116,185,89,249,71,1.0394736842105263:1,187,
366,770,297,249,65,116,179,91,250,69,1.047872340425532:1,187,
372,765,297,254,62,116,174,93,251,69,1.04:1,188,
378,764,297,255,62,116,166,99,252,69,1.0427807486631016:1,189,
384,760,297,259,62,116,161,102,250,69,1.043010752688172:1,187,
390,753,297,266,60,116,156,105,247,69,1.0406504065040652:1,185,
396,748,297,271,58,115,148,107,250,70,1.0381471389645776:1,185,
402,745,297,274,57,115,140,113,251,69,1.0410958904109588:1,186,
408,743,297,276,57,115,137,113,253,68,1.0412087912087913:1,185,
414,801,360,281,118,113,136,114,250,70,1.0381679389312977:1,183,
420,797,362,287,63,103,194,116,250,71,1.0488431876606683:1,183,
426,795,362,289,62,103,188,118,252,72,1.054263565891473:1,185,
432,790,362,294,60,102,187,117,254,70,1.0626631853785902:1,186,
438,785,362,299,60,102,183,119,252,69,1.0767195767195767:1,184,
444,777,362,307,59,102,179,123,248,66,1.0775401069518717:1,182,
450,770,362,314,57,102,175,124,248,64,1.0810810810810811:1,182,
456,762,362,322,56,101,171,125,246,63,1.0876712328767124:1,181,
462,758,362,326,55,101,165,128,247,62,1.0881542699724518:1,181,
468,754,362,330,53,101,155,136,247,62,1.0828729281767955:1,180,
474,751,362,333,52,101,152,139,246,61,1.0919220055710306:1,179,
480,746,362,338,51,101,147,142,244,61,1.1073446327683616:1,178,
486,742,362,342,50,101,140,147,244,60,1.1019830028328612:1,177,
492,802,425,345,63,102,183,150,242,62,1.1329787234042554:1,176,
498,799,425,348,62,102,175,154,244,62,1.1363636363636365:1,178,
504,789,425,358,60,102,169,152,245,61,1.1498637602179838:1,178,
510,783,425,364,60,102,159,160,242,60,1.1629834254143647:1,178,
516,780,425,367,60,102,158,158,244,58,1.1666666666666667:1,178,
522,779,425,368,59,102,158,153,248,59,1.16991643454039:1,179,
528,772,425,375,57,102,157,149,247,60,1.1564245810055866:1,177,
534,769,425,378,56,102,157,147,246,61,1.1540616246498598:1,176,
540,767,425,380,56,102,157,144,246,62,1.1484593837535013:1,175,
546,764,425,383,55,101,157,143,246,62,1.146067415730337:1,176,
552,762,425,385,54,101,157,140,246,64,1.1464788732394366:1,175,
558,755,425,392,54,101,157,134,246,63,1.1448863636363635:1,173,
564,804,482,400,56,103,199,140,246,60,1.144:1,174,
570,801,482,403,56,102,199,139,242,63,1.1474530831099197:1,170,
576,795,482,409,55,101,198,135,243,63,1.1486486486486487:1,171,
582,791,482,413,53,101,198,129,248,62,1.1553133514986376:1,172,
588,788,482,416,52,101,197,125,251,62,1.1530054644808743:1,174,
594,779,482,425,50,100,197,116,253,63,1.163888888888889:1,175,
600,773,482,431,48,100,196,111,257,61,1.165266106442577:1,178,
606,767,482,437,48,100,195,106,259,59,1.1851851851851851:1,176,
612,761,482,443,47,98,194,102,261,59,1.1930835734870318:1,176,
618,756,482,448,45,98,192,94,269,58,1.191304347826087:1,179,
624,749,482,455,42,98,192,88,270,59,1.2029411764705882:1,181,
630,744,482,460,41,98,191,85,272,57,1.188235294117647:1,182,
636,792,535,465,54,93,201,118,269,57,1.16986301369863:1,180,
642,789,537,470,54,92,201,114,271,57,1.1795580110497237:1,180,
648,786,537,473,53,92,201,110,273,57,1.1833333333333333:1,180,
654,778,537,481,51,92,201,107,272,55,1.1915492957746479:1,179,
660,774,537,485,50,92,201,104,272,55,1.205128205128205:1,180,
666,770,537,489,50,92,200,100,274,54,1.2126436781609196:1,179,
672,767,537,492,50,92,199,98,271,57,1.216763005780347:1,176,
678,764,537,495,49,91,198,93,275,58,1.2144927536231884:1,176,
684,761,537,498,48,91,198,89,277,58,1.2122093023255813:1,177,
690,756,537,503,45,91,198,83,282,57,1.217008797653959:1,181,
696,751,537,508,44,91,198,79,281,58,1.228486646884273:1,182,
702,745,537,514,43,91,198,71,286,56,1.2305389221556886:1,186,
708,800,599,521,66,82,189,126,283,54,1.2284122562674096:1,185,
714,791,600,531,61,83,189,118,288,52,1.2471590909090908:1,189,
720,785,600,537,58,83,188,115,287,54,1.2364672364672364:1,187,
726,778,600,544,57,83,187,106,291,54,1.235632183908046:1,189,
732,773,600,549,56,83,187,100,294,53,1.2405797101449276:1,190,
738,767,600,555,54,83,185,100,292,53,1.2426900584795322:1,189,
744,761,600,561,54,83,184,99,286,55,1.238235294117647:1,184,
750,755,600,567,52,83,184,99,281,56,1.2403560830860534:1,182,
756,749,600,573,50,83,184,97,279,56,1.2291666666666667:1,180,
762,745,600,577,49,83,184,97,277,55,1.2372372372372373:1,178,
768,739,600,583,48,83,183,97,274,54,1.2462006079027355:1,177,
774,737,600,585,48,82,183,97,274,53,1.253822629969419:1,177,
780,786,653,589,56,88,220,97,272,53,1.2521489971346704:1,175,
786,785,655,592,54,89,179,129,282,52,1.2557471264367817:1,178,
792,781,655,596,54,89,179,129,280,50,1.263768115942029:1,178,
798,772,655,605,51,87,179,128,279,48,1.2573099415204678:1,178,
