Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Age 25+,F:M Ratio,Rep. Female
6,713,0,3,66,113,113,130,260,31,0.9860724233983287:1,197,
12,712,0,4,59,115,114,131,261,32,0.9888268156424581:1,198,
18,706,0,10,51,115,117,129,259,35,0.9887323943661972:1,195,
24,700,0,16,44,117,116,128,260,35,0.9886363636363636:1,197,
30,699,0,17,38,119,118,127,262,35,0.9857954545454546:1,197,
36,693,0,23,31,121,121,124,263,33,0.9913793103448276:1,197,
42,688,0,28,24,125,119,126,264,30,0.9942028985507246:1,197,
48,684,0,32,21,120,123,122,268,30,0.9941690962099126:1,201,
54,695,16,37,32,117,126,119,270,31,1.0203488372093024:1,202,
60,693,16,39,28,114,128,119,273,31,1.0263157894736843:1,205,
66,688,16,44,23,112,131,120,268,34,1.0294985250737463:1,201,
72,684,16,48,18,113,133,119,266,35,1.0417910447761194:1,201,
78,681,16,51,15,110,136,120,264,36,1.045045045045045:1,200,
84,675,16,57,15,106,138,116,262,38,1.0516717325227964:1,199,
90,673,16,59,15,100,141,117,260,40,1.0455927051671732:1,198,
96,672,16,60,14,95,145,115,262,41,1.0425531914893618:1,198,
102,670,16,62,14,91,147,111,265,42,1.0364741641337385:1,199,
108,668,16,64,14,81,153,114,262,44,1.0365853658536586:1,196,
114,656,16,76,13,75,155,117,254,42,1.0372670807453417:1,192,
120,652,16,80,13,70,157,116,254,42,1.0375:1,192,
126,700,69,85,52,77,159,111,259,42,1.0172910662824208:1,194,
132,699,69,86,52,77,158,107,261,44,1.0144092219020173:1,196,
138,695,69,90,52,73,159,109,257,45,1.0262390670553936:1,194,
144,691,69,94,52,72,160,104,259,44,1.0323529411764707:1,197,
150,690,69,95,52,66,162,102,264,44,1.0353982300884956:1,197,
156,685,69,100,51,64,162,101,261,46,1.044776119402985:1,196,
162,683,69,102,51,56,169,95,267,45,1.0510510510510511:1,197,
168,677,69,108,51,50,171,91,266,48,1.0515151515151515:1,196,
174,671,69,114,51,45,170,88,268,49,1.0519877675840978:1,198,
180,668,69,117,51,40,173,85,270,49,1.0428134556574924:1,200,
186,666,69,119,51,35,178,81,272,49,1.0492307692307692:1,201,
192,658,69,127,48,32,179,80,267,52,1.05625:1,196,
198,730,144,130,76,73,183,73,272,53,1.0391061452513966:1,198,
204,730,147,133,76,71,185,72,272,54,1.033426183844011:1,198,
210,722,147,141,73,68,187,68,273,53,1.03954802259887:1,198,
216,718,147,145,72,65,184,68,274,55,1.0455840455840455:1,199,
222,712,147,151,71,60,186,70,273,52,1.0459770114942528:1,198,
228,707,147,156,69,60,183,68,276,51,1.055232558139535:1,199,
234,705,147,158,67,60,180,70,277,51,1.055393586005831:1,200,
240,702,147,161,67,60,175,73,277,50,1.0586510263929618:1,198,
246,699,147,164,66,60,170,74,277,52,1.0619469026548674:1,198,
252,698,147,165,66,60,167,77,274,54,1.0589970501474926:1,196,
258,695,147,168,65,60,167,74,273,56,1.0562130177514792:1,194,
264,687,147,176,62,60,163,78,267,57,1.0568862275449102:1,190,
270,740,202,178,58,105,173,78,267,59,1.0385674931129476:1,189,
276,733,203,186,53,107,172,76,267,58,1.0361111111111112:1,188,
282,727,203,192,51,107,168,76,266,59,1.0421348314606742:1,187,
288,722,203,197,51,107,164,74,267,59,1.045325779036827:1,186,
