Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Age 25+,F:M Ratio,Rep. Female
6,709,0,4,60,124,122,126,246,31,1.0670553935860059:1,185,
12,706,0,7,53,123,127,121,249,33,1.0703812316715542:1,187,
18,702,0,11,48,121,130,121,248,34,1.0707964601769913:1,187,
24,699,0,14,43,120,129,121,251,35,1.0680473372781065:1,188,
30,695,0,18,38,123,128,118,250,38,1.0746268656716418:1,190,
36,691,0,22,29,129,126,121,248,38,1.075075075075075:1,187,
42,688,0,25,23,130,128,121,246,40,1.0785498489425982:1,188,
48,687,0,26,18,132,131,118,247,41,1.0818181818181818:1,188,
54,699,12,26,26,134,133,117,248,41,1.0803571428571428:1,188,
60,696,12,29,23,131,134,118,249,41,1.09009009009009:1,187,
66,695,12,30,18,131,137,117,249,43,1.0933734939759037:1,185,
72,692,12,33,11,131,138,117,251,44,1.096969696969697:1,187,
78,688,12,37,10,127,142,114,250,45,1.1039755351681957:1,186,
84,684,12,41,10,124,140,115,248,47,1.1176470588235294:1,186,
90,681,12,44,9,116,144,116,249,47,1.1149068322981366:1,187,
96,674,12,51,9,109,151,114,246,45,1.1261829652996846:1,186,
102,669,12,56,8,101,157,108,252,43,1.1373801916932906:1,189,
108,665,12,60,8,95,162,104,253,43,1.1521035598705502:1,189,
114,662,12,63,8,86,167,99,258,44,1.1563517915309447:1,192,
120,656,12,69,8,78,174,93,260,43,1.1508196721311474:1,192,
126,726,86,73,73,82,173,91,263,44,1.1352941176470588:1,194,
132,720,86,79,72,77,173,92,262,44,1.1428571428571428:1,193,
138,714,86,85,71,74,173,91,263,42,1.1377245508982037:1,193,
144,709,86,90,70,71,174,89,264,41,1.1355421686746987:1,190,
150,703,86,96,66,64,179,87,265,42,1.1432926829268293:1,189,
156,700,86,99,66,59,180,85,268,42,1.1341463414634145:1,191,
162,693,86,106,62,54,179,87,268,43,1.1455108359133126:1,193,
168,691,86,108,62,50,180,86,270,43,1.1459627329192548:1,194,
174,684,86,115,60,47,180,82,271,44,1.1442006269592477:1,195,
180,678,86,121,59,38,186,83,269,43,1.1523809523809523:1,194,
186,676,86,123,59,32,192,79,269,45,1.159744408945687:1,194,
192,673,86,126,59,28,195,77,268,46,1.1639871382636655:1,194,
198,737,153,129,67,84,195,77,266,48,1.1486880466472302:1,192,
204,733,155,135,68,78,196,79,262,50,1.1558823529411764:1,188,
210,732,155,136,68,74,197,80,262,51,1.1592920353982301:1,188,
216,730,155,138,67,70,199,81,260,53,1.1597633136094674:1,186,
222,728,155,140,66,67,200,82,260,53,1.1602373887240356:1,186,
228,721,155,147,65,67,194,86,258,51,1.1458333333333333:1,183,
234,715,155,153,64,66,190,86,257,52,1.147147147147147:1,183,
240,713,155,155,64,66,187,85,258,53,1.1411411411411412:1,184,
246,711,155,157,64,65,183,85,261,53,1.148036253776435:1,187,
252,709,155,159,64,65,179,85,262,54,1.155015197568389:1,189,
258,707,155,161,63,65,177,82,266,54,1.162079510703364:1,192,
264,704,155,164,62,65,176,82,262,57,1.1529051987767585:1,188,
270,750,207,170,56,114,182,83,257,58,1.148997134670487:1,186,
276,748,207,172,51,118,180,83,258,58,1.1494252873563218:1,188,
282,746,207,174,51,117,179,80,260,59,1.1498559077809798:1,188,
288,744,207,176,51,117,175,80,262,59,1.144092219020173:1,190,
294,743,207,177,51,117,171,82,262,60,1.1473988439306357:1,189,
300,738,207,182,51,117,163,86,260,61,1.1453488372093024:1,187,
306,734,207,186,50,117,159,87,261,60,1.1588235294117648:1,189,
312,732,207,188,49,117,154,89,263,60,1.1592920353982301:1,189,
318,723,207,197,48,117,151,92,256,59,1.1517857142857142:1,185,
324,722,207,198,48,116,148,93,258,59,1.155223880597015:1,187,
330,717,207,203,46,116,144,95,257,59,1.1661631419939578:1,187,
336,712,207,208,45,116,141,96,256,58,1.1840490797546013:1,187,
