Steps,Total # Non-GTGP Parcels,Total # GTGP Parcels,Avg # Non-GTGP Parcels,Avg GTGP Parcels,Avg Non-GTGP Area,Avg GTGP Area
6,233,144,2.478723404255319,1.5319148936170213,9.015319148936173,3.370851063829788,
12,228,149,2.425531914893617,1.5851063829787233,8.68553191489362,3.4687234042553206,
18,221,156,2.351063829787234,1.6595744680851063,8.44425531914894,3.625319148936171,
24,215,162,2.2872340425531914,1.7234042553191489,8.127234042553193,3.6944680851063825,
30,211,166,2.24468085106383,1.7659574468085106,7.981595744680853,3.7572340425531916,
36,210,167,2.234042553191489,1.7765957446808511,7.958191489361705,3.7572340425531916,
42,208,169,2.2127659574468086,1.797872340425532,7.862446808510641,3.8125531914893624,
48,209,168,2.223404255319149,1.7872340425531914,7.865638297872344,3.8125531914893624,
54,199,178,2.117021276595745,1.8936170212765957,7.514574468085109,3.9564893617021273,
60,193,184,2.0531914893617023,1.9574468085106382,7.189042553191491,4.0649999999999995,
66,190,187,2.021276595744681,1.9893617021276595,7.103936170212768,4.1447872340425524,
72,186,191,1.9787234042553192,2.0319148936170213,6.932659574468088,4.166063829787234,
78,183,194,1.946808510638298,2.0638297872340425,6.794361702127661,4.277765957446808,
84,180,197,1.9148936170212767,2.095744680851064,6.739042553191491,4.289468085106382,
90,178,199,1.8936170212765957,2.117021276595745,6.454148936170214,4.3652127659574465,
96,177,200,1.8829787234042554,2.127659574468085,6.400957446808513,4.375851063829787,
102,171,206,1.8191489361702127,2.1914893617021276,6.144574468085108,4.467340425531915,
108,169,208,1.797872340425532,2.2127659574468086,6.006276595744683,4.509893617021277,
114,166,211,1.7659574468085106,2.24468085106383,5.878617021276598,4.617978723404255,
120,168,209,1.7872340425531914,2.223404255319149,5.912659574468086,4.586063829787234,
126,165,212,1.7553191489361701,2.25531914893617,5.777553191489362,4.663723404255318,
132,166,211,1.7659574468085106,2.24468085106383,5.815851063829789,4.638191489361701,
138,165,212,1.7553191489361701,2.25531914893617,5.924361702127662,4.595638297872339,
144,159,218,1.6914893617021276,2.3191489361702127,5.733936170212767,4.686063829787233,
150,159,218,1.6914893617021276,2.3191489361702127,5.733936170212767,4.686063829787233,
156,158,219,1.6808510638297873,2.3297872340425534,5.704148936170213,4.698829787234042,
162,155,222,1.648936170212766,2.3617021276595747,5.589255319148937,4.730744680851063,
168,152,225,1.6170212765957446,2.393617021276596,5.5020212765957455,4.757340425531914,
174,148,229,1.574468085106383,2.4361702127659575,5.299893617021278,4.866914893617021,
180,147,230,1.5638297872340425,2.4468085106382977,5.2403191489361705,4.877553191489361,
186,147,230,1.5638297872340425,2.4468085106382977,5.231808510638299,4.834999999999999,
192,144,233,1.5319148936170213,2.478723404255319,5.116914893617023,4.90095744680851,
198,142,235,1.5106382978723405,2.5,5.030744680851065,4.910531914893617,
204,137,240,1.4574468085106382,2.5531914893617023,4.844574468085107,5.010531914893617,
210,135,242,1.4361702127659575,2.574468085106383,4.801595744680853,5.028617021276595,
216,133,244,1.4148936170212767,2.595744680851064,4.742553191489362,5.007872340425531,
222,132,245,1.4042553191489362,2.606382978723404,4.694680851063831,5.034468085106383,
228,132,245,1.4042553191489362,2.606382978723404,4.7223404255319155,5.050425531914893,
234,132,245,1.4042553191489362,2.606382978723404,4.774468085106383,5.050425531914893,
240,132,245,1.4042553191489362,2.606382978723404,4.774468085106383,5.050425531914893,
246,132,245,1.4042553191489362,2.606382978723404,4.753191489361702,5.0610638297872335,
252,131,246,1.3936170212765957,2.617021276595745,4.723404255319149,5.073829787234042,
258,131,246,1.3936170212765957,2.617021276595745,4.737234042553192,5.0791489361702125,
264,129,248,1.372340425531915,2.6382978723404253,4.6734042553191495,5.132340425531914,
270,128,249,1.3617021276595744,2.648936170212766,4.607446808510638,5.174893617021276,
276,127,250,1.351063829787234,2.6595744680851063,4.617659574468086,5.163191489361702,
282,128,249,1.3617021276595744,2.648936170212766,4.638936170212767,5.163191489361702,
288,129,248,1.372340425531915,2.6382978723404253,4.660212765957447,5.152553191489361,
294,128,249,1.3617021276595744,2.648936170212766,4.655957446808512,5.1823404255319145,
300,122,255,1.297872340425532,2.7127659574468086,4.519787234042554,5.258936170212766,
306,121,256,1.2872340425531914,2.723404255319149,4.454148936170214,5.267765957446809,
312,122,255,1.297872340425532,2.7127659574468086,4.496702127659575,5.240106382978723,
318,122,255,1.297872340425532,2.7127659574468086,4.4839361702127665,5.203936170212765,
324,121,256,1.2872340425531914,2.723404255319149,4.420106382978724,5.2092553191489355,
