Steps,Total # Non-GTGP Parcels,Total # GTGP Parcels,Avg # Non-GTGP Parcels,Avg GTGP Parcels,Avg Non-GTGP Area,Avg GTGP Area
6,234,143,2.4893617021276597,1.5212765957446808,9.08244680851064,3.2735106382978727,
12,228,149,2.425531914893617,1.5851063829787233,8.830000000000002,3.3373404255319152,
18,224,153,2.382978723404255,1.627659574468085,8.701276595744684,3.407553191489362,
24,222,155,2.3617021276595747,1.648936170212766,8.597021276595747,3.4394680851063835,
30,221,156,2.351063829787234,1.6595744680851063,8.584255319148939,3.4405319148936173,
36,219,158,2.3297872340425534,1.6808510638297873,8.512978723404258,3.4469148936170213,
42,214,163,2.276595744680851,1.7340425531914894,8.350425531914896,3.485744680851064,
48,206,171,2.1914893617021276,1.8191489361702127,8.050425531914897,3.696382978723404,
54,203,174,2.1595744680851063,1.851063829787234,7.895106382978725,3.749574468085106,
60,200,177,2.127659574468085,1.8829787234042554,7.787659574468087,3.812340425531915,
66,193,184,2.0531914893617023,1.9574468085106382,7.319893617021278,3.9615957446808507,
72,189,188,2.0106382978723403,2.0,6.952872340425533,4.043510638297873,
78,187,190,1.9893617021276595,2.021276595744681,6.86244680851064,4.070106382978723,
84,184,193,1.9574468085106382,2.0531914893617023,6.793297872340427,4.187127659574468,
90,183,194,1.946808510638298,2.0638297872340425,6.747553191489363,4.183936170212766,
96,178,199,1.8936170212765957,2.117021276595745,6.556276595744682,4.210744680851064,
102,174,203,1.851063829787234,2.1595744680851063,6.47872340425532,4.221382978723404,
108,173,204,1.8404255319148937,2.1702127659574466,6.422340425531916,4.251170212765957,
114,173,204,1.8404255319148937,2.1702127659574466,6.3617021276595755,4.256489361702127,
120,171,206,1.8191489361702127,2.1914893617021276,6.239361702127662,4.283085106382979,
126,168,209,1.7872340425531914,2.223404255319149,6.092553191489364,4.396914893617021,
132,168,209,1.7872340425531914,2.223404255319149,6.081914893617023,4.364999999999999,
138,160,217,1.702127659574468,2.3085106382978724,5.612872340425534,4.573510638297873,
144,157,220,1.6702127659574468,2.3404255319148937,5.484148936170213,4.655106382978723,
