x,y 
67, 59
67, 59
71, 65
72, 66
72, 67
72, 66
72, 65
71, 65
72, 64
73, 64
74, 65
74, 65
51, 57
51, 58
52, 57
53, 58
54, 57
55, 56
56, 55
56, 55
69, 60
68, 59
69, 59
69, 60
68, 61
68, 61
52, 79
52, 78
53, 79
52, 79
52, 78
53, 79
53, 79
52, 84
53, 83
54, 82
55, 82
54, 82
54, 82
67, 60
66, 59
66, 58
65, 58
64, 58
63, 58
62, 58
61, 59
61, 59
23, 63
24, 64
25, 65
24, 64
23, 65
24, 66
25, 66
25, 65
26, 66
26, 66
67, 60
68, 61
68, 60
68, 61
69, 60
70, 59
69, 60
69, 61
69, 60
70, 60
70, 60
55, 56
55, 57
55, 56
55, 57
55, 58
56, 57
55, 57
55, 58
55, 58
53, 80
54, 81
53, 82
52, 82
52, 83
52, 84
53, 83
53, 83
73, 64
72, 65
73, 64
72, 65
72, 66
71, 67
71, 66
72, 65
72, 65
41, 64
41, 65
40, 64
41, 64
41, 65
41, 65
40, 68
39, 67
39, 68
40, 67
40, 68
41, 69
40, 69
39, 69
40, 69
40, 69
54, 83
54, 84
55, 83
56, 84
55, 84
55, 84
61, 67
62, 67
61, 67
60, 67
60, 66
60, 66
68, 67
69, 68
70, 69
71, 69
70, 69
69, 68
68, 67
68, 67
41, 70
42, 70
43, 69
44, 69
43, 68
42, 69
41, 69
42, 69
41, 70
41, 70
25, 65
25, 64
25, 65
24, 64
24, 65
24, 66
23, 65
22, 65
22, 64
22, 64
70, 59
70, 60
71, 60
70, 60
70, 59
70, 59
40, 64
39, 64
39, 65
38, 65
37, 64
36, 64
35, 63
35, 63
71, 65
72, 66
71, 66
72, 65
71, 66
71, 67
71, 67
53, 84
52, 85
52, 86
51, 87
50, 88
49, 88
49, 88
55, 57
56, 57
56, 56
55, 56
55, 57
54, 56
55, 57
56, 56
56, 56
62, 58
63, 59
64, 58
63, 58
63, 59
64, 59
65, 59
65, 59
67, 68
66, 68
65, 68
66, 69
67, 69
67, 70
67, 71
68, 70
67, 70
67, 70
59, 66
58, 65
58, 64
58, 63
57, 62
58, 61
58, 61
54, 84
53, 85
53, 84
52, 85
53, 85
52, 84
53, 85
53, 86
54, 85
54, 85
69, 60
68, 60
67, 61
68, 60
69, 60
69, 60
66, 71
66, 70
67, 69
68, 70
67, 69
68, 69
67, 69
67, 69
64, 60
65, 61
64, 61
64, 60
65, 60
66, 61
66, 61
36, 63
37, 64
38, 65
37, 65
36, 65
36, 64
37, 65
36, 65
36, 65
72, 68
72, 67
72, 68
71, 69
72, 68
72, 69
73, 70
72, 70
71, 70
71, 69
71, 69
59, 61
58, 62
59, 63
59, 64
58, 65
58, 66
59, 67
59, 67
21, 65
20, 64
21, 63
22, 62
21, 61
21, 61
55, 86
54, 86
53, 87
53, 88
54, 87
55, 88
55, 88
42, 71
41, 71
41, 70
40, 71
40, 72
39, 73
38, 72
39, 71
38, 71
39, 71
39, 71
55, 56
56, 57
56, 58
55, 57
56, 58
55, 57
55, 57
49, 87
50, 86
49, 86
49, 85
48, 85
48, 85
22, 61
21, 61
21, 62
20, 62
19, 62
19, 62
54, 57
54, 56
53, 55
52, 55
51, 54
50, 55
49, 56
50, 57
51, 56
51, 56
56, 87
57, 87
58, 86
59, 86
60, 86
59, 85
58, 84
57, 85
57, 85
39, 70
38, 69
38, 70
38, 71
39, 72
40, 71
39, 70
40, 71
39, 70
39, 71
39, 71
68, 60
67, 60
68, 61
68, 62
68, 61
67, 62
66, 61
66, 61
37, 66
38, 67
39, 68
39, 69
39, 68
40, 68
40, 69
39, 69
40, 70
39, 71
39, 71
47, 85
46, 86
45, 87
46, 88
45, 87
44, 87
44, 88
44, 88
58, 68
58, 67
57, 66
56, 66
55, 65
55, 64
55, 64
72, 70
73, 70
72, 71
73, 72
73, 73
72, 72
71, 72
72, 71
72, 70
73, 70
73, 70
68, 70
69, 70
70, 71
70, 72
70, 71
71, 71
72, 71
72, 70
71, 71
71, 71
66, 60
67, 61
68, 61
68, 62
68, 61
68, 61
74, 71
74, 72
73, 72
72, 72
73, 73
72, 74
73, 73
72, 74
72, 73
73, 74
73, 74
72, 72
72, 71
73, 72
72, 73
71, 72
70, 73
71, 72
71, 72
67, 60
67, 61
66, 60
66, 59
65, 58
64, 58
64, 58
56, 86
57, 85
57, 84
57, 85
58, 86
58, 87
58, 88
58, 88
45, 87
46, 86
47, 85
46, 85
47, 84
46, 84
46, 83
45, 82
45, 82
67, 62
68, 61
69, 61
70, 60
69, 59
70, 60
70, 60
18, 62
19, 62
19, 63
19, 64
19, 63
20, 64
20, 65
21, 65
21, 64
21, 64
51, 55
52, 56
53, 57
53, 58
54, 59
55, 59
54, 58
53, 59
53, 59
38, 70
37, 69
37, 70
37, 69
38, 70
38, 71
37, 70
37, 71
37, 70
37, 70
55, 63
56, 64
55, 63
56, 63
55, 63
54, 62
55, 63
54, 63
54, 63
40, 70
39, 71
38, 71
39, 72
40, 72
40, 72
38, 69
37, 69
36, 69
37, 69
36, 68
36, 68
53, 60
53, 61
53, 62
52, 61
53, 62
53, 63
54, 62
53, 62
53, 62
39, 72
40, 73
40, 72
41, 73
40, 74
40, 75
40, 75
22, 63
21, 64
20, 65
19, 65
20, 65
19, 64
19, 63
18, 63
17, 63
18, 62
18, 62
46, 81
47, 82
48, 83
48, 82
48, 83
48, 82
48, 82
69, 60
69, 59
68, 60
69, 59
69, 58
69, 59
69, 59
70, 71
69, 72
70, 72
69, 71
68, 70
69, 71
68, 70
68, 70
58, 87
58, 86
59, 86
59, 85
58, 84
57, 84
57, 84
73, 73
72, 73
73, 74
73, 73
72, 74
72, 73
72, 72
72, 73
73, 73
72, 73
72, 73
53, 62
53, 61
53, 62
54, 61
53, 61
52, 61
53, 60
54, 60
54, 60
63, 58
62, 59
63, 58
63, 57
64, 58
65, 59
65, 59
49, 82
50, 83
50, 84
49, 85
48, 84
48, 85
49, 84
50, 83
51, 84
50, 84
50, 84
70, 59
69, 60
70, 60
69, 61
70, 60
69, 60
68, 60
69, 61
68, 60
67, 59
67, 59
73, 74
73, 73
72, 74
71, 73
72, 74
71, 73
72, 72
72, 71
72, 71
57, 83
56, 82
57, 82
58, 82
58, 81
57, 81
57, 81
55, 59
54, 60
55, 61
56, 61
55, 61
56, 60
56, 60
39, 76
38, 75
39, 75
38, 76
38, 75
38, 75
17, 63
18, 62
17, 63
18, 63
17, 63
18, 63
19, 64
20, 63
20, 63
35, 68
34, 67
35, 68
35, 67
35, 68
35, 67
35, 68
35, 68
54, 63
53, 63
54, 64
53, 64
52, 63
51, 62
51, 63
52, 64
52, 64
65, 60
64, 60
65, 61
66, 62
67, 61
68, 61
68, 61
67, 70
68, 70
67, 71
67, 70
66, 71
65, 70
65, 71
64, 70
63, 71
64, 71
64, 71
67, 62
66, 62
66, 63
65, 64
64, 64
63, 65
62, 64
61, 63
60, 63
60, 63
58, 80
59, 81
58, 82
58, 83
57, 83
57, 82
56, 81
56, 81
35, 67
34, 67
33, 67
33, 68
32, 67
33, 68
33, 68
63, 72
63, 71
62, 70
63, 71
62, 70
62, 69
63, 70
63, 70
53, 64
54, 64
55, 65
54, 66
53, 67
54, 66
54, 66
49, 85
50, 86
51, 85
52, 85
52, 84
53, 83
53, 84
54, 84
54, 84
68, 60
67, 61
66, 61
65, 61
65, 60
66, 59
66, 59
71, 71
72, 72
71, 73
71, 72
70, 73
71, 72
70, 71
70, 71
38, 76
38, 77
39, 76
40, 76
40, 75
41, 75
40, 76
41, 77
42, 78
42, 78
55, 61
54, 61
54, 62
55, 62
56, 63
55, 62
56, 62
56, 62
20, 62
21, 62
20, 61
19, 62
20, 62
20, 61
19, 60
20, 61
19, 62
19, 62
43, 79
42, 80
43, 81
43, 82
42, 83
53, 85
52, 84
53, 83
54, 83
53, 82
53, 83
52, 84
51, 83
52, 83
52, 83
53, 65
52, 65
51, 64
52, 64
52, 65
53, 66
52, 66
51, 66
51, 67
51, 66
51, 66
62, 70
62, 69
62, 68
61, 68
60, 67
61, 67
60, 67
60, 67
18, 62
19, 63
18, 63
19, 62
18, 63
18, 63
33, 67
34, 66
35, 65
34, 65
35, 66
34, 66
34, 66
67, 60
66, 60
65, 60
65, 61
64, 61
63, 62
64, 63
64, 63
61, 64
60, 63
61, 63
60, 62
61, 62
61, 62
56, 80
56, 81
55, 80
54, 79
55, 78
55, 79
54, 79
53, 80
54, 79
55, 78
55, 78
71, 71
71, 72
72, 72
71, 71
72, 70
71, 70
71, 70
57, 61
57, 62
56, 62
57, 61
57, 60
57, 60
71, 71
72, 71
73, 70
72, 70
71, 71
70, 72
71, 72
70, 73
69, 72
69, 72
52, 84
53, 84
54, 83
54, 82
53, 83
53, 82
52, 82
53, 83
54, 82
54, 83
54, 83
61, 67
62, 67
61, 66
62, 66
63, 65
62, 66
63, 65
62, 65
61, 65
61, 64
61, 64
19, 62
20, 63
19, 62
18, 63
19, 62
19, 62
61, 61
61, 62
62, 61
63, 60
63, 59
62, 58
61, 58
61, 58
54, 79
53, 78
52, 77
53, 76
53, 75
54, 75
55, 76
54, 77
54, 78
54, 78
51, 65
50, 64
51, 64
51, 65
50, 64
51, 64
52, 63
51, 62
52, 61
51, 62
51, 62
58, 59
57, 60
56, 61
55, 61
54, 60
54, 60
44, 81
43, 80
44, 79
44, 80
44, 81
44, 81
65, 62
64, 62
64, 61
63, 61
62, 62
61, 62
61, 61
61, 61
33, 65
33, 64
32, 65
33, 64
34, 64
34, 65
34, 64
35, 64
36, 65
36, 65
53, 84
52, 84
51, 83
52, 84
53, 85
52, 84
53, 84
52, 85
52, 84
52, 84
20, 63
21, 64
20, 63
19, 62
19, 63
20, 64
20, 65
21, 65
20, 65
19, 64
19, 64
55, 61
55, 62
56, 63
55, 63
56, 62
55, 61
56, 60
55, 59
55, 58
55, 58
60, 61
59, 60
58, 59
58, 60
57, 61
57, 60
56, 60
57, 59
57, 60
57, 61
57, 61
35, 65
36, 64
36, 63
36, 64
35, 65
35, 65
60, 64
61, 63
60, 62
59, 63
60, 63
60, 63
14, 31
15, 31
16, 32
16, 33
17, 32
17, 32
50, 61
50, 60
49, 59
50, 58
49, 58
50, 59
49, 59
48, 59
47, 58
48, 58
48, 58
70, 73
69, 72
70, 72
71, 71
72, 71
72, 70
72, 69
71, 69
71, 69
43, 80
42, 80
43, 80
44, 79
45, 78
46, 79
47, 78
46, 78
47, 79
48, 79
48, 79
61, 57
62, 58
63, 59
64, 58
64, 59
64, 60
63, 61
64, 60
63, 61
63, 61
55, 78
55, 79
54, 80
55, 81
56, 81
55, 80
55, 79
56, 78
57, 77
57, 77
18, 63
17, 63
18, 62
18, 63
17, 63
18, 63
17, 63
17, 63
47, 80
47, 81
47, 80
46, 81
45, 82
46, 83
46, 83
48, 57
49, 58
49, 59
48, 59
48, 58
47, 58
47, 59
47, 58
48, 57
48, 57
56, 76
56, 77
56, 76
57, 76
58, 76
59, 76
60, 75
60, 75
64, 62
65, 62
66, 63
65, 62
66, 61
65, 62
65, 61
65, 60
66, 59
66, 59
55, 59
56, 59
55, 59
54, 58
55, 59
56, 60
57, 59
58, 60
58, 60
16, 33
16, 34
17, 35
17, 36
16, 35
15, 35
15, 35
58, 62
59, 63
60, 62
61, 63
60, 62
61, 62
61, 62
72, 68
72, 69
71, 68
72, 69
72, 70
72, 71
71, 70
72, 70
72, 70
60, 62
61, 61
61, 60
60, 61
60, 60
60, 59
61, 60
62, 59
62, 59
53, 84
52, 84
51, 83
52, 82
51, 82
51, 83
51, 82
50, 83
50, 83
34, 66
33, 67
32, 68
33, 67
32, 66
31, 65
31, 64
32, 63
32, 63
63, 59
63, 58
62, 58
62, 57
62, 56
62, 57
62, 58
63, 57
62, 56
61, 56
61, 56
49, 58
48, 58
47, 57
48, 56
48, 57
47, 57
48, 58
48, 58
31, 64
31, 65
31, 64
31, 65
32, 66
33, 66
33, 66
16, 35
16, 34
15, 33
16, 34
17, 33
18, 33
17, 34
16, 35
16, 34
15, 35
15, 35
49, 82
48, 82
47, 83
48, 82
49, 83
50, 84
49, 84
48, 84
48, 84
18, 63
19, 63
20, 63
20, 62
21, 62
21, 63
21, 62
21, 63
20, 64
21, 63
21, 63
61, 61
60, 60
60, 61
60, 62
61, 62
61, 62
72, 69
72, 68
72, 69
72, 70
72, 71
72, 71
60, 74
59, 73
59, 72
60, 72
61, 71
60, 72
61, 72
60, 71
60, 70
60, 70
66, 60
67, 59
68, 58
69, 58
69, 57
69, 56
69, 57
70, 57
70, 56
70, 56
47, 84
46, 85
45, 85
46, 85
45, 85
44, 85
43, 84
43, 85
43, 85
57, 60
57, 59
58, 60
57, 60
58, 60
58, 59
58, 59
16, 34
16, 33
17, 33
17, 34
17, 33
18, 33
17, 33
16, 33
16, 32
15, 31
15, 31
22, 63
21, 63
21, 62
20, 61
20, 62
19, 62
20, 62
21, 62
22, 63
23, 63
23, 63
61, 55
62, 56
61, 56
62, 55
63, 54
63, 54
71, 72
70, 72
69, 73
68, 74
67, 73
67, 73
49, 84
50, 84
49, 85
48, 84
47, 84
48, 84
47, 85
47, 86
48, 87
47, 86
47, 86
60, 71
60, 72
60, 71
59, 70
58, 69
58, 70
58, 70
69, 56
69, 57
68, 57
68, 58
68, 57
68, 57
61, 63
60, 62
60, 61
59, 62
58, 61
58, 61
43, 84
59, 60
59, 59
60, 58
59, 58
60, 59
60, 60
61, 61
61, 61
49, 58
49, 57
50, 56
49, 55
48, 55
47, 55
47, 54
48, 55
48, 55
33, 65
34, 66
35, 65
34, 66
35, 66
36, 67
35, 66
35, 66
57, 60
57, 59
58, 58
57, 59
58, 60
58, 59
58, 59
22, 64
23, 63
24, 63
25, 63
24, 63
25, 62
26, 62
26, 62
67, 72
66, 71
67, 71
66, 72
67, 72
66, 72
65, 73
65, 72
66, 71
66, 71
58, 69
58, 70
59, 69
60, 70
61, 71
60, 72
60, 71
61, 71
62, 70
62, 70
44, 84
43, 84
43, 85
43, 84
42, 83
42, 82
42, 83
42, 83
46, 86
45, 87
46, 86
47, 85
48, 86
47, 85
47, 86
48, 87
48, 87
48, 54
47, 54
46, 55
47, 56
47, 57
46, 56
47, 55
48, 56
49, 57
49, 57
14, 31
15, 32
16, 32
17, 33
17, 34
16, 33
16, 34
17, 34
18, 33
18, 33
61, 60
60, 61
61, 61
60, 62
60, 63
60, 62
61, 61
61, 61
62, 55
62, 54
63, 54
62, 55
62, 54
63, 54
63, 53
63, 53
36, 65
36, 66
37, 66
36, 66
37, 65
36, 64
37, 64
37, 64
69, 57
68, 58
68, 59
67, 60
67, 59
66, 58
66, 57
66, 57
60, 74
61, 73
60, 74
61, 74
61, 75
61, 76
61, 77
61, 77
61, 76
60, 76
61, 75
61, 74
60, 75
59, 76
59, 76
64, 77
64, 78
63, 78
63, 79
62, 79
62, 79
56, 79
55, 80
56, 79
57, 79
58, 78
57, 79
57, 79
60, 69
61, 68
61, 69
62, 69
63, 69
63, 68
63, 68
58, 81
58, 82
59, 81
60, 81
61, 82
62, 82
61, 82
60, 81
60, 81
61, 77
62, 76
61, 76
60, 75
60, 74
60, 75
59, 74
59, 74
59, 74
58, 75
58, 76
59, 77
58, 77
58, 77
53, 78
53, 77
52, 77
53, 76
53, 77
53, 78
54, 79
55, 79
55, 79
64, 77
65, 76
66, 76
66, 75
67, 74
66, 74
67, 74
67, 74
68, 73
67, 73
66, 74
67, 75
68, 75
69, 74
70, 75
69, 74
70, 74
70, 74
58, 73
58, 74
57, 73
56, 74
57, 75
58, 75
58, 75
71, 73
70, 73
71, 73
70, 74
69, 73
69, 74
70, 75
71, 76
71, 77
71, 77
60, 73
60, 74
60, 75
59, 74
59, 73
60, 74
61, 75
61, 75
58, 78
57, 79
58, 80
57, 81
58, 82
57, 82
56, 82
55, 82
55, 82
61, 82
62, 81
61, 82
62, 83
62, 82
62, 82
58, 78
57, 78
58, 77
57, 77
57, 78
58, 77
57, 78
56, 77
57, 78
58, 79
58, 79
62, 77
63, 78
62, 79
63, 80
64, 80
64, 80
60, 76
59, 76
58, 76
57, 77
58, 76
57, 77
58, 76
59, 76
59, 76
68, 73
68, 74
68, 73
68, 74
67, 74
68, 75
67, 76
68, 77
69, 77
68, 77
68, 77
62, 69
63, 70
64, 70
64, 69
65, 69
66, 68
65, 69
64, 68
64, 67
64, 67
63, 79
63, 78
63, 77
62, 77
63, 77
63, 77
59, 75
60, 76
59, 76
60, 76
60, 77
59, 76
59, 76
54, 80
55, 80
55, 79
54, 78
55, 77
55, 77
50, 69
50, 70
50, 71
50, 70
50, 69
49, 69
49, 69
36, 69
35, 70
36, 70
37, 71
36, 70
36, 70
39, 72
38, 71
39, 72
40, 71
41, 71
42, 70
42, 70
32, 62
31, 61
31, 62
31, 63
31, 62
31, 62
39, 55
40, 54
41, 53
41, 54
41, 53
40, 53
40, 53
41, 55
42, 56
43, 57
44, 56
43, 55
43, 55
43, 46
44, 45
45, 44
46, 44
47, 45
47, 44
47, 44
61, 65
62, 64
62, 65
62, 64
61, 64
61, 64
42, 68
43, 68
43, 69
42, 70
42, 71
43, 72
42, 73
41, 72
40, 73
39, 73
39, 73
48, 67
49, 68
50, 67
49, 68
50, 68
50, 67
50, 67
44, 72
45, 71
45, 72
44, 71
45, 72
45, 73
45, 73
50, 54
51, 55
51, 54
52, 54
51, 53
50, 52
51, 52
52, 53
52, 54
51, 53
51, 53
41, 53
42, 54
43, 55
42, 54
43, 55
43, 56
44, 55
44, 56
44, 56
62, 65
62, 64
62, 65
63, 65
64, 66
63, 65
62, 65
62, 64
62, 65
62, 66
62, 66
35, 70
34, 69
33, 70
32, 69
31, 68
32, 67
32, 66
33, 66
34, 66
33, 65
33, 65
44, 56
44, 55
43, 55
44, 55
45, 54
45, 53
46, 52
46, 53
47, 54
47, 54
51, 52
51, 51
52, 50
53, 50
54, 49
55, 49
56, 50
56, 49
56, 50
57, 49
57, 49
44, 72
45, 71
44, 70
45, 71
44, 70
44, 71
43, 70
43, 70
42, 71
43, 72
43, 73
44, 74
45, 73
44, 72
43, 72
43, 73
43, 73
50, 70
49, 71
50, 70
49, 71
49, 70
48, 71
49, 70
49, 70
39, 74
38, 74
39, 74
40, 75
39, 74
40, 75
40, 75
32, 62
33, 61
34, 60
34, 59
34, 60
33, 60
34, 61
34, 60
34, 60
49, 68
49, 69
48, 68
47, 67
48, 68
47, 69
46, 70
47, 71
47, 70
47, 70
46, 45
46, 46
45, 47
44, 46
45, 47
44, 47
45, 47
46, 47
47, 46
48, 46
48, 46
61, 66
60, 66
59, 65
58, 65
57, 66
56, 65
56, 66
56, 65
56, 65
48, 71
47, 71
47, 72
46, 71
47, 72
48, 73
47, 72
48, 71
48, 72
47, 72
47, 72
43, 57
42, 57
41, 58
42, 59
41, 60
42, 59
42, 60
42, 59
41, 60
42, 61
42, 61
33, 61
32, 62
31, 61
32, 60
31, 61
31, 62
32, 63
32, 63
50, 70
51, 71
51, 72
52, 72
51, 72
51, 72
47, 53
47, 52
48, 52
47, 53
46, 53
47, 52
47, 52
41, 74
42, 75
42, 74
43, 73
43, 72
42, 71
43, 70
42, 69
42, 68
42, 68
47, 45
46, 44
46, 45
47, 46
47, 47
48, 47
48, 48
47, 49
47, 49
58, 50
57, 49
58, 50
57, 49
58, 48
58, 47
57, 47
57, 47
32, 65
31, 65
30, 64
30, 65
31, 64
30, 64
30, 65
29, 65
29, 65
43, 72
43, 71
44, 70
44, 69
43, 70
42, 70
43, 69
43, 70
44, 69
44, 69
44, 71
43, 70
43, 69
43, 70
44, 71
43, 71
43, 71
50, 71
49, 70
48, 70
49, 70
50, 71
50, 70
49, 70
48, 70
47, 70
48, 71
48, 71
47, 51
48, 52
48, 53
47, 54
48, 55
49, 54
48, 53
49, 52
49, 52
43, 68
42, 69
43, 68
43, 69
44, 70
45, 71
45, 71
45, 70
44, 71
44, 70
45, 69
44, 69
44, 69
47, 48
48, 49
47, 50
48, 49
48, 48
49, 49
49, 49
46, 73
46, 72
47, 72
47, 71
48, 70
48, 69
47, 69
47, 69
41, 62
40, 62
39, 61
38, 62
39, 63
40, 64
41, 65
41, 64
40, 65
40, 65
30, 65
29, 66
28, 65
29, 66
28, 66
27, 65
27, 65
33, 62
34, 63
33, 63
33, 62
34, 61
35, 60
34, 59
35, 58
34, 57
35, 57
35, 57
58, 47
57, 48
56, 48
55, 49
56, 50
57, 49
57, 49
55, 66
56, 67
57, 67
56, 68
57, 67
57, 67
42, 72
41, 71
40, 71
41, 72
41, 71
41, 71
48, 72
47, 72
46, 73
45, 72
46, 72
47, 73
47, 74
47, 74
40, 64
41, 63
41, 62
40, 61
41, 62
40, 62
39, 63
38, 62
37, 62
38, 63
38, 63
56, 68
57, 67
58, 66
57, 66
58, 67
58, 68
58, 69
57, 69
57, 69
48, 53
47, 54
46, 54
46, 55
46, 56
46, 57
47, 58
47, 58
44, 71
45, 70
45, 71
45, 72
46, 73
47, 74
46, 75
45, 76
45, 76
35, 58
35, 59
35, 60
35, 61
35, 62
35, 62
50, 50
51, 51
50, 52
51, 53
52, 53
52, 52
52, 52
28, 64
27, 65
27, 66
28, 66
29, 65
29, 66
29, 66
58, 49
58, 50
58, 49
58, 50
58, 49
59, 48
59, 48
48, 68
49, 69
50, 69
49, 69
50, 70
49, 71
48, 71
47, 71
46, 71
47, 72
47, 72
43, 70
43, 69
43, 70
42, 69
42, 68
42, 68
41, 72
40, 72
41, 73
40, 74
39, 74
39, 74
58, 47
57, 47
58, 47
59, 47
58, 47
57, 47
56, 48
57, 49
57, 49
48, 58
47, 59
48, 60
48, 59
47, 58
47, 57
47, 58
47, 57
47, 57
53, 51
54, 50
55, 49
54, 50
53, 49
53, 48
53, 48
34, 62
35, 62
36, 61
36, 60
35, 61
34, 60
34, 61
34, 62
33, 61
34, 62
34, 62
39, 62
38, 63
37, 62
36, 63
36, 64
35, 63
36, 63
36, 63
45, 75
44, 74
45, 75
45, 74
44, 75
44, 75
30, 65
29, 66
29, 67
28, 67
29, 66
29, 67
30, 67
29, 66
28, 66
29, 66
29, 66
56, 69
56, 70
57, 70
57, 71
56, 72
55, 72
55, 72
46, 71
45, 71
46, 70
46, 71
46, 70
47, 70
48, 71
49, 72
50, 71
49, 71
49, 71
39, 73
40, 74
41, 73
40, 72
41, 71
40, 70
40, 71
41, 72
41, 72
43, 69
42, 70
43, 69
42, 70
42, 69
43, 69
42, 69
41, 68
42, 69
42, 68
42, 68
46, 74
47, 74
47, 73
47, 72
46, 72
47, 72
48, 73
48, 73
42, 69
43, 68
44, 69
45, 69
46, 68
47, 69
48, 70
48, 69
48, 70
48, 70
35, 63
36, 64
35, 64
36, 64
37, 65
36, 64
36, 63
36, 62
36, 62
58, 49
59, 50
60, 49
59, 48
60, 47
60, 46
61, 47
60, 48
60, 48
48, 56
48, 55
49, 55
50, 54
51, 55
51, 54
51, 54
28, 66
27, 67
27, 66
26, 66
25, 65
25, 65
42, 72
41, 73
42, 72
43, 73
43, 74
44, 73
44, 74
43, 75
43, 75
54, 73
53, 74
53, 75
53, 74
53, 73
52, 72
53, 72
54, 73
54, 73
33, 61
34, 60
35, 59
34, 60
33, 61
32, 62
33, 62
34, 63
35, 62
35, 63
35, 63
47, 74
48, 74
49, 73
50, 72
49, 73
49, 74
49, 75
49, 74
50, 75
50, 75
45, 76
46, 76
45, 75
46, 75
45, 75
45, 74
46, 74
45, 75
44, 76
44, 76
52, 49
53, 48
53, 49
52, 49
52, 48
51, 49
52, 49
52, 49
48, 71
49, 72
49, 73
50, 72
49, 73
50, 73
49, 73
49, 74
50, 74
49, 74
49, 74
44, 74
45, 75
45, 76
44, 75
44, 76
43, 75
43, 76
42, 75
43, 74
42, 73
42, 73
25, 66
24, 66
25, 65
25, 66
26, 65
27, 65
28, 64
27, 65
27, 65
50, 73
49, 74
49, 73
49, 72
50, 71
49, 72
49, 73
50, 74
51, 73
52, 74
52, 74
35, 63
36, 63
36, 62
37, 63
36, 64
35, 64
34, 63
33, 63
33, 63
53, 50
53, 51
52, 52
52, 51
53, 50
54, 49
53, 49
54, 48
54, 48
60, 49
60, 48
60, 49
60, 48
61, 47
62, 46
61, 47
62, 46
61, 45
62, 44
62, 44
35, 62
35, 63
36, 63
35, 63
34, 62
34, 63
35, 64
34, 65
34, 65
47, 70
48, 70
47, 70
47, 69
47, 70
46, 71
47, 71
48, 72
48, 72
43, 77
44, 78
44, 77
45, 76
46, 77
46, 77
55, 73
55, 74
56, 75
55, 74
56, 74
56, 75
56, 76
57, 75
56, 75
56, 75
49, 76
50, 76
49, 77
50, 77
51, 77
50, 77
51, 78
50, 79
51, 78
51, 78
52, 54
51, 54
50, 55
50, 56
49, 56
49, 56
34, 63
34, 64
35, 64
34, 65
34, 66
34, 66
27, 66
28, 66
27, 66
27, 67
26, 66
26, 65
26, 65
57, 75
57, 74
58, 74
58, 73
57, 74
58, 73
57, 74
57, 74
50, 55
51, 54
50, 54
51, 55
52, 55
51, 56
51, 55
52, 55
53, 55
53, 54
53, 54
33, 66
34, 66
34, 65
35, 66
36, 66
36, 65
36, 65
55, 49
54, 49
53, 48
54, 47
53, 46
52, 46
52, 47
53, 48
53, 47
52, 47
52, 47
50, 78
51, 78
52, 77
52, 78
53, 78
54, 78
53, 78
53, 78
49, 71
49, 72
48, 73
48, 74
49, 73
49, 74
50, 73
49, 72
49, 72
46, 78
45, 77
44, 77
43, 78
42, 78
41, 79
40, 79
53, 75
53, 76
54, 75
53, 76
54, 77
53, 76
52, 76
52, 76
61, 45
60, 46
61, 45
61, 46
61, 45
61, 46
60, 46
59, 47
58, 48
59, 49
59, 49
42, 72
43, 71
43, 72
44, 73
45, 73
44, 72
45, 72
46, 73
46, 74
46, 74
53, 55
53, 54
52, 54
51, 54
52, 55
51, 54
52, 54
52, 54
52, 79
52, 80
53, 81
53, 82
54, 83
53, 83
52, 83
52, 82
52, 82
53, 47
53, 46
52, 45
51, 45
50, 45
51, 44
51, 44
56, 73
57, 72
58, 73
59, 72
58, 72
59, 71
59, 71
25, 65
26, 66
25, 66
26, 65
25, 66
25, 66
33, 67
34, 67
33, 67
32, 67
31, 68
31, 69
32, 68
33, 67
34, 67
33, 66
33, 66
41, 78
42, 79
41, 78
40, 77
39, 76
40, 76
40, 76
58, 49
58, 50
59, 50
59, 49
58, 50
57, 49
58, 49
58, 49
48, 73
47, 73
48, 74
47, 74
46, 75
46, 74
47, 75
46, 74
46, 74
45, 75
44, 76
45, 75
46, 75
47, 75
48, 74
49, 73
49, 73
52, 75
51, 74
52, 73
53, 72
52, 72
51, 73
51, 73
37, 65
36, 65
37, 64
38, 63
38, 64
37, 64
37, 64
49, 74
48, 73
49, 74
48, 73
47, 73
47, 72
47, 72
58, 70
57, 70
57, 71
56, 71
55, 72
54, 71
54, 71
39, 75
38, 74
38, 73
39, 72
40, 72
40, 72
53, 83
52, 84
51, 85
52, 86
52, 85
52, 84
51, 83
52, 83
51, 83
51, 83
52, 74
53, 74
54, 74
53, 74
54, 75
53, 75
53, 74
52, 73
53, 73
53, 73
52, 43
51, 42
52, 42
52, 41
53, 42
52, 41
53, 42
53, 42
24, 65
24, 64
23, 63
22, 63
22, 64
22, 63
22, 63
57, 49
56, 49
56, 50
57, 49
56, 50
56, 49
56, 50
57, 49
58, 50
58, 50
47, 73
48, 74
48, 75
48, 76
47, 76
47, 75
48, 75
49, 76
49, 76
53, 54
52, 53
51, 54
50, 55
51, 56
51, 55
51, 54
52, 54
51, 55
51, 55
34, 66
34, 67
33, 67
34, 68
34, 67
33, 66
33, 65
33, 65
36, 63
37, 62
36, 61
35, 62
34, 62
35, 62
35, 62
54, 72
53, 71
54, 72
53, 73
54, 73
55, 74
54, 73
54, 74
54, 74
51, 54
50, 53
51, 54
52, 53
51, 53
52, 52
52, 52
53, 41
54, 41
55, 40
